hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240302,02,10,1,3873,0.14,0.0001,40,42,0.16,53.1,85.1
20240302,02,10,2,4357,0.13,0.11,37,9,0.19,7.3,60.9
20240302,02,10,3,4173,0.16,0.0003,38,42,0.17,9.7,58.5
20240302,02,10,4,3642,0.11,0.19,38,17,0.17,3.4,20.6
20240302,02,10,5,5049,0.16,0.0003,33,42,0.18,3.0,30.3
20240302,02,10,6,4790,0.14,0.02,36,42,0.19,6.0,24.2
20240302,02,11,1,4709,0.22,0.13,28,11,0.15,65.8,87.8
20240302,02,11,2,4099,0.25,0.01,33,42,0.18,17.7,71.1
20240302,02,11,3,3813,0.27,0.22,41,20,0.16,9.3,72.0
20240302,02,11,4,4837,0.23,0.0001,32,42,0.19,2.9,17.6
20240302,02,11,5,3505,0.17,0.0001,32,42,0.14,5.5,47.2
20240302,02,11,6,5012,0.31,0.0014000000000000002,31,42,0.18,4.1,33.3
20240302,02,12,1,4532,0.12,0.05,35,3,0.13,72.5,88.2
20240302,02,12,2,3939,0.14,0.13,18,11,0.17,0.0,65.3
20240302,02,12,3,3576,0.11,0.0002,31,42,0.17,11.3,54.5
20240302,02,12,4,4552,0.09,0.0002,34,42,0.14,9.6,35.4
20240302,02,12,5,4230,0.1,0.0006,26,42,0.15,5.4,59.4
20240302,02,12,6,3761,0.13,0.0007000000000000001,25,42,0.18,3.2,19.3
20240302,02,1,1,3642,0.21,,60,42,0.14,33.3,62.5
20240302,02,1,2,3508,0.17,,60,42,0.2,8.1,45.9
20240302,02,1,3,3313,0.13,,60,42,0.16,6.0,48.4
20240302,02,1,4,4952,0.19,,60,42,0.16,4.0,20.0
20240302,02,1,5,5008,0.23,,60,42,0.14,6.9,44.1
20240302,02,1,6,3202,0.25,,60,42,0.2,3.0,21.2
20240302,02,2,1,4619,0.27,0.0011,39,42,0.18,33.3,55.5
20240302,02,2,2,3663,0.14,0.11,47,9,0.15,13.7,60.7
20240302,02,2,3,5012,0.1,0.0002,45,42,0.14,11.4,54.2
20240302,02,2,4,4439,0.26,0.0015,55,42,0.19,3.1,18.7
20240302,02,2,5,4552,0.23,0.0007000000000000001,52,42,0.15,5.0,27.5
20240302,02,2,6,4760,0.17,0.0006,35,42,0.13,5.0,35.0
20240302,02,3,1,3769,0.16,0.0013,52,42,0.15,39.0,85.3
20240302,02,3,2,3576,0.26,0.0002,38,42,0.19,22.9,72.9
20240302,02,3,3,4298,0.28,0.06,40,4,0.16,2.7,47.2
20240302,02,3,4,3293,0.28,0.15,57,13,0.23,0.0,23.0
20240302,02,3,5,4215,0.27,0.12,54,10,0.19,5.7,48.0
20240302,02,3,6,3072,0.23,0.0011,42,42,0.0,0.0,0.0
20240302,02,4,1,4555,0.27,0.19,28,17,0.18,41.9,77.4
20240302,02,4,2,5049,0.21,0.18,29,16,0.18,11.7,52.9
20240302,02,4,3,3679,0.22,0.01,35,42,0.14,7.5,72.5
20240302,02,4,4,4899,0.24,0.11,37,9,0.15,20.8,29.1
20240302,02,4,5,3569,0.26,0.0005,36,42,0.21,0.0,10.2
20240302,02,4,6,4099,0.18,0.0014000000000000002,43,42,0.15,6.2,34.3
20240302,02,5,1,4173,0.09,0.16,31,14,0.17,43.2,72.9
20240302,02,5,2,3505,0.06,0.06,36,4,0.18,7.3,68.2
20240302,02,5,3,4957,0.07,0.32,40,30,0.16,11.1,60.0
20240302,02,5,4,4532,0.14,0.03,53,1,0.16,14.0,60.0
20240302,02,5,5,4981,0.11,0.03,38,1,0.17,2.0,28.0
20240302,02,5,6,5316,0.21,0.19,28,17,0.19,0.0,11.1
20240302,02,6,1,4952,0.16,,60,42,0.13,36.3,72.7
20240302,02,6,2,4230,0.06,,60,42,0.15,30.0,66.6
20240302,02,6,3,5124,0.05,,60,42,0.17,0.0,40.0
20240302,02,6,4,4619,0.08,,60,42,0.19,4.0,56.0
20240302,02,6,5,4709,0.15,,60,42,0.15,3.4,55.1
20240302,02,6,6,4357,0.1,,60,42,0.21,0.0,30.4
20240302,02,7,1,3813,0.03,0.21,32,19,0.14,70.3,85.1
