hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240219,01,10,1-2-3,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,2,A2,5.88,40.91,0.11,5.0,4.0,3,A1,29.17,0.11,4.0,4.0,0.13,78.05,0,0,2.0,1.0,0,1
20240219,01,10,1-2-4,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,2,A2,5.88,40.91,0.11,5.0,4.0,4,B1,50.0,0.09,6.0,2.0,0.13,78.05,0,0,2.0,1.0,0,1
20240219,01,10,1-2-5,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,2,A2,5.88,40.91,0.11,5.0,4.0,5,A1,28.0,0.07,1.0,1.0,0.13,78.05,0,0,2.0,1.0,0,1
20240219,01,10,1-2-6,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,2,A2,5.88,40.91,0.11,5.0,4.0,6,A2,24.24,0.1,3.0,3.0,0.13,78.05,0,0,2.0,1.0,0,1
20240219,01,10,1-3-2,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,3,A1,6.05,29.17,0.11,4.0,4.0,2,A2,40.91,0.11,5.0,4.0,0.13,66.31,0,0,2.0,1.0,0,1
20240219,01,10,1-3-4,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,3,A1,6.05,29.17,0.11,4.0,4.0,4,B1,50.0,0.09,6.0,2.0,0.13,66.31,0,0,2.0,1.0,0,1
20240219,01,10,1-3-5,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,3,A1,6.05,29.17,0.11,4.0,4.0,5,A1,28.0,0.07,1.0,1.0,0.13,66.31,0,0,2.0,1.0,0,1
20240219,01,10,1-3-6,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,3,A1,6.05,29.17,0.11,4.0,4.0,6,A2,24.24,0.1,3.0,3.0,0.13,66.31,0,0,2.0,1.0,0,1
20240219,01,10,1-4-2,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,4,B1,4.04,50.0,0.09,6.0,2.0,2,A2,40.91,0.11,5.0,4.0,0.15,87.14,0,0,2.0,1.0,0,1
20240219,01,10,1-4-3,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,4,B1,4.04,50.0,0.09,6.0,2.0,3,A1,29.17,0.11,4.0,4.0,0.15,87.14,0,0,2.0,1.0,0,1
20240219,01,10,1-4-5,1,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,4,B1,4.04,50.0,0.09,6.0,2.0,5,A1,28.0,0.07,1.0,1.0,0.15,87.14,0,0,2.0,1.0,0,1
20240219,01,10,1-4-6,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,4,B1,4.04,50.0,0.09,6.0,2.0,6,A2,24.24,0.1,3.0,3.0,0.15,87.14,0,0,2.0,1.0,0,1
20240219,01,10,1-5-2,0,1,A2,6.13,37.14,0.24,2.0,5.0,60.0,5,A1,6.33,28.0,0.07,1.0,1.0,2,A2,40.91,0.11,5.0,4.0,0.16999999999999998,65.14,0,0,2.0,1.0,0,1
