hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240319,01,10,1-2-3,1,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,2,A2,4.65,38.0,0.04,1.0,5.0,3,A1,35.29,0.01,5.0,4.0,-0.0395,83.24000000000001,0,0,1.0,1.0,0,1
20240319,01,10,1-2-4,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,2,A2,4.65,38.0,0.04,1.0,5.0,4,A1,55.1,0.0002,4.0,1.0,-0.0395,83.24000000000001,0,0,1.0,1.0,0,1
20240319,01,10,1-2-5,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,2,A2,4.65,38.0,0.04,1.0,5.0,5,B1,16.67,0.11,2.0,6.0,-0.0395,83.24000000000001,0,0,1.0,1.0,0,1
20240319,01,10,1-2-6,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,2,A2,4.65,38.0,0.04,1.0,5.0,6,B1,31.71,0.0009,3.0,3.0,-0.0395,83.24000000000001,0,0,1.0,1.0,0,1
20240319,01,10,1-3-2,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,3,A1,6.77,35.29,0.01,5.0,4.0,2,A2,38.0,0.04,1.0,5.0,-0.0095,80.53,0,0,1.0,1.0,0,1
20240319,01,10,1-3-4,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,3,A1,6.77,35.29,0.01,5.0,4.0,4,A1,55.1,0.0002,4.0,1.0,-0.0095,80.53,0,0,1.0,1.0,0,1
20240319,01,10,1-3-5,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,3,A1,6.77,35.29,0.01,5.0,4.0,5,B1,16.67,0.11,2.0,6.0,-0.0095,80.53,0,0,1.0,1.0,0,1
20240319,01,10,1-3-6,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,3,A1,6.77,35.29,0.01,5.0,4.0,6,B1,31.71,0.0009,3.0,3.0,-0.0095,80.53,0,0,1.0,1.0,0,1
20240319,01,10,1-4-2,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,4,A1,6.97,55.1,0.0002,4.0,1.0,2,A2,38.0,0.04,1.0,5.0,0.00030000000000000003,100.34,0,0,1.0,1.0,0,1
20240319,01,10,1-4-3,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,4,A1,6.97,55.1,0.0002,4.0,1.0,3,A1,35.29,0.01,5.0,4.0,0.00030000000000000003,100.34,0,0,1.0,1.0,0,1
20240319,01,10,1-4-5,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,4,A1,6.97,55.1,0.0002,4.0,1.0,5,B1,16.67,0.11,2.0,6.0,0.00030000000000000003,100.34,0,0,1.0,1.0,0,1
20240319,01,10,1-4-6,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,4,A1,6.97,55.1,0.0002,4.0,1.0,6,B1,31.71,0.0009,3.0,3.0,0.00030000000000000003,100.34,0,0,1.0,1.0,0,1
20240319,01,10,1-5-2,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,5,B1,5.29,16.67,0.11,2.0,6.0,2,A2,38.0,0.04,1.0,5.0,-0.1095,61.910000000000004,0,0,1.0,1.0,0,1
20240319,01,10,1-5-3,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,5,B1,5.29,16.67,0.11,2.0,6.0,3,A1,35.29,0.01,5.0,4.0,-0.1095,61.910000000000004,0,0,1.0,1.0,0,1
20240319,01,10,1-5-4,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,5,B1,5.29,16.67,0.11,2.0,6.0,4,A1,55.1,0.0002,4.0,1.0,-0.1095,61.910000000000004,0,0,1.0,1.0,0,1
20240319,01,10,1-5-6,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,5,B1,5.29,16.67,0.11,2.0,6.0,6,B1,31.71,0.0009,3.0,3.0,-0.1095,61.910000000000004,0,0,1.0,1.0,0,1
20240319,01,10,1-6-2,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,6,B1,4.86,31.71,0.0009,3.0,3.0,2,A2,38.0,0.04,1.0,5.0,-0.00039999999999999996,76.95,0,0,1.0,1.0,0,1
20240319,01,10,1-6-3,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,6,B1,4.86,31.71,0.0009,3.0,3.0,3,A1,35.29,0.01,5.0,4.0,-0.00039999999999999996,76.95,0,0,1.0,1.0,0,1
20240319,01,10,1-6-4,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,6,B1,4.86,31.71,0.0009,3.0,3.0,4,A1,55.1,0.0002,4.0,1.0,-0.00039999999999999996,76.95,0,0,1.0,1.0,0,1
20240319,01,10,1-6-5,0,1,A2,5.39,45.24,0.0005,2.0,2.0,54.3,6,B1,4.86,31.71,0.0009,3.0,3.0,5,B1,16.67,0.11,2.0,6.0,-0.00039999999999999996,76.95,0,0,1.0,1.0,0,1
20240319,01,10,2-1-3,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,1,A2,5.39,45.24,0.0005,2.0,2.0,3,A1,35.29,0.01,5.0,4.0,0.0395,83.24000000000001,0,1,1.0,1.0,0,1
20240319,01,10,2-1-4,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,1,A2,5.39,45.24,0.0005,2.0,2.0,4,A1,55.1,0.0002,4.0,1.0,0.0395,83.24000000000001,0,1,1.0,1.0,0,1
20240319,01,10,2-1-5,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,1,A2,5.39,45.24,0.0005,2.0,2.0,5,B1,16.67,0.11,2.0,6.0,0.0395,83.24000000000001,0,1,1.0,1.0,0,1
20240319,01,10,2-1-6,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,1,A2,5.39,45.24,0.0005,2.0,2.0,6,B1,31.71,0.0009,3.0,3.0,0.0395,83.24000000000001,0,1,1.0,1.0,0,1
20240319,01,10,2-3-1,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,3,A1,6.77,35.29,0.01,5.0,4.0,1,A2,45.24,0.0005,2.0,2.0,0.03,73.28999999999999,0,0,1.0,1.0,0,1
20240319,01,10,2-3-4,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,3,A1,6.77,35.29,0.01,5.0,4.0,4,A1,55.1,0.0002,4.0,1.0,0.03,73.28999999999999,0,0,1.0,1.0,0,1
20240319,01,10,2-3-5,0,2,A2,4.65,38.0,0.04,1.0,5.0,6.6,3,A1,6.77,35.29,0.01,5.0,4.0,5,B1,16.67,0.11,2.0,6.0,0.03,73.28999999999999,0,0,1.0,1.0,0,1
