hd,jcd,rno,win_lane,win_racer_id,decision
20240219,01,10,1,4420,逃げ
20240219,01,11,1,4024,逃げ
20240219,01,12,2,4787,差し
20240219,01,1,1,4358,逃げ
20240219,01,2,3,4431,差し
20240219,01,3,1,4568,逃げ
20240219,01,4,1,4623,逃げ
20240219,01,5,2,3406,差し
20240219,01,6,1,4610,逃げ
20240219,01,7,6,4641,まくり
20240219,01,8,1,4468,逃げ
20240219,01,9,1,4245,逃げ
20240219,02,10,3,4335,差し
20240219,02,11,5,4769,まくり差し
20240219,02,12,1,4504,逃げ
20240219,02,1,1,3696,逃げ
20240219,02,2,5,3412,まくり
20240219,02,3,3,4118,差し
20240219,02,4,3,5189,抜き
20240219,02,5,6,4186,まくり
20240219,02,6,5,4926,まくり
20240219,02,7,1,4483,逃げ
20240219,02,8,2,4575,まくり
20240219,02,9,4,4569,まくり
20240219,04,10,1,4914,逃げ
20240219,04,11,4,3721,まくり差し
20240219,04,12,1,4908,逃げ
20240219,04,1,1,3583,逃げ
20240219,04,2,6,5066,まくり差し
20240219,04,3,1,4953,逃げ
20240219,04,4,2,4954,差し
20240219,04,5,4,3554,まくり差し
20240219,04,6,1,3656,抜き
20240219,04,7,1,2878,逃げ
20240219,04,8,6,4960,まくり差し
20240219,04,9,4,5222,まくり差し
20240219,05,10,1,4336,逃げ
20240219,05,11,3,4269,まくり差し
20240219,05,12,1,4494,逃げ
20240219,05,1,1,4485,逃げ
20240219,05,2,1,3538,逃げ
20240219,05,3,1,3805,逃げ
20240219,05,4,1,3156,逃げ
20240219,05,5,1,4902,逃げ
20240219,05,6,1,4040,逃げ
20240219,05,7,2,3946,差し
20240219,05,8,5,3156,まくり差し
20240219,05,9,1,4363,逃げ
20240219,06,10,3,4175,まくり差し
20240219,06,11,1,4174,逃げ
20240219,06,12,1,4342,逃げ
20240219,06,1,1,5011,逃げ
20240219,06,2,1,3868,逃げ
20240219,06,3,2,3474,抜き
20240219,06,4,2,4096,差し
20240219,06,5,2,4750,まくり
20240219,06,6,1,3909,逃げ
20240219,06,7,4,4786,まくり差し
20240219,06,8,1,4073,逃げ
20240219,06,9,2,3439,まくり
20240219,07,10,1,4287,逃げ
20240219,07,11,1,3978,逃げ
20240219,07,12,1,3983,逃げ
20240219,07,1,5,4027,まくり
20240219,07,2,1,4800,逃げ
20240219,07,3,4,3978,まくり差し
20240219,07,4,4,4161,まくり
20240219,07,5,1,4177,逃げ
20240219,07,6,3,4191,まくり
20240219,07,7,4,4809,まくり
20240219,07,8,1,4215,逃げ
20240219,07,9,4,3070,まくり差し
20240219,08,10,2,3822,差し
20240219,08,11,1,3939,逃げ
20240219,08,12,4,3941,まくり差し
20240219,08,1,1,3620,逃げ
20240219,08,2,3,3796,恵まれ
20240219,08,3,1,4155,逃げ
20240219,08,4,1,4337,逃げ
20240219,08,5,1,3811,逃げ
20240219,08,6,2,3892,差し
20240219,08,7,1,5009,逃げ
20240219,08,8,1,4148,逃げ
20240219,08,9,1,4124,逃げ
20240219,10,10,4,4875,まくり差し
20240219,10,11,1,4184,逃げ
20240219,10,12,5,4686,まくり
20240219,10,1,1,4686,逃げ
20240219,10,2,1,4600,抜き
20240219,10,3,2,3769,差し
20240219,10,4,1,4391,逃げ
20240219,10,5,2,4514,差し
20240219,10,6,4,4876,まくり
20240219,10,7,1,3461,逃げ
20240219,10,8,3,4413,差し
20240219,10,9,1,4681,逃げ
20240219,13,10,1,3432,抜き
20240219,13,11,5,4364,まくり差し
20240219,13,12,2,5161,差し
20240219,13,1,3,4237,まくり差し
20240219,13,2,1,4578,逃げ
20240219,13,3,1,4883,逃げ
20240219,13,4,4,4415,まくり差し
20240219,13,5,4,4933,差し
20240219,13,6,1,4033,逃げ
20240219,13,7,2,3730,差し
20240219,13,8,2,3716,まくり
20240219,13,9,2,4933,差し
20240219,14,10,2,4042,差し
20240219,14,11,2,4298,差し
20240219,14,12,1,4294,逃げ
20240219,14,1,1,3684,逃げ
20240219,14,2,1,3872,逃げ
20240219,14,3,1,3333,逃げ
20240219,14,4,1,4604,逃げ
20240219,14,5,2,4512,まくり
20240219,14,6,3,4794,まくり
20240219,14,7,3,4122,まくり
20240219,14,8,5,3333,まくり差し
20240219,14,9,2,4370,差し
20240219,17,10,4,4486,差し
20240219,17,11,4,4816,まくり
20240219,17,12,1,4013,逃げ
20240219,17,1,1,4743,逃げ
20240219,17,2,5,4218,まくり差し
20240219,17,3,2,4688,差し
20240219,17,4,2,5101,まくり
20240219,17,5,2,4061,抜き
20240219,17,6,5,4816,まくり
20240219,17,7,3,4013,抜き
20240219,17,8,3,4173,まくり差し
20240219,17,9,1,4811,逃げ
20240219,19,10,4,4985,まくり
20240219,19,11,1,4239,逃げ
20240219,19,12,4,4682,差し
20240219,19,1,3,3976,まくり差し
20240219,19,2,1,3901,逃げ
20240219,19,3,3,3680,まくり
20240219,19,4,1,4324,逃げ
20240219,19,5,1,4361,逃げ
20240219,19,6,2,3897,差し
20240219,19,7,1,4418,逃げ
20240219,19,8,4,4441,まくり
20240219,19,9,2,4393,恵まれ
20240219,23,10,1,4720,逃げ
20240219,23,11,2,3579,まくり
20240219,23,12,1,4733,逃げ
20240219,23,1,4,5198,まくり
20240219,23,2,5,4941,抜き
20240219,23,3,1,4714,逃げ
20240219,23,4,1,4123,抜き
20240219,23,5,1,4680,逃げ
20240219,23,6,4,4071,差し
20240219,23,7,1,4246,逃げ
20240219,23,8,1,4400,逃げ
20240219,23,9,3,4897,まくり
20240219,24,10,1,4547,逃げ
20240219,24,11,1,3623,逃げ
20240219,24,12,1,3777,逃げ
20240219,24,1,1,3349,逃げ
20240219,24,2,1,3523,逃げ
20240219,24,3,3,4545,まくり差し
20240219,24,4,2,4718,抜き
20240219,24,5,1,4131,逃げ
20240219,24,6,1,3988,抜き
20240219,24,7,1,4497,逃げ
20240219,24,8,1,3473,逃げ
20240219,24,9,1,4715,逃げ
