hd,jcd,rno,win_lane,win_racer_id,decision
20240116,03,10,,,
20240116,03,11,,,
20240116,03,12,,,
20240116,03,1,3,4044,まくり差し
20240116,03,2,2,4769,差し
20240116,03,3,4,4468,抜き
20240116,03,4,1,3888,逃げ
20240116,03,5,1,3686,抜き
20240116,03,6,2,3959,まくり
20240116,03,7,3,4028,まくり
20240116,03,8,1,4330,逃げ
20240116,03,9,1,4044,逃げ
20240116,06,10,1,4150,逃げ
20240116,06,11,3,3713,まくり
20240116,06,12,5,4738,まくり
20240116,06,1,6,4138,まくり差し
20240116,06,2,5,4579,まくり
20240116,06,3,3,4428,まくり差し
20240116,06,4,4,3473,抜き
20240116,06,5,1,4732,逃げ
20240116,06,6,1,4677,抜き
20240116,06,7,1,3712,逃げ
20240116,06,8,1,4738,逃げ
20240116,06,9,1,3885,逃げ
20240116,07,10,1,4409,逃げ
20240116,07,11,1,4546,逃げ
20240116,07,12,1,4063,逃げ
20240116,07,1,6,4197,まくり
20240116,07,2,5,4409,まくり差し
20240116,07,3,1,4692,逃げ
20240116,07,4,4,4903,まくり差し
20240116,07,5,1,3627,逃げ
20240116,07,6,3,4063,まくり差し
20240116,07,7,1,3655,逃げ
20240116,07,8,4,4453,まくり
20240116,07,9,1,3909,逃げ
20240116,09,10,2,3645,差し
20240116,09,11,2,4387,差し
20240116,09,12,5,3999,抜き
20240116,09,1,4,4525,まくり
20240116,09,2,2,3943,差し
20240116,09,3,2,3611,差し
20240116,09,4,5,4447,まくり差し
20240116,09,5,1,3618,逃げ
20240116,09,6,2,4936,まくり
20240116,09,7,3,4183,抜き
20240116,09,8,1,3302,逃げ
20240116,09,9,2,4289,差し
20240116,11,10,5,5029,まくり差し
20240116,11,11,4,5050,まくり差し
20240116,11,12,1,4852,逃げ
20240116,11,1,1,5050,逃げ
20240116,11,2,1,5071,逃げ
20240116,11,3,1,5023,逃げ
20240116,11,4,1,5029,逃げ
20240116,11,5,2,5141,差し
20240116,11,6,1,5089,逃げ
20240116,11,7,3,4934,まくり
20240116,11,8,4,5081,差し
20240116,11,9,3,5115,まくり差し
20240116,12,10,4,3918,差し
20240116,12,11,1,4305,逃げ
20240116,12,12,1,4099,逃げ
20240116,12,1,1,3659,逃げ
20240116,12,2,3,3918,まくり
20240116,12,3,6,3582,差し
20240116,12,4,1,4210,逃げ
20240116,12,5,1,3251,逃げ
20240116,12,6,1,4469,逃げ
20240116,12,7,1,4136,逃げ
20240116,12,8,1,3422,逃げ
20240116,12,9,3,4121,恵まれ
20240116,13,10,3,4313,差し
20240116,13,11,1,4335,逃げ
20240116,13,12,1,4055,逃げ
20240116,13,1,1,5192,逃げ
20240116,13,2,1,5014,逃げ
20240116,13,3,3,4105,まくり
20240116,13,4,1,4232,逃げ
20240116,13,5,3,4002,差し
20240116,13,6,1,4313,逃げ
20240116,13,7,1,4487,抜き
20240116,13,8,1,4057,逃げ
20240116,13,9,5,4002,まくり差し
20240116,15,10,1,4926,逃げ
20240116,15,11,1,4450,逃げ
20240116,15,12,1,4503,逃げ
20240116,15,1,4,3690,差し
20240116,15,2,6,3257,差し
20240116,15,3,3,4926,まくり差し
20240116,15,4,2,4259,まくり
20240116,15,5,1,4884,逃げ
20240116,15,6,1,3385,逃げ
20240116,15,7,6,4427,まくり差し
20240116,15,8,1,3952,逃げ
20240116,15,9,1,4156,抜き
20240116,18,10,2,4573,まくり
20240116,18,11,3,3654,差し
20240116,18,12,1,4061,抜き
20240116,18,1,4,4351,抜き
20240116,18,2,1,4068,逃げ
20240116,18,3,1,5022,逃げ
20240116,18,4,4,3664,まくり差し
20240116,18,5,2,3507,差し
20240116,18,6,1,4803,逃げ
20240116,18,7,5,4498,まくり差し
20240116,18,8,2,3721,差し
20240116,18,9,1,3559,逃げ
20240116,19,10,5,5197,まくり差し
20240116,19,11,4,4539,まくり
20240116,19,12,1,4415,逃げ
20240116,19,1,1,5055,逃げ
20240116,19,2,3,4277,まくり
20240116,19,3,2,4006,差し
20240116,19,4,1,3976,逃げ
20240116,19,5,6,3470,まくり差し
20240116,19,6,1,3621,逃げ
20240116,19,7,1,4051,逃げ
20240116,19,8,3,4006,まくり差し
20240116,19,9,1,3470,逃げ
20240116,22,10,4,4155,まくり
20240116,22,11,1,4311,逃げ
20240116,22,12,1,4171,逃げ
20240116,22,1,1,4112,逃げ
20240116,22,2,3,4174,まくり差し
20240116,22,3,3,4311,差し
20240116,22,4,4,4108,抜き
20240116,22,5,3,4270,差し
20240116,22,6,1,5183,逃げ
20240116,22,7,1,3907,逃げ
20240116,22,8,1,4644,逃げ
20240116,22,9,1,4143,逃げ
20240116,23,10,3,3833,まくり差し
20240116,23,11,2,4497,恵まれ
20240116,23,12,1,4350,逃げ
20240116,23,1,1,3849,逃げ
20240116,23,2,1,4352,逃げ
20240116,23,3,1,4512,逃げ
20240116,23,4,1,4030,逃げ
20240116,23,5,4,3833,まくり差し
20240116,23,6,5,4474,まくり
20240116,23,7,5,4377,恵まれ
20240116,23,8,3,4390,まくり差し
20240116,23,9,4,5065,まくり差し
