hd,jcd,rno,label_3t,win_lane
20240303,2,1,4-2-6,4
20240303,2,2,4-1-5,4
20240303,2,3,2-1-3,2
20240303,2,4,3-2-5,3
20240303,2,5,4-1-5,4
20240303,2,6,2-6-5,2
20240303,2,7,1-3-5,1
20240303,2,8,1-2-6,1
20240303,2,9,3-2-4,3
20240303,2,10,4-3-1,4
20240303,2,11,5-2-3,5
20240303,2,12,1-2-4,1
20240303,3,1,1-2-5,1
20240303,3,2,1-2-3,1
20240303,3,3,1-4-3,1
20240303,3,4,1-4-3,1
20240303,3,5,2-1-6,2
20240303,3,6,1-3-2,1
20240303,3,7,,
20240303,3,8,,
20240303,3,9,,
20240303,3,10,,
20240303,3,11,,
20240303,3,12,,
20240303,4,1,6-3-2,6
20240303,4,2,1-2-3,1
20240303,4,3,6-5-2,6
20240303,4,4,1-5-3,1
20240303,4,5,1-2-4,1
20240303,4,6,3-5-1,3
20240303,4,7,1-3-2,1
20240303,4,8,1-4-5,1
20240303,4,9,2-4-5,2
20240303,4,10,6-4-3,6
20240303,4,11,1-3-4,1
20240303,4,12,1-5-2,1
20240303,6,1,1-3-2,1
20240303,6,2,3-1-4,3
20240303,6,3,3-5-4,3
20240303,6,4,6-2-3,6
20240303,6,5,4-3-6,4
20240303,6,6,3-5-4,3
20240303,6,7,1-3-5,1
20240303,6,8,1-3-2,1
20240303,6,9,1-2-3,1
20240303,6,10,2-3-1,2
20240303,6,11,1-4-5,1
20240303,6,12,1-3-2,1
20240303,7,1,4-6-2,4
20240303,7,2,2-3-5,2
20240303,7,3,1-3-4,1
20240303,7,4,1-2-6,1
20240303,7,5,3-5-4,3
20240303,7,6,4-1-2,4
20240303,7,7,1-4-2,1
20240303,7,8,2-1-3,2
20240303,7,9,1-5-3,1
20240303,7,10,3-1-4,3
20240303,7,11,5-1-3,5
20240303,7,12,1-2-6,1
20240303,9,1,1-6-4,1
20240303,9,2,1-2-3,1
20240303,9,3,3-2-6,3
20240303,9,4,2-5-1,2
20240303,9,5,1-3-6,1
20240303,9,6,4-5-1,4
20240303,9,7,3-5-2,3
20240303,9,8,3-1-4,3
20240303,9,9,2-4-5,2
20240303,9,10,4-1-6,4
20240303,9,11,1-6-3,1
20240303,9,12,1-4-2,1
20240303,11,1,3-5-1,3
20240303,11,2,4-1-5,4
20240303,11,3,4-6-5,4
20240303,11,4,1-2-4,1
20240303,11,5,5-4-6,5
20240303,11,6,3-2-4,3
20240303,11,7,2-4-3,2
20240303,11,8,3-1-2,3
20240303,11,9,1-5-3,1
20240303,11,10,3-1-5,3
20240303,11,11,1-2-4,1
20240303,11,12,1-2-5,1
20240303,15,1,1-2-3,1
20240303,15,2,1-5-2,1
20240303,15,3,2-5-3,2
20240303,15,4,1-5-3,1
20240303,15,5,2-3-6,2
20240303,15,6,1-2-5,1
20240303,15,7,1-3-2,1
20240303,15,8,1-4-3,1
20240303,15,9,1-3-4,1
20240303,15,10,3-1-5,3
20240303,15,11,2-3-1,2
20240303,15,12,2-3-1,2
20240303,16,1,1-2-4,1
20240303,16,2,1-4-5,1
20240303,16,3,1-4-6,1
20240303,16,4,3-4-2,3
20240303,16,5,1-5-3,1
20240303,16,6,3-6-1,3
20240303,16,7,4-2-1,4
20240303,16,8,1-4-2,1
20240303,16,9,6-4-3,6
20240303,16,10,2-1-4,2
20240303,16,11,4-2-3,4
20240303,16,12,1-2-3,1
20240303,17,1,1-4-2,1
20240303,17,2,2-3-1,2
20240303,17,3,1-4-2,1
20240303,17,4,3-5-1,3
20240303,17,5,1-5-3,1
20240303,17,6,1-3-5,1
20240303,17,7,4-3-6,4
20240303,17,8,6-4-1,6
20240303,17,9,1-2-3,1
20240303,17,10,4-5-1,4
20240303,17,11,1-3-4,1
20240303,17,12,4-6-2,4
20240303,20,1,1-2-3,1
20240303,20,2,1-6-3,1
20240303,20,3,3-2-5,3
20240303,20,4,2-5-4,2
20240303,20,5,1-4-2,1
20240303,20,6,1-2-6,1
20240303,20,7,1-5-4,1
20240303,20,8,1-2-3,1
20240303,20,9,1-4-2,1
20240303,20,10,1-3-4,1
20240303,20,11,4-5-1,4
20240303,20,12,2-4-3,2
20240303,21,1,1-2-6,1
20240303,21,2,3-1-4,3
20240303,21,3,1-4-3,1
20240303,21,4,1-2-3,1
20240303,21,5,6-1-3,6
20240303,21,6,4-2-1,4
20240303,21,7,2-5-3,2
20240303,21,8,1-5-3,1
20240303,21,9,1-2-3,1
20240303,21,10,2-5-4,2
20240303,21,11,1-2-3,1
20240303,21,12,1-2-5,1
20240303,22,1,1-2-3,1
20240303,22,2,1-2-5,1
20240303,22,3,3-1-2,3
20240303,22,4,2-4-1,2
20240303,22,5,2-1-6,2
20240303,22,6,1-4-5,1
20240303,22,7,1-3-4,1
20240303,22,8,4-1-3,4
20240303,22,9,6-1-4,6
20240303,22,10,5-1-2,5
20240303,22,11,2-1-3,2
20240303,22,12,1-5-2,1
20240303,23,1,6-5-1,6
20240303,23,2,1-3-4,1
20240303,23,3,1-3-5,1
20240303,23,4,1-3-6,1
20240303,23,5,1-3-6,1
20240303,23,6,1-2-4,1
20240303,23,7,1-3-4,1
20240303,23,8,1-2-4,1
20240303,23,9,1-5-6,1
20240303,23,10,1-5-2,1
20240303,23,11,1-3-5,1
20240303,23,12,1-2-5,1
20240303,24,1,4-2-5,4
20240303,24,2,4-6-2,4
20240303,24,3,4-6-1,4
20240303,24,4,1-3-5,1
20240303,24,5,1-4-2,1
20240303,24,6,3-4-6,3
20240303,24,7,4-1-2,4
20240303,24,8,1-2-5,1
20240303,24,9,2-1-3,2
20240303,24,10,1-5-2,1
20240303,24,11,3-1-5,3
20240303,24,12,1-6-2,1
