hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240111,2,1,第13回スマホマクール杯,逃げ,曇り,6,1.0,1.0,1-3-6
20240111,2,2,第13回スマホマクール杯,差し,曇り,6,2.0,1.0,2-3-1
20240111,2,3,第13回スマホマクール杯,まくり,曇り,6,2.0,1.0,2-1-3
20240111,2,4,第13回スマホマクール杯,まくり,曇り,6,4.0,3.0,2-3-6
20240111,2,5,第13回スマホマクール杯,逃げ,曇り,8,1.0,1.0,1-5-2
20240111,2,6,第13回スマホマクール杯,差し,曇り,6,3.0,2.0,3-1-2
20240111,2,7,第13回スマホマクール杯,まくり差し,曇り,8,2.0,1.0,6-1-3
20240111,2,8,第13回スマホマクール杯,抜き,曇り,6,1.0,1.0,6-1-3
20240111,2,9,第13回スマホマクール杯,逃げ,曇り,8,1.0,1.0,1-3-4
20240111,2,10,第13回スマホマクール杯,逃げ,晴,17,0.0,0.0,1-3-6
20240111,2,11,第13回スマホマクール杯,まくり差し,晴,6,1.0,1.0,5-1-6
20240111,2,12,第13回スマホマクール杯,逃げ,晴,17,0.0,0.0,1-3-2
20240111,5,1,第56回報知新聞社賞静波まつり杯,差し,曇り,15,2.0,2.0,2-6-1
20240111,5,2,第56回報知新聞社賞静波まつり杯,まくり差し,曇り,15,2.0,2.0,3-1-6
20240111,5,3,第56回報知新聞社賞静波まつり杯,逃げ,曇り,1,3.0,2.0,1-2-5
20240111,5,4,第56回報知新聞社賞静波まつり杯,逃げ,曇り,1,2.0,2.0,1-3-5
20240111,5,5,第56回報知新聞社賞静波まつり杯,まくり,曇り,15,2.0,2.0,2-6-3
20240111,5,6,第56回報知新聞社賞静波まつり杯,まくり,曇り,15,4.0,2.0,3-6-1
20240111,5,7,第56回報知新聞社賞静波まつり杯,逃げ,曇り,15,3.0,2.0,1-4-2
20240111,5,8,第56回報知新聞社賞静波まつり杯,逃げ,曇り,3,2.0,2.0,1-2-5
20240111,5,9,第56回報知新聞社賞静波まつり杯,まくり,曇り,3,2.0,2.0,4-1-2
20240111,5,10,第56回報知新聞社賞静波まつり杯,逃げ,曇り,3,1.0,2.0,1-4-6
20240111,5,11,第56回報知新聞社賞静波まつり杯,まくり差し,曇り,5,1.0,1.0,5-4-3
20240111,5,12,第56回報知新聞社賞静波まつり杯,逃げ,曇り,15,2.0,1.0,1-3-4
20240111,6,1,中日スポーツ ゴールドカップ,まくり,曇り,1,1.0,1.0,2-3-6
20240111,6,2,中日スポーツ ゴールドカップ,逃げ,曇り,3,1.0,1.0,1-4-6
20240111,6,3,中日スポーツ ゴールドカップ,まくり差し,曇り,3,2.0,1.0,4-2-1
20240111,6,4,中日スポーツ ゴールドカップ,差し,曇り,3,1.0,1.0,6-4-2
20240111,6,5,中日スポーツ ゴールドカップ,まくり,曇り,3,1.0,1.0,4-1-3
20240111,6,6,中日スポーツ ゴールドカップ,まくり差し,曇り,3,1.0,1.0,3-4-1
20240111,6,7,中日スポーツ ゴールドカップ,逃げ,曇り,3,1.0,1.0,1-3-2
20240111,6,8,中日スポーツ ゴールドカップ,抜き,曇り,1,1.0,1.0,6-1-3
20240111,6,9,中日スポーツ ゴールドカップ,抜き,曇り,3,1.0,1.0,1-3-4
20240111,6,10,中日スポーツ ゴールドカップ,逃げ,曇り,17,0.0,0.0,1-5-3
20240111,6,11,中日スポーツ ゴールドカップ,逃げ,曇り,17,0.0,0.0,1-2-3
20240111,6,12,中日スポーツ ゴールドカップ,抜き,晴,3,2.0,1.0,3-1-6
20240111,8,1,第31回4Kソリューションカップ,逃げ,曇り,13,1.0,0.0,1-5-3
