hd,jcd,rno,label_3t,win_lane
20240111,2,1,1-3-6,1
20240111,2,2,2-3-1,2
20240111,2,3,2-1-3,2
20240111,2,4,2-3-6,2
20240111,2,5,1-5-2,1
20240111,2,6,3-1-2,3
20240111,2,7,6-1-3,6
20240111,2,8,6-1-3,6
20240111,2,9,1-3-4,1
20240111,2,10,1-3-6,1
20240111,2,11,5-1-6,5
20240111,2,12,1-3-2,1
20240111,5,1,2-6-1,2
20240111,5,2,3-1-6,3
20240111,5,3,1-2-5,1
20240111,5,4,1-3-5,1
20240111,5,5,2-6-3,2
20240111,5,6,3-6-1,3
20240111,5,7,1-4-2,1
20240111,5,8,1-2-5,1
20240111,5,9,4-1-2,4
20240111,5,10,1-4-6,1
20240111,5,11,5-4-3,5
20240111,5,12,1-3-4,1
20240111,6,1,2-3-6,2
20240111,6,2,1-4-6,1
20240111,6,3,4-2-1,4
20240111,6,4,6-4-2,6
20240111,6,5,4-1-3,4
20240111,6,6,3-4-1,3
20240111,6,7,1-3-2,1
20240111,6,8,6-1-3,6
20240111,6,9,1-3-4,1
20240111,6,10,1-5-3,1
20240111,6,11,1-2-3,1
20240111,6,12,3-1-6,3
20240111,8,1,1-5-3,1
20240111,8,2,1-2-5,1
20240111,8,3,3-2-6,3
20240111,8,4,5-4-6,5
20240111,8,5,3-6-4,3
20240111,8,6,1-2-4,1
20240111,8,7,4-5-6,4
20240111,8,8,5-1-2,5
20240111,8,9,1-4-3,1
20240111,8,10,1-3-5,1
20240111,8,11,1-2-3,1
20240111,8,12,1-5-2,1
20240111,9,1,1-2-3,1
20240111,9,2,1-4-5,1
20240111,9,3,1-4-3,1
20240111,9,4,1-2-6,1
20240111,9,5,1-3-6,1
20240111,9,6,1-3-5,1
20240111,9,7,1-3-2,1
20240111,9,8,不成立,
20240111,9,9,1-3-5,1
20240111,9,10,1-4-2,1
20240111,9,11,1-3-4,1
20240111,9,12,1-2-6,1
20240111,14,1,1-2-3,1
20240111,14,2,1-6-4,1
20240111,14,3,1-2-4,1
20240111,14,4,2-1-4,2
20240111,14,5,3-2-5,3
20240111,14,6,2-1-3,2
20240111,14,7,3-6-2,3
20240111,14,8,3-2-4,3
20240111,14,9,3-4-5,3
20240111,14,10,1-5-2,1
20240111,14,11,1-3-2,1
20240111,14,12,1-2-4,1
20240111,16,1,1-3-5,1
20240111,16,2,2-1-4,2
20240111,16,3,2-1-4,2
20240111,16,4,4-2-3,4
20240111,16,5,1-5-4,1
20240111,16,6,3-1-5,3
20240111,16,7,2-1-3,2
20240111,16,8,1-2-4,1
20240111,16,9,1-4-6,1
20240111,16,10,3-4-1,3
20240111,16,11,3-1-4,3
20240111,16,12,1-3-2,1
20240111,17,1,1-2-5,1
20240111,17,2,1-2-4,1
20240111,17,3,5-1-2,5
20240111,17,4,4-1-6,4
20240111,17,5,1-2-3,1
20240111,17,6,3-1-5,3
20240111,17,7,2-4-5,2
20240111,17,8,2-3-4,2
20240111,17,9,1-2-6,1
20240111,17,10,1-3-5,1
20240111,17,11,2-4-3,2
20240111,17,12,3-6-4,3
20240111,18,1,1-2-3,1
20240111,18,2,6-2-1,6
20240111,18,3,1-3-4,1
20240111,18,4,1-2-4,1
20240111,18,5,1-4-3,1
20240111,18,6,5-4-2,5
20240111,18,7,1-4-3,1
20240111,18,8,1-3-2,1
20240111,18,9,4-1-5,4
20240111,18,10,1-2-4,1
20240111,18,11,1-2-3,1
20240111,18,12,1-2-3,1
20240111,19,1,1-5-6,1
20240111,19,2,1-2-5,1
20240111,19,3,2-1-4,2
20240111,19,4,1-2-5,1
20240111,19,5,1-5-3,1
20240111,19,6,3-5-2,3
20240111,19,7,5-1-4,5
20240111,19,8,1-4-2,1
20240111,19,9,3-1-6,3
20240111,19,10,1-6-3,1
20240111,19,11,1-2-4,1
20240111,19,12,1-6-4,1
20240111,20,1,5-4-2,5
20240111,20,2,1-4-2,1
20240111,20,3,3-5-4,3
20240111,20,4,4-5-2,4
20240111,20,5,1-3-2,1
20240111,20,6,4-5-1,4
20240111,20,7,1-3-6,1
20240111,20,8,5-4-1,5
20240111,20,9,1-2-3,1
20240111,20,10,1-2-3,1
20240111,20,11,1-3-2,1
20240111,20,12,1-3-4,1
20240111,21,1,1-3-2,1
20240111,21,2,4-3-5,4
20240111,21,3,1-4-2,1
20240111,21,4,1-2-4,1
20240111,21,5,2-1-6,2
20240111,21,6,6-2-4,6
20240111,21,7,1-2-5,1
20240111,21,8,2-1-4,2
20240111,21,9,3-4-5,3
20240111,21,10,4-5-1,4
20240111,21,11,1-2-4,1
20240111,21,12,1-5-3,1
20240111,24,1,1-4-5,1
20240111,24,2,3-6-5,3
20240111,24,3,1-2-3,1
20240111,24,4,1-3-4,1
20240111,24,5,1-2-4,1
20240111,24,6,1-3-2,1
20240111,24,7,1-3-6,1
20240111,24,8,4-1-5,4
20240111,24,9,1-2-4,1
20240111,24,10,1-6-5,1
20240111,24,11,1-2-4,1
20240111,24,12,1-4-6,1
