hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240111,2,10,1,3484,芝田 浩治,NIGE,70.1,87.7,0.15,0.05,6.65,2,1,44.04,56.88,32.22,47.78,0.0,0.0,0.0,0.0,0.0,0.0,17.014,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,10,2,3432,宮迫 暢彦,NIGE,16.0,58.0,0.14,0.06,6.65,2,2,30.93,42.27,26.44,48.28,0.0,0.0,3.0,5.0,0.0,0.0,12.891,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,10,3,3772,一柳 和孝,NIGE,2.3,46.5,0.15,0.09,6.63,1,3,49.0,64.0,44.04,61.47,0.0,0.0,0.0,1.0,0.0,0.0,18.29,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,10,4,4550,石岡 将太,NIGE,9.6,38.7,0.14,0.13,6.76,3,4,44.64,56.25,14.14,30.3,0.0,0.0,1.0,1.0,0.0,1.0,16.108,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,10,5,4526,池田 雄祐,NIGE,6.0,33.3,0.13,0.16,6.76,3,5,33.98,46.6,28.24,41.18,0.0,0.0,1.0,0.0,1.0,0.0,13.913999999999998,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,10,6,4912,中山 将太,NIGE,0.0,15.0,0.17,0.17,6.84,4,6,28.72,41.49,29.2,46.02,0.0,0.0,0.0,0.0,0.0,0.0,429496740.96,16.065,143165590.32733333,143165574.26233333,0,0,0
20240111,2,11,1,4794,和田 拓也,MAKURI_SASHI,71.4,100.0,0.13,0.07,6.78,6,4,16.67,33.33,32.63,47.37,1.0,1.0,0.0,0.0,0.0,0.0,8.857,143165586.52633333,13.119,-143165573.40733334,0,0,1
20240111,2,11,2,4175,川尻 泰輔,MAKURI_SASHI,11.7,61.7,0.16,0.13,6.73,4,5,27.1,47.66,24.51,44.12,1.0,1.0,2.0,2.0,0.0,0.0,11.010000000000002,143165586.52633333,13.119,-143165573.40733334,0,0,1
20240111,2,11,3,5267,石本 裕武,MAKURI_SASHI,31.5,78.9,0.11,0.18,6.64,1,6,21.3,36.11,27.27,44.44,1.0,1.0,1.0,0.0,4.0,1.0,429496739.712,143165586.52633333,13.119,-143165573.40733334,0,0,1
20240111,2,11,4,4110,小澤 和也,MAKURI_SASHI,11.6,55.8,0.16,0.01,6.69,3,2,31.25,52.68,31.96,50.52,1.0,1.0,2.0,0.0,2.0,1.0,12.663,143165586.52633333,13.119,-143165573.40733334,1,0,1
20240111,2,11,5,4889,後藤 盛也,MAKURI_SASHI,14.2,40.0,0.14,0.02,6.77,5,3,42.86,58.82,31.73,46.15,1.0,1.0,1.0,2.0,2.0,0.0,16.471999999999998,143165586.52633333,13.119,-143165573.40733334,0,0,1
20240111,2,11,6,4298,宮下 元胤,MAKURI_SASHI,0.0,42.1,0.17,0.0023,6.66,2,1,21.52,37.97,46.32,62.11,1.0,1.0,0.0,0.0,0.0,0.0,10.222,143165586.52633333,13.119,-143165573.40733334,0,0,1
20240111,2,12,1,4397,西村 拓也,NIGE,78.0,90.4,0.14,0.0003,6.83,4,1,7.35,22.06,26.53,37.76,0.0,0.0,0.0,0.0,0.0,2.0,6.535,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,12,2,4604,岩瀬 裕亮,NIGE,17.7,82.2,0.13,0.01,6.77,1,5,30.84,54.21,25.84,50.56,0.0,0.0,1.0,6.0,0.0,0.0,13.073999999999998,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,12,3,3996,秋山 直之,NIGE,36.8,71.0,0.17,0.0013,6.81,3,4,36.7,53.21,42.68,59.76,0.0,0.0,6.0,0.0,6.0,2.0,15.418,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,12,4,3256,三角 哲男,NIGE,16.6,61.9,0.14,0.19,6.8,2,6,24.14,42.53,44.44,64.44,0.0,0.0,2.0,0.0,4.0,1.0,429496740.774,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,12,5,4391,松田 祐季,NIGE,8.5,48.5,0.16,0.0012,6.83,4,3,19.54,37.93,36.7,57.8,0.0,0.0,0.0,0.0,2.0,1.0,9.841999999999999,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,12,6,3966,作間 章,NIGE,6.0,39.3,0.2,0.0009,6.83,4,2,23.6,41.57,31.96,46.39,0.0,0.0,1.0,0.0,1.0,0.0,11.004000000000001,11.675666666666666,143165587.20666668,143165575.53100002,0,0,0
20240111,2,1,1,4103,山崎 善庸,NIGE,19.2,69.2,0.2,0.0004,6.72,1,2,32.29,43.75,33.01,48.54,1.0,1.0,0.0,0.0,0.0,1.0,12.783,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,1,2,3831,安藤 裕貴,NIGE,14.2,50.0,0.18,0.0002,6.86,5,1,36.84,47.37,39.81,56.31,1.0,1.0,0.0,3.0,0.0,0.0,13.234000000000002,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,1,3,3981,今坂 晃広,NIGE,5.2,42.1,0.17,0.0002,6.74,2,1,50.44,64.6,23.23,42.42,1.0,1.0,1.0,1.0,0.0,0.0,18.207999999999995,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,1,4,3827,今泉 徹,NIGE,4.3,21.7,0.15,0.03,6.83,3,3,21.57,36.27,27.88,45.19,1.0,1.0,0.0,1.0,0.0,0.0,9.545,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,1,5,5006,久保原 秀人,NIGE,0.0,22.2,0.17,0.05,6.84,4,4,21.84,35.63,17.59,30.56,1.0,1.0,0.0,0.0,0.0,0.0,9.081999999999999,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,1,6,5194,大久保 佑香,NIGE,4.0,28.0,0.15,0.43,6.84,4,5,50.0,63.93,26.09,39.13,1.0,1.0,0.0,0.0,0.0,1.0,17.688,14.741666666666665,12.104999999999999,-2.6366666666666667,0,0,1
20240111,2,2,1,4201,佐竹 友樹,SASHI,43.7,65.6,0.16,0.02,6.76,3,1,34.19,53.85,39.83,55.93,2.0,1.0,0.0,0.0,0.0,2.0,13.507,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
20240111,2,2,2,4399,松本 晶恵,SASHI,11.5,61.5,0.18,0.08,6.67,1,2,36.28,49.56,39.05,46.67,2.0,1.0,0.0,2.0,0.0,1.0,14.634,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
20240111,2,2,3,3484,芝田 浩治,SASHI,13.2,62.2,0.14,0.02,6.67,1,1,44.04,56.88,32.22,47.78,2.0,1.0,0.0,1.0,6.0,0.0,17.014,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
20240111,2,2,4,4478,櫻本 あゆみ,SASHI,13.3,48.8,0.17,0.16,6.74,2,4,32.71,49.53,26.04,37.5,2.0,1.0,4.0,0.0,2.0,0.0,13.441,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
20240111,2,2,5,4794,和田 拓也,SASHI,11.7,58.8,0.15,0.14,6.76,3,3,16.67,33.33,32.63,47.37,2.0,1.0,1.0,0.0,3.0,0.0,8.956999999999999,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
20240111,2,2,6,5220,青木 蓮,SASHI,0.0,11.1,0.19,0.02,6.77,4,1,24.21,42.11,36.79,58.49,2.0,1.0,0.0,0.0,0.0,0.0,10.843,15.051666666666668,11.080333333333334,-3.971333333333334,0,0,1
