hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240111,2,10,1,3484,,0.05,2,1,0.15,70.1,87.7
20240111,2,10,2,3432,,0.06,2,2,0.14,16.0,58.0
20240111,2,10,3,3772,,0.09,1,3,0.15,2.3,46.5
20240111,2,10,4,4550,,0.13,3,4,0.14,9.6,38.7
20240111,2,10,5,4526,,0.16,3,5,0.13,6.0,33.3
20240111,2,10,6,4912,,0.17,4,6,0.17,0.0,15.0
20240111,2,11,1,4794,,0.07,6,3,0.13,71.4,100.0
20240111,2,11,2,4175,,0.13,4,4,0.16,11.7,61.7
20240111,2,11,3,5267,,0.18,1,5,0.11,31.5,78.9
20240111,2,11,4,4110,,0.01,3,1,0.16,11.6,55.8
20240111,2,11,5,4889,,0.02,5,2,0.14,14.2,40.0
20240111,2,11,6,4298,,,2,6,0.17,0.0,42.1
20240111,2,12,1,4397,,,4,3,0.14,78.0,90.4
20240111,2,12,2,4604,,0.01,1,1,0.13,17.7,82.2
20240111,2,12,3,3996,,,3,3,0.17,36.8,71.0
20240111,2,12,4,3256,,0.19,2,2,0.14,16.6,61.9
20240111,2,12,5,4391,,,4,3,0.16,8.5,48.5
20240111,2,12,6,3966,,,4,3,0.2,6.0,39.3
20240111,2,1,1,4103,,,1,4,0.2,19.2,69.2
20240111,2,1,2,3831,,,5,4,0.18,14.2,50.0
20240111,2,1,3,3981,,,2,4,0.17,5.2,42.1
20240111,2,1,4,3827,,0.03,3,1,0.15,4.3,21.7
20240111,2,1,5,5006,,0.05,4,2,0.17,0.0,22.2
20240111,2,1,6,5194,,0.43,4,3,0.15,4.0,28.0
20240111,2,2,1,4201,,0.02,3,1,0.16,43.7,65.6
20240111,2,2,2,4399,,0.08,1,2,0.18,11.5,61.5
20240111,2,2,3,3484,,0.02,1,1,0.14,13.2,62.2
20240111,2,2,4,4478,,0.16,2,4,0.17,13.3,48.8
20240111,2,2,5,4794,,0.14,3,3,0.15,11.7,58.8
20240111,2,2,6,5220,,0.02,4,1,0.19,0.0,11.1
20240111,2,3,1,5125,,0.07,5,4,0.13,35.7,75.0
20240111,2,3,2,4391,,0.02,2,2,0.16,23.8,76.1
20240111,2,3,3,4298,,0.01,1,1,0.16,2.7,47.2
20240111,2,3,4,3306,,0.18,3,6,0.16,4.5,27.2
20240111,2,3,5,3432,,0.05,4,3,0.19,0.0,14.7
20240111,2,3,6,4845,,0.12,2,5,0.17,0.0,21.2
20240111,2,4,1,4258,,,6,4,0.15,51.5,81.8
20240111,2,4,2,4889,,0.18,1,2,0.13,24.2,60.6
20240111,2,4,3,3966,,0.22,5,3,0.17,20.4,75.0
20240111,2,4,4,5103,,,4,4,0.18,3.4,31.0
20240111,2,4,5,4240,,,2,4,0.16,0.0,40.6
20240111,2,4,6,4550,,0.01,3,1,0.16,0.0,14.8
20240111,2,5,1,3772,,0.09,2,2,0.14,54.5,86.3
20240111,2,5,2,4422,,0.05,1,1,0.17,11.9,52.3
20240111,2,5,3,4626,,,4,3,0.16,20.8,45.8
20240111,2,5,4,4397,,,3,3,0.14,17.0,74.4
20240111,2,5,5,4175,,,5,3,0.17,7.6,28.2
20240111,2,5,6,4891,,,3,3,0.19,4.1,8.3
20240111,2,6,1,3482,,0.16,2,5,0.15,22.2,72.2
20240111,2,6,2,4526,,0.09,3,3,0.14,20.4,68.1
20240111,2,6,3,4987,,,1,6,0.19,4.3,17.3
20240111,2,6,4,4201,,0.02,4,1,0.13,13.3,26.6
20240111,2,6,5,4604,,0.05,3,2,0.16,11.1,51.1
20240111,2,6,6,5267,,0.15,5,4,0.13,7.4,27.1
20240111,2,7,1,3256,,0.14,2,4,0.13,59.7,86.1
20240111,2,7,2,4110,,,3,5,0.15,8.3,38.8
20240111,2,7,3,3306,,0.08,4,3,0.16,11.5,38.4
20240111,2,7,4,5006,,,3,5,0.16,6.6,33.3
20240111,2,7,5,4631,,0.04,2,2,0.12,7.6,38.4
20240111,2,7,6,4399,,0.01,1,1,0.18,0.0,33.3
20240111,2,8,1,3870,,0.22,3,4,0.17,40.6,84.3
20240111,2,8,2,4209,,0.22,2,4,0.16,9.5,69.0
20240111,2,8,3,5125,,0.22,3,4,0.16,16.6,53.3
20240111,2,8,4,5220,,0.18,3,3,0.18,7.8,44.7
20240111,2,8,5,4752,,0.13,2,2,0.15,2.5,40.0
20240111,2,8,6,3996,,0.09,1,1,0.2,10.7,53.5
20240111,2,9,1,4478,,0.21,2,5,0.14,52.0,78.0
20240111,2,9,2,4240,,0.09,3,2,0.15,29.0,67.7
20240111,2,9,3,4845,,0.03,4,1,0.15,18.5,48.1
20240111,2,9,4,5194,,,5,6,0.17,3.3,26.6
20240111,2,9,5,4891,,0.12,3,3,0.15,0.0,48.2
20240111,2,9,6,4893,,0.16,1,4,0.16,0.0,20.0
20240111,5,10,1,4991,,,4,4,0.17,50.0,88.2
20240111,5,10,2,4731,,0.03,2,2,0.16,12.2,60.9
20240111,5,10,3,4679,,0.01,1,1,0.17,29.6,66.6
20240111,5,10,4,4093,,0.05,1,3,0.21,2.9,26.4
20240111,5,10,5,4558,,0.03,5,2,0.16,5.5,38.8
20240111,5,10,6,3826,,0.01,3,1,0.15,0.0,40.5
20240111,5,11,1,4292,,,5,3,0.16,75.4,94.3
20240111,5,11,2,3841,,,4,3,0.16,5.1,71.7
20240111,5,11,3,5073,,0.01,2,1,0.17,5.5,58.3
20240111,5,11,4,3519,,,3,3,0.15,2.2,43.1
20240111,5,11,5,5010,,,1,3,0.16,2.5,51.2
20240111,5,11,6,4376,,0.07,6,2,0.2,0.0,21.9
20240111,5,12,1,3984,,0.13,1,3,0.14,77.5,89.6
20240111,5,12,2,3176,,0.01,5,1,0.17,9.3,65.6
20240111,5,12,3,3796,,0.15,3,4,0.19,13.5,59.4
20240111,5,12,4,4231,,0.02,2,2,0.17,2.7,45.9
20240111,5,12,5,4570,,,3,5,0.14,13.6,54.5
20240111,5,12,6,3842,,,4,5,0.22,0.0,18.7
20240111,5,1,1,3841,,0.07,4,1,0.13,57.8,92.9
20240111,5,1,2,5061,,0.09,3,3,0.15,0.0,30.4
20240111,5,1,3,5178,,0.08,5,2,0.19,0.0,26.9
20240111,5,1,4,4991,,0.07,2,1,0.18,8.3,52.7
20240111,5,1,5,4245,,0.09,2,3,0.17,3.1,28.1
20240111,5,1,6,4817,,0.11,1,4,0.16,0.0,13.5
20240111,5,2,1,3832,,0.1,4,2,0.17,42.8,78.5
20240111,5,2,2,4116,,0.16,2,3,0.19,13.7,55.1
20240111,5,2,3,4231,,,1,4,0.19,8.1,51.0
20240111,5,2,4,4663,,0.02,1,1,0.16,11.7,47.0
20240111,5,2,5,3656,,,3,4,0.17,8.3,36.1
20240111,5,2,6,4287,,,5,4,0.14,8.3,50.0
20240111,5,3,1,4679,,0.19,2,5,0.14,45.8,66.6
20240111,5,3,2,4989,,0.18,1,4,0.11,8.8,67.6
20240111,5,3,3,4943,,0.18,4,4,0.15,2.6,50.0
20240111,5,3,4,3305,,0.01,4,1,0.14,3.8,34.6
20240111,5,3,5,4376,,0.08,3,3,0.16,12.5,43.7
20240111,5,3,6,5300,,0.02,5,2,0.2,0.0,3.6
20240111,5,4,1,5096,,0.05,4,2,0.12,42.8,82.1
20240111,5,4,2,4173,,0.06,3,3,0.18,10.0,68.0
20240111,5,4,3,3984,,0.17,2,5,0.18,20.0,71.1
20240111,5,4,4,5332,,0.11,5,4,0.0,0.0,0.0
20240111,5,4,5,4431,,0.02,1,1,0.18,8.5,42.8
20240111,5,4,6,3519,,0.06,3,3,0.17,0.0,15.3
20240111,5,5,1,4093,,,1,1,0.17,29.4,64.7
20240111,5,5,2,3477,,,1,1,0.18,2.8,34.2
20240111,5,5,3,3842,,,1,1,0.17,20.0,68.8
20240111,5,5,4,5010,,,1,1,0.19,7.6,25.6
20240111,5,5,5,5178,,,1,1,0.22,0.0,0.0
20240111,5,5,6,4460,,,1,1,0.15,0.0,52.0
20240111,5,6,1,3176,,,3,4,0.17,45.8,66.6
20240111,5,6,2,4292,,,6,4,0.16,31.5,73.6
20240111,5,6,3,4195,,,4,4,0.13,22.2,61.1
20240111,5,6,4,4785,,0.04,1,1,0.17,3.8,53.8
20240111,5,6,5,5061,,0.11,5,3,0.18,4.1,16.6
20240111,5,6,6,4116,,0.1,2,2,0.19,3.2,32.2
20240111,5,7,1,3661,,0.08,3,5,0.2,32.4,78.3
20240111,5,7,2,4817,,0.04,4,2,0.16,9.3,68.7
20240111,5,7,3,4989,,0.08,1,5,0.12,23.0,58.9
20240111,5,7,4,5073,,0.05,2,3,0.19,2.6,57.8
20240111,5,7,5,3832,,0.01,6,1,0.17,5.0,27.5
20240111,5,7,6,3796,,0.06,5,4,0.18,7.3,24.3
20240111,5,8,1,4173,,0.03,3,1,0.17,43.2,72.9
20240111,5,8,2,4570,,0.14,2,5,0.14,23.0,71.7
20240111,5,8,3,3305,,0.14,4,5,0.19,13.3,53.3
20240111,5,8,4,4245,,0.09,1,4,0.17,6.4,41.9
20240111,5,8,5,4287,,0.04,5,2,0.15,12.7,61.7
20240111,5,8,6,3730,,0.07,4,3,0.19,0.0,0.0
20240111,5,9,1,4442,,0.05,1,1,0.16,70.7,90.2
20240111,5,9,2,4684,,,5,3,0.16,23.2,65.1
20240111,5,9,3,4821,,0.14,2,2,0.19,18.6,62.7
20240111,5,9,4,4460,,,3,3,0.13,23.9,65.2
20240111,5,9,5,3873,,,5,3,0.16,10.8,32.4
20240111,5,9,6,4663,,,4,3,0.21,4.5,18.1
20240111,6,10,1,5196,,,1,1,0.14,50.0,50.0
20240111,6,10,2,3717,,,1,1,0.15,15.3,59.6
20240111,6,10,3,4842,,,1,1,0.15,10.8,56.5
20240111,6,10,4,4678,,,1,1,0.17,6.6,43.3
20240111,6,10,5,4925,,,1,1,0.13,6.3,57.4
20240111,6,10,6,4385,,,1,1,0.2,5.8,35.2
20240111,6,11,1,4828,,0.1,3,2,0.12,68.8,77.7
20240111,6,11,2,5217,,0.24,1,4,0.17,8.7,60.8
20240111,6,11,3,4166,,0.1,4,2,0.12,28.2,71.7
20240111,6,11,4,4410,,,6,5,0.14,17.5,55.0
20240111,6,11,5,4327,,0.05,5,1,0.2,2.3,20.9
20240111,6,11,6,3580,,0.14,2,3,0.22,0.0,4.7
20240111,6,12,1,4290,,0.03,4,2,0.14,65.9,90.9
20240111,6,12,2,4448,,0.03,2,2,0.16,23.3,83.3
20240111,6,12,3,4980,,0.16,1,3,0.16,39.3,75.7
20240111,6,12,4,4710,,0.01,5,1,0.15,14.2,54.2
20240111,6,12,5,3995,,,6,4,0.12,21.7,56.5
20240111,6,12,6,3874,,,3,4,0.18,4.8,39.0
20240111,6,1,1,5269,,0.12,4,3,0.17,50.0,75.0
20240111,6,1,2,4662,,0.11,3,2,0.21,0.0,31.5
20240111,6,1,3,4993,,0.17,2,4,0.2,6.6,43.3
20240111,6,1,4,5245,,0.11,2,2,0.16,6.0,24.2
20240111,6,1,5,5179,,0.18,2,5,0.18,0.0,25.6
20240111,6,1,6,2014,,0.09,1,1,0.23,0.0,19.3
20240111,6,2,1,4410,,,4,4,0.17,54.5,79.5
20240111,6,2,2,4735,,0.19,5,3,0.2,6.4,41.9
20240111,6,2,3,4449,,0.18,3,2,0.19,0.0,23.5
20240111,6,2,4,4842,,,2,4,0.13,19.1,68.0
20240111,6,2,5,4203,,0.05,6,1,0.17,0.0,27.7
20240111,6,2,6,5316,,0.19,1,3,0.19,0.0,11.1
20240111,6,3,1,4925,,,3,4,0.15,32.5,76.7
20240111,6,3,2,4081,,0.13,4,2,0.2,2.2,54.5
20240111,6,3,3,4327,,0.17,1,3,0.19,11.9,47.6
20240111,6,3,4,5248,,0.07,5,1,0.21,3.0,21.2
20240111,6,3,5,4651,,,2,4,0.14,4.1,29.1
20240111,6,3,6,3436,,,6,4,0.15,0.0,30.0
20240111,6,4,1,4385,,,1,4,0.16,28.5,64.2
20240111,6,4,2,4202,,,3,4,0.2,9.0,36.3
20240111,6,4,3,5100,,0.01,5,1,0.17,0.0,17.6
20240111,6,4,4,3579,,0.08,4,2,0.17,6.6,56.6
