hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240321,01,10,1,4782,4782,56.82,6,NIGE,2,14.348333333333334,143165587.848,7.04,7.0,429496742.817,63.6,0.0,0.33,0,2.0,84.8,6.0,0.0,51.61,41.94,1,0.0,浜崎 準也,34.09,1,0.15,-143165573.49966666
20240321,01,10,2,4105,4105,50.98,3,NIGE,1,14.348333333333334,143165587.848,7.01,7.0,10.912999999999998,4.0,1.0,0.05,0,0.0,67.3,6.0,0.0,61.54,50.0,1,1.0,松下 直也,25.49,1,0.15,-143165573.49966666
20240321,01,10,3,3475,3475,44.68,4,NIGE,3,14.348333333333334,143165587.848,7.05,7.0,9.814,14.2,0.0,0.11,0,0.0,66.6,6.0,4.0,60.0,0.0,1,2.0,橋本 久和,21.28,1,0.18,-143165573.49966666
20240321,01,10,4,3268,3268,40.0,2,NIGE,3,14.348333333333334,143165587.848,7.05,7.0,9.96,5.2,0.0,0.04,1,0.0,34.2,6.0,2.0,58.06,45.16,1,0.0,森 竜也,22.22,1,0.19,-143165573.49966666
20240321,01,10,5,4229,4229,55.81,5,NIGE,2,14.348333333333334,143165587.848,7.04,7.0,16.059,6.9,1.0,0.15,0,0.0,31.0,6.0,0.0,38.81,28.36,1,1.0,市川 美宏,44.19,1,0.18,-143165573.49966666
20240321,01,10,6,4181,4181,60.98,1,NIGE,4,14.348333333333334,143165587.848,7.09,7.0,17.026,0.0,0.0,0.02,0,0.0,11.1,6.0,0.0,57.14,33.33,1,0.0,花本 夏樹,46.34,1,0.24,-143165573.49966666
20240321,01,11,1,4090,4090,48.48,6,NIGE,3,11.272,143165590.92033333,6.86,6.0,429496741.473,75.0,0.0,0.08,0,2.0,98.0,5.0,0.0,52.46,39.34,1,0.0,中村 尊,27.27,1,0.12,-143165579.6483333
20240321,01,11,2,4308,4308,53.19,5,NIGE,5,11.272,143165590.92033333,6.97,6.0,14.37,27.7,6.0,0.06,0,0.0,66.6,5.0,0.0,32.31,16.92,1,4.0,河村 了,34.04,1,0.15,-143165579.6483333
20240321,01,11,3,4137,4137,56.1,4,NIGE,6,11.272,143165590.92033333,7.0,6.0,16.918,21.5,1.0,0.05,0,1.0,68.6,5.0,3.0,43.4,24.53,1,6.0,君島 秀三,43.9,1,0.16,-143165579.6483333
20240321,01,11,4,4360,4360,37.21,3,NIGE,4,11.272,143165590.92033333,6.96,6.0,9.98,11.9,3.0,0.03,1,0.0,50.0,5.0,1.0,57.58,40.91,1,1.0,庄司 孝輔,23.26,1,0.18,-143165579.6483333
20240321,01,11,5,4578,4578,50.0,2,NIGE,1,11.272,143165590.92033333,6.79,6.0,14.490000000000002,9.3,0.0,0.0003,0,0.0,31.2,5.0,1.0,50.82,22.95,1,2.0,藤山 雅弘,38.0,1,0.2,-143165579.6483333
20240321,01,11,6,4654,4654,31.11,1,NIGE,2,11.272,143165590.92033333,6.83,6.0,9.346,0.0,0.0,0.0,0,0.0,24.1,5.0,0.0,61.67,48.33,1,0.0,篠田 優也,17.78,1,0.16,-143165579.6483333
20240321,01,12,1,3909,3909,20.0,5,NIGE,2,143165593.845,13.218333333333334,6.89,6.0,8.394,66.6,0.0,0.02,0,0.0,87.5,5.0,0.0,53.13,31.25,1,0.0,佐々木 康幸,15.0,1,0.12,143165580.62666667
20240321,01,12,2,4188,4188,69.39,2,NIGE,5,143165593.845,13.218333333333334,7.04,6.0,21.012,19.5,5.0,0.0001,0,1.0,68.2,5.0,0.0,51.56,34.38,1,2.0,久田 敏之,55.1,1,0.13,143165580.62666667
20240321,01,12,3,4025,4025,23.53,1,NIGE,1,143165593.845,13.218333333333334,6.87,6.0,10.249,17.5,1.0,0.0,0,1.0,73.6,5.0,4.0,51.47,35.29,1,4.0,山本 隆幸,20.59,1,0.18,143165580.62666667
20240321,01,12,4,4428,4428,74.0,6,NIGE,3,143165593.845,13.218333333333334,6.97,6.0,429496748.952,23.0,4.0,0.18,0,1.0,69.2,5.0,0.0,46.88,34.38,1,4.0,有賀 達也,52.0,1,0.1,143165580.62666667
20240321,01,12,5,4580,4580,66.67,4,NIGE,6,143165593.845,13.218333333333334,7.05,6.0,16.906000000000002,8.3,0.0,0.01,0,0.0,35.4,5.0,3.0,64.52,32.26,1,1.0,長谷川 雅和,45.24,1,0.17,143165580.62666667
20240321,01,12,6,4608,4608,45.65,3,NIGE,4,143165593.845,13.218333333333334,7.01,6.0,15.677,2.3,0.0,0.0002,0,0.0,30.9,5.0,0.0,51.47,30.88,1,1.0,荒井 翔伍,39.13,1,0.2,143165580.62666667
20240321,01,1,1,5150,5150,41.46,5,MAKURI_SASHI,3,11.861333333333334,14.897333333333334,7.12,9.0,12.429,47.6,0.0,0.23,0,1.0,76.1,8.0,0.0,59.68,33.87,1,0.0,坂本 雄紀,31.71,1,0.17,-3.0359999999999996
20240321,01,1,2,4229,4229,55.81,1,MAKURI_SASHI,5,11.861333333333334,14.897333333333334,7.19,9.0,16.459,5.5,2.0,0.06,0,0.0,55.5,8.0,0.0,38.81,28.36,1,0.0,市川 美宏,44.19,1,0.2,-3.0359999999999996
20240321,01,1,3,4114,4114,53.33,2,MAKURI_SASHI,4,11.861333333333334,14.897333333333334,7.17,9.0,15.804,8.3,2.0,0.07,0,0.0,45.8,8.0,2.0,46.88,34.38,1,0.0,深澤 達徳,40.0,1,0.15,-3.0359999999999996
20240321,01,1,4,4654,4654,31.11,3,MAKURI_SASHI,2,11.861333333333334,14.897333333333334,7.09,9.0,9.145999999999999,11.4,1.0,0.09,0,1.0,68.5,8.0,1.0,61.67,48.33,1,1.0,篠田 優也,17.78,1,0.16,-3.0359999999999996
20240321,01,1,5,4466,4466,54.76,4,MAKURI_SASHI,3,11.861333333333334,14.897333333333334,7.12,9.0,14.293,2.5,0.0,0.13,0,0.0,33.3,8.0,1.0,50.75,29.85,1,0.0,南 佑典,35.71,1,0.17,-3.0359999999999996
20240321,01,1,6,3156,3156,52.38,1,MAKURI_SASHI,1,11.861333333333334,14.897333333333334,7.07,9.0,12.145,0.0,0.0,0.06,0,0.0,7.6,8.0,0.0,59.7,46.27,1,0.0,金子 良昭,28.57,1,0.19,-3.0359999999999996
20240321,01,2,1,5252,5252,47.62,6,SASHI,1,11.632,143165588.62033334,7.02,9.0,429496743.108,0.0,0.0,0.15,0,0.0,0.0,8.0,0.0,50.0,37.1,1,0.0,荒木 颯斗,38.1,1,0.15,-143165576.98833334
20240321,01,2,2,3482,3482,52.83,2,SASHI,3,11.632,143165588.62033334,7.08,9.0,11.388000000000002,5.0,2.0,0.01,0,0.0,60.0,8.0,0.0,54.41,36.76,1,0.0,金子 猛志,28.3,1,0.16,-143165576.98833334
20240321,01,2,3,4163,4163,52.38,4,SASHI,5,11.632,143165588.62033334,7.29,9.0,11.365,11.4,1.0,0.04,0,0.0,63.9,8.0,5.0,50.0,29.41,1,1.0,山崎 裕司,26.19,1,0.17,-143165576.98833334
20240321,01,2,4,4578,4578,50.0,1,SASHI,1,11.632,143165588.62033334,7.02,9.0,14.590000000000002,3.0,0.0,0.0,1,0.0,54.5,8.0,0.0,50.82,22.95,1,1.0,藤山 雅弘,38.0,1,0.18,-143165576.98833334
20240321,01,2,5,5318,5318,51.16,5,SASHI,2,11.632,143165588.62033334,7.06,9.0,10.392000000000001,0.0,0.0,0.08,0,0.0,0.0,8.0,0.0,50.94,30.19,1,0.0,河内 一馬,32.56,1,0.0,-143165576.98833334
20240321,01,2,6,3475,3475,44.68,3,SASHI,4,11.632,143165588.62033334,7.09,9.0,9.914,2.7,1.0,0.02,0,0.0,33.3,8.0,0.0,60.0,0.0,1,0.0,橋本 久和,21.28,1,0.19,-143165576.98833334
20240321,01,3,1,4274,4274,32.56,1,SASHI,4,11.027,12.562666666666665,7.3,9.0,6.823,52.6,0.0,0.0004,0,0.0,78.9,8.0,0.0,49.25,37.31,1,0.0,長畑 友輔,13.95,1,0.13,-1.5356666666666658
20240321,01,3,2,4428,4428,74.0,1,SASHI,2,11.027,12.562666666666665,7.19,9.0,19.851999999999997,14.2,6.0,0.0004,0,0.0,69.0,8.0,0.0,46.88,34.38,1,0.0,有賀 達也,52.0,1,0.16,-1.5356666666666658
20240321,01,3,3,4105,4105,50.98,2,SASHI,5,11.027,12.562666666666665,7.34,9.0,11.013,6.5,0.0,0.0006,0,0.0,56.5,8.0,2.0,61.54,50.0,1,1.0,松下 直也,25.49,1,0.16,-1.5356666666666658
20240321,01,3,4,4137,4137,56.1,5,SASHI,3,11.027,12.562666666666665,7.23,9.0,16.817999999999998,25.0,1.0,0.23,0,0.0,63.4,8.0,3.0,43.4,24.53,1,9.0,君島 秀三,43.9,1,0.14,-1.5356666666666658
20240321,01,3,5,4340,4340,48.0,4,SASHI,1,11.027,12.562666666666665,7.06,9.0,10.648,5.8,1.0,0.12,0,0.0,20.5,8.0,1.0,27.27,13.64,1,0.0,土性 雅也,26.0,1,0.16,-1.5356666666666658
20240321,01,3,6,3911,3911,20.0,3,SASHI,2,11.027,12.562666666666665,7.19,9.0,5.615,0.0,0.0,0.07,0,0.0,13.0,8.0,0.0,59.65,40.35,1,0.0,鈴木 猛,8.89,1,0.16,-1.5356666666666658
20240321,01,4,1,4458,4458,33.33,1,SASHI,1,11.71,12.723,,9.0,8.575000000000001,63.3,0.0,,0,1.0,80.0,8.0,0.0,37.7,29.51,1,0.0,抹香 雄三,16.67,1,0.13,-1.013
20240321,01,4,2,4608,4608,45.65,1,SASHI,1,11.71,12.723,,9.0,15.877,22.6,7.0,,0,1.0,71.7,8.0,0.0,51.47,30.88,1,3.0,荒井 翔伍,39.13,1,0.15,-1.013
20240321,01,4,3,4782,4782,56.82,1,SASHI,1,11.71,12.723,,9.0,13.717,20.6,3.0,,0,0.0,55.1,8.0,2.0,51.61,41.94,1,1.0,浜崎 準也,34.09,1,0.15,-1.013
20240321,01,4,4,4089,4089,45.1,1,SASHI,1,11.71,12.723,,9.0,15.049,9.3,1.0,,,0.0,69.7,8.0,2.0,54.24,38.98,1,0.0,妹尾 忠幸,35.29,1,0.15,-1.013
20240321,01,4,5,4319,4319,45.83,1,SASHI,1,11.71,12.723,,9.0,9.901,4.7,0.0,,0,0.0,38.1,8.0,2.0,46.43,33.93,1,0.0,三宅 潤,20.83,1,0.18,-1.013
20240321,01,4,6,4360,4360,37.21,1,SASHI,1,11.71,12.723,,9.0,10.180000000000001,0.0,0.0,,0,0.0,21.8,8.0,0.0,57.58,40.91,1,0.0,庄司 孝輔,23.26,1,0.19,-1.013
20240321,01,5,1,3226,3226,54.35,1,SASHI,3,11.231,13.137666666666666,7.18,9.0,17.190999999999995,35.1,0.0,0.0002,0,0.0,67.5,8.0,0.0,39.06,25.0,1,0.0,浦田 信義,45.65,1,0.16,-1.9066666666666663
20240321,01,5,2,4025,4025,23.53,4,SASHI,1,11.231,13.137666666666666,7.05,9.0,9.949,7.6,2.0,0.02,0,0.0,66.6,8.0,0.0,51.47,35.29,1,1.0,山本 隆幸,20.59,1,0.17,-1.9066666666666663
20240321,01,5,3,4090,4090,48.48,2,SASHI,2,11.231,13.137666666666666,7.08,9.0,12.273,27.6,0.0,0.0003,0,2.0,65.9,8.0,5.0,52.46,39.34,1,6.0,中村 尊,27.27,1,0.11,-1.9066666666666663
20240321,01,5,4,4345,4345,60.87,3,SASHI,3,11.231,13.137666666666666,7.18,9.0,13.867999999999999,7.1,1.0,0.001,0,0.0,46.4,8.0,1.0,60.32,41.27,1,0.0,西舘 健,36.96,1,0.15,-1.9066666666666663
20240321,01,5,5,3268,3268,40.0,1,SASHI,4,11.231,13.137666666666666,7.21,9.0,10.06,0.0,0.0,0.0002,0,0.0,25.9,8.0,0.0,58.06,45.16,1,0.0,森 竜也,22.22,1,0.2,-1.9066666666666663
20240321,01,5,6,4491,4491,43.18,5,SASHI,5,11.231,13.137666666666666,7.25,9.0,9.765,2.5,0.0,0.05,0,0.0,22.5,8.0,1.0,46.15,29.23,1,0.0,田中 堅,22.73,1,0.24,-1.9066666666666663
20240321,01,6,1,4188,4188,69.39,1,NIGE,4,10.272333333333332,143165591.65,7.23,9.0,21.112,79.3,0.0,0.0006,0,2.0,98.4,8.0,0.0,51.56,34.38,1,0.0,久田 敏之,55.1,1,0.11,-143165581.37766668
20240321,01,6,2,3848,3848,47.92,3,NIGE,3,10.272333333333332,143165591.65,7.17,9.0,10.729999999999999,16.2,4.0,0.0014000000000000002,0,1.0,54.0,8.0,0.0,53.03,37.88,1,1.0,川上 聡介,25.0,1,0.14,-143165581.37766668
20240321,01,6,3,5252,5252,47.62,6,NIGE,1,10.272333333333332,143165591.65,7.07,9.0,429496743.108,0.0,0.0,0.0027,0,0.0,20.0,8.0,0.0,50.0,37.1,1,0.0,荒木 颯斗,38.1,1,0.21,-143165581.37766668
20240321,01,6,4,3419,3419,46.94,2,NIGE,6,10.272333333333332,143165591.65,7.31,9.0,10.209,3.4,0.0,0.001,0,0.0,27.5,8.0,0.0,50.0,28.13,1,1.0,栗原 謙治,24.49,1,0.23,-143165581.37766668
20240321,01,6,5,5150,5150,41.46,5,NIGE,2,10.272333333333332,143165591.65,7.13,9.0,12.429,10.8,0.0,0.0026,0,1.0,35.1,8.0,1.0,59.68,33.87,1,2.0,坂本 雄紀,31.71,1,0.13,-143165581.37766668
20240321,01,6,6,5010,5010,35.29,4,NIGE,5,10.272333333333332,143165591.65,7.24,9.0,8.178999999999998,0.0,0.0,0.002,0,0.0,24.1,8.0,0.0,65.0,40.0,1,0.0,宇留田 翔平,17.65,1,0.19,-143165581.37766668
20240321,01,7,1,4308,4308,53.19,4,NIGE,1,9.72,14.790333333333331,7.1,9.0,14.469999999999999,65.6,0.0,0.03,0,0.0,95.5,8.0,0.0,32.31,16.92,1,0.0,河村 了,34.04,1,0.13,-5.0703333333333305
20240321,01,7,2,5090,5090,47.83,3,NIGE,1,9.72,14.790333333333331,7.1,9.0,12.694999999999999,18.6,3.0,0.02,0,0.0,51.1,8.0,0.0,42.86,30.36,1,5.0,生方 靖亜,32.61,1,0.15,-5.0703333333333305
20240321,01,7,3,4580,4580,66.67,1,NIGE,4,9.72,14.790333333333331,7.19,9.0,17.206,25.9,1.0,0.0001,0,2.0,59.2,8.0,3.0,64.52,32.26,1,8.0,長谷川 雅和,45.24,1,0.2,-5.0703333333333305
20240321,01,7,4,3156,3156,52.38,2,NIGE,3,9.72,14.790333333333331,7.16,9.0,12.045,6.9,0.0,0.01,0,0.0,39.5,8.0,1.0,59.7,46.27,1,1.0,金子 良昭,28.57,1,0.15,-5.0703333333333305
20240321,01,7,5,4274,4274,32.56,5,NIGE,5,9.72,14.790333333333331,7.26,9.0,6.423,9.3,1.0,0.06,0,0.0,31.2,8.0,2.0,49.25,37.31,1,0.0,長畑 友輔,13.95,1,0.18,-5.0703333333333305
20240321,01,7,6,5318,5318,51.16,2,NIGE,2,9.72,14.790333333333331,7.12,9.0,10.692000000000002,0.0,0.0,0.01,0,0.0,0.0,8.0,0.0,50.94,30.19,1,0.0,河内 一馬,32.56,1,0.2,-5.0703333333333305
20240321,01,8,1,4089,4089,45.1,3,SASHI,5,10.481333333333334,143165588.299,7.1,9.0,14.848999999999998,67.6,0.0,0.09,0,1.0,90.1,8.0,0.0,54.24,38.98,1,0.0,妹尾 忠幸,35.29,1,0.16,-143165577.81766665
20240321,01,8,2,3911,3911,20.0,4,SASHI,2,10.481333333333334,143165588.299,7.01,9.0,5.515,9.6,3.0,0.14,0,0.0,61.2,8.0,0.0,59.65,40.35,1,0.0,鈴木 猛,8.89,1,0.16,-143165577.81766665
20240321,01,8,3,3793,3793,45.83,6,SASHI,6,10.481333333333334,143165588.299,7.15,9.0,429496744.533,3.1,0.0,0.16,0,0.0,40.6,8.0,0.0,45.16,32.26,1,1.0,高橋 真吾,41.67,1,0.14,-143165577.81766665
20240321,01,8,4,4466,4466,54.76,5,SASHI,3,10.481333333333334,143165588.299,7.05,9.0,14.193,5.0,0.0,0.15,0,1.0,52.5,8.0,0.0,50.75,29.85,1,1.0,南 佑典,35.71,1,0.18,-143165577.81766665
20240321,01,8,5,3909,3909,20.0,1,SASHI,1,10.481333333333334,143165588.299,6.97,9.0,8.794,4.2,0.0,0.06,0,0.0,51.0,8.0,1.0,53.13,31.25,1,1.0,佐々木 康幸,15.0,1,0.13,-143165577.81766665
20240321,01,8,6,4031,4031,39.02,2,SASHI,4,10.481333333333334,143165588.299,7.09,9.0,8.457,0.0,0.0,0.07,0,0.0,8.7,8.0,0.0,55.22,35.82,1,0.0,飯島 誠,19.51,1,0.17,-143165577.81766665
20240321,01,9,1,4340,4340,48.0,1,NIGE,1,12.256,12.339,,9.0,10.948,38.2,0.0,,0,0.0,73.5,8.0,0.0,27.27,13.64,1,0.0,土性 雅也,26.0,1,0.16,-0.08300000000000018
20240321,01,9,2,4114,4114,53.33,1,NIGE,1,12.256,12.339,,9.0,15.904,16.2,6.0,,0,0.0,60.4,8.0,0.0,46.88,34.38,1,1.0,深澤 達徳,40.0,1,0.2,-0.08300000000000018
20240321,01,9,3,4491,4491,43.18,1,NIGE,1,12.256,12.339,,9.0,10.165000000000001,16.2,0.0,,0,1.0,53.4,8.0,2.0,46.15,29.23,1,4.0,田中 堅,22.73,1,0.18,-0.08300000000000018
20240321,01,9,4,4163,4163,52.38,1,NIGE,1,12.256,12.339,,9.0,11.665000000000001,5.4,0.0,,,1.0,61.8,8.0,0.0,50.0,29.41,1,2.0,山崎 裕司,26.19,1,0.18,-0.08300000000000018
20240321,01,9,5,3619,3619,54.76,1,NIGE,1,12.256,12.339,,9.0,15.202,2.0,0.0,,0,0.0,28.5,8.0,1.0,50.82,31.15,1,0.0,長谷川 充,38.1,1,0.2,-0.08300000000000018
20240321,01,9,6,4319,4319,45.83,1,NIGE,1,12.256,12.339,,9.0,9.901,2.8,0.0,,0,0.0,20.0,8.0,1.0,46.43,33.93,1,0.0,三宅 潤,20.83,1,0.22,-0.08300000000000018
20240321,05,10,1,4292,4292,47.53,3,NIGE,4,143165592.01500002,12.830333333333334,6.83,3.0,12.718999999999998,75.4,0.0,0.09,0,2.0,94.3,2.0,0.0,60.71,39.88,0,0.0,麻生 慎介,29.01,0,0.16,143165579.1846667
20240321,05,10,2,3807,3807,50.0,1,NIGE,3,143165592.01500002,12.830333333333334,6.82,3.0,12.556,4.0,0.0,0.06,0,0.0,53.0,2.0,0.0,58.06,41.4,0,2.0,岡部 哲,32.02,0,0.18,143165579.1846667
20240321,05,10,3,3888,3888,49.7,4,NIGE,5,143165592.01500002,12.830333333333334,6.84,3.0,13.216,4.2,1.0,0.11,0,0.0,59.5,2.0,1.0,47.06,34.76,0,0.0,山本 英志,32.12,0,0.15,143165579.1846667
20240321,05,10,4,4789,4789,57.51,5,NIGE,2,143165592.01500002,12.830333333333334,6.81,3.0,13.875,7.6,0.0,0.12,0,0.0,34.6,2.0,1.0,47.13,31.61,0,1.0,古賀 智之,35.75,0,0.16,143165579.1846667
20240321,05,10,5,3940,3940,50.57,2,NIGE,1,143165592.01500002,12.830333333333334,6.75,3.0,15.393,12.9,0.0,0.07,0,1.0,42.5,2.0,3.0,50.81,30.81,0,3.0,飯山 泰,37.93,0,0.15,143165579.1846667
20240321,05,10,6,4215,4215,62.09,6,NIGE,3,143165592.01500002,12.830333333333334,6.82,3.0,429496746.777,2.6,1.0,0.19,0,0.0,18.4,2.0,0.0,53.67,37.85,0,0.0,吉島 祥之,46.15,0,0.18,143165579.1846667
20240321,05,11,1,4486,4486,51.98,3,NIGE,1,14.311999999999998,14.616,6.77,4.0,14.395999999999999,61.2,0.0,0.07,0,1.0,91.8,2.0,0.0,56.08,40.21,0,0.0,野村 誠,35.64,0,0.13,-0.30400000000000205
20240321,05,11,2,4420,4420,55.84,1,NIGE,2,14.311999999999998,14.616,6.78,4.0,14.889999999999999,14.8,3.0,0.04,0,0.0,74.4,2.0,0.0,51.38,34.81,0,4.0,津久井 拓也,36.04,0,0.13,-0.30400000000000205
