hd,jcd,rno,label_3t,win_lane
20240219,1,1,1-3-5,1
20240219,1,2,3-1-6,3
20240219,1,3,1-3-5,1
20240219,1,4,1-4-6,1
20240219,1,5,2-6-1,2
20240219,1,6,1-3-6,1
20240219,1,7,6-4-1,6
20240219,1,8,1-5-3,1
20240219,1,9,1-3-4,1
20240219,1,10,1-4-5,1
20240219,1,11,1-2-4,1
20240219,1,12,2-1-4,2
20240219,2,1,1-4-5,1
20240219,2,2,5-2-1,5
20240219,2,3,3-4-2,3
20240219,2,4,3-2-6,3
20240219,2,5,6-4-1,6
20240219,2,6,5-1-4,5
20240219,2,7,1-3-2,1
20240219,2,8,2-3-5,2
20240219,2,9,4-5-1,4
20240219,2,10,3-1-2,3
20240219,2,11,5-4-6,5
20240219,2,12,1-3-4,1
20240219,4,1,1-2-3,1
20240219,4,2,6-3-2,6
20240219,4,3,1-2-4,1
20240219,4,4,2-4-1,2
20240219,4,5,4-1-3,4
20240219,4,6,1-2-4,1
20240219,4,7,1-3-4,1
20240219,4,8,6-5-1,6
20240219,4,9,4-1-2,4
20240219,4,10,1-2-5,1
20240219,4,11,4-1-3,4
20240219,4,12,1-3-6,1
20240219,5,1,1-4-5,1
20240219,5,2,1-2-3,1
20240219,5,3,1-3-2,1
20240219,5,4,1-5-6,1
20240219,5,5,1-6-3,1
20240219,5,6,1-3-5,1
20240219,5,7,2-1-3,2
20240219,5,8,5-4-6,5
20240219,5,9,1-3-4,1
20240219,5,10,1-3-2,1
20240219,5,11,3-4-5,3
20240219,5,12,1-2-3,1
20240219,6,1,1-4-5,1
20240219,6,2,1-6-5,1
20240219,6,3,2-3-6,2
20240219,6,4,2-1-3,2
20240219,6,5,2-3-4,2
20240219,6,6,1-4-5,1
20240219,6,7,4-6-1,4
20240219,6,8,1-5-2,1
20240219,6,9,2-4-3,2
20240219,6,10,3-1-2,3
20240219,6,11,1-2-4,1
20240219,6,12,1-5-3,1
20240219,7,1,5-2-6,5
20240219,7,2,1-5-4,1
20240219,7,3,4-2-3,4
20240219,7,4,4-5-6,4
20240219,7,5,1-6-3,1
20240219,7,6,3-6-1,3
20240219,7,7,4-3-5,4
20240219,7,8,1-5-3,1
20240219,7,9,4-1-6,4
20240219,7,10,1-2-4,1
20240219,7,11,1-3-4,1
20240219,7,12,1-4-2,1
20240219,8,1,1-2-3,1
20240219,8,2,3-4-2,3
20240219,8,3,1-3-4,1
20240219,8,4,1-2-4,1
20240219,8,5,1-5-3,1
20240219,8,6,2-1-5,2
20240219,8,7,1-2-4,1
20240219,8,8,1-3-4,1
20240219,8,9,1-2-5,1
20240219,8,10,2-3-5,2
20240219,8,11,1-5-2,1
20240219,8,12,4-5-1,4
20240219,10,1,1-3-2,1
20240219,10,2,1-2-3,1
20240219,10,3,2-3-5,2
20240219,10,4,1-4-2,1
20240219,10,5,2-1-5,2
20240219,10,6,4-5-6,4
20240219,10,7,1-3-2,1
20240219,10,8,3-1-4,3
20240219,10,9,1-3-5,1
20240219,10,10,4-5-3,4
20240219,10,11,1-2-6,1
20240219,10,12,5-1-6,5
20240219,13,1,3-2-1,3
20240219,13,2,1-6-2,1
20240219,13,3,1-2-6,1
20240219,13,4,4-5-1,4
20240219,13,5,4-2-5,4
20240219,13,6,1-4-3,1
20240219,13,7,2-1-3,2
20240219,13,8,2-3-6,2
20240219,13,9,2-6-5,2
20240219,13,10,1-2-5,1
20240219,13,11,5-1-4,5
20240219,13,12,2-1-5,2
20240219,14,1,1-5-2,1
20240219,14,2,1-3-6,1
20240219,14,3,1-5-4,1
20240219,14,4,1-4-2,1
20240219,14,5,2-4-5,2
20240219,14,6,3-4-6,3
20240219,14,7,3-4-2,3
20240219,14,8,5-1-3,5
20240219,14,9,2-5-6,2
20240219,14,10,2-1-6,2
20240219,14,11,2-3-4,2
20240219,14,12,1-3-2,1
20240219,17,1,1-3-6,1
20240219,17,2,5-3-2,5
20240219,17,3,2-4-6,2
20240219,17,4,2-6-5,2
20240219,17,5,2-1-4,2
20240219,17,6,5-6-1,5
20240219,17,7,3-2-1,3
20240219,17,8,3-4-2,3
20240219,17,9,1-3-2,1
20240219,17,10,4-3-6,4
20240219,17,11,4-5-6,4
20240219,17,12,1-4-2,1
20240219,19,1,3-1-6,3
20240219,19,2,1-4-5,1
20240219,19,3,3-6-2,3
20240219,19,4,1-4-6,1
20240219,19,5,1-2-5,1
20240219,19,6,2-1-4,2
20240219,19,7,1-2-4,1
20240219,19,8,4-6-5,4
20240219,19,9,2-3-6,2
20240219,19,10,4-2-6,4
20240219,19,11,1-5-4,1
20240219,19,12,4-5-6,4
20240219,23,1,4-5-2,4
20240219,23,2,5-2-1,5
20240219,23,3,1-3-2,1
20240219,23,4,1-3-2,1
20240219,23,5,1-3-4,1
20240219,23,6,4-3-2,4
20240219,23,7,1-2-3,1
20240219,23,8,1-4-2,1
20240219,23,9,3-4-1,3
20240219,23,10,1-4-3,1
20240219,23,11,2-4-5,2
20240219,23,12,1-2-3,1
20240219,24,1,1-3-2,1
20240219,24,2,1-2-5,1
20240219,24,3,3-6-1,3
20240219,24,4,2-1-5,2
20240219,24,5,1-2-3,1
20240219,24,6,1-6-3,1
20240219,24,7,1-3-4,1
20240219,24,8,1-2-6,1
20240219,24,9,1-2-3,1
20240219,24,10,1-2-6,1
20240219,24,11,1-2-4,1
20240219,24,12,1-5-2,1
