hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240329,2,1,第4回日刊大衆杯,逃げ,雨,16,8.0,5.0,1-4-3
20240329,2,2,第4回日刊大衆杯,差し,雨,16,8.0,5.0,2-1-3
20240329,2,3,第4回日刊大衆杯,抜き,雨,16,6.0,4.0,6-1-2
20240329,2,4,第4回日刊大衆杯,逃げ,曇り,16,7.0,5.0,1-2-6
20240329,2,5,第4回日刊大衆杯,逃げ,曇り,4,7.0,5.0,1-4-2
20240329,2,6,第4回日刊大衆杯,差し,雨,6,4.0,2.0,2-1-4
20240329,2,7,第4回日刊大衆杯,まくり,曇り,6,2.0,1.0,3-2-5
20240329,2,8,第4回日刊大衆杯,差し,晴,17,0.0,0.0,4-2-1
20240329,2,9,第4回日刊大衆杯,まくり,晴,17,0.0,0.0,4-1-3
20240329,2,10,第4回日刊大衆杯,まくり差し,晴,17,0.0,0.0,3-5-4
20240329,2,11,第4回日刊大衆杯,差し,晴,10,1.0,1.0,2-4-1
20240329,2,12,第4回日刊大衆杯,逃げ,晴,10,1.0,1.0,1-3-6
20240329,6,1,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,曇り,13,3.0,2.0,2-1-3
20240329,6,2,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,曇り,1,1.0,1.0,2-1-3
20240329,6,3,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,曇り,1,3.0,2.0,2-1-6
20240329,6,4,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,曇り,1,2.0,1.0,1-4-2
20240329,6,5,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,晴,1,1.0,1.0,3-4-5
20240329,6,6,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,晴,3,3.0,2.0,2-3-6
20240329,6,7,BTS富士おやま9周年B級春選抜ニッカン・コム杯,抜き,晴,3,3.0,2.0,1-3-6
20240329,6,8,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,1,1.0,1.0,1-2-3
20240329,6,9,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,1,1.0,1.0,1-2-3
20240329,6,10,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,1,1.0,1.0,1-2-5
20240329,6,11,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり差し,晴,1,1.0,1.0,3-1-6
20240329,6,12,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり差し,晴,1,1.0,1.0,5-2-3
20240329,7,1,ガマゴリうどん杯,まくり,晴,1,3.0,1.0,3-1-4
20240329,7,2,ガマゴリうどん杯,まくり,晴,15,4.0,2.0,2-5-4
20240329,7,3,ガマゴリうどん杯,逃げ,晴,1,2.0,1.0,1-3-4
20240329,7,4,ガマゴリうどん杯,まくり差し,晴,3,2.0,1.0,6-1-2
20240329,7,5,ガマゴリうどん杯,逃げ,晴,15,2.0,1.0,1-2-6
20240329,7,6,ガマゴリうどん杯,逃げ,晴,1,2.0,1.0,1-4-2
20240329,7,7,ガマゴリうどん杯,逃げ,晴,1,1.0,0.0,1-5-3
20240329,7,8,ガマゴリうどん杯,まくり,晴,1,1.0,0.0,3-2-1
20240329,7,9,ガマゴリうどん杯,逃げ,晴,1,1.0,0.0,1-2-5
20240329,7,10,ガマゴリうどん杯,逃げ,晴,15,1.0,0.0,1-3-5
20240329,7,11,ガマゴリうどん杯,逃げ,晴,5,1.0,0.0,1-3-4
20240329,7,12,ガマゴリうどん杯,逃げ,晴,17,0.0,0.0,1-3-4
20240329,8,1,ボートピア川崎開設記念競走,逃げ,晴,11,3.0,2.0,1-4-2
20240329,8,2,ボートピア川崎開設記念競走,逃げ,曇り,13,1.0,0.0,1-5-2
20240329,8,3,ボートピア川崎開設記念競走,逃げ,曇り,13,1.0,0.0,1-2-4
20240329,8,4,ボートピア川崎開設記念競走,まくり,曇り,5,1.0,0.0,5-1-6
20240329,8,5,ボートピア川崎開設記念競走,まくり差し,晴,9,1.0,0.0,4-1-2
20240329,8,6,ボートピア川崎開設記念競走,逃げ,晴,9,1.0,0.0,1-3-6
20240329,8,7,ボートピア川崎開設記念競走,まくり差し,晴,13,1.0,0.0,6-5-4
20240329,8,8,ボートピア川崎開設記念競走,逃げ,晴,9,1.0,0.0,1-2-3
20240329,8,9,ボートピア川崎開設記念競走,逃げ,晴,9,1.0,0.0,1-6-4
20240329,8,10,ボートピア川崎開設記念競走,逃げ,晴,17,0.0,0.0,1-2-6
20240329,8,11,ボートピア川崎開設記念競走,逃げ,晴,9,1.0,0.0,1-5-6
20240329,8,12,ボートピア川崎開設記念競走,逃げ,晴,13,1.0,0.0,1-3-4
20240329,9,1,ヴィーナスシリーズ第24戦 BOATBoyCUP,逃げ,曇り,14,3.0,2.0,1-2-4
20240329,9,2,ヴィーナスシリーズ第24戦 BOATBoyCUP,抜き,曇り,14,3.0,2.0,1-2-5
20240329,9,3,ヴィーナスシリーズ第24戦 BOATBoyCUP,まくり差し,晴,14,4.0,2.0,3-1-4
20240329,9,4,ヴィーナスシリーズ第24戦 BOATBoyCUP,まくり,晴,14,3.0,2.0,4-5-2
20240329,9,5,ヴィーナスシリーズ第24戦 BOATBoyCUP,まくり差し,晴,14,2.0,1.0,5-1-3
20240329,9,6,ヴィーナスシリーズ第24戦 BOATBoyCUP,逃げ,晴,14,4.0,2.0,1-3-2
20240329,9,7,ヴィーナスシリーズ第24戦 BOATBoyCUP,まくり差し,晴,14,4.0,2.0,4-2-1
