hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240329,2,10,1,4025,,,,,,,,,,,0.16,70.9,81.8
20240329,2,10,2,4737,,,,,,,,,,,0.2,20.0,66.6
20240329,2,10,3,4201,,,,,,,,,,,0.13,7.8,65.7
20240329,2,10,4,4809,,,,,,,,,,,0.14,9.5,71.4
20240329,2,10,5,4748,,,,,,,,,,,0.16,4.0,59.1
20240329,2,10,6,4906,,,,,,,,,,,0.24,0.0,20.6
20240329,2,11,1,3933,,,,,,,1,0.05,,,0.18,42.8,79.3
20240329,2,11,2,4486,,,,,,0.02,0,,1,,0.16,17.1,71.4
20240329,2,11,3,3805,,,,,,,1,0.01,,,0.13,20.0,62.5
20240329,2,11,4,4144,,,,,,0.07,0,,2,,0.15,24.2,81.8
20240329,2,11,5,4077,,,,,,0.17,0,,3,,0.18,3.8,19.2
20240329,2,11,6,3832,,,,,,0.07,0,,2,,0.2,8.7,26.0
20240329,2,12,1,4191,,,,,,0.09,0,,1,,0.13,72.0,92.0
20240329,2,12,2,4276,,,,,,0.09,0,,1,,0.17,21.0,63.1
20240329,2,12,3,4545,,,,,,0.14,0,,2,,0.15,30.0,66.6
20240329,2,12,4,4109,,,,,,0.25,0,,4,,0.12,14.8,63.8
20240329,2,12,5,4877,,,,,,0.33,0,,5,,0.15,13.3,43.3
20240329,2,12,6,4218,,,,,,0.22,0,,3,,0.21,0.0,27.7
20240329,2,1,1,3293,,,,,,,1,0.15,,,0.17,7.4,55.5
20240329,2,1,2,4809,,,,,,,1,0.13,,,0.17,11.3,68.1
20240329,2,1,3,4218,,,,,,0.03,0,,1,,0.16,14.5,80.0
20240329,2,1,4,4436,,,,,,,1,0.01,,,0.15,7.3,53.6
20240329,2,1,5,3933,,,,,,,1,0.02,,,0.19,0.0,66.6
20240329,2,1,6,5287,,,,,,0.16,0,,2,,0.23,0.0,1.3
20240329,2,2,1,4623,,,,,,0.08,0,,1,,0.16,41.6,77.7
20240329,2,2,2,4748,,,,,,,1,0.29,,,0.14,20.9,69.7
20240329,2,2,3,4159,,,,,,,1,0.18,,,0.17,23.8,76.1
20240329,2,2,4,3306,,,,,,,1,0.12,,,0.16,4.5,27.2
20240329,2,2,5,4246,,,,,,0.11,0,,2,,0.18,0.0,20.5
20240329,2,2,6,3805,,,,,,0.14,0,,3,,0.14,0.0,15.1
20240329,2,3,1,4407,,,,,,,,,,,0.16,40.3,73.0
20240329,2,3,2,5005,,,,,,,,,,,0.16,8.1,63.2
20240329,2,3,3,4877,,,,,,,,,,,0.13,21.4,64.2
20240329,2,3,4,5122,,,,,,,,,,,0.17,5.5,33.3
20240329,2,3,5,3462,,,,,,,,,,,0.14,5.5,27.7
20240329,2,3,6,4737,,,,,,,,,,,0.17,3.0,27.2
20240329,2,4,1,4201,,,,,,0.05,0,,1,,0.16,43.7,65.6
20240329,2,4,2,4423,,,,,,0.16,0,,3,,0.17,12.9,58.0
20240329,2,4,3,3905,,,,,,0.14,0,,2,,0.14,4.3,60.8
20240329,2,4,4,3647,,,,,,0.42,0,,6,,0.18,3.1,25.0
20240329,2,4,5,4486,,,,,,0.24,0,,4,,0.15,9.7,41.4
20240329,2,4,6,4276,,,,,,0.35,0,,5,,0.17,0.0,33.3
20240329,2,5,1,4144,,,,,,,,,,,0.17,69.2,92.3
20240329,2,5,2,3406,,,,,,,,,,,0.18,18.6,60.4
20240329,2,5,3,3569,,,,,,,,,,,0.19,2.7,16.6
20240329,2,5,4,4191,,,,,,,,,,,0.16,15.2,60.8
20240329,2,5,5,4081,,,,,,,,,,,0.2,2.0,22.4
20240329,2,5,6,5324,,,,,,,,,,,0.2,0.0,0.0
20240329,2,6,1,4246,,,,,,0.12,0,,1,,0.17,15.6,75.0
20240329,2,6,2,5069,,,,,,0.21,0,,5,,0.12,12.0,36.0
20240329,2,6,3,5013,,,,,,0.19,0,,4,,0.17,21.0,42.1
20240329,2,6,4,5287,,,,,,0.17,0,,3,,0.0,0.0,0.0
20240329,2,6,5,5213,,,,,,0.22,0,,6,,0.2,0.0,11.4
20240329,2,6,6,5327,,,,,,0.16,0,,2,,0.28,0.0,0.0
20240329,2,7,1,4109,,,,,,0.08,0,,1,,0.13,62.0,92.0
20240329,2,7,2,3306,,,,,,0.11,0,,2,,0.18,0.0,33.3
20240329,2,7,3,4077,,,,,,0.19,0,,3,,0.16,10.8,54.3
20240329,2,7,4,3293,,,,,,,1,0.05,,,0.23,0.0,23.0
20240329,2,7,5,3929,,,,,,,1,0.11,,,0.14,2.1,36.1
20240329,2,7,6,3682,,,,,,0.22,0,,4,,0.23,0.0,5.2
20240329,2,8,1,4104,,,,,,0.05,0,,1,,0.15,34.7,82.6
20240329,2,8,2,4436,,,,,,0.17,0,,4,,0.15,13.0,63.0
20240329,2,8,3,3647,,,,,,,1,0.03,,,0.15,0.0,54.8
20240329,2,8,4,4545,,,,,,,1,0.01,,,0.14,7.6,56.4
20240329,2,8,5,5122,,,,,,0.06,0,,2,,0.21,2.5,28.2
20240329,2,8,6,4331,,,,,,0.16,0,,3,,0.18,8.3,25.0
20240329,2,9,1,3905,,,,,,0.15,0,,2,,0.16,50.0,85.7
20240329,2,9,2,4159,,,,,,0.09,0,,1,,0.16,17.0,63.4
20240329,2,9,3,5095,,,,,,0.27,0,,5,,0.16,17.6,61.7
20240329,2,9,4,5005,,,,,,0.25,0,,4,,0.12,10.8,52.1
20240329,2,9,5,3569,,,,,,0.31,0,,6,,0.21,0.0,10.2
20240329,2,9,6,4871,,,,,,0.21,0,,3,,0.18,0.0,22.2
20240329,6,10,1,4962,,,,,,0.03,0,,1,,0.14,62.9,70.3
20240329,6,10,2,3454,,,,,,0.05,0,,2,,0.15,5.1,46.1
20240329,6,10,3,4911,,,,,,0.07,0,,3,,0.14,4.7,33.3
20240329,6,10,4,5105,,,,,,0.09,0,,4,,0.16,10.8,45.9
20240329,6,10,5,3538,,,,,,0.1,0,,5,,0.17,7.6,38.4
20240329,6,10,6,3976,,,,,,0.17,0,,6,,0.22,0.0,11.5
20240329,6,11,1,4336,,,,,,0.09,0,,2,,0.14,58.7,80.4
20240329,6,11,2,4390,,,,,,0.18,0,,4,,0.19,9.3,39.5
20240329,6,11,3,4902,,,,,,0.07,0,,1,,0.17,6.1,40.8
20240329,6,11,4,4182,,,,,,0.18,0,,4,,0.17,4.7,38.1
20240329,6,11,5,4245,,,,,,0.29,0,,5,,0.17,3.1,28.1
20240329,6,11,6,5085,,,,,,0.15,0,,3,,0.19,0.0,13.7
20240329,6,12,1,2014,,,,,,0.2,0,,5,,0.15,16.6,66.6
20240329,6,12,2,5220,,,,,,0.04,0,,2,,0.19,20.0,60.0
20240329,6,12,3,5054,,,,,,0.1,0,,3,,0.17,15.3,48.7
20240329,6,12,4,5096,,,,,,0.03,0,,1,,0.12,24.4,64.4
20240329,6,12,5,4216,,,,,,0.14,0,,4,,0.16,7.1,33.3
20240329,6,12,6,5224,,,,,,0.23,0,,6,,0.18,1.8,25.9
20240329,6,1,1,4327,,,,,,0.25,0,,5,,0.17,33.3,75.0
20240329,6,1,2,3957,,,,,,0.11,0,,1,,0.17,8.1,55.1
20240329,6,1,3,5177,,,,,,0.11,0,,1,,0.17,0.0,19.5
20240329,6,1,4,5259,,,,,,0.19,0,,3,,0.19,0.0,16.6
20240329,6,1,5,4211,,,,,,0.18,0,,2,,0.14,0.0,19.0
20240329,6,1,6,3454,,,,,,0.22,0,,4,,0.2,0.0,20.0
20240329,6,2,1,4879,,,,,,0.04,0,,2,,0.14,50.0,84.6
20240329,6,2,2,3538,,,,,,0.03,0,,1,,0.17,13.3,53.3
20240329,6,2,3,5172,,,,,,0.16,0,,6,,0.17,13.1,42.1
20240329,6,2,4,5285,,,,,,0.07,0,,3,,0.2,0.0,20.0
20240329,6,2,5,3614,,,,,,0.08,0,,4,,0.18,2.1,28.2
20240329,6,2,6,5206,,,,,,0.14,0,,5,,0.14,0.0,0.0
20240329,6,3,1,4861,,,,,,0.16,0,,5,,0.19,46.1,73.0
20240329,6,3,2,3976,,,,,,0.12,0,,4,,0.17,8.8,50.0
20240329,6,3,3,3761,,,,,,0.27,0,,6,,0.16,8.8,55.5
20240329,6,3,4,5292,,,,,,0.04,0,,2,,0.26,0.0,0.0
20240329,6,3,5,4902,,,,,,0.1,0,,3,,0.17,11.9,35.7
20240329,6,3,6,4978,,,,,,0.02,0,,1,,0.15,0.0,19.0
20240329,6,4,1,3458,,,,,,0.23,0,,4,,0.15,40.9,68.1
20240329,6,4,2,5224,,,,,,0.04,0,,1,,0.16,19.0,66.6
20240329,6,4,3,5201,,,,,,0.14,0,,3,,0.17,22.8,54.2
20240329,6,4,4,5261,,,,,,0.05,0,,2,,0.16,14.2,28.5
20240329,6,4,5,4336,,,,,,,1,0.02,,,0.16,5.8,25.4
20240329,6,4,6,4911,,,,,,,1,0.09,,,0.15,3.1,15.6
20240329,6,5,1,4211,,,,,,,,,,,0.18,25.0,58.3
20240329,6,5,2,5085,,,,,,,,,,,0.15,16.2,37.8
20240329,6,5,3,4890,,,,,,,,,,,0.17,8.1,56.7
20240329,6,5,4,4440,,,,,,,,,,,0.17,9.3,31.2
20240329,6,5,5,4248,,,,,,,,,,,0.17,0.0,20.0
20240329,6,5,6,4461,,,,,,,,,,,0.18,0.0,20.0
20240329,6,6,1,4631,,,,,,,1,0.08,,,0.12,63.1,89.4
20240329,6,6,2,2014,,,,,,0.05,0,,1,,0.17,12.1,45.4
20240329,6,6,3,4245,,,,,,,1,0.12,,,0.19,5.4,45.9
20240329,6,6,4,3246,,,,,,0.16,0,,4,,0.18,3.2,38.7
20240329,6,6,5,5285,,,,,,0.1,0,,3,,0.23,0.0,0.0
20240329,6,6,6,5177,,,,,,0.07,0,,2,,0.21,2.1,6.5
20240329,6,7,1,5054,,,,,,,,,,,0.15,42.4,78.7
20240329,6,7,2,5252,,,,,,,,,,,0.2,16.6,33.3
20240329,6,7,3,4978,,,,,,,,,,,0.15,0.0,44.1
20240329,6,7,4,4879,,,,,,,,,,,0.16,7.6,38.4
20240329,6,7,5,5259,,,,,,,,,,,0.19,4.0,12.0
20240329,6,7,6,5032,,,,,,,,,,,0.17,0.0,23.5
20240329,6,8,1,5150,,,,,,0.11,0,,3,,0.17,47.6,76.1
20240329,6,8,2,3784,,,,,,0.1,0,,2,,0.16,5.5,50.0
20240329,6,8,3,4912,,,,,,0.09,0,,1,,0.14,20.0,44.0
20240329,6,8,4,5201,,,,,,,1,0.05,,,0.16,6.2,18.7
20240329,6,8,5,5206,,,,,,,1,0.05,,,0.18,0.0,12.2
20240329,6,8,6,3957,,,,,,,1,0.02,,,0.22,0.0,16.2
20240329,6,9,1,5187,,,,,,0.19,0,,4,,0.16,34.7,78.2
20240329,6,9,2,5044,,,,,,0.09,0,,2,,0.14,11.4,60.0
20240329,6,9,3,4248,,,,,,0.27,0,,6,,0.17,4.6,37.2
20240329,6,9,4,3761,,,,,,0.12,0,,3,,0.16,7.3,56.1
20240329,6,9,5,4327,,,,,,0.0,0,,1,,0.2,2.3,20.9
20240329,6,9,6,5172,,,,,,0.23,0,,5,,0.18,0.0,23.3
20240329,7,10,1,3931,,,,,,0.22,0,,4,,0.13,75.0,90.0
20240329,7,10,2,3334,,,,,,0.32,0,,5,,0.21,13.1,60.5
20240329,7,10,3,4308,,,,,,0.13,0,,2,,0.15,25.5,80.8
20240329,7,10,4,3895,,,,,,0.13,0,,2,,0.17,9.6,38.7
20240329,7,10,5,3339,,,,,,0.14,0,,3,,0.12,17.3,56.5
20240329,7,10,6,4919,,,,,,0.07,0,,1,,0.18,0.0,40.6
20240329,7,11,1,4590,,,,,,0.02,0,,1,,0.13,67.2,87.9
20240329,7,11,2,4080,,,,,,0.11,0,,3,,0.14,25.0,83.3
20240329,7,11,3,4033,,,,,,0.1,0,,2,,0.13,21.7,65.2
20240329,7,11,4,5087,,,,,,0.12,0,,4,,0.17,14.2,60.7
20240329,7,11,5,4090,,,,,,,1,0.03,,,0.14,10.8,50.0
20240329,7,11,6,4446,,,,,,0.14,0,,5,,0.18,0.0,23.3
20240329,7,12,1,4189,,,,,,0.16,0,,5,,0.15,75.9,91.1
20240329,7,12,2,3502,,,,,,0.11,0,,4,,0.19,12.7,43.6
20240329,7,12,3,4384,,,,,,0.04,0,,1,,0.16,17.3,65.2
20240329,7,12,4,4642,,,,,,0.24,0,,6,,0.16,14.7,61.7
20240329,7,12,5,4089,,,,,,0.06,0,,3,,0.17,10.2,53.0
20240329,7,12,6,4092,,,,,,0.05,0,,2,,0.19,0.0,23.4
20240329,7,1,1,4663,,,,,,0.33,0,,5,,0.14,50.0,86.3
20240329,7,1,2,3948,,,,,,0.16,0,,4,,0.18,7.4,37.0
20240329,7,1,3,5087,,,,,,0.02,0,,1,,0.18,13.0,47.8
20240329,7,1,4,4156,,,,,,0.02,0,,1,,0.17,12.5,47.9
20240329,7,1,5,4917,,,,,,0.07,0,,2,,0.15,4.8,26.8
20240329,7,1,6,5305,,,,,,0.15,0,,3,,0.23,0.0,0.0
20240329,7,2,1,3982,,,,,,0.17,0,,4,,0.19,30.0,40.0
20240329,7,2,2,4384,,,,,,0.08,0,,2,,0.16,22.2,75.5
20240329,7,2,3,4678,,,,,,0.12,0,,3,,0.15,2.7,33.3
20240329,7,2,4,4446,,,,,,,1,0.02,,,0.17,15.7,57.8
20240329,7,2,5,5008,,,,,,,1,0.04,,,0.14,6.9,44.1
20240329,7,2,6,5245,,,,,,0.05,0,,1,,0.15,0.0,9.0
20240329,7,3,1,4080,,,,,,0.11,0,,1,,0.15,70.0,100.0
20240329,7,3,2,4642,,,,,,,1,0.01,,,0.17,38.1,71.4
20240329,7,3,3,3202,,,,,,0.11,0,,1,,0.17,5.4,43.2
20240329,7,3,4,3831,,,,,,0.15,0,,2,,0.15,0.0,31.4
20240329,7,3,5,4051,,,,,,0.17,0,,3,,0.15,16.6,63.3
20240329,7,3,6,4004,,,,,,0.11,0,,1,,0.2,8.7,17.3
20240329,7,4,1,3334,,,,,,0.27,0,,5,,0.2,31.5,60.5
20240329,7,4,2,4943,,,,,,0.16,0,,3,,0.15,10.0,46.6
20240329,7,4,3,4092,,,,,,0.16,0,,3,,0.16,14.8,65.9
20240329,7,4,4,4979,,,,,,0.02,0,,1,,0.16,13.5,43.2
20240329,7,4,5,4085,,,,,,0.17,0,,4,,0.22,3.7,51.8
20240329,7,4,6,4033,,,,,,0.15,0,,2,,0.14,5.7,37.1
20240329,7,5,1,3347,,,,,,0.06,0,,1,,0.16,52.6,81.5
20240329,7,5,2,4281,,,,,,0.21,0,,3,,0.17,8.3,47.2
20240329,7,5,3,4049,,,,,,0.1,0,,2,,0.17,12.2,69.3
