hd,jcd,rno,label_3t,win_lane
20240329,2,1,1-4-3,1
20240329,2,2,2-1-3,2
20240329,2,3,6-1-2,6
20240329,2,4,1-2-6,1
20240329,2,5,1-4-2,1
20240329,2,6,2-1-4,2
20240329,2,7,3-2-5,3
20240329,2,8,4-2-1,4
20240329,2,9,4-1-3,4
20240329,2,10,3-5-4,3
20240329,2,11,2-4-1,2
20240329,2,12,1-3-6,1
20240329,6,1,2-1-3,2
20240329,6,2,2-1-3,2
20240329,6,3,2-1-6,2
20240329,6,4,1-4-2,1
20240329,6,5,3-4-5,3
20240329,6,6,2-3-6,2
20240329,6,7,1-3-6,1
20240329,6,8,1-2-3,1
20240329,6,9,1-2-3,1
20240329,6,10,1-2-5,1
20240329,6,11,3-1-6,3
20240329,6,12,5-2-3,5
20240329,7,1,3-1-4,3
20240329,7,2,2-5-4,2
20240329,7,3,1-3-4,1
20240329,7,4,6-1-2,6
20240329,7,5,1-2-6,1
20240329,7,6,1-4-2,1
20240329,7,7,1-5-3,1
20240329,7,8,3-2-1,3
20240329,7,9,1-2-5,1
20240329,7,10,1-3-5,1
20240329,7,11,1-3-4,1
20240329,7,12,1-3-4,1
20240329,8,1,1-4-2,1
20240329,8,2,1-5-2,1
20240329,8,3,1-2-4,1
20240329,8,4,5-1-6,5
20240329,8,5,4-1-2,4
20240329,8,6,1-3-6,1
20240329,8,7,6-5-4,6
20240329,8,8,1-2-3,1
20240329,8,9,1-6-4,1
20240329,8,10,1-2-6,1
20240329,8,11,1-5-6,1
20240329,8,12,1-3-4,1
20240329,9,1,1-2-4,1
20240329,9,2,1-2-5,1
20240329,9,3,3-1-4,3
20240329,9,4,4-5-2,4
20240329,9,5,5-1-3,5
20240329,9,6,1-3-2,1
20240329,9,7,4-2-1,4
20240329,9,8,4-1-3,4
20240329,9,9,1-2-3,1
20240329,9,10,1-4-3,1
20240329,9,11,1-3-2,1
20240329,9,12,1-2-3,1
20240329,10,1,1-5-4,1
20240329,10,2,4-2-5,4
20240329,10,3,1-3-5,1
20240329,10,4,1-2-4,1
20240329,10,5,1-3-2,1
20240329,10,6,2-5-3,2
20240329,10,7,1-3-5,1
20240329,10,8,1-3-2,1
20240329,10,9,3-2-5,3
20240329,10,10,1-6-3,1
20240329,10,11,1-4-3,1
20240329,10,12,1-2-3,1
20240329,12,1,1-2-4,1
20240329,12,2,6-5-1,6
20240329,12,3,3-5-1,3
20240329,12,4,1-2-3,1
20240329,12,5,3-5-4,3
20240329,12,6,3-1-5,3
20240329,12,7,1-4-5,1
20240329,12,8,1-5-2,1
20240329,12,9,1-3-6,1
20240329,12,10,4-1-2,4
20240329,12,11,1-4-6,1
20240329,12,12,1-4-5,1
20240329,17,1,1-3-4,1
20240329,17,2,1-5-3,1
20240329,17,3,3-2-4,3
20240329,17,4,1-4-5,1
20240329,17,5,6-4-5,6
20240329,17,6,1-4-2,1
20240329,17,7,1-4-3,1
20240329,17,8,2-1-5,2
20240329,17,9,6-3-1,6
20240329,17,10,2-3-1,2
20240329,17,11,1-2-4,1
20240329,17,12,5-4-6,5
20240329,22,1,1-6-4,1
20240329,22,2,1-3-6,1
20240329,22,3,3-2-4,3
20240329,22,4,1-3-2,1
20240329,22,5,1-4-2,1
20240329,22,6,1-3-4,1
20240329,22,7,1-3-5,1
20240329,22,8,2-1-3,2
20240329,22,9,4-3-1,4
20240329,22,10,1-2-5,1
20240329,22,11,1-4-5,1
20240329,22,12,2-4-1,2
20240329,23,1,1-3-6,1
20240329,23,2,5-1-2,5
20240329,23,3,1-3-5,1
20240329,23,4,1-3-2,1
20240329,23,5,1-3-6,1
20240329,23,6,1-2-3,1
20240329,23,7,4-1-5,4
20240329,23,8,1-2-3,1
20240329,23,9,2-1-3,2
20240329,23,10,6-4-2,6
20240329,23,11,1-4-5,1
20240329,23,12,3-4-1,3
20240329,24,1,2-1-4,2
20240329,24,2,1-4-2,1
20240329,24,3,3-1-4,3
20240329,24,4,2-1-5,2
20240329,24,5,1-4-3,1
20240329,24,6,4-1-2,4
20240329,24,7,3-5-1,3
20240329,24,8,4-2-5,4
20240329,24,9,1-4-3,1
20240329,24,10,1-3-2,1
20240329,24,11,1-3-6,1
20240329,24,12,1-4-2,1
