hd,jcd,rno,label_3t,win_lane
20240216,1,1,3-2-5,3
20240216,1,2,1-2-4,1
20240216,1,3,3-2-4,3
20240216,1,4,1-5-2,1
20240216,1,5,2-5-4,2
20240216,1,6,1-3-4,1
20240216,1,7,1-3-4,1
20240216,1,8,1-6-5,1
20240216,1,9,1-4-2,1
20240216,1,10,3-1-4,3
20240216,1,11,1-5-3,1
20240216,1,12,1-2-6,1
20240216,3,1,4-1-3,4
20240216,3,2,1-4-5,1
20240216,3,3,4-6-1,4
20240216,3,4,4-5-6,4
20240216,3,5,3-2-4,3
20240216,3,6,2-4-6,2
20240216,3,7,1-4-5,1
20240216,3,8,5-3-4,5
20240216,3,9,1-4-5,1
20240216,3,10,1-4-3,1
20240216,3,11,1-4-2,1
20240216,3,12,4-6-5,4
20240216,4,1,1-5-3,1
20240216,4,2,1-5-6,1
20240216,4,3,5-6-2,5
20240216,4,4,5-1-2,5
20240216,4,5,1-5-4,1
20240216,4,6,6-3-4,6
20240216,4,7,4-3-1,4
20240216,4,8,5-4-3,5
20240216,4,9,2-3-5,2
20240216,4,10,3-2-6,3
20240216,4,11,3-6-1,3
20240216,4,12,1-6-4,1
20240216,5,1,1-4-5,1
20240216,5,2,3-5-4,3
20240216,5,3,5-1-3,5
20240216,5,4,5-1-2,5
20240216,5,5,2-3-6,2
20240216,5,6,4-3-1,4
20240216,5,7,4-2-1,4
20240216,5,8,3-1-6,3
20240216,5,9,1-3-2,1
20240216,5,10,1-2-5,1
20240216,5,11,1-2-3,1
20240216,5,12,1-3-2,1
20240216,6,1,1-2-3,1
20240216,6,2,3-4-5,3
20240216,6,3,3-2-6,3
20240216,6,4,3-1-4,3
20240216,6,5,4-2-5,4
20240216,6,6,4-3-1,4
20240216,6,7,1-3-2,1
20240216,6,8,1-2-5,1
20240216,6,9,1-2-6,1
20240216,6,10,1-2-5,1
20240216,6,11,1-3-5,1
20240216,6,12,1-3-6,1
20240216,8,1,1-3-4,1
20240216,8,2,1-3-2,1
20240216,8,3,4-1-6,4
20240216,8,4,1-5-4,1
20240216,8,5,6-1-2,6
20240216,8,6,4-6-5,4
20240216,8,7,3-2-6,3
20240216,8,8,3-4-6,3
20240216,8,9,1-6-5,1
20240216,8,10,1-2-4,1
20240216,8,11,4-6-2,4
20240216,8,12,1-5-4,1
20240216,9,1,1-3-4,1
20240216,9,2,4-6-1,4
20240216,9,3,3-4-5,3
20240216,9,4,5-4-6,5
20240216,9,5,1-2-6,1
20240216,9,6,1-2-4,1
20240216,9,7,5-4-6,5
20240216,9,8,1-4-5,1
20240216,9,9,1-2-4,1
20240216,9,10,1-2-6,1
20240216,9,11,1-4-6,1
20240216,9,12,1-2-3,1
20240216,11,1,2-3-4,2
20240216,11,2,2-4-1,2
20240216,11,3,1-3-4,1
20240216,11,4,1-3-6,1
20240216,11,5,1-2-5,1
20240216,11,6,1-6-3,1
20240216,11,7,1-3-2,1
20240216,11,8,1-3-2,1
20240216,11,9,1-4-3,1
20240216,11,10,2-1-4,2
20240216,11,11,1-4-2,1
20240216,11,12,1-4-2,1
20240216,12,1,2-1-4,2
20240216,12,2,3-4-1,3
20240216,12,3,1-3-2,1
20240216,12,4,1-3-6,1
20240216,12,5,1-3-6,1
20240216,12,6,1-2-5,1
20240216,12,7,1-2-4,1
20240216,12,8,5-1-4,5
20240216,12,9,3-1-4,3
20240216,12,10,1-3-2,1
20240216,12,11,1-6-2,1
20240216,12,12,1-5-4,1
20240216,15,1,3-1-5,3
20240216,15,2,3-6-4,3
20240216,15,3,1-6-3,1
20240216,15,4,4-6-5,4
20240216,15,5,6-1-2,6
20240216,15,6,5-1-2,5
20240216,15,7,1-2-5,1
20240216,15,8,1-3-6,1
20240216,15,9,1-5-2,1
20240216,15,10,1-2-4,1
20240216,15,11,1-2-3,1
20240216,15,12,4-1-5,4
20240216,16,1,1-3-2,1
20240216,16,2,1-4-5,1
20240216,16,3,1-2-5,1
20240216,16,4,3-1-4,3
20240216,16,5,1-2-5,1
20240216,16,6,3-5-2,3
20240216,16,7,1-3-4,1
20240216,16,8,1-6-2,1
20240216,16,9,4-6-5,4
20240216,16,10,2-1-3,2
20240216,16,11,1-4-3,1
20240216,16,12,1-2-3,1
20240216,21,1,4-3-1,4
20240216,21,2,1-4-6,1
20240216,21,3,5-2-3,5
20240216,21,4,1-2-4,1
20240216,21,5,2-6-3,2
20240216,21,6,2-5-4,2
20240216,21,7,2-1-5,2
20240216,21,8,5-3-1,5
20240216,21,9,1-3-5,1
20240216,21,10,1-2-3,1
20240216,21,11,1-3-4,1
20240216,21,12,4-5-6,4
20240216,23,1,1-2-4,1
20240216,23,2,2-4-3,2
20240216,23,3,1-2-3,1
20240216,23,4,1-2-3,1
20240216,23,5,2-1-3,2
20240216,23,6,4-2-1,4
20240216,23,7,3-4-1,3
20240216,23,8,3-2-5,3
20240216,23,9,2-3-1,2
20240216,23,10,4-2-5,4
20240216,23,11,3-6-4,3
20240216,23,12,2-3-1,2
20240216,24,1,1-3-2,1
20240216,24,2,1-5-2,1
20240216,24,3,1-3-6,1
20240216,24,4,2-4-3,2
20240216,24,5,1-3-4,1
20240216,24,6,5-1-4,5
20240216,24,7,1-2-3,1
20240216,24,8,1-3-2,1
20240216,24,9,3-2-6,3
20240216,24,10,1-5-2,1
20240216,24,11,1-4-2,1
20240216,24,12,1-2-4,1
