hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240221,02,10,1,4926,0.07,0,0,0,1,,1,0.01,4,1,0.13,81.5,97.3
20240221,02,10,2,4186,0.12,0,0,0,1,,1,0.01,4,2,0.18,0.0,20.0
20240221,02,10,3,4575,0.07,0,0,0,1,0.04,0,,2,1,0.14,17.9,69.2
20240221,02,10,4,3532,0.07,0,0,0,1,,1,0.07,4,1,0.15,7.6,53.8
20240221,02,10,5,5169,0.07,0,0,0,1,0.03,0,,1,1,0.18,0.0,14.2
20240221,02,10,6,4318,0.07,0,0,0,1,0.09,0,,3,1,0.15,0.0,31.2
20240221,02,11,1,3412,0.16,0,0,0,1,0.05,0,,2,4,0.15,64.1,90.5
20240221,02,11,2,3612,0.14,0,0,0,1,0.11,0,,4,2,0.14,13.8,58.4
20240221,02,11,3,4425,0.15,0,0,0,1,0.18,0,,5,3,0.17,20.0,56.6
20240221,02,11,4,4409,0.12,0,0,0,1,0.05,0,,2,1,0.15,8.7,56.5
20240221,02,11,5,5051,0.15,0,0,0,1,0.08,0,,3,3,0.17,11.3,68.1
20240221,02,11,6,5189,0.14,0,0,0,1,0.03,0,,1,2,0.2,0.0,22.5
20240221,02,12,1,4504,0.09,0,0,0,1,0.08,0,,2,1,0.13,75.3,86.1
20240221,02,12,2,4769,0.11,0,0,0,1,0.04,0,,1,3,0.14,19.0,71.4
20240221,02,12,3,4470,0.1,0,0,0,1,,1,0.01,5,2,0.15,16.6,61.9
20240221,02,12,4,5165,0.24,0,0,0,1,,1,0.03,5,5,0.21,13.6,54.5
20240221,02,12,5,4351,0.14,0,0,0,1,0.29,0,,4,4,0.12,19.5,60.9
20240221,02,12,6,4569,0.26,0,0,0,1,0.22,0,,3,6,0.2,0.0,14.2
20240221,02,1,1,5060,0.1,0,0,0,1,0.16,0,,3,1,0.19,61.3,81.8
20240221,02,1,2,5169,0.16,0,0,0,1,0.22,0,,6,5,0.26,7.4,33.3
20240221,02,1,3,4031,0.12,0,0,0,1,0.19,0,,5,2,0.17,6.9,44.8
20240221,02,1,4,4853,0.14,0,0,0,1,0.12,0,,2,4,0.19,0.0,27.2
20240221,02,1,5,3906,0.14,0,0,0,1,0.09,0,,1,4,0.18,8.7,34.7
20240221,02,1,6,5322,0.13,0,0,0,1,0.17,0,,4,3,0.14,0.0,0.0
20240221,02,2,1,3964,0.16,0,0,0,1,,1,0.01,2,4,0.18,26.0,52.1
20240221,02,2,2,4575,0.14,0,0,0,1,,1,0.07,2,3,0.13,12.5,75.0
20240221,02,2,3,4225,0.1,0,0,0,1,,1,0.02,2,1,0.18,20.0,63.3
20240221,02,2,4,3612,0.11,0,0,0,1,,1,0.11,2,2,0.13,9.8,64.7
20240221,02,2,5,5272,0.1,0,0,0,1,,1,0.05,2,1,0.2,0.0,6.6
20240221,02,2,6,4332,0.16,0,0,0,1,0.03,0,,1,4,0.21,0.0,16.0
20240221,02,3,1,4900,0.19,0,0,0,1,,1,0.09,4,4,0.15,52.1,78.2
20240221,02,3,2,4351,0.17,0,0,0,1,,1,0.06,4,3,0.14,11.4,62.8
20240221,02,3,3,3681,0.1,0,0,0,1,,1,0.06,4,1,0.17,7.3,56.1
20240221,02,3,4,4233,0.1,0,0,0,1,0.06,0,,2,1,0.15,9.3,65.1
20240221,02,3,5,5107,0.24,0,0,0,1,0.12,0,,3,5,0.19,2.1,19.5
20240221,02,3,6,4425,0.15,0,0,0,1,0.03,0,,1,2,0.17,3.4,34.4
20240221,02,4,1,3875,0.21,0,0,0,1,0.08,0,,2,5,0.17,53.8,80.7
20240221,02,4,2,4483,0.19,0,0,0,1,0.09,0,,3,4,0.14,20.5,70.5
20240221,02,4,3,3381,0.19,0,0,0,1,,1,0.07,5,4,0.14,7.5,45.0
20240221,02,4,4,5189,0.14,0,0,0,1,,1,0.04,5,3,0.18,8.3,41.6
20240221,02,4,5,5188,0.08,0,0,0,1,0.07,0,,1,1,0.18,4.6,34.8
20240221,02,4,6,4470,0.11,0,0,0,1,0.17,0,,4,2,0.25,0.0,11.6
20240221,02,5,1,3532,0.07,0,0,0,1,0.14,0,,3,1,0.16,60.0,82.2
20240221,02,5,2,4569,0.15,0,0,0,1,0.18,0,,4,5,0.17,19.5,41.4
20240221,02,5,3,3906,0.16,0,0,0,1,0.13,0,,2,6,0.17,6.9,37.2
20240221,02,5,4,3412,0.09,0,0,0,1,,1,0.03,5,3,0.14,7.1,57.1
20240221,02,5,5,3353,0.11,0,0,0,1,,1,0.01,5,4,0.15,0.0,0.0
20240221,02,5,6,4060,0.08,0,0,0,1,0.03,0,,1,2,0.18,0.0,19.3
20240221,02,6,1,5191,0.08,0,0,0,1,0.01,0,,1,2,0.16,45.9,72.9
20240221,02,6,2,4409,0.09,0,0,0,1,0.08,0,,3,3,0.15,28.2,71.7
20240221,02,6,3,4504,0.06,0,0,0,1,0.05,0,,2,1,0.14,25.5,72.3
20240221,02,6,4,4318,0.08,0,0,0,1,0.25,0,,5,2,0.15,12.8,53.8
20240221,02,6,5,5322,0.16,0,0,0,1,0.28,0,,6,4,0.0,0.0,0.0
20240221,02,6,6,4213,0.08,0,0,0,1,0.15,0,,4,2,0.16,4.1,25.0
20240221,02,7,1,5051,0.15,0,0,0,1,0.02,0,,1,2,0.13,76.9,92.3
20240221,02,7,2,4853,0.16,0,0,0,1,,1,0.1,5,3,0.16,45.4,72.7
20240221,02,7,3,3661,0.2,0,0,0,1,,1,0.03,5,5,0.18,4.8,41.4
20240221,02,7,4,4332,0.15,0,0,0,1,0.09,0,,2,2,0.18,8.3,45.8
20240221,02,7,5,4900,0.14,0,0,0,1,0.21,0,,4,1,0.19,0.0,30.0
20240221,02,7,6,5165,0.17,0,0,0,1,0.15,0,,3,4,0.23,0.0,9.6
20240221,02,8,1,3662,0.13,0,0,0,1,,1,0.1,1,5,0.16,50.0,78.5
20240221,02,8,2,4335,0.06,0,0,0,1,,1,0.01,1,1,0.12,18.1,78.7
20240221,02,8,3,4233,0.08,0,0,0,1,,1,0.06,1,2,0.16,6.3,63.8
20240221,02,8,4,3381,0.09,0,0,0,1,,1,0.01,1,3,0.14,18.6,51.1
20240221,02,8,5,4769,0.12,0,0,0,1,,1,0.04,1,4,0.13,12.5,50.0
20240221,02,8,6,5272,0.17,0,0,0,1,,1,0.04,1,6,0.21,0.0,1.1
20240221,02,9,1,4225,0.08,0,0,0,1,0.09,0,,2,1,0.16,44.4,77.7
20240221,02,9,2,3681,0.15,0,0,0,1,0.18,0,,4,3,0.15,13.3,73.3
20240221,02,9,3,4118,0.12,0,0,0,1,0.06,0,,1,2,0.14,14.2,71.4
