hd,jcd,rno,win_lane,win_racer_id,decision
20240306,01,10,1,4012,逃げ
20240306,01,11,2,4238,差し
20240306,01,12,5,4376,まくり差し
20240306,01,1,1,3652,逃げ
20240306,01,2,6,5141,抜き
20240306,01,3,5,3659,まくり差し
20240306,01,4,6,4772,まくり差し
20240306,01,5,6,4238,まくり
20240306,01,6,1,4191,逃げ
20240306,01,7,1,3543,逃げ
20240306,01,8,1,3659,逃げ
20240306,01,9,1,4779,逃げ
20240306,05,10,1,3502,逃げ
20240306,05,11,4,5057,まくり差し
20240306,05,12,4,4537,まくり
20240306,05,1,1,4303,逃げ
20240306,05,2,4,4103,まくり
20240306,05,3,2,3902,差し
20240306,05,4,3,3502,抜き
20240306,05,5,6,4537,まくり
20240306,05,6,1,4511,逃げ
20240306,05,7,5,4776,まくり差し
20240306,05,8,3,4544,まくり
20240306,05,9,6,4360,抜き
20240306,06,10,1,3548,逃げ
20240306,06,11,2,3284,差し
20240306,06,12,1,3577,逃げ
20240306,06,1,1,3461,逃げ
20240306,06,2,1,3692,抜き
20240306,06,3,5,3284,まくり差し
20240306,06,4,4,3752,まくり差し
20240306,06,5,1,3462,逃げ
20240306,06,6,1,3850,逃げ
20240306,06,7,1,3617,逃げ
20240306,06,8,1,3881,逃げ
20240306,06,9,1,3340,抜き
20240306,07,10,3,4983,まくり差し
20240306,07,11,1,5121,逃げ
20240306,07,12,1,5032,逃げ
20240306,07,1,1,5067,抜き
20240306,07,2,4,5257,まくり
20240306,07,3,4,4959,まくり
20240306,07,4,4,5089,まくり
20240306,07,5,2,5139,差し
20240306,07,6,1,5034,逃げ
20240306,07,7,1,4958,逃げ
20240306,07,8,1,5029,逃げ
20240306,07,9,1,5166,逃げ
20240306,08,10,1,4050,逃げ
20240306,08,11,1,4208,逃げ
20240306,08,12,1,4482,逃げ
20240306,08,1,3,3994,まくり
20240306,08,2,2,5019,まくり
20240306,08,3,1,4443,逃げ
20240306,08,4,1,4963,逃げ
20240306,08,5,3,4208,まくり差し
20240306,08,6,1,4909,逃げ
20240306,08,7,1,4450,逃げ
20240306,08,8,1,4843,逃げ
20240306,08,9,4,4963,差し
20240306,10,10,6,4961,抜き
20240306,10,11,1,4949,逃げ
20240306,10,12,1,4851,抜き
20240306,10,1,1,4528,逃げ
20240306,10,2,4,5014,まくり
20240306,10,3,6,4151,まくり
20240306,10,4,1,4702,逃げ
20240306,10,5,1,4538,逃げ
20240306,10,6,5,4025,まくり
20240306,10,7,5,4851,まくり差し
20240306,10,8,4,4702,差し
20240306,10,9,3,4502,差し
20240306,11,10,3,4368,まくり差し
20240306,11,11,4,4638,まくり差し
20240306,11,12,1,4561,逃げ
20240306,11,1,1,4325,逃げ
20240306,11,2,1,5157,逃げ
20240306,11,3,1,4257,逃げ
20240306,11,4,1,3808,逃げ
20240306,11,5,1,4156,逃げ
20240306,11,6,2,4204,差し
20240306,11,7,6,3024,差し
20240306,11,8,2,3950,差し
20240306,11,9,3,4462,まくり
20240306,13,10,2,4686,差し
20240306,13,11,2,4787,差し
20240306,13,12,2,3590,差し
20240306,13,1,1,4350,逃げ
20240306,13,2,1,4477,逃げ
20240306,13,3,1,4685,逃げ
20240306,13,4,3,4573,抜き
20240306,13,5,1,4278,逃げ
20240306,13,6,1,4427,抜き
20240306,13,7,1,4344,逃げ
20240306,13,8,4,4445,差し
20240306,13,9,1,3874,逃げ
20240306,15,10,5,4692,まくり
20240306,15,11,1,5136,逃げ
20240306,15,12,1,3946,逃げ
20240306,15,1,3,4632,抜き
20240306,15,2,3,3713,まくり差し
20240306,15,3,1,5055,逃げ
20240306,15,4,2,4383,差し
20240306,15,5,1,3497,抜き
20240306,15,6,3,3849,まくり差し
20240306,15,7,5,3946,差し
20240306,15,8,4,4331,差し
20240306,15,9,6,4503,まくり
20240306,16,10,1,4713,抜き
20240306,16,11,1,4643,逃げ
20240306,16,12,1,4762,逃げ
20240306,16,1,1,3933,抜き
20240306,16,2,1,3454,逃げ
20240306,16,3,1,3987,逃げ
20240306,16,4,1,4172,逃げ
20240306,16,5,1,4011,逃げ
20240306,16,6,1,3995,逃げ
20240306,16,7,6,4643,まくり差し
20240306,16,8,1,3837,逃げ
20240306,16,9,6,4225,まくり差し
20240306,20,10,1,4183,逃げ
20240306,20,11,1,3912,逃げ
20240306,20,12,1,4505,抜き
20240306,20,1,1,3537,逃げ
20240306,20,2,2,3553,抜き
20240306,20,3,4,5048,差し
20240306,20,4,1,4890,逃げ
20240306,20,5,1,4161,逃げ
20240306,20,6,1,3711,逃げ
20240306,20,7,4,4505,まくり
20240306,20,8,1,3442,逃げ
20240306,20,9,3,4180,まくり
20240306,21,10,1,4684,逃げ
20240306,21,11,1,4583,逃げ
20240306,21,12,3,4387,抜き
20240306,21,1,1,4108,逃げ
20240306,21,2,1,4092,逃げ
20240306,21,3,5,4583,まくり差し
20240306,21,4,1,4184,逃げ
20240306,21,5,4,4213,まくり
20240306,21,6,1,4381,逃げ
20240306,21,7,1,4106,逃げ
20240306,21,8,1,4340,逃げ
20240306,21,9,1,4551,逃げ
