hd,jcd,rno,label_3t,win_lane
20240307,1,1,2-1-6,2
20240307,1,2,1-2-4,1
20240307,1,3,2-1-4,2
20240307,1,4,3-5-6,3
20240307,1,5,6-1-5,6
20240307,1,6,2-1-4,2
20240307,1,7,3-1-5,3
20240307,1,8,1-3-6,1
20240307,1,9,1-2-3,1
20240307,1,10,1-3-5,1
20240307,1,11,1-5-2,1
20240307,1,12,1-4-6,1
20240307,3,1,1-4-5,1
20240307,3,2,1-2-4,1
20240307,3,3,1-2-6,1
20240307,3,4,5-4-6,5
20240307,3,5,1-3-4,1
20240307,3,6,5-4-6,5
20240307,3,7,1-5-3,1
20240307,3,8,2-6-3,2
20240307,3,9,3-5-2,3
20240307,3,10,1-2-4,1
20240307,3,11,1-3-5,1
20240307,3,12,1-3-6,1
20240307,5,1,1-4-3,1
20240307,5,2,4-5-1,4
20240307,5,3,1-4-5,1
20240307,5,4,2-4-5,2
20240307,5,5,5-3-2,5
20240307,5,6,1-4-6,1
20240307,5,7,6-1-3,6
20240307,5,8,2-1-3,2
20240307,5,9,1-4-2,1
20240307,5,10,1-4-5,1
20240307,5,11,1-4-3,1
20240307,5,12,,
20240307,6,1,6-1-4,6
20240307,6,2,1-2-6,1
20240307,6,3,4-5-1,4
20240307,6,4,3-4-2,3
20240307,6,5,1-2-3,1
20240307,6,6,4-2-6,4
20240307,6,7,1-4-3,1
20240307,6,8,1-5-4,1
20240307,6,9,5-3-2,5
20240307,6,10,4-3-1,4
20240307,6,11,2-1-5,2
20240307,6,12,3-1-2,3
20240307,7,1,1-3-6,1
20240307,7,2,1-3-5,1
20240307,7,3,1-5-4,1
20240307,7,4,1-3-2,1
20240307,7,5,4-1-2,4
20240307,7,6,1-3-5,1
20240307,7,7,1-4-2,1
20240307,7,8,1-2-3,1
20240307,7,9,1-3-2,1
20240307,7,10,4-3-5,4
20240307,7,11,2-1-3,2
20240307,7,12,3-5-4,3
20240307,8,1,1-3-5,1
20240307,8,2,1-2-6,1
20240307,8,3,1-3-2,1
20240307,8,4,6-1-2,6
20240307,8,5,1-5-2,1
20240307,8,6,6-1-4,6
20240307,8,7,1-2-4,1
20240307,8,8,1-6-3,1
20240307,8,9,1-3-6,1
20240307,8,10,1-2-3,1
20240307,8,11,1-3-2,1
20240307,8,12,3-4-6,3
20240307,10,1,1-5-4,1
20240307,10,2,2-1-5,2
20240307,10,3,1-3-5,1
20240307,10,4,1-3-2,1
20240307,10,5,3-5-4,3
20240307,10,6,1-2-6,1
20240307,10,7,2-4-3,2
20240307,10,8,1-4-2,1
20240307,10,9,4-3-2,4
20240307,10,10,1-3-4,1
20240307,10,11,2-1-5,2
20240307,10,12,1-3-4,1
20240307,13,1,2-1-5,2
20240307,13,2,1-2-3,1
20240307,13,3,5-4-3,5
20240307,13,4,1-4-5,1
20240307,13,5,1-2-3,1
20240307,13,6,1-2-4,1
20240307,13,7,2-1-3,2
20240307,13,8,2-5-1,2
20240307,13,9,1-2-4,1
20240307,13,10,1-3-6,1
20240307,13,11,2-3-6,2
20240307,13,12,1-4-2,1
20240307,15,1,1-3-5,1
20240307,15,2,2-1-4,2
20240307,15,3,1-5-3,1
20240307,15,4,1-3-5,1
20240307,15,5,3-2-1,3
20240307,15,6,1-2-4,1
20240307,15,7,1-2-6,1
20240307,15,8,1-2-3,1
20240307,15,9,1-3-2,1
20240307,15,10,1-3-6,1
20240307,15,11,1-5-6,1
20240307,15,12,1-6-5,1
20240307,16,1,1-2-6,1
20240307,16,2,3-2-1,3
20240307,16,3,1-4-2,1
20240307,16,4,4-5-6,4
20240307,16,5,3-4-1,3
20240307,16,6,1-2-3,1
20240307,16,7,1-2-6,1
20240307,16,8,4-5-2,4
20240307,16,9,2-3-1,2
20240307,16,10,6-1-5,6
20240307,16,11,3-4-5,3
20240307,16,12,1-4-2,1
20240307,20,1,2-4-1,2
20240307,20,2,2-3-6,2
20240307,20,3,1-2-3,1
20240307,20,4,5-4-6,5
20240307,20,5,1-3-2,1
20240307,20,6,1-5-4,1
20240307,20,7,3-1-6,3
20240307,20,8,1-2-5,1
20240307,20,9,6-4-1,6
20240307,20,10,1-3-2,1
20240307,20,11,1-3-2,1
20240307,20,12,1-2-3,1
20240307,23,1,1-5-2,1
20240307,23,2,2-4-3,2
20240307,23,3,3-1-6,3
20240307,23,4,1-2-4,1
20240307,23,5,1-2-6,1
20240307,23,6,1-2-4,1
20240307,23,7,3-5-4,3
20240307,23,8,4-6-2,4
20240307,23,9,1-5-4,1
20240307,23,10,1-3-2,1
20240307,23,11,2-1-5,2
20240307,23,12,5-1-6,5
