hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240307,1,1,第56回サンケイスポーツ杯,差し,晴,10,3.0,2.0,2-1-6
20240307,1,2,第56回サンケイスポーツ杯,逃げ,晴,10,4.0,3.0,1-2-4
20240307,1,3,第56回サンケイスポーツ杯,差し,晴,10,4.0,3.0,2-1-4
20240307,1,4,第56回サンケイスポーツ杯,差し,曇り,10,3.0,2.0,3-5-6
20240307,1,5,第56回サンケイスポーツ杯,まくり差し,曇り,10,3.0,2.0,6-1-5
20240307,1,6,第56回サンケイスポーツ杯,差し,曇り,10,2.0,1.0,2-1-4
20240307,1,7,第56回サンケイスポーツ杯,まくり差し,曇り,10,2.0,1.0,3-1-5
20240307,1,8,第56回サンケイスポーツ杯,逃げ,曇り,10,5.0,5.0,1-3-6
20240307,1,9,第56回サンケイスポーツ杯,逃げ,曇り,10,5.0,5.0,1-2-3
20240307,1,10,第56回サンケイスポーツ杯,逃げ,曇り,10,5.0,5.0,1-3-5
20240307,1,11,第56回サンケイスポーツ杯,逃げ,曇り,10,3.0,2.0,1-5-2
20240307,1,12,第56回サンケイスポーツ杯,逃げ,曇り,8,1.0,1.0,1-4-6
20240307,3,1,第23回日刊ゲンダイ杯,逃げ,曇り,14,3.0,5.0,1-4-5
20240307,3,2,第23回日刊ゲンダイ杯,逃げ,曇り,14,3.0,5.0,1-2-4
20240307,3,3,第23回日刊ゲンダイ杯,逃げ,晴,14,4.0,5.0,1-2-6
20240307,3,4,第23回日刊ゲンダイ杯,抜き,晴,16,4.0,5.0,5-4-6
20240307,3,5,第23回日刊ゲンダイ杯,逃げ,曇り,16,3.0,5.0,1-3-4
20240307,3,6,第23回日刊ゲンダイ杯,まくり差し,晴,16,2.0,5.0,5-4-6
20240307,3,7,第23回日刊ゲンダイ杯,逃げ,晴,16,3.0,5.0,1-5-3
20240307,3,8,第23回日刊ゲンダイ杯,まくり,晴,16,2.0,5.0,2-6-3
20240307,3,9,第23回日刊ゲンダイ杯,まくり,晴,16,4.0,5.0,3-5-2
20240307,3,10,第23回日刊ゲンダイ杯,逃げ,晴,16,3.0,5.0,1-2-4
20240307,3,11,第23回日刊ゲンダイ杯,逃げ,曇り,16,4.0,5.0,1-3-5
20240307,3,12,第23回日刊ゲンダイ杯,逃げ,曇り,16,3.0,5.0,1-3-6
20240307,5,1,第34回日本モーターボート選手会会長賞,逃げ,曇り,5,2.0,2.0,1-4-3
20240307,5,2,第34回日本モーターボート選手会会長賞,まくり,曇り,5,2.0,2.0,4-5-1
20240307,5,3,第34回日本モーターボート選手会会長賞,逃げ,曇り,5,2.0,2.0,1-4-5
20240307,5,4,第34回日本モーターボート選手会会長賞,抜き,曇り,5,1.0,2.0,2-4-5
20240307,5,5,第34回日本モーターボート選手会会長賞,まくり,曇り,5,3.0,2.0,5-3-2
20240307,5,6,第34回日本モーターボート選手会会長賞,逃げ,晴,5,4.0,2.0,1-4-6
20240307,5,7,第34回日本モーターボート選手会会長賞,まくり差し,晴,7,2.0,2.0,6-1-3
20240307,5,8,第34回日本モーターボート選手会会長賞,差し,晴,7,3.0,2.0,2-1-3
20240307,5,9,第34回日本モーターボート選手会会長賞,逃げ,曇り,7,2.0,2.0,1-4-2
20240307,5,10,第34回日本モーターボート選手会会長賞,逃げ,曇り,7,3.0,2.0,1-4-5
20240307,5,11,第34回日本モーターボート選手会会長賞,逃げ,曇り,7,2.0,2.0,1-4-3
20240307,5,12,,,,,,,
20240307,6,1,薄暮だョ！第6回B級名人大集合 マクール杯,まくり差し,曇り,11,1.0,0.0,6-1-4
20240307,6,2,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,11,1.0,0.0,1-2-6
20240307,6,3,薄暮だョ！第6回B級名人大集合 マクール杯,まくり差し,曇り,13,2.0,1.0,4-5-1
20240307,6,4,薄暮だョ！第6回B級名人大集合 マクール杯,まくり差し,曇り,11,1.0,0.0,3-4-2
20240307,6,5,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,11,1.0,0.0,1-2-3
