hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240307,1,10,1,3918,,0,0,0,0,0.07,0,,2,3,0.16,58.9,83.9
20240307,1,10,2,3445,,0,0,0,0,0.04,0,,1,2,0.16,9.6,51.6
20240307,1,10,3,3659,,0,0,0,0,,1,0.02,5,1,0.16,16.3,61.2
20240307,1,10,4,3922,,0,0,0,0,0.12,0,,3,4,0.19,2.0,30.0
20240307,1,10,5,4046,,0,0,0,0,0.24,0,,4,5,0.19,5.2,18.4
20240307,1,10,6,3297,,0,0,0,0,0.07,0,,2,3,0.22,0.0,33.3
20240307,1,11,1,4191,,0,0,0,0,0.02,0,,1,1,0.13,72.0,92.0
20240307,1,11,2,5141,,0,0,0,0,0.02,0,,1,1,0.13,21.2,70.2
20240307,1,11,3,3885,,0,0,0,0,0.04,0,,2,2,0.15,6.8,43.1
20240307,1,11,4,4376,,0,0,0,0,0.17,0,,5,5,0.16,20.7,50.9
20240307,1,11,5,4218,,0,0,0,0,0.15,0,,4,4,0.17,2.5,48.7
20240307,1,11,6,3686,,0,0,0,0,0.08,0,,3,3,0.18,2.7,44.4
20240307,1,12,1,4238,,0,0,0,0,0.11,0,,2,2,0.1,84.4,93.1
20240307,1,12,2,4772,,0,0,0,0,0.13,0,,3,3,0.12,26.3,71.0
20240307,1,12,3,4452,,0,0,0,0,0.11,0,,2,2,0.15,13.6,75.0
20240307,1,12,4,3905,,0,0,0,0,0.23,0,,5,5,0.15,13.0,63.0
20240307,1,12,5,5087,,0,0,0,0,0.19,0,,4,4,0.18,16.6,53.3
20240307,1,12,6,3543,,0,0,0,0,0.01,0,,1,1,0.15,0.0,40.0
20240307,1,1,1,3922,,0,0,0,0,,1,0.03,6,1,0.18,39.3,63.6
20240307,1,1,2,3652,,0,0,0,0,0.06,0,,1,2,0.15,0.0,35.2
20240307,1,1,3,5212,,0,0,0,0,0.08,0,,2,3,0.17,0.0,25.8
20240307,1,1,4,3885,,0,0,0,0,0.25,0,,4,5,0.17,4.2,57.4
20240307,1,1,5,5304,,0,0,0,0,0.27,0,,5,6,,,
20240307,1,1,6,4012,,0,0,0,0,0.16,0,,3,4,0.16,0.0,5.8
20240307,1,2,1,4637,,0,0,0,0,0.12,0,,4,4,0.16,31.7,73.1
20240307,1,2,2,3686,,0,0,0,0,0.06,0,,3,3,0.15,11.6,58.1
20240307,1,2,3,4046,,0,0,0,0,0.17,0,,5,5,0.19,0.0,22.2
20240307,1,2,4,4740,,0,0,0,0,0.06,0,,3,3,0.18,3.2,25.8
20240307,1,2,5,3790,,0,0,0,0,0.02,0,,1,1,0.18,8.8,35.2
20240307,1,2,6,4452,,0,0,0,0,0.04,0,,2,2,0.2,0.0,30.0
20240307,1,3,1,4382,,0,0,0,0,,,,1,1,0.16,48.2,72.4
20240307,1,3,2,4191,,0,0,0,0,,,,1,1,0.14,26.0,76.0
20240307,1,3,3,3905,,0,0,0,0,,,,1,1,0.14,4.3,60.8
20240307,1,3,4,3538,,0,0,0,0,,,,1,1,0.17,0.0,53.3
20240307,1,3,5,4779,,0,0,0,0,,,,1,1,0.15,20.0,20.0
20240307,1,3,6,4203,,0,0,0,0,,,,1,1,0.18,0.0,13.7
20240307,1,4,1,4348,,0,0,0,0,,,,1,1,0.13,58.1,81.4
20240307,1,4,2,3543,,0,0,0,0,,,,1,1,0.17,3.2,58.0
20240307,1,4,3,5141,,0,0,0,0,,,,1,1,0.13,15.7,65.7
20240307,1,4,4,3297,,0,0,0,0,,,,1,1,0.21,2.6,42.1
20240307,1,4,5,3800,,0,0,0,0,,,,1,1,0.17,0.0,21.0
20240307,1,4,6,3970,,0,0,0,0,,,,1,1,0.21,0.0,30.0
20240307,1,5,1,3869,,0,0,0,0,0.09,0,,4,4,0.15,42.3,80.7
20240307,1,5,2,4495,,0,0,0,0,0.21,0,,6,6,0.16,8.5,45.7
20240307,1,5,3,4218,,0,0,0,0,0.13,0,,5,5,0.16,14.5,80.0
20240307,1,5,4,3967,,0,0,0,0,0.08,0,,3,3,0.23,5.7,37.1
20240307,1,5,5,3614,,0,0,0,0,0.05,0,,2,2,0.18,2.1,28.2
20240307,1,5,6,3659,,0,0,0,0,0.03,0,,1,1,0.18,0.0,20.0
20240307,1,6,1,4772,,0,0,0,0,,1,0.02,5,1,0.12,70.9,85.4
20240307,1,6,2,5234,,0,0,0,0,0.06,0,,1,2,0.19,0.0,0.0
20240307,1,6,3,4740,,0,0,0,0,0.19,0,,3,4,0.17,6.2,34.3
20240307,1,6,4,3567,,0,0,0,0,0.09,0,,2,3,0.16,0.0,26.0
20240307,1,6,5,4995,,0,0,0,0,0.19,0,,3,4,0.21,3.2,25.8
20240307,1,6,6,5304,,0,0,0,0,0.27,0,,4,5,,,
20240307,1,7,1,4376,,0,0,0,0,0.1,0,,4,4,0.15,66.1,93.2
20240307,1,7,2,3538,,0,0,0,0,0.17,0,,5,5,0.17,13.3,53.3
20240307,1,7,3,4238,,0,0,0,0,0.03,0,,2,2,0.11,35.1,78.3
20240307,1,7,4,4944,,0,0,0,0,0.03,0,,2,2,0.14,12.5,37.5
20240307,1,7,5,4637,,0,0,0,0,0.01,0,,1,1,0.16,11.7,38.2
20240307,1,7,6,3652,,0,0,0,0,0.05,0,,3,3,0.23,0.0,7.4
20240307,1,8,1,5087,,0,0,0,0,0.09,0,,2,2,0.15,64.0,76.0
20240307,1,8,2,5074,,0,0,0,0,0.1,0,,3,3,0.16,6.9,34.8
20240307,1,8,3,3970,,0,0,0,0,0.09,0,,2,2,0.18,3.2,35.4
20240307,1,8,4,5212,,0,0,0,0,0.13,0,,4,4,0.17,2.7,33.3
20240307,1,8,5,4348,,0,0,0,0,0.09,0,,2,2,0.18,4.6,48.8
20240307,1,8,6,4779,,0,0,0,0,0.01,0,,1,1,0.18,0.0,14.2
20240307,1,9,1,3790,,0,0,0,0,0.14,0,,3,3,0.15,43.7,68.7
20240307,1,9,2,4121,,0,0,0,0,0.14,0,,3,3,0.14,6.9,55.1
20240307,1,9,3,3614,,0,0,0,0,0.12,0,,2,2,0.17,11.6,32.5
20240307,1,9,4,4012,,0,0,0,0,0.15,0,,4,4,0.14,14.0,49.1
20240307,1,9,5,4203,,0,0,0,0,0.07,0,,1,1,0.17,0.0,27.7
20240307,1,9,6,3800,,0,0,0,0,0.43,0,,5,5,0.23,6.9,24.1
20240307,3,10,1,3951,,0,0,0,0,0.06,0,,3,4,0.17,48.8,86.0
20240307,3,10,2,4003,,0,0,0,0,0.13,0,,4,5,0.21,10.5,52.6
20240307,3,10,3,5095,,0,0,0,0,,1,0.01,6,1,0.16,17.6,61.7
20240307,3,10,4,4440,,0,0,0,0,0.21,0,,5,6,0.17,9.3,31.2
20240307,3,10,5,4129,,0,0,0,0,0.02,0,,2,3,0.16,4.6,23.2
20240307,3,10,6,4693,,0,0,0,0,0.01,0,,1,2,0.16,0.0,10.8
20240307,3,11,1,3319,,0,0,0,0,,1,0.04,5,2,0.15,52.2,84.0
20240307,3,11,2,4222,,0,0,0,0,0.29,0,,4,6,0.18,14.7,55.8
20240307,3,11,3,4748,,0,0,0,0,,1,0.02,5,1,0.16,21.9,58.5
20240307,3,11,4,4377,,0,0,0,0,0.24,0,,3,5,0.16,15.3,79.4
20240307,3,11,5,3929,,0,0,0,0,0.07,0,,1,3,0.14,2.1,36.1
20240307,3,11,6,4241,,0,0,0,0,0.22,0,,2,4,0.19,0.0,38.7
20240307,3,12,1,3256,,0,0,0,0,0.23,0,,4,4,0.13,59.7,86.1
20240307,3,12,2,4330,,0,0,0,0,0.16,0,,2,2,0.12,19.5,73.1
20240307,3,12,3,4847,,0,0,0,0,0.13,0,,1,1,0.15,12.5,57.5
20240307,3,12,4,4715,,0,0,0,0,0.38,0,,6,6,0.11,12.5,65.6
20240307,3,12,5,4366,,0,0,0,0,0.26,0,,5,5,0.15,7.8,55.2
20240307,3,12,6,4391,,0,0,0,0,0.22,0,,3,3,0.19,0.0,34.1
20240307,3,1,1,4440,,0,0,0,0,0.11,0,,1,1,0.15,23.3,70.0
20240307,3,1,2,3807,,0,0,0,0,0.18,0,,3,3,0.18,4.0,53.0
20240307,3,1,3,5223,,0,0,0,0,0.28,0,,6,6,0.24,0.0,12.5
20240307,3,1,4,5225,,0,0,0,0,0.22,0,,4,4,0.2,0.0,0.0
20240307,3,1,5,5274,,0,0,0,0,0.23,0,,5,5,0.19,0.0,18.1
20240307,3,1,6,4664,,0,0,0,0,0.13,0,,2,2,0.22,0.0,9.0
20240307,3,2,1,3569,,0,0,0,0,0.25,0,,5,5,0.15,32.5,60.0
20240307,3,2,2,3951,,0,0,0,0,0.07,0,,3,3,0.19,5.5,55.5
20240307,3,2,3,4241,,0,0,0,0,0.07,0,,3,3,0.16,7.6,56.4
20240307,3,2,4,5185,,0,0,0,0,0.05,0,,2,2,0.16,13.5,37.8
20240307,3,2,5,4049,,0,0,0,0,0.02,0,,1,1,0.21,5.0,62.5
20240307,3,2,6,4641,,0,0,0,0,0.16,0,,4,4,0.2,4.1,29.1
20240307,3,3,1,3929,,0,0,0,0,,,,1,1,0.14,52.7,77.7
20240307,3,3,2,3975,,0,0,0,0,,,,1,1,0.17,5.8,56.8
20240307,3,3,3,3834,,0,0,0,0,,,,1,1,0.15,22.2,59.2
20240307,3,3,4,5036,,0,0,0,0,,,,1,1,0.14,7.5,35.0
20240307,3,3,5,4003,,0,0,0,0,,,,1,1,0.17,4.7,42.8
20240307,3,3,6,4143,,0,0,0,0,,,,1,1,0.16,0.0,17.0
20240307,3,4,1,4623,,0,0,0,0,,,,6,6,0.16,41.6,77.7
20240307,3,4,2,4693,,0,0,0,0,0.15,0,,2,2,0.19,12.2,39.0
20240307,3,4,3,5196,,0,0,0,0,0.09,0,,1,1,0.14,0.0,40.0
20240307,3,4,4,4318,,0,0,0,0,0.19,0,,3,3,0.15,12.8,53.8
20240307,3,4,5,3319,,0,0,0,0,0.33,0,,5,5,0.16,5.0,40.0
20240307,3,4,6,3482,,0,0,0,0,0.26,0,,4,4,0.17,2.7,11.1
20240307,3,5,1,4675,,0,0,0,0,0.09,0,,4,4,0.16,45.1,83.8
20240307,3,5,2,5095,,0,0,0,0,0.05,0,,3,3,0.13,20.5,61.7
20240307,3,5,3,4391,,0,0,0,0,0.01,0,,1,1,0.13,25.9,62.9
20240307,3,5,4,4138,,0,0,0,0,0.03,0,,2,2,0.15,13.7,41.3
20240307,3,5,5,4222,,0,0,0,0,0.15,0,,6,6,0.16,5.0,20.0
20240307,3,5,6,5274,,0,0,0,0,0.13,0,,5,5,0.22,1.0,4.2
20240307,3,6,1,4129,,0,0,0,0,0.31,0,,2,2,0.17,30.4,73.9
20240307,3,6,2,4641,,0,0,0,0,0.29,0,,1,1,0.15,15.0,65.0
20240307,3,6,3,4664,,0,0,0,0,0.33,0,,4,4,0.18,13.3,40.0
20240307,3,6,4,4847,,0,0,0,0,0.31,0,,2,2,0.12,33.3,71.1
20240307,3,6,5,4377,,0,0,0,0,0.32,0,,3,3,0.17,11.3,40.9
20240307,3,6,6,4093,,0,0,0,0,0.36,0,,5,5,0.25,0.0,14.2
20240307,3,7,1,4330,,0,0,0,0,0.19,0,,4,4,0.12,67.2,80.3
20240307,3,7,2,5036,,0,0,0,0,0.04,0,,2,2,0.17,10.2,61.5
20240307,3,7,3,5185,,0,0,0,0,0.12,0,,3,3,0.17,4.1,50.0
20240307,3,7,4,4979,,0,0,0,0,0.22,0,,5,5,0.16,13.5,43.2
20240307,3,7,5,3307,,0,0,0,0,0.03,0,,1,1,0.14,0.0,25.0
20240307,3,7,6,3807,,0,0,0,0,0.26,0,,6,6,0.2,0.0,27.0
20240307,3,8,1,3834,,0,0,0,0,0.09,0,,3,3,0.16,34.6,80.7
