hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240318,02,1,1,3960,3960,56.17,3,NIGE,4,15.816999999999998,14.463,6.92,9.0,16.756999999999998,79.3,0.0,0.0009,0,1.0,92.0,8.0,0.0,48.46,27.69,1,0.0,菊地 孝平,39.51,1,0.11,1.3539999999999992
20240318,02,1,2,4586,4586,47.2,2,NIGE,2,15.816999999999998,14.463,6.88,9.0,13.224,25.0,6.0,0.0008,0,0.0,57.5,8.0,0.0,52.52,38.85,1,4.0,磯部 誠,28.8,1,0.13,1.3539999999999992
20240318,02,1,3,4856,4856,51.13,1,NIGE,3,15.816999999999998,14.463,6.89,9.0,13.408,23.2,0.0,0.0004,0,0.0,66.0,8.0,7.0,49.32,34.93,1,6.0,豊田 健士郎,30.08,1,0.14,1.3539999999999992
20240318,02,1,4,4546,4546,63.92,5,NIGE,2,15.816999999999998,14.463,6.88,9.0,17.802,25.0,2.0,0.08,0,1.0,72.9,8.0,5.0,49.07,30.56,1,3.0,浜田 亜理沙,44.94,1,0.13,1.3539999999999992
20240318,02,1,5,5121,5121,41.13,3,NIGE,1,15.816999999999998,14.463,6.87,9.0,13.948999999999998,20.5,0.0,0.0009,0,3.0,61.5,8.0,1.0,64.23,49.59,1,4.0,定松 勇樹,31.21,1,0.15,1.3539999999999992
20240318,02,1,6,4682,4682,62.89,4,NIGE,5,15.816999999999998,14.463,6.93,9.0,15.699999999999998,6.0,0.0,0.001,0,0.0,45.4,8.0,1.0,46.53,30.56,1,1.0,大上 卓人,38.36,1,0.16,1.3539999999999992
20240318,02,2,1,4013,4013,51.06,2,SASHI,5,15.095333333333334,143165592.066,7.22,9.0,16.803,75.3,0.0,0.0004,0,2.0,90.7,8.0,0.0,53.42,30.82,1,0.0,中島 孝平,41.13,1,0.13,-143165576.97066668
20240318,02,2,2,3590,3590,62.33,6,SASHI,1,15.095333333333334,143165592.066,7.03,9.0,429496746.498,15.5,4.0,0.02,0,0.0,73.3,8.0,0.0,54.61,36.17,1,2.0,濱野谷 憲吾,41.78,1,0.15,-143165576.97066668
20240318,02,2,3,4168,4168,45.31,5,SASHI,6,15.095333333333334,143165592.066,7.29,9.0,12.897,27.2,0.0,0.01,0,0.0,78.7,8.0,4.0,45.65,33.33,1,5.0,石野 貴之,28.91,1,0.12,-143165576.97066668
20240318,02,2,4,4787,4787,53.96,3,SASHI,4,15.095333333333334,143165592.066,7.18,9.0,13.681999999999999,20.0,0.0,0.0005,0,0.0,50.0,8.0,0.0,55.97,40.3,1,8.0,椎名 豊,30.22,1,0.12,-143165576.97066668
20240318,02,2,5,4685,4685,49.06,4,SASHI,3,15.095333333333334,143165592.066,7.09,9.0,15.037,22.5,0.0,0.0006,0,0.0,57.5,8.0,5.0,56.12,36.69,1,4.0,島村 隆幸,35.85,1,0.14,-143165576.97066668
20240318,02,2,6,4933,4933,55.28,1,SASHI,2,15.095333333333334,143165592.066,7.04,9.0,16.567,2.8,0.0,0.0002,0,1.0,34.2,8.0,0.0,50.34,29.53,1,0.0,板橋 侑我,39.13,1,0.18,-143165576.97066668
20240318,02,3,1,4760,4760,61.01,1,NIGE,2,143165591.39800003,15.197333333333331,6.95,9.0,17.476,68.6,0.0,0.0002,0,0.0,88.0,8.0,0.0,46.81,31.91,1,0.0,山崎 郡,43.4,1,0.13,143165576.2006667
20240318,02,3,2,4262,4262,54.48,3,NIGE,3,143165591.39800003,15.197333333333331,7.0,9.0,15.025999999999998,24.4,6.0,0.02,0,3.0,68.8,8.0,0.0,55.32,38.3,1,2.0,馬場 貴也,34.48,1,0.11,143165576.2006667
