hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240302,02,10,1-2-3,1,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,2,A1,6.82,37.24,0.11,3.0,4.0,3,A2,46.01,0.0003,4.0,2.0,-0.1099,71.89,0,0,4.0,2.0,0,0
20240302,02,10,1-2-4,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,2,A1,6.82,37.24,0.11,3.0,4.0,4,B1,34.72,0.19,4.0,5.0,-0.1099,71.89,0,0,4.0,2.0,0,0
20240302,02,10,1-2-5,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,2,A1,6.82,37.24,0.11,3.0,4.0,5,B1,45.03,0.0003,1.0,2.0,-0.1099,71.89,0,0,4.0,2.0,0,0
20240302,02,10,1-2-6,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,2,A1,6.82,37.24,0.11,3.0,4.0,6,A2,42.14,0.02,2.0,3.0,-0.1099,71.89,0,0,4.0,2.0,0,0
20240302,02,10,1-3-2,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,3,A2,5.34,46.01,0.0003,4.0,2.0,2,A1,37.24,0.11,3.0,4.0,-0.00019999999999999998,80.66,0,0,4.0,2.0,0,0
20240302,02,10,1-3-4,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,3,A2,5.34,46.01,0.0003,4.0,2.0,4,B1,34.72,0.19,4.0,5.0,-0.00019999999999999998,80.66,0,0,4.0,2.0,0,0
20240302,02,10,1-3-5,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,3,A2,5.34,46.01,0.0003,4.0,2.0,5,B1,45.03,0.0003,1.0,2.0,-0.00019999999999999998,80.66,0,0,4.0,2.0,0,0
20240302,02,10,1-3-6,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,3,A2,5.34,46.01,0.0003,4.0,2.0,6,A2,42.14,0.02,2.0,3.0,-0.00019999999999999998,80.66,0,0,4.0,2.0,0,0
20240302,02,10,1-4-2,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,4,B1,3.7,34.72,0.19,4.0,5.0,2,A1,37.24,0.11,3.0,4.0,-0.1899,69.37,0,0,4.0,2.0,0,0
20240302,02,10,1-4-3,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,4,B1,3.7,34.72,0.19,4.0,5.0,3,A2,46.01,0.0003,4.0,2.0,-0.1899,69.37,0,0,4.0,2.0,0,0
20240302,02,10,1-4-5,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,4,B1,3.7,34.72,0.19,4.0,5.0,5,B1,45.03,0.0003,1.0,2.0,-0.1899,69.37,0,0,4.0,2.0,0,0
20240302,02,10,1-4-6,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,4,B1,3.7,34.72,0.19,4.0,5.0,6,A2,42.14,0.02,2.0,3.0,-0.1899,69.37,0,0,4.0,2.0,0,0
20240302,02,10,1-5-2,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,5,B1,5.61,45.03,0.0003,1.0,2.0,2,A1,37.24,0.11,3.0,4.0,-0.00019999999999999998,79.68,0,0,4.0,2.0,0,0
20240302,02,10,1-5-3,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,5,B1,5.61,45.03,0.0003,1.0,2.0,3,A2,46.01,0.0003,4.0,2.0,-0.00019999999999999998,79.68,0,0,4.0,2.0,0,0
20240302,02,10,1-5-4,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,5,B1,5.61,45.03,0.0003,1.0,2.0,4,B1,34.72,0.19,4.0,5.0,-0.00019999999999999998,79.68,0,0,4.0,2.0,0,0
20240302,02,10,1-5-6,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,5,B1,5.61,45.03,0.0003,1.0,2.0,6,A2,42.14,0.02,2.0,3.0,-0.00019999999999999998,79.68,0,0,4.0,2.0,0,0
20240302,02,10,1-6-2,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,6,A2,5.62,42.14,0.02,2.0,3.0,2,A1,37.24,0.11,3.0,4.0,-0.0199,76.78999999999999,0,0,4.0,2.0,0,0
20240302,02,10,1-6-3,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,6,A2,5.62,42.14,0.02,2.0,3.0,3,A2,46.01,0.0003,4.0,2.0,-0.0199,76.78999999999999,0,0,4.0,2.0,0,0
20240302,02,10,1-6-4,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,6,A2,5.62,42.14,0.02,2.0,3.0,4,B1,34.72,0.19,4.0,5.0,-0.0199,76.78999999999999,0,0,4.0,2.0,0,0
20240302,02,10,1-6-5,0,1,A2,5.54,34.65,0.0001,5.0,1.0,53.1,6,A2,5.62,42.14,0.02,2.0,3.0,5,B1,45.03,0.0003,1.0,2.0,-0.0199,76.78999999999999,0,0,4.0,2.0,0,0
20240302,02,10,2-1-3,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,1,A2,5.54,34.65,0.0001,5.0,1.0,3,A2,46.01,0.0003,4.0,2.0,0.1099,71.89,0,1,4.0,2.0,0,0
20240302,02,10,2-1-4,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,1,A2,5.54,34.65,0.0001,5.0,1.0,4,B1,34.72,0.19,4.0,5.0,0.1099,71.89,0,1,4.0,2.0,0,0
20240302,02,10,2-1-5,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,1,A2,5.54,34.65,0.0001,5.0,1.0,5,B1,45.03,0.0003,1.0,2.0,0.1099,71.89,0,1,4.0,2.0,0,0
20240302,02,10,2-1-6,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,1,A2,5.54,34.65,0.0001,5.0,1.0,6,A2,42.14,0.02,2.0,3.0,0.1099,71.89,0,1,4.0,2.0,0,0
20240302,02,10,2-3-1,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,3,A2,5.34,46.01,0.0003,4.0,2.0,1,A2,34.65,0.0001,5.0,1.0,0.1097,83.25,0,0,4.0,2.0,0,0
20240302,02,10,2-3-4,0,2,A1,6.82,37.24,0.11,3.0,4.0,7.3,3,A2,5.34,46.01,0.0003,4.0,2.0,4,B1,34.72,0.19,4.0,5.0,0.1097,83.25,0,0,4.0,2.0,0,0
