hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240223,01,10,1,4700,0.12,0.08,20,6,0.17,62.8,80.0
20240223,01,10,2,3339,0.18,0.01,17,40,0.16,10.3,48.2
20240223,01,10,3,4436,0.15,0.0006,27,40,0.14,9.3,67.4
20240223,01,10,4,4487,0.16,0.0001,27,40,0.2,2.4,29.2
20240223,01,10,5,4639,0.2,0.0001,13,40,0.18,7.5,37.5
20240223,01,10,6,5004,0.17,0.05,18,3,0.17,0.0,26.4
20240223,01,11,1,3828,0.08,0.0008,26,40,0.14,58.1,93.0
20240223,01,11,2,4677,0.14,0.07,22,5,0.14,27.5,72.5
20240223,01,11,3,4872,0.16,0.02,33,40,0.15,9.0,54.5
20240223,01,11,4,4467,0.17,0.01,16,40,0.12,16.6,54.1
20240223,01,11,5,4058,0.16,0.01,16,40,0.19,1.9,39.2
20240223,01,11,6,5222,0.22,0.0005,6,40,0.17,2.2,23.6
20240223,01,12,1,4566,0.19,,62,40,0.14,76.7,90.4
20240223,01,12,2,4653,0.21,,62,40,0.14,21.7,76.0
20240223,01,12,3,4788,0.09,,62,40,0.15,15.2,63.0
20240223,01,12,4,3966,0.2,,62,40,0.17,17.0,65.9
20240223,01,12,5,4491,0.17,,62,40,0.19,0.0,45.4
20240223,01,12,6,4594,0.16,,62,40,0.25,0.0,28.5
20240223,01,1,1,3827,0.14,0.12,23,10,0.18,24.0,44.0
20240223,01,1,2,4988,0.1,0.06,22,4,0.16,11.1,50.0
20240223,01,1,3,4440,0.12,0.05,16,3,0.17,2.9,38.2
20240223,01,1,4,3881,0.07,0.14,11,12,0.16,3.2,39.3
20240223,01,1,5,3339,0.04,0.05,16,3,0.12,17.3,56.5
20240223,01,1,6,4872,0.13,0.09,25,7,0.2,0.0,19.5
20240223,01,2,1,4664,0.2,0.07,23,5,0.17,25.0,60.0
20240223,01,2,2,3414,0.17,0.14,20,12,0.15,12.5,56.2
20240223,01,2,3,5073,0.18,0.12,15,10,0.17,5.5,58.3
20240223,01,2,4,5222,0.14,0.17,17,15,0.14,9.3,55.8
20240223,01,2,5,3713,0.13,0.11,18,9,0.12,6.5,32.6
20240223,01,2,6,4436,0.18,0.15,19,13,0.18,4.7,38.1
20240223,01,3,1,3044,0.14,0.02,27,40,0.21,21.4,64.2
20240223,01,3,2,4491,0.12,0.05,23,3,0.17,15.0,55.0
20240223,01,3,3,4639,0.17,0.0001,26,40,0.16,4.6,51.1
20240223,01,3,4,3838,0.12,0.15,28,13,0.12,16.6,64.5
20240223,01,3,5,4693,0.21,0.04,18,2,0.17,0.0,54.7
20240223,01,3,6,4677,0.07,0.18,20,16,0.15,0.0,33.3
20240223,01,4,1,3441,0.16,0.03,20,1,0.19,26.6,73.3
20240223,01,4,2,4216,0.17,0.12,30,10,0.18,12.5,50.0
20240223,01,4,3,5004,0.17,0.05,19,3,0.16,7.4,55.5
20240223,01,4,4,4700,0.21,0.08,23,6,0.18,8.1,45.9
20240223,01,4,5,3828,0.2,0.02,25,40,0.18,2.5,43.5
20240223,01,4,6,4789,0.2,0.14,17,12,0.19,5.5,5.5
20240223,01,5,1,4467,0.22,0.07,13,5,0.13,51.0,83.6
20240223,01,5,2,3881,0.17,0.0001,17,40,0.15,13.2,64.1
20240223,01,5,3,4594,0.15,0.04,25,2,0.15,11.3,56.6
20240223,01,5,4,4788,0.16,0.29,14,27,0.15,14.2,57.1
20240223,01,5,5,2538,0.27,0.18,20,16,0.18,0.0,26.0
20240223,01,5,6,5029,0.14,0.25,16,23,0.15,0.0,17.7
20240223,01,6,1,4653,0.24,,62,40,0.15,74.5,85.4
20240223,01,6,2,5177,0.23,,62,40,0.18,4.3,34.7
20240223,01,6,3,3400,0.21,,62,40,0.21,10.0,60.0
20240223,01,6,4,4865,0.27,,62,40,0.17,0.0,35.2
20240223,01,6,5,3448,0.25,,62,40,0.16,0.0,14.2
20240223,01,6,6,5285,0.24,,62,40,0.22,0.0,0.0
20240223,01,7,1,4058,0.29,0.16,18,14,0.17,47.0,82.3
20240223,01,7,2,3945,0.26,0.08,17,6,0.21,0.0,42.8
20240223,01,7,3,3966,0.3,0.17,17,15,0.17,20.4,75.0
20240223,01,7,4,3414,0.14,0.09,27,7,0.15,8.8,44.1
20240223,01,7,5,3044,,,62,40,0.16,0.0,23.0
20240223,01,7,6,5289,0.28,0.06,16,4,0.19,0.8,20.1
20240223,01,8,1,3713,0.1,0.11,27,9,0.11,67.3,95.6
20240223,01,8,2,4789,0.18,0.12,22,10,0.2,14.2,39.2
20240223,01,8,3,3441,0.16,0.31,32,28,0.16,6.8,47.7
20240223,01,8,4,4988,0.14,0.07,27,5,0.13,16.2,32.4
20240223,01,8,5,4566,0.15,0.05,21,3,0.15,10.9,54.5
20240223,01,8,6,5242,0.26,0.14,28,12,0.18,0.0,1.3
20240223,01,9,1,3838,0.07,0.13,19,11,0.11,72.5,90.2
20240223,01,9,2,5033,0.15,0.09,14,7,0.17,8.0,50.0
20240223,01,9,3,5029,0.08,0.04,16,2,0.13,22.8,70.1
20240223,01,9,4,5073,0.16,0.24,17,22,0.19,2.6,57.8
20240223,01,9,5,3161,0.27,0.16,30,14,0.17,6.4,41.9
20240223,01,9,6,4216,0.21,0.13,25,11,0.19,0.0,16.6
20240223,02,10,1,4409,0.06,0.05,24,3,0.15,77.5,89.8
20240223,02,10,2,4318,0.09,0.29,17,27,0.15,15.5,73.3
20240223,02,10,3,4470,0.09,0.05,34,3,0.15,16.6,61.9
20240223,02,10,4,3662,0.13,0.0002,29,40,0.15,9.7,43.9
20240223,02,10,5,3353,0.12,0.0016,30,40,0.15,0.0,0.0
20240223,02,10,6,4769,0.17,0.0007000000000000001,28,40,0.15,5.1,38.4
20240223,02,11,1,4118,0.07,0.05,27,3,0.12,74.1,96.7
20240223,02,11,2,4483,0.09,0.11,21,9,0.14,20.5,70.5
20240223,02,11,3,4335,0.07,0.0,27,40,0.11,13.8,66.6
20240223,02,11,4,4575,0.07,0.02,30,40,0.11,31.2,78.1
20240223,02,11,5,3412,0.06,0.0009,29,40,0.17,10.8,45.6
20240223,02,11,6,5191,0.1,0.01,23,40,0.17,3.5,21.4
20240223,02,12,1,4504,0.17,0.19,18,17,0.13,75.3,86.1
20240223,02,12,2,5051,0.19,0.19,14,17,0.16,10.2,67.3
20240223,02,12,3,3612,0.25,0.18,20,16,0.15,13.4,65.3
20240223,02,12,4,3381,0.19,0.0004,18,40,0.14,18.6,51.1
20240223,02,12,5,4926,0.19,0.0001,20,40,0.16,8.5,65.7
20240223,02,12,6,3532,0.19,0.08,21,6,0.19,0.0,15.7
20240223,02,1,1,4060,0.12,0.11,26,9,0.14,46.4,78.5
20240223,02,1,2,5188,0.24,0.45,22,39,0.19,17.1,54.2
20240223,02,1,3,5165,0.18,0.12,26,10,0.19,0.0,24.1
20240223,02,1,4,4425,0.16,0.06,31,4,0.15,12.2,34.1
20240223,02,1,5,5322,0.12,0.09,39,7,0.0,0.0,0.0
20240223,02,1,6,4186,0.17,0.02,26,40,0.21,0.0,6.2
20240223,02,2,1,3964,0.3,0.04,29,2,0.18,26.0,52.1
20240223,02,2,2,4853,0.22,0.0004,26,40,0.16,45.4,72.7
20240223,02,2,3,3662,0.22,0.09,28,7,0.14,16.6,60.4
20240223,02,2,4,4569,0.12,0.01,27,40,0.17,7.6,46.1
20240223,02,2,5,4118,0.11,0.0001,27,40,0.14,6.3,42.5
20240223,02,2,6,4233,0.17,0.0002,29,40,0.18,0.0,35.9
20240223,02,3,1,3906,0.15,0.06,33,4,0.16,55.0,77.5
20240223,02,3,2,5107,0.17,0.01,22,40,0.18,0.0,29.4
20240223,02,3,3,4575,0.11,0.0004,23,40,0.14,17.9,69.2
20240223,02,3,4,3661,0.19,0.0012,22,40,0.18,0.0,50.0
20240223,02,3,5,4483,0.07,0.0012,25,40,0.14,13.1,44.7
20240223,02,3,6,5272,0.15,0.0008,32,40,0.21,0.0,1.1
20240223,02,4,1,3353,0.19,,62,40,0.17,24.0,68.0
20240223,02,4,2,4900,0.25,,62,40,0.17,12.5,66.6
20240223,02,4,3,3875,0.17,,62,40,0.17,7.5,40.0
20240223,02,4,4,4893,0.15,,62,40,0.13,14.2,42.8
20240223,02,4,5,4409,0.15,,62,40,0.15,8.5,48.9
20240223,02,4,6,3681,0.23,,62,40,0.17,0.0,36.8
20240223,02,5,1,4769,0.14,0.04,29,2,0.12,70.8,97.9
20240223,02,5,2,5169,0.26,0.15,32,13,0.26,7.4,33.3
20240223,02,5,3,5060,0.3,0.16,28,14,0.14,20.0,65.0
20240223,02,5,4,4335,0.24,0.1,23,8,0.11,30.7,51.2
20240223,02,5,5,5188,0.3,0.11,18,9,0.18,4.6,34.8
20240223,02,5,6,5189,0.36,0.25,24,23,0.2,0.0,22.5
20240223,02,6,1,5191,0.18,0.01,23,40,0.16,45.9,72.9
20240223,02,6,2,3964,0.19,0.27,30,25,0.2,0.0,48.2
20240223,02,6,3,4213,0.16,0.05,23,3,0.19,12.9,61.2
20240223,02,6,4,4470,0.15,0.09,22,7,0.16,8.0,56.0
20240223,02,6,5,4318,0.09,0.23,11,21,0.15,4.6,46.5
20240223,02,6,6,4351,0.08,0.0006,17,40,0.11,0.0,50.0
20240223,02,7,1,3412,0.19,0.0002,20,40,0.15,64.1,90.5
20240223,02,7,2,4060,0.2,0.0009,18,40,0.15,15.1,63.6
20240223,02,7,3,4853,0.22,0.0008,25,40,0.24,12.5,25.0
20240223,02,7,4,3906,0.23,0.31,21,28,0.19,4.0,32.0
20240223,02,7,5,5107,0.23,0.04,20,2,0.19,2.1,19.5
20240223,02,7,6,4031,0.29,0.12,20,10,0.17,0.0,8.7
20240223,02,8,1,4893,0.1,0.11,31,9,0.17,38.4,73.0
20240223,02,8,2,5165,0.16,0.23,28,21,0.2,17.2,41.3
20240223,02,8,3,4569,0.15,0.04,33,2,0.19,9.4,45.2
20240223,02,8,4,4900,0.15,0.0007000000000000001,25,40,0.21,11.5,50.0
20240223,02,8,5,5272,0.31,0.04,31,2,0.2,0.0,6.6
20240223,02,8,6,4225,0.27,0.01,33,40,0.14,0.0,47.6
20240223,02,9,1,3875,0.06,0.0002,28,40,0.17,53.8,80.7
20240223,02,9,2,3681,0.04,0.19,30,17,0.15,13.3,73.3
20240223,02,9,3,4425,0.14,0.0006,34,40,0.17,20.0,56.6
20240223,02,9,4,5060,0.14,0.0001,24,40,0.16,9.0,48.4
20240223,02,9,5,5169,0.07,0.0004,30,40,0.18,0.0,14.2
20240223,02,9,6,5322,0.06,0.01,29,40,0.14,0.0,0.0
20240223,03,10,1,4034,0.11,0.08,34,6,0.17,32.2,74.1
20240223,03,10,2,4564,0.11,0.02,30,40,0.14,6.5,41.3
20240223,03,10,3,4583,0.06,0.21,49,19,0.14,12.7,72.3
20240223,03,10,4,4661,0.08,0.09,42,7,0.21,10.0,62.0
