hd,jcd,rno,label_3t,win_lane
20240223,1,1,1-2-4,1
20240223,1,2,1-4-5,1
20240223,1,3,6-2-4,6
20240223,1,4,1-6-4,1
20240223,1,5,6-1-4,6
20240223,1,6,3-1-5,3
20240223,1,7,6-1-2,6
20240223,1,8,1-2-5,1
20240223,1,9,1-4-3,1
20240223,1,10,1-3-4,1
20240223,1,11,5-1-2,5
20240223,1,12,1-4-6,1
20240223,2,1,1-2-4,1
20240223,2,2,5-4-3,5
20240223,2,3,5-4-1,5
20240223,2,4,3-5-6,3
20240223,2,5,1-5-4,1
20240223,2,6,5-1-4,5
20240223,2,7,1-4-5,1
20240223,2,8,1-2-3,1
20240223,2,9,1-2-4,1
20240223,2,10,1-3-6,1
20240223,2,11,1-2-5,1
20240223,2,12,1-6-2,1
20240223,3,1,1-2-3,1
20240223,3,2,1-3-2,1
20240223,3,3,1-2-3,1
20240223,3,4,5-6-3,5
20240223,3,5,5-6-4,5
20240223,3,6,4-5-3,4
20240223,3,7,3-6-5,3
20240223,3,8,1-3-2,1
20240223,3,9,1-3-2,1
20240223,3,10,2-1-3,2
20240223,3,11,1-5-4,1
20240223,3,12,1-3-5,1
20240223,4,1,6-1-3,6
20240223,4,2,1-2-3,1
20240223,4,3,2-4-5,2
20240223,4,4,2-1-5,2
20240223,4,5,2-1-3,2
20240223,4,6,2-6-4,2
20240223,4,7,3-5-2,3
20240223,4,8,6-4-2,6
20240223,4,9,2-1-5,2
20240223,4,10,4-5-1,4
20240223,4,11,1-5-2,1
20240223,4,12,1-3-4,1
20240223,9,1,5-4-6,5
20240223,9,2,1-3-6,1
20240223,9,3,2-1-3,2
20240223,9,4,3-5-1,3
20240223,9,5,2-3-4,2
20240223,9,6,4-6-5,4
20240223,9,7,1-4-2,1
20240223,9,8,2-3-6,2
20240223,9,9,3-4-1,3
20240223,9,10,1-2-3,1
20240223,9,11,2-1-4,2
20240223,9,12,1-3-4,1
20240223,10,1,1-5-3,1
20240223,10,2,1-2-4,1
20240223,10,3,3-1-2,3
20240223,10,4,4-1-3,4
20240223,10,5,2-1-6,2
20240223,10,6,6-2-4,6
20240223,10,7,1-6-4,1
20240223,10,8,1-4-2,1
20240223,10,9,1-3-4,1
20240223,10,10,2-1-3,2
20240223,10,11,1-4-2,1
20240223,10,12,1-2-5,1
20240223,11,1,5-1-6,5
20240223,11,2,1-5-3,1
20240223,11,3,1-2-3,1
20240223,11,4,4-6-5,4
20240223,11,5,1-3-5,1
20240223,11,6,1-5-4,1
20240223,11,7,3-1-2,3
20240223,11,8,4-6-3,4
20240223,11,9,1-2-5,1
20240223,11,10,1-3-2,1
20240223,11,11,1-2-3,1
20240223,11,12,3-1-2,3
20240223,12,1,2-1-5,2
20240223,12,2,4-1-5,4
20240223,12,3,1-3-2,1
20240223,12,4,3-6-5,3
20240223,12,5,2-1-6,2
20240223,12,6,5-4-1,5
20240223,12,7,3-1-5,3
20240223,12,8,1-4-2,1
20240223,12,9,3-2-4,3
20240223,12,10,1-2-3,1
20240223,12,11,1-3-4,1
20240223,12,12,1-3-4,1
20240223,15,1,1-3-4,1
20240223,15,2,5-3-2,5
20240223,15,3,3-1-2,3
20240223,15,4,1-4-2,1
20240223,15,5,2-3-6,2
20240223,15,6,5-6-1,5
20240223,15,7,3-2-4,3
20240223,15,8,1-4-2,1
20240223,15,9,1-2-3,1
20240223,15,10,4-2-1,4
20240223,15,11,5-1-4,5
20240223,15,12,4-1-5,4
20240223,16,1,1-2-4,1
20240223,16,2,1-3-4,1
20240223,16,3,1-5-4,1
20240223,16,4,1-2-5,1
20240223,16,5,2-1-3,2
20240223,16,6,2-6-1,2
20240223,16,7,2-3-6,2
20240223,16,8,1-2-6,1
20240223,16,9,2-1-4,2
20240223,16,10,2-1-4,2
20240223,16,11,1-4-3,1
20240223,16,12,1-2-3,1
20240223,17,1,4-6-1,4
20240223,17,2,2-1-4,2
20240223,17,3,5-1-6,5
20240223,17,4,5-4-1,5
20240223,17,5,2-1-3,2
20240223,17,6,1-4-6,1
20240223,17,7,5-4-1,5
20240223,17,8,5-6-3,5
20240223,17,9,4-5-1,4
20240223,17,10,1-3-2,1
20240223,17,11,1-2-6,1
20240223,17,12,1-3-2,1
20240223,20,1,4-6-2,4
20240223,20,2,1-2-3,1
20240223,20,3,1-2-3,1
20240223,20,4,1-6-4,1
20240223,20,5,1-4-3,1
20240223,20,6,3-4-1,3
20240223,20,7,2-1-3,2
20240223,20,8,1-3-2,1
20240223,20,9,1-2-4,1
20240223,20,10,1-3-2,1
20240223,20,11,1-5-3,1
20240223,20,12,1-4-5,1
20240223,21,1,1-6-5,1
20240223,21,2,1-2-6,1
20240223,21,3,2-5-1,2
20240223,21,4,1-3-2,1
20240223,21,5,4-6-1,4
20240223,21,6,6-2-1,6
20240223,21,7,1-5-2,1
20240223,21,8,4-5-1,4
20240223,21,9,5-6-1,5
20240223,21,10,1-4-2,1
20240223,21,11,2-4-3,2
20240223,21,12,1-3-2,1
20240223,22,1,2-6-1,2
20240223,22,2,1-3-2,1
20240223,22,3,4-6-2,4
20240223,22,4,1-3-4,1
20240223,22,5,2-1-5,2
20240223,22,6,4-2-5,4
20240223,22,7,3-4-5,3
20240223,22,8,1-3-2,1
20240223,22,9,1-3-4,1
20240223,22,10,4-5-1,4
20240223,22,11,1-2-6,1
20240223,22,12,1-4-2,1
