hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240207,01,10,1,4146,0.15,0.0001,26,43,0.16,38.2,67.6
20240207,01,10,2,3550,0.18,0.28,28,26,0.16,9.3,53.4
20240207,01,10,3,5022,0.18,0.19,16,17,0.17,10.8,40.5
20240207,01,10,4,5142,0.15,0.01,14,43,0.15,7.6,66.6
20240207,01,10,5,3812,0.19,0.07,24,5,0.16,2.7,32.4
20240207,01,10,6,5217,0.15,0.01,24,43,0.18,5.8,35.2
20240207,01,11,1,4661,0.13,0.07,10,5,0.16,42.8,85.7
20240207,01,11,2,5012,0.18,0.17,22,15,0.13,20.0,65.7
20240207,01,11,3,4325,0.17,0.02,16,43,0.13,2.7,30.5
20240207,01,11,4,4209,0.16,0.18,19,16,0.17,5.8,54.9
20240207,01,11,5,4381,0.14,0.13,15,11,0.15,5.1,43.5
20240207,01,11,6,5096,0.15,0.16,19,14,0.15,0.0,14.8
20240207,01,12,1,3915,0.25,0.0001,21,43,0.16,68.9,93.1
20240207,01,12,2,4743,0.3,0.08,26,6,0.15,8.5,68.5
20240207,01,12,3,3822,0.21,0.01,16,43,0.18,21.2,59.5
20240207,01,12,4,3612,0.23,0.16,24,14,0.13,9.8,64.7
20240207,01,12,5,3796,0.22,0.04,24,2,0.18,2.3,41.8
20240207,01,12,6,3872,0.26,0.0007000000000000001,25,43,0.21,2.5,33.3
20240207,01,1,1,5090,0.08,,51,43,0.15,35.4,67.7
20240207,01,1,2,3825,0.14,,51,43,0.12,6.9,41.3
20240207,01,1,3,4146,0.16,,51,43,0.15,10.0,45.0
20240207,01,1,4,4557,0.24,,51,43,0.16,10.2,43.5
20240207,01,1,5,4943,0.22,,51,43,0.16,0.0,30.0
20240207,01,1,6,4085,0.32,,51,43,0.25,0.0,34.2
20240207,01,2,1,3313,0.14,0.001,14,43,0.18,41.9,67.7
20240207,01,2,2,5093,0.22,0.0003,26,43,0.14,14.2,68.5
20240207,01,2,3,5096,0.13,0.02,16,43,0.12,14.6,48.7
20240207,01,2,4,5166,0.22,0.12,23,10,0.17,18.7,62.5
20240207,01,2,5,4389,0.22,0.06,24,4,0.17,6.3,40.4
20240207,01,2,6,5065,0.12,0.11,10,9,0.11,8.8,29.4
