hd,jcd,rno,win_lane,win_racer_id,decision
20240216,01,10,3,4889,まくり差し
20240216,01,11,1,4610,逃げ
20240216,01,12,1,4787,逃げ
20240216,01,1,3,3686,抜き
20240216,01,2,1,3340,逃げ
20240216,01,3,3,4420,抜き
20240216,01,4,1,3712,逃げ
20240216,01,5,2,4939,まくり
20240216,01,6,1,3740,逃げ
20240216,01,7,1,3842,逃げ
20240216,01,8,1,3686,逃げ
20240216,01,9,1,4748,逃げ
20240216,03,10,1,3527,逃げ
20240216,03,11,1,4084,逃げ
20240216,03,12,4,5095,恵まれ
20240216,03,1,4,4257,抜き
20240216,03,2,1,3107,逃げ
20240216,03,3,4,4076,まくり
20240216,03,4,4,4930,まくり
20240216,03,5,3,4257,まくり差し
20240216,03,6,2,4725,差し
20240216,03,7,1,4422,逃げ
20240216,03,8,5,5266,まくり差し
20240216,03,9,1,4076,逃げ
20240216,04,10,3,3960,差し
20240216,04,11,3,3489,まくり差し
20240216,04,12,1,3721,抜き
20240216,04,1,1,3226,抜き
20240216,04,2,1,4911,逃げ
20240216,04,3,5,4914,抜き
20240216,04,4,5,5240,まくり差し
20240216,04,5,1,3744,逃げ
20240216,04,6,6,4967,抜き
20240216,04,7,4,4914,差し
20240216,04,8,5,3709,差し
20240216,04,9,2,3514,差し
20240216,05,10,1,4269,逃げ
20240216,05,11,1,4494,逃げ
20240216,05,12,1,4524,逃げ
20240216,05,1,1,4336,逃げ
20240216,05,2,3,3966,まくり
20240216,05,3,5,4040,まくり差し
20240216,05,4,5,3783,まくり差し
20240216,05,5,2,4494,まくり
20240216,05,6,4,4079,差し
20240216,05,7,4,4902,まくり
20240216,05,8,3,3538,まくり
20240216,05,9,1,3966,逃げ
20240216,06,10,1,3613,逃げ
20240216,06,11,1,3909,逃げ
20240216,06,12,1,4019,逃げ
20240216,06,1,1,3474,抜き
20240216,06,2,3,4175,まくり
20240216,06,3,3,4342,まくり
20240216,06,4,3,4095,まくり差し
20240216,06,5,4,3294,差し
20240216,06,6,4,4019,差し
20240216,06,7,1,4730,逃げ
20240216,06,8,1,3944,逃げ
20240216,06,9,1,3439,逃げ
20240216,08,10,1,4155,逃げ
20240216,08,11,4,3550,まくり
20240216,08,12,1,3941,逃げ
20240216,08,1,1,3702,逃げ
20240216,08,2,1,3550,逃げ
20240216,08,3,4,4196,まくり
20240216,08,4,1,3996,逃げ
20240216,08,5,6,4193,まくり
20240216,08,6,4,4410,まくり差し
20240216,08,7,3,4566,まくり差し
20240216,08,8,3,3941,まくり
20240216,08,9,1,3822,抜き
20240216,09,10,1,4540,逃げ
20240216,09,11,1,4025,逃げ
20240216,09,12,1,4305,逃げ
20240216,09,1,1,4754,逃げ
20240216,09,2,4,3808,差し
20240216,09,3,3,4224,まくり
20240216,09,4,5,4710,差し
20240216,09,5,1,3159,逃げ
20240216,09,6,1,4023,逃げ
20240216,09,7,5,4442,まくり差し
20240216,09,8,1,3838,逃げ
20240216,09,9,1,3713,逃げ
