hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240312,4,1,第26回日本財団会長杯,まくり,雨,13,1.0,3.0,3-5-2
20240312,4,2,第26回日本財団会長杯,まくり,雨,17,0.0,3.0,2-5-3
20240312,4,3,第26回日本財団会長杯,まくり差し,雨,13,2.0,3.0,5-6-1
20240312,4,4,第26回日本財団会長杯,まくり差し,雨,17,0.0,3.0,5-6-1
20240312,4,5,第26回日本財団会長杯,まくり,雨,13,1.0,3.0,4-5-6
20240312,4,6,第26回日本財団会長杯,抜き,雨,13,2.0,3.0,2-5-6
20240312,4,7,第26回日本財団会長杯,まくり,雨,13,2.0,3.0,3-5-2
20240312,4,8,第26回日本財団会長杯,逃げ,雨,17,0.0,3.0,1-4-5
20240312,4,9,第26回日本財団会長杯,逃げ,雨,13,3.0,3.0,1-6-2
20240312,4,10,第26回日本財団会長杯,まくり,雨,13,3.0,3.0,3-1-4
20240312,4,11,第26回日本財団会長杯,抜き,雨,13,4.0,3.0,5-3-2
20240312,4,12,第26回日本財団会長杯,逃げ,雨,13,4.0,3.0,1-3-2
20240312,6,1,第5戦 スカパー！・JLC杯,逃げ,雨,11,6.0,4.0,1-6-2
20240312,6,2,第5戦 スカパー！・JLC杯,逃げ,雨,11,7.0,4.0,1-3-5
20240312,6,3,第5戦 スカパー！・JLC杯,まくり,雨,11,6.0,4.0,2-4-1
20240312,6,4,第5戦 スカパー！・JLC杯,恵まれ,雨,11,6.0,4.0,1-3-4
20240312,6,5,第5戦 スカパー！・JLC杯,まくり,雨,11,6.0,4.0,3-4-1
20240312,6,6,第5戦 スカパー！・JLC杯,恵まれ,雨,11,6.0,4.0,3-2-6
20240312,6,7,第5戦 スカパー！・JLC杯,まくり,雨,11,8.0,4.0,3-5-4
20240312,6,8,,,,,,,
20240312,6,9,,,,,,,
20240312,6,10,,,,,,,
20240312,6,11,,,,,,,
20240312,6,12,,,,,,,
