hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240208,01,10,1,4389,0.18,,0.18,1,10.132
20240208,01,10,2,5217,0.15,,0.17,1,12.357999999999999
20240208,01,10,3,3796,0.09,,0.19,1,18.886
20240208,01,10,4,4943,0.21,,0.17,1,20.862999999999996
20240208,01,10,5,4209,0.12,,0.15,1,10.54
20240208,01,10,6,5093,0.09,,0.17,1,18.502
20240208,01,11,1,4572,0.17,,0.11,1,9.706
20240208,01,11,2,5142,0.18,,0.19,1,6.772
20240208,01,11,3,4880,0.21,,0.16,1,11.982999999999999
20240208,01,11,4,4381,0.11,,0.16,1,12.964
20240208,01,11,5,3915,0.12,,0.17,1,11.263
20240208,01,11,6,4146,0.13,,0.17,1,13.158999999999999
20240208,01,12,1,4743,0.19,0.0001,0.13,1,11.818
20240208,01,12,2,4027,0.2,0.17,0.17,4,16.384
20240208,01,12,3,5044,0.26,0.0002,0.15,2,10.446000000000002
20240208,01,12,4,3872,0.45,0.18,0.2,5,15.879
20240208,01,12,5,5166,0.27,0.0002,0.18,2,6.453
20240208,01,12,6,4925,0.18,0.03,0.14,3,19.958
20240208,01,1,1,3630,0.06,0.09,0.16,1,14.287
20240208,01,1,2,5152,0.05,0.15,0.18,3,7.234999999999999
20240208,01,1,3,5217,0.01,0.18,0.19,6,429496741.458
20240208,01,1,4,4423,0.01,0.12,0.16,2,11.886000000000001
20240208,01,1,5,3277,0.02,0.17,0.16,5,5.346
20240208,01,1,6,4815,0.06,0.16,0.18,4,2.5599999999999996
20240208,01,2,1,4899,0.14,0.07,0.14,4,15.043
20240208,01,2,2,5090,0.09,0.06,0.15,3,17.87
20240208,01,2,3,4925,0.08,0.001,0.14,2,20.058
20240208,01,2,4,5022,0.17,0.12,0.18,6,429496739.952
20240208,01,2,5,5319,0.21,0.08,0.0,5,13.212
20240208,01,2,6,3822,0.25,0.0001,0.18,1,10.81
20240208,01,3,1,4880,0.02,0.0013,0.16,2,11.883
20240208,01,3,2,3812,0.12,0.02,0.16,4,10.378
20240208,01,3,3,4209,0.14,0.15,0.16,6,429496739.64
20240208,01,3,4,5065,0.1,0.09,0.12,5,10.326
20240208,01,3,5,4325,0.09,0.01,0.14,3,19.282999999999998
20240208,01,3,6,4027,0.11,0.0001,0.14,1,16.683999999999997
20240208,01,4,1,3896,0.14,0.0006,0.14,3,18.644
20240208,01,4,2,5096,0.16,0.04,0.12,5,10.893
20240208,01,4,3,5142,0.14,0.0011,0.17,4,6.4719999999999995
20240208,01,4,4,5216,0.13,0.0002,0.16,2,9.042000000000002
20240208,01,4,5,5331,0.17,0.0,0.0,1,17.923
20240208,01,4,6,3796,0.14,0.05,0.18,6,429496747.986
20240208,01,5,1,5044,0.25,0.04,0.17,2,10.446000000000002
