hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240126,2,10,1,4888,金児 隆太,SASHI,60.0,86.0,0.16,0.0003,6.85,2,1,44.25,61.95,44.74,61.4,8.0,7.0,0.0,0.0,0.0,0.0,16.933,15.620666666666665,143165591.51766667,143165575.897,0,1,1
20240126,2,10,2,3983,須藤 博倫,SASHI,28.2,61.5,0.12,0.02,6.88,4,4,29.0,42.0,44.44,61.54,8.0,7.0,1.0,8.0,0.0,2.0,12.94,15.620666666666665,143165591.51766667,143165575.897,0,1,1
20240126,2,10,3,5141,大澤 風葵,SASHI,15.7,65.7,0.13,0.05,6.83,1,5,44.19,64.34,39.05,53.33,8.0,7.0,1.0,0.0,5.0,0.0,16.989,15.620666666666665,143165591.51766667,143165575.897,0,1,1
20240126,2,10,4,4789,古賀 智之,SASHI,7.6,34.6,0.16,0.001,6.86,3,2,47.29,63.57,38.39,54.46,8.0,7.0,1.0,0.0,1.0,0.0,17.325,15.620666666666665,143165591.51766667,143165575.897,1,1,1
20240126,2,10,5,4134,杉山 貴博,SASHI,6.2,40.6,0.17,0.11,7.05,6,6,34.86,46.79,35.78,51.38,8.0,7.0,0.0,0.0,2.0,0.0,429496743.858,15.620666666666665,143165591.51766667,143165575.897,0,1,1
20240126,2,10,6,4565,西村 豪洋,SASHI,3.7,18.5,0.21,0.0013,6.97,5,3,34.86,50.46,39.2,56.0,8.0,7.0,0.0,1.0,0.0,0.0,13.37,15.620666666666665,143165591.51766667,143165575.897,0,1,1
20240126,2,12,1,3978,齊藤 仁,NIGE,67.2,93.4,0.14,0.14,6.86,1,4,34.51,54.87,45.63,58.25,8.0,7.0,0.0,0.0,0.0,0.0,14.647,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,12,2,4501,樋口 由加里,NIGE,17.9,56.4,0.15,0.08,7.07,5,3,31.3,48.7,33.04,49.57,8.0,7.0,3.0,4.0,0.0,0.0,12.854,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,12,3,4489,岩川 仁士,NIGE,10.5,60.5,0.14,0.03,7.04,4,2,36.21,57.76,32.04,45.63,8.0,7.0,2.0,0.0,2.0,0.0,14.355,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,12,4,5102,原田 雄次,NIGE,6.2,34.3,0.19,0.53,7.01,3,6,33.98,44.66,30.36,49.11,8.0,7.0,2.0,0.0,0.0,0.0,429496742.64,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,12,5,4785,木幡 純也,NIGE,2.6,44.7,0.2,0.17,7.07,5,5,31.09,51.26,33.0,55.0,8.0,7.0,0.0,0.0,1.0,0.0,11.721,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,12,6,4095,福来 剛,NIGE,5.4,40.5,0.14,0.01,7.0,2,1,33.87,54.03,34.02,49.48,8.0,7.0,0.0,0.0,2.0,0.0,14.659,13.951999999999998,143165589.67333332,143165575.72133332,0,1,1
20240126,2,1,1,5069,山崎 小葉音,SASHI,40.9,63.6,0.16,0.05,7.05,6,3,25.0,45.0,27.36,44.34,6.0,5.0,0.0,0.0,0.0,0.0,10.447999999999999,13.066999999999998,143165590.07433334,143165577.00733334,0,1,1
