hd,jcd,rno,lane,racer_id,racer_name,proba_nige,proba_sashi,proba_makuri,proba_makuri_sashi
20240301,2,9,2,5012,加倉 侑征,0.0,0.516350097764449,0.3121874829773684,0.17145963090309532
20240301,2,9,3,3505,山田 竜一,0.0,0.5225601899569001,0.2721053054119239,0.20533181625217717
20240301,2,9,4,4230,濱崎 直矢,0.0,0.354849301099766,0.29058753727348013,0.35455931319491674
20240301,2,9,5,3769,佐竹 恒彦,0.0,0.3513301615405043,0.3545146604483406,0.2941519837804692
20240301,2,9,6,5049,松井 友汰,0.0,0.48179900949918364,0.20381126203849473,0.3143866230763739
20240301,3,10,1,4371,西山 貴浩,0.9999976475195816,0.0,0.0,0.0
20240301,3,10,2,4061,萩原 秀人,0.0,0.894573742360962,0.08765691641180164,0.017763693799936194
20240301,3,10,3,4769,馬場 剛,0.0,0.7934623952489492,0.18746664047359618,0.01906551433157409
20240301,3,10,4,4013,中島 孝平,0.0,0.8368719565487407,0.12402020793995122,0.03910370725081302
20240301,3,10,5,3996,秋山 直之,0.0,0.8489083375164163,0.11468380920302262,0.03640476256431979
20240301,3,10,6,4361,柳生 泰二,0.0,0.5757486938619276,0.3660190983199029,0.05822752824396121
20240301,3,11,1,4044,湯川 浩司,0.9999973541729335,0.0,0.0,0.0
20240301,3,11,2,4586,磯部 誠,0.0,0.3629506439869064,0.30606104392403344,0.3309839032893434
20240301,3,11,3,4296,岡崎 恭裕,0.0,0.2987143619020318,0.5019268070250399,0.19935400418829655
20240301,3,11,4,4688,永井 彪也,0.0,0.44307601586277096,0.38765388634036785,0.16926568833766625
20240301,3,11,5,4826,井上 一輝,0.0,0.2987929208094666,0.4296733881739042,0.2715291788570319
20240301,3,11,6,3952,中澤 和志,0.0,0.6633231710251783,0.276481745958137,0.06019214769779644
20240301,3,12,1,4266,長田 頼宗,0.9999971010476001,0.0,0.0,0.0
20240301,3,12,2,3959,坪井 康晴,0.0,0.8474764140954562,0.09286776125827291,0.05965374479249719
20240301,3,12,3,4148,枝尾 賢,0.0,0.8879055192150722,0.030705396104093823,0.08138651503455445
20240301,3,12,4,4269,杉山 裕也,0.0,0.9037589698082923,0.0561957067733626,0.04004349787109843
20240301,3,12,5,4409,坂元 浩仁,0.0,0.7181869697350948,0.1476774189291641,0.13413157069531997
20240301,3,12,6,3783,瓜生 正義,0.0,0.8286367552266158,0.07847468276877383,0.09288638281650298
20240301,3,1,1,4013,中島 孝平,0.9999984970837107,0.0,0.0,0.0
20240301,3,1,2,4084,杉山 正樹,0.0,0.550840651497686,0.3594242809767487,0.08972829522917453
20240301,3,1,3,3940,飯山 泰,0.0,0.39764517271863425,0.2418197896243156,0.36052890443146246
20240301,3,1,4,3499,市川 哲也,0.0,0.5716252396099132,0.3040042178785639,0.12436576412835565
20240301,3,1,5,4586,磯部 誠,0.0,0.34318244931902886,0.4566371588607969,0.20017407595768158
20240301,3,1,6,3541,三嶌 誠司,0.0,0.4527287956710709,0.3965921562732273,0.15067364512440848
20240301,3,2,1,4294,古賀 繁輝,0.9999972752561228,0.0,0.0,0.0
20240301,3,2,2,4266,長田 頼宗,0.0,0.5674985147436757,0.341520382941952,0.09097841186466431
20240301,3,2,3,4808,松尾 拓,0.0,0.2844193891829225,0.6415051508843579,0.07407156678534543
20240301,3,2,4,4296,岡崎 恭裕,0.0,0.4295046644405894,0.44628304427616045,0.12420952577106048
20240301,3,2,5,4839,四宮 与寛,0.0,0.5105519274561614,0.4150173442537466,0.07442833947367937
20240301,3,2,6,4500,山田 康二,0.0,0.3662296243439065,0.5312975815995657,0.10247073000412972
20240301,3,3,1,4409,坂元 浩仁,0.9999979633570396,0.0,0.0,0.0
20240301,3,3,2,4933,板橋 侑我,0.0,0.8606588850477355,0.12142639533401937,0.01791182276693542
20240301,3,3,3,3996,秋山 直之,0.0,0.5983759295335799,0.3378098983794312,0.06380664016219771
20240301,3,3,4,4418,茅原 悠紀,0.0,0.5108975817125778,0.4298568961251829,0.059241012663547005
20240301,3,3,5,4575,戸塚 邦好,0.0,0.4669259188387716,0.4953274064561048,0.037743226886372196
20240301,3,3,6,4486,野村 誠,0.0,0.3277701050052029,0.6228270069142797,0.04939898754882897
20240301,3,4,1,4468,大池 佑来,0.9999976321336059,0.0,0.0,0.0
20240301,3,4,2,3716,石渡 鉄兵,0.0,0.3329994709577077,0.2992932238193149,0.36769891966478563
20240301,3,4,3,4826,井上 一輝,0.0,0.09497110085080622,0.6726557167975044,0.23236614858962706
20240301,3,4,4,4148,枝尾 賢,0.0,0.14170646516603994,0.6223211468954679,0.23596774971531628
20240301,3,4,5,4483,北野 輝季,0.0,0.2298465049960055,0.5051566733204929,0.2649905635206909
20240301,3,4,6,4061,萩原 秀人,0.0,0.236525898040932,0.5725698982727517,0.1908987393242334
20240301,3,5,1,3499,市川 哲也,0.9999974068524025,0.0,0.0,0.0
20240301,3,5,2,4441,末永 由楽,0.0,0.5732546078366627,0.23247961423195504,0.1942608832752397
20240301,3,5,3,4610,佐藤 大佑,0.0,0.2953240024304724,0.5384434093167002,0.1662243090179467
20240301,3,5,4,4095,福来 剛,0.0,0.58704642570097,0.18387212487789378,0.22907711911725048
20240301,3,5,5,4371,西山 貴浩,0.0,0.6542235344561581,0.12716417556466264,0.21860779883477652
20240301,3,5,6,4292,麻生 慎介,0.0,0.5805592762617111,0.2362765785830117,0.18315883763804552
20240301,3,8,1,4337,平本 真之,0.9999964674256674,0.0,0.0,0.0
20240301,3,8,2,3562,山下 和彦,0.0,0.5525313305259657,0.4373511560775643,0.010114245859936163
20240301,3,8,3,4504,前田 将太,0.0,0.41064705377859245,0.5352920107044536,0.05405611002099865
20240301,3,8,4,3940,飯山 泰,0.0,0.16158174977621634,0.8269947200583662,0.011421920295120092
20240301,3,8,5,4269,杉山 裕也,0.0,0.4635863470126355,0.5013241592763573,0.035085847121496816
20240301,3,8,6,4575,戸塚 邦好,0.0,0.4610176455840229,0.5179508505711643,0.021028900406790948
20240301,3,9,1,4907,小池 修平,0.9999970097506014,0.0,0.0,0.0
20240301,3,9,2,4486,野村 誠,0.0,0.032790049365442955,0.858194277736018,0.10901379174192866
20240301,3,9,3,4292,麻生 慎介,0.0,0.03442381844979815,0.8599886298494728,0.10558420354179128
20240301,3,9,4,3716,石渡 鉄兵,0.0,0.027805015638251163,0.9151000192012873,0.05709295489257789
20240301,3,9,5,4704,河野 大,0.0,0.03232055674848458,0.8648076949135809,0.10287001900102069
20240301,3,9,6,4118,宇佐見 淳,0.0,0.022954783312156595,0.8787219843869878,0.09832140111104552
20240301,4,10,1,4578,藤山 雅弘,0.9999973092279756,0.0,0.0,0.0
20240301,4,10,2,4379,桑島 和宏,0.0,0.10343611779994805,0.3227280708724515,0.573831447108375
20240301,4,10,3,4139,丹下 健,0.0,0.14047362032412403,0.36620639707627306,0.49331492913732067
20240301,4,10,4,5047,國分 将太郎,0.0,0.10972316843709408,0.5233833007621783,0.36688984962755494
20240301,4,10,5,4478,櫻本 あゆみ,0.0,0.04955879918076294,0.3924256445086419,0.55801319987975
20240301,4,10,6,4471,新田 泰章,0.0,0.07203034568408136,0.2301449979730713,0.6978217777282157
20240301,4,11,1,4289,落合 直子,0.9999973772892577,0.0,0.0,0.0
20240301,4,11,2,4446,和田 兼輔,0.0,0.19492737033270777,0.6564371376976256,0.14863109600121116
20240301,4,11,3,4942,柴田 朋哉,0.0,0.14602427526250378,0.7453538422235916,0.10861923424298169
20240301,4,11,4,4352,下條 雄太郎,0.0,0.18108906690349358,0.717691012680909,0.10121682597027919
20240301,4,11,5,4506,稗田 聖也,0.0,0.12239630036172479,0.6822178143872063,0.19538148242014142
20240301,4,11,6,3681,山谷 央,0.0,0.24255008938165845,0.5551269329901716,0.20231825079268406
20240301,4,12,1,4398,船岡 洋一郎,0.9999971383267017,0.0,0.0,0.0
20240301,4,12,2,4102,益田 啓司,0.0,0.1963844978100212,0.5460129325693253,0.25759745882989804
20240301,4,12,3,4804,高田 ひかる,0.0,0.10181767464650325,0.5093332418169209,0.3888440424725622
20240301,4,12,4,4171,榎 幸司,0.0,0.1507716618597658,0.6193630970193208,0.2298625815423859
20240301,4,12,5,4295,小坂 尚哉,0.0,0.0794687563307247,0.5630218876726413,0.357506376077055
20240301,4,12,6,4798,浜先 真範,0.0,0.10070948029134383,0.5717118139136713,0.32757514198577314
20240301,4,2,1,3624,大石 和彦,0.999993640235188,0.0,0.0,0.0
20240301,4,2,2,5190,大月 遊雅,0.0,0.07622180694459821,0.35459441618767756,0.5691809225132781
20240301,4,2,3,3736,岡本 猛,0.0,0.11931577138670733,0.4629203755595674,0.41776066259271083
20240301,4,2,4,4102,益田 啓司,0.0,0.06257135304001327,0.6825044576291898,0.2549197012856128
20240301,4,2,5,3533,佐川 正道,0.0,0.17381448534328042,0.3672911727116034,0.4588907526700777
20240301,4,2,6,4446,和田 兼輔,0.0,0.13877626879786997,0.49015572645063277,0.3710642083817334
20240301,4,3,1,4229,市川 美宏,0.9999971056660798,0.0,0.0,0.0
20240301,4,3,2,4295,小坂 尚哉,0.0,0.10095965693523348,0.1128362575903924,0.7862009676925644
20240301,4,3,3,5207,高山 敬悟,0.0,0.07266293092284445,0.12838233040666783,0.7989520080193643
20240301,4,3,4,4506,稗田 聖也,0.0,0.09158948430689842,0.1756759765802594,0.7327314717223683
20240301,4,3,5,3748,小黒 竜吾,0.0,0.09188099552365761,0.0784700643048664,0.8296467356332748
20240301,4,3,6,4379,桑島 和宏,0.0,0.059384728184051015,0.20782839707593317,0.7327842343158861
20240301,4,4,1,4478,櫻本 あゆみ,0.9999981003083308,0.0,0.0,0.0
20240301,4,4,2,5204,宇恵 有香,0.0,0.21252972952243745,0.19543607197763038,0.5920292608833596
20240301,4,4,3,4289,落合 直子,0.0,0.19935369387905683,0.14205206195083242,0.6585889449805049
20240301,4,4,4,4998,中村 かなえ,0.0,0.33135474825496974,0.15777947623676233,0.5108606136977524
20240301,4,4,5,5153,佐藤 ほのか,0.0,0.3294198989147463,0.12288276466819645,0.5476930824833887
20240301,4,4,6,3993,永井 聖美,0.0,0.3501338948361886,0.1576313321135927,0.49223093957866054
20240301,4,5,1,4171,榎 幸司,0.9999980308308581,0.0,0.0,0.0
20240301,4,5,2,4367,山口 修路,0.0,0.6039012816736504,0.042963530675681226,0.3531323748365143
20240301,4,5,3,5047,國分 将太郎,0.0,0.5615781274955567,0.06651148283774139,0.3719060209537333
20240301,4,5,4,4979,中野 夢斗,0.0,0.8007401758995263,0.06869907743519935,0.13055777063285887
20240301,4,5,5,3591,後藤 孝義,0.0,0.5384795747854776,0.04894055928365905,0.412577376657818
20240301,4,5,6,4091,荒田 泰明,0.0,0.5587934751890045,0.10511723838759483,0.3360856014555148
20240301,4,6,1,3630,黒田 誠司,0.9999880375201402,0.0,0.0,0.0
20240301,4,6,2,4578,藤山 雅弘,0.0,0.2591639633258903,0.6226866157302894,0.11814552222947357
20240301,4,6,3,3533,佐川 正道,0.0,0.29769665496637615,0.5891091097909948,0.11319011030262684
20240301,4,6,4,5071,野見山 拓己,0.0,0.1957929251507462,0.6777582456356268,0.126445191665341
20240301,4,6,5,4804,高田 ひかる,0.0,0.42237652730180475,0.5154056782561685,0.062214673984383774
20240301,4,6,6,4942,柴田 朋哉,0.0,0.20993182313431732,0.5688490173827474,0.22121583455200594
20240301,4,7,1,3736,岡本 猛,0.9999936083078313,0.0,0.0,0.0
20240301,4,7,2,4352,下條 雄太郎,0.0,0.3634539291977679,0.33369502718657723,0.30284487416652106
20240301,4,7,3,4798,浜先 真範,0.0,0.22592058604758278,0.24176159147031573,0.532313512062387
20240301,4,7,4,3825,宮嵜 隆太郎,0.0,0.19188429639464935,0.45047783102328853,0.35763441735541346
20240301,4,7,5,4229,市川 美宏,0.0,0.23692520663603037,0.2771739016991755,0.4858968927194769
20240301,4,7,6,4346,前田 健太郎,0.0,0.16765577134660298,0.29523105176076564,0.5371095288251001
20240301,4,8,1,4644,山田 亮太,0.9999972404123566,0.0,0.0,0.0
20240301,4,8,2,3993,永井 聖美,0.0,0.0672356439843766,0.6141452279629356,0.3186156042369213
20240301,4,8,3,3624,大石 和彦,0.0,0.1309099912380202,0.6032005944607144,0.26588460199710484
20240301,4,8,4,4398,船岡 洋一郎,0.0,0.14056596774131846,0.6403834251887878,0.21904643776831864
20240301,4,8,5,5158,宮脇 遼太,0.0,0.08156886604554353,0.6700710216457658,0.24835666489395197
20240301,4,8,6,3748,小黒 竜吾,0.0,0.08368075819655134,0.6617083103677887,0.2546067893143649
20240301,4,9,1,4367,山口 修路,0.9999976922338146,0.0,0.0,0.0
20240301,4,9,2,4514,上條 嘉嗣,0.0,0.6963204161576639,0.15137575534394485,0.1523008225677642
20240301,4,9,3,5190,大月 遊雅,0.0,0.48268855071875,0.3195379018489737,0.19776969868841757
20240301,4,9,4,5207,高山 敬悟,0.0,0.33454747374213745,0.349150171998762,0.3162983987643773
20240301,4,9,5,3563,堤 昇,0.0,0.5343810658894524,0.19492922863611917,0.27068647292545905
20240301,4,9,6,4998,中村 かなえ,0.0,0.4514700627205652,0.4470883835888131,0.10143814754157354
20240301,9,10,1,3655,本橋 克洋,0.9999981248496194,0.0,0.0,0.0
20240301,9,10,2,4723,寺島 吉彦,0.0,0.06124890295915078,0.4610662567358838,0.47768046059361974
20240301,9,10,3,3619,長谷川 充,0.0,0.058223820440894705,0.3990447366485657,0.5427282323793655
20240301,9,10,4,4440,萩原 知哉,0.0,0.10028571440976938,0.24175274009835357,0.6579578016985453
20240301,9,10,5,4796,春園 功太,0.0,0.10084619446961621,0.25035946946585347,0.6487907788524211
20240301,9,10,6,4945,上村 宏太,0.0,0.15318272788016774,0.4219907105929988,0.42482243368964473
20240301,9,11,1,4043,桐本 康臣,0.9999972802095022,0.0,0.0,0.0
20240301,9,11,2,4086,寺本 重宣,0.0,0.050600077288259895,0.7127426634157831,0.23665411735314543
20240301,9,11,3,3532,柴田 光,0.0,0.07513476981532434,0.44980912443604776,0.47505317840120476
20240301,9,11,4,3712,淺香 文武,0.0,0.062497695045713265,0.6931780107213921,0.24432169111795116
20240301,9,11,5,4420,津久井 拓也,0.0,0.041204771394062194,0.7042795404123853,0.254512849247995
20240301,9,11,6,4954,内山 峻輔,0.0,0.041546825140759254,0.6510989710364414,0.30735157214354
20240301,9,12,1,4261,岡 祐臣,0.9999982055027224,0.0,0.0,0.0
20240301,9,12,2,3740,大澤 普司,0.0,0.4838287976273075,0.3277213438305786,0.18844592300956653
20240301,9,12,3,4759,今泉 友吾,0.0,0.293281389859199,0.3269857376057994,0.37972731181694913
20240301,9,12,4,4824,松井 洪弥,0.0,0.5170389836079586,0.2549931902503002,0.22796451538398
20240301,9,12,5,3641,一瀬 明,0.0,0.3544169461297686,0.4052191676188354,0.2403596753250989
20240301,9,12,6,4645,上村 純一,0.0,0.47272535313809894,0.3359663911609071,0.19130475088651405
20240301,9,1,1,3740,大澤 普司,0.9999973789929794,0.0,0.0,0.0
20240301,9,1,2,4169,多田 有佑,0.0,0.549403859840915,0.3509597251533376,0.09963230616601827
20240301,9,1,3,5070,中島 航,0.0,0.35048703105422113,0.6091685607735383,0.040340810951961806
20240301,9,1,4,3973,崎 利仁,0.0,0.6189912821620839,0.3001927528049608,0.08081280063263735
20240301,9,1,5,3392,小森 信雄,0.0,0.6468936169069499,0.2910339447681227,0.06206959757479888
20240301,9,1,6,4813,宮内 直哉,0.0,0.488170189447637,0.4428135411383926,0.06901267951378987
20240301,9,2,1,4181,花本 夏樹,0.9999972160166598,0.0,0.0,0.0
20240301,9,2,2,4945,上村 宏太,0.0,0.7684038025988503,0.10479233233050664,0.12680124787087474
20240301,9,2,3,5256,中山 翔太,0.0,0.6446419077998755,0.11461331055036938,0.24073799549527186
20240301,9,2,4,4077,品田 直樹,0.0,0.6904221148563964,0.13838419678372044,0.1711903003226942
20240301,9,2,5,4461,安田 吉宏,0.0,0.4870333190407052,0.20876493495068757,0.3041981120985704
20240301,9,2,6,4887,富澤 祐作,0.0,0.5397556707105277,0.34804393795946426,0.11219694422907832
20240301,9,3,1,4440,萩原 知哉,0.9999874095109283,0.0,0.0,0.0
20240301,9,3,2,4618,乃村 康友,0.0,0.2688329035405601,0.256419436943417,0.4747421948679856
20240301,9,3,3,3888,山本 英志,0.0,0.4393778775428786,0.19861608468952716,0.3620011220407583
20240301,9,3,4,3532,柴田 光,0.0,0.44304816102498157,0.08083340434244046,0.47611482917321574
20240301,9,3,5,5253,藤井 太雅,0.0,0.5439267994851819,0.09019063909183114,0.36587809143516026
20240301,9,3,6,5006,久保原 秀人,0.0,0.41353636722542336,0.23892753812167827,0.34753213221114476
20240301,9,4,1,4766,石井 孝之,0.9999961104094262,0.0,0.0,0.0
20240301,9,4,2,4358,松本 庸平,0.0,0.0436758128651612,0.8882265146653852,0.0680955404956901
20240301,9,4,3,4297,山田 哲也,0.0,0.0687217934915204,0.895828943223882,0.035447729302986265
20240301,9,4,4,4954,内山 峻輔,0.0,0.08568455023171292,0.8147216074660315,0.09959140492559451
20240301,9,4,5,4888,金児 隆太,0.0,0.05140534404002888,0.8641175178209068,0.08447468954836068
20240301,9,4,6,4824,松井 洪弥,0.0,0.03427653431667969,0.9008812841186052,0.06484060875238609
20240301,9,5,1,3641,一瀬 明,0.9999979802722835,0.0,0.0,0.0
20240301,9,5,2,3712,淺香 文武,0.0,0.5425898924968812,0.3257606812768577,0.13164618429428676
20240301,9,5,3,4956,齊藤 大将,0.0,0.39861973617933816,0.46755812758102366,0.13381885820225908
20240301,9,5,4,3653,品川 賢次,0.0,0.37328546151023667,0.56378091992112,0.06293120506057384
20240301,9,5,5,3619,長谷川 充,0.0,0.3977681111606106,0.4596510105738354,0.14257722029437003
20240301,9,5,6,5275,松田 淳平,0.0,0.5579783029837807,0.3372271537612159,0.10479190032127232
20240301,9,6,1,4152,深水 慎一郎,0.9999972585328426,0.0,0.0,0.0
20240301,9,6,2,4420,津久井 拓也,0.0,0.19694521096477566,0.5564392300955873,0.2466086065648537
20240301,9,6,3,4813,宮内 直哉,0.0,0.030178190037590105,0.8756310700936702,0.09418811602435104
20240301,9,6,4,4181,花本 夏樹,0.0,0.11976796412563306,0.5501729163009627,0.3300531081037955
20240301,9,6,5,4261,岡 祐臣,0.0,0.1729057759135536,0.15915022613284374,0.667935407249098
20240301,9,6,6,4723,寺島 吉彦,0.0,0.07990531462873952,0.8087969035450858,0.11129415068814368
20240301,9,7,1,4568,廣瀬 真也,0.9999978408087181,0.0,0.0,0.0
20240301,9,7,2,4461,安田 吉宏,0.0,0.6708715893558981,0.11461906977362714,0.21450341688382854
20240301,9,7,3,4645,上村 純一,0.0,0.6629230304009553,0.14554059801798674,0.1915322305626607
20240301,9,7,4,4895,門間 雄大,0.0,0.505748942251601,0.20848811312723325,0.2857572754222344
20240301,9,7,5,4043,桐本 康臣,0.0,0.467406717084412,0.3065441349996009,0.2260435592764553
20240301,9,7,6,5070,中島 航,0.0,0.7304600122236268,0.09022285428498723,0.17931363629798658
20240301,9,8,1,4431,石塚 裕介,0.9999970908606962,0.0,0.0,0.0
20240301,9,8,2,4888,金児 隆太,0.0,0.2704483765417227,0.5530846117480122,0.1764627952573186
20240301,9,8,3,4077,品田 直樹,0.0,0.1955795110712088,0.37859510990329576,0.42582160173017325
20240301,9,8,4,4759,今泉 友吾,0.0,0.26302566753211576,0.40774341510337325,0.32922717756939607
20240301,9,8,5,4618,乃村 康友,0.0,0.1890561468483572,0.40122878510690363,0.4097113319797255
20240301,9,8,6,4169,多田 有佑,0.0,0.2164826940650039,0.4500567178635753,0.3334567146429842
20240301,9,9,1,3888,山本 英志,0.9999977840907344,0.0,0.0,0.0
20240301,9,9,2,3973,崎 利仁,0.0,0.11854116159327999,0.3509647371829233,0.5304897970421398
20240301,9,9,3,4754,松尾 充,0.0,0.07585150248281156,0.558839715713364,0.3653049762960645
20240301,9,9,4,4887,富澤 祐作,0.0,0.07473786872836666,0.6970319437777185,0.22822704348653958
20240301,9,9,5,4297,山田 哲也,0.0,0.14600223425383238,0.32100444421690516,0.5329892739233552
20240301,9,9,6,4956,齊藤 大将,0.0,0.09792635566487362,0.6155809452393078,0.28648921787949033
20240301,10,10,1,4415,下出 卓矢,0.9999978303222129,0.0,0.0,0.0
20240301,10,10,2,5267,石本 裕武,0.0,0.3285066960611049,0.30551811681064134,0.3659707608220656
20240301,10,10,3,4497,桑原 悠,0.0,0.10235459038310812,0.3824087280466492,0.5152336013172694
20240301,10,10,4,3929,杢野 誓良,0.0,0.4099338650461099,0.39978364766567276,0.19027933091252955
20240301,10,10,5,5187,小坂 風太,0.0,0.34851319218645394,0.4982731356556439,0.15321066986438184
20240301,10,10,6,4057,松井 賢治,0.0,0.3178624854511988,0.49933912940074565,0.18279493613885794
20240301,10,11,1,4850,野中 一平,0.999993917060501,0.0,0.0,0.0
20240301,10,11,2,4308,河村 了,0.0,0.07082858146034682,0.5526043263289403,0.3765639544834733
20240301,10,11,3,4786,佐藤 博亮,0.0,0.034695447670873694,0.655570213914979,0.30973127388864946
20240301,10,11,4,3507,藤井 徹,0.0,0.061921689903399364,0.40179721045137023,0.5362790331871319
20240301,10,11,5,3745,橋本 年光,0.0,0.0396425988553206,0.4953687279129962,0.46498707359768426
20240301,10,11,6,4318,桑原 将光,0.0,0.044824875615354635,0.20814887269693585,0.7470249304744782
20240301,10,12,1,3909,佐々木 康幸,0.9999961514034497,0.0,0.0,0.0
20240301,10,12,2,4692,酒井 俊弘,0.0,0.5577531958426393,0.40417930615967645,0.0380659810221536
20240301,10,12,3,4019,笠原 亮,0.0,0.30957432947092767,0.6610080112245176,0.029416291942919778
20240301,10,12,4,4056,小西 英輝,0.0,0.18513916068722996,0.7345300659058707,0.0803295594503204
20240301,10,12,5,4863,三浦 裕貴,0.0,0.3232458566998958,0.659016192522607,0.017736934184749496
20240301,10,12,6,4545,岡村 慶太,0.0,0.25891370590798524,0.7098375671905734,0.0312477737373271
20240301,10,1,1,4318,桑原 将光,0.99999626996427,0.0,0.0,0.0
20240301,10,1,2,5106,山崎 祥,0.0,0.48979768823232933,0.05900114137255705,0.4511988891228604
20240301,10,1,3,3929,杢野 誓良,0.0,0.5262376158553578,0.07428211767296626,0.3994778995871095
