hd,jcd,rno,label_3t,win_lane
20240114,2,1,3-5-6,3
20240114,2,2,6-1-3,6
20240114,2,3,3-6-1,3
20240114,2,4,2-3-1,2
20240114,2,5,4-2-6,4
20240114,2,6,1-3-4,1
20240114,2,7,3-2-6,3
20240114,2,8,2-1-3,2
20240114,2,9,1-3-2,1
20240114,2,10,4-2-6,4
20240114,2,11,1-3-4,1
20240114,2,12,1-3-5,1
20240114,4,1,2-1-3,2
20240114,4,2,6-1-4,6
20240114,4,3,3-5-2,3
20240114,4,4,1-3-2,1
20240114,4,5,5-1-2,5
20240114,4,6,3-1-6,3
20240114,4,7,6-2-5,6
20240114,4,8,1-4-6,1
20240114,4,9,1-2-6,1
20240114,4,10,3-2-5,3
20240114,4,11,3-2-4,3
20240114,4,12,1-4-2,1
20240114,5,1,4-2-6,4
20240114,5,2,1-5-2,1
20240114,5,3,1-4-2,1
20240114,5,4,1-3-4,1
20240114,5,5,3-1-5,3
20240114,5,6,2-1-3,2
20240114,5,7,3-1-5,3
20240114,5,8,3-1-5,3
20240114,5,9,3-1-2,3
20240114,5,10,1-3-5,1
20240114,5,11,1-2-3,1
20240114,5,12,1-3-2,1
20240114,7,1,1-3-4,1
20240114,7,2,4-5-6,4
20240114,7,3,5-2-1,5
20240114,7,4,2-1-6,2
20240114,7,5,4-2-5,4
20240114,7,6,2-1-4,2
20240114,7,7,4-1-3,4
20240114,7,8,3-4-1,3
20240114,7,9,2-4-1,2
20240114,7,10,4-2-6,4
20240114,7,11,1-6-4,1
20240114,7,12,2-1-6,2
20240114,8,1,1-2-3,1
20240114,8,2,6-3-1,6
20240114,8,3,1-2-3,1
20240114,8,4,1-2-3,1
20240114,8,5,5-4-2,5
20240114,8,6,4-1-6,4
20240114,8,7,4-1-6,4
20240114,8,8,1-6-2,1
20240114,8,9,1-2-5,1
20240114,8,10,1-6-2,1
20240114,8,11,1-4-5,1
20240114,8,12,1-5-4,1
20240114,13,1,3-1-4,3
20240114,13,2,2-1-6,2
20240114,13,3,1-5-2,1
20240114,13,4,1-4-3,1
20240114,13,5,4-2-6,4
20240114,13,6,4-1-3,4
20240114,13,7,1-2-3,1
20240114,13,8,1-5-4,1
20240114,13,9,1-4-6,1
20240114,13,10,1-3-2,1
20240114,13,11,5-1-3,5
20240114,13,12,1-4-3,1
20240114,17,1,1-5-4,1
20240114,17,2,1-5-2,1
20240114,17,3,6-5-2,6
20240114,17,4,6-4-2,6
20240114,17,5,3-6-4,3
20240114,17,6,1-2-4,1
20240114,17,7,5-4-1,5
20240114,17,8,1-3-2,1
20240114,17,9,1-3-2,1
20240114,17,10,3-1-5,3
20240114,17,11,1-4-5,1
20240114,17,12,1-2-4,1
20240114,19,1,1-3-2,1
20240114,19,2,1-2-5,1
20240114,19,3,1-5-2,1
20240114,19,4,4-6-1,4
20240114,19,5,4-6-1,4
20240114,19,6,1-2-4,1
20240114,19,7,1-6-4,1
20240114,19,8,1-5-3,1
20240114,19,9,5-2-4,5
20240114,19,10,2-3-1,2
20240114,19,11,1-3-4,1
20240114,19,12,4-3-5,4
20240114,21,1,1-2-3,1
20240114,21,2,1-2-6,1
20240114,21,3,1-2-3,1
20240114,21,4,3-1-4,3
20240114,21,5,4-3-5,4
20240114,21,6,2-5-3,2
20240114,21,7,5-1-4,5
20240114,21,8,2-6-4,2
20240114,21,9,2-1-4,2
20240114,21,10,2-5-1,2
20240114,21,11,1-2-3,1
20240114,21,12,1-3-4,1
20240114,22,1,1-2-5,1
20240114,22,2,5-1-4,5
20240114,22,3,5-1-3,5
20240114,22,4,2-1-3,2
20240114,22,5,1-4-3,1
20240114,22,6,5-3-6,5
20240114,22,7,5-4-2,5
20240114,22,8,1-3-2,1
20240114,22,9,2-3-6,2
20240114,22,10,3-2-6,3
20240114,22,11,4-1-3,4
20240114,22,12,1-5-3,1
20240114,23,1,1-3-2,1
20240114,23,2,2-1-5,2
20240114,23,3,4-1-5,4
20240114,23,4,2-5-4,2
20240114,23,5,1-2-4,1
20240114,23,6,1-3-6,1
20240114,23,7,1-2-6,1
20240114,23,8,1-4-3,1
20240114,23,9,2-4-3,2
20240114,23,10,1-2-4,1
20240114,23,11,3-1-6,3
20240114,23,12,1-2-4,1
20240114,24,1,4-6-5,4
20240114,24,2,1-2-6,1
20240114,24,3,2-1-3,2
20240114,24,4,1-3-4,1
20240114,24,5,1-2-5,1
20240114,24,6,1-2-3,1
20240114,24,7,1-4-3,1
20240114,24,8,4-5-1,4
20240114,24,9,1-6-5,1
20240114,24,10,1-2-5,1
20240114,24,11,1-2-4,1
20240114,24,12,1-5-3,1
