hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240202,02,10,1,5120,0.24,0.03,0.12,1,13.746999999999998
20240202,02,10,2,4983,0.21,0.17,0.17,5,16.352999999999998
20240202,02,10,3,4917,0.2,0.19,0.15,6,429496741.509
20240202,02,10,4,4846,0.18,0.14,0.15,3,15.271999999999998
20240202,02,10,5,4809,0.14,0.16,0.13,4,14.967999999999998
20240202,02,10,6,3992,0.12,0.08,0.17,2,18.227999999999998
20240202,02,11,1,4488,0.16,0.11,0.14,5,14.196000000000002
20240202,02,11,2,3436,0.13,0.01,0.13,3,17.915
20240202,02,11,3,4054,0.12,0.07,0.14,4,11.176
20240202,02,11,4,3664,0.21,0.0002,0.16,1,10.537
20240202,02,11,5,4532,0.11,0.0008,0.15,2,10.413
20240202,02,11,6,4150,0.14,0.01,0.14,3,13.408999999999999
20240202,02,12,1,4324,0.07,0.09,0.13,3,17.906
20240202,02,12,2,3381,0.12,0.04,0.13,1,16.842999999999996
20240202,02,12,3,3722,0.17,0.09,0.15,3,9.730999999999998
20240202,02,12,4,4109,0.1,0.07,0.12,2,15.732000000000001
20240202,02,12,5,4898,0.11,0.22,0.18,5,11.997
20240202,02,12,6,4640,0.19,0.21,0.15,4,10.470999999999998
20240202,02,1,1,5225,0.2,0.18,0.2,6,429496740.54
20240202,02,1,2,3546,0.2,0.0006,0.18,3,16.394
20240202,02,1,3,4674,0.18,0.0002,0.15,1,12.822999999999999
20240202,02,1,4,4251,0.19,0.02,0.2,4,12.921999999999999
20240202,02,1,5,5181,0.22,0.15,0.16,5,11.738999999999999
20240202,02,1,6,3434,0.3,0.0004,0.18,2,15.735
20240202,02,2,1,4567,0.35,0.0005,0.18,2,11.964
20240202,02,2,2,4532,0.27,0.08,0.14,5,10.113
20240202,02,2,3,4865,0.39,0.11,0.17,6,429496741.422
20240202,02,2,4,4693,0.19,0.0006,0.17,3,11.872999999999998
20240202,02,2,5,4640,0.16,0.05,0.14,4,10.470999999999998
20240202,02,2,6,3305,0.13,0.0001,0.16,1,14.986
20240202,02,3,1,4917,0.15,0.25,0.18,3,12.208999999999998
20240202,02,3,2,5206,0.19,0.47,0.16,5,10.046999999999999
20240202,02,3,3,3780,0.15,0.27,0.17,4,12.720999999999998
20240202,02,3,4,3722,0.14,0.13,0.15,1,9.931
20240202,02,3,5,4488,0.14,0.23,0.17,2,14.496000000000002
20240202,02,3,6,3748,0.2,0.27,0.16,4,13.335999999999999
20240202,02,4,1,4635,0.08,0.11,0.1,5,11.232
20240202,02,4,2,4700,0.09,0.01,0.19,4,13.959999999999999
20240202,02,4,3,4179,0.07,0.0015,0.13,3,13.000999999999998
20240202,02,4,4,4898,0.05,0.0007000000000000001,0.13,1,12.397
20240202,02,4,5,4846,0.15,0.16,0.16,6,429496744.572
20240202,02,4,6,3436,0.09,0.0009,0.15,2,18.015
20240202,02,5,1,3327,0.2,0.07,0.14,3,16.862
20240202,02,5,2,3434,0.18,0.13,0.16,5,15.434999999999999
20240202,02,5,3,3882,0.18,0.1,0.17,4,10.866999999999999
20240202,02,5,4,4324,0.15,0.0006,0.14,1,18.105999999999998
20240202,02,5,5,3992,0.14,0.04,0.13,2,18.227999999999998
20240202,02,5,6,5300,0.19,0.39,0.2,6,429496741.08
20240202,02,6,1,4251,0.21,0.07,0.18,3,13.021999999999998
20240202,02,6,2,3305,0.29,0.19,0.18,4,14.686
20240202,02,6,3,3381,0.12,0.0001,0.14,1,16.842999999999996
20240202,02,6,4,4054,0.22,0.06,0.15,2,11.376000000000001
20240202,02,6,5,4076,0.21,0.06,0.18,2,9.873000000000001
20240202,02,6,6,4809,0.19,0.06,0.15,2,15.168
20240202,02,7,1,3780,0.09,0.08,0.14,2,12.921
20240202,02,7,2,3664,0.13,0.14,0.14,5,10.137
20240202,02,7,3,5181,0.12,0.12,0.17,4,11.838999999999999
20240202,02,7,4,5266,0.19,0.07,0.0,1,10.567000000000002
20240202,02,7,5,4567,,,0.25,6,429496741.164
20240202,02,7,6,4973,0.2,0.09,0.22,3,12.598999999999998
20240202,02,8,1,4674,0.09,0.18,0.14,4,12.522999999999998
20240202,02,8,2,4109,0.11,0.19,0.12,5,15.432
20240202,02,8,3,3445,0.14,0.19,0.18,5,11.534999999999998
20240202,02,8,4,4865,0.17,0.14,0.17,3,12.122
20240202,02,8,5,4635,0.17,0.02,0.14,2,11.532
20240202,02,8,6,4505,0.17,0.001,0.17,1,15.669999999999998
20240202,02,9,1,4693,0.1,0.22,0.16,6,429496741.173
20240202,02,9,2,3327,0.06,0.02,0.16,1,17.061999999999998
20240202,02,9,3,3748,0.04,0.05,0.15,3,13.435999999999998
20240202,02,9,4,3546,0.14,0.11,0.16,4,16.294
20240202,02,9,5,4826,0.11,0.18,0.13,5,10.544999999999998
20240202,02,9,6,4700,0.2,0.03,0.19,2,14.16
20240202,05,10,1,3995,0.21,0.01,0.12,4,11.923
20240202,05,10,2,4828,0.2,0.08,0.13,5,13.581
20240202,05,10,3,4608,0.21,0.0001,0.17,1,15.274
20240202,05,10,4,3826,0.2,0.0002,0.14,2,11.208
20240202,05,10,5,4066,0.24,0.0002,0.16,2,13.746
20240202,05,10,6,4692,0.12,0.0012,0.15,3,15.706999999999999
20240202,05,11,1,4281,0.21,0.13,0.15,5,13.356
20240202,05,11,2,4290,0.14,0.11,0.11,3,15.442999999999998
20240202,05,11,3,4664,0.14,0.33,0.18,6,429496742.922
20240202,05,11,4,5045,0.21,0.08,0.18,2,12.120000000000001
20240202,05,11,5,4754,0.12,0.02,0.17,1,10.711
20240202,05,11,6,4037,0.15,0.12,0.18,4,18.136000000000003
20240202,05,12,1,4448,0.14,0.15,0.13,5,12.902999999999999
20240202,05,12,2,4457,0.09,0.2,0.17,6,429496741.698
20240202,05,12,3,5066,0.07,0.05,0.12,4,14.86
20240202,05,12,4,4472,0.09,0.0001,0.14,1,15.457
20240202,05,12,5,4794,0.11,0.01,0.15,3,14.287999999999998
20240202,05,12,6,4945,0.1,0.0007000000000000001,0.13,2,15.254999999999999
20240202,05,1,1,5130,0.09,0.09,0.2,5,13.832999999999998
20240202,05,1,2,3895,0.07,0.11,0.21,6,429496741.452
20240202,05,1,3,3826,0.06,0.07,0.14,4,11.008
20240202,05,1,4,4800,0.06,0.02,0.18,2,13.74
20240202,05,1,5,4290,0.08,0.06,0.12,3,15.442999999999998
20240202,05,1,6,5320,0.09,0.0008,0.17,1,12.22
20240202,05,2,1,4813,0.24,0.03,0.19,2,13.644
20240202,05,2,2,3718,0.23,0.1,0.19,5,9.950999999999999
20240202,05,2,3,4472,0.17,0.0001,0.15,1,15.457
20240202,05,2,4,4453,0.09,0.03,0.17,2,11.115
20240202,05,2,5,4828,0.07,0.04,0.14,3,13.780999999999999
20240202,05,2,6,5194,0.04,0.08,0.15,4,12.267999999999999
20240202,05,3,1,4987,0.19,0.09,0.17,2,15.068999999999999
20240202,05,3,2,4345,0.18,0.09,0.17,2,11.199
20240202,05,3,3,5045,0.15,0.17,0.16,4,11.92
20240202,05,3,4,4608,0.12,0.11,0.17,3,15.073999999999998
20240202,05,3,5,5262,0.09,0.08,0.16,1,10.453
20240202,05,3,6,3461,0.13,0.11,0.23,3,14.233999999999998
20240202,05,4,1,4692,0.13,0.19,0.12,4,15.607
20240202,05,4,2,3294,0.16,0.23,0.17,6,429496742.262
20240202,05,4,3,4209,0.13,0.21,0.16,5,12.915
20240202,05,4,4,4792,0.13,0.07,0.17,1,13.477000000000002
20240202,05,4,5,4457,0.16,0.16,0.22,3,12.398
20240202,05,4,6,4281,0.17,0.11,0.2,2,13.656
20240202,05,5,1,4037,0.21,0.04,0.14,1,18.436
20240202,05,5,2,4066,0.15,0.12,0.17,3,13.645999999999999
20240202,05,5,3,4845,0.08,0.26,0.15,6,429496741.161
20240202,05,5,4,4086,0.12,0.16,0.15,5,11.418
20240202,05,5,5,3693,0.11,0.14,0.17,4,13.266999999999998
20240202,05,5,6,3895,0.09,0.11,0.16,2,12.252
20240202,05,6,1,4945,0.29,0.36,0.19,6,429496744.455
20240202,05,6,2,4660,0.29,0.23,0.21,4,15.153999999999998
20240202,05,6,3,4083,0.07,0.16,0.16,3,12.604999999999999
20240202,05,6,4,4664,0.06,0.28,0.17,5,13.422
20240202,05,6,5,5130,0.13,0.08,0.18,2,14.133
20240202,05,6,6,3995,0.13,0.01,0.11,1,12.223
20240202,05,7,1,4800,0.19,0.23,0.15,6,429496742.94
20240202,05,7,2,4754,0.16,0.22,0.15,5,10.311
20240202,05,7,3,3175,0.11,0.13,0.17,3,11.284999999999998
20240202,05,7,4,5066,0.06,0.08,0.12,2,15.06
20240202,05,7,5,3718,0.08,0.15,0.19,4,10.050999999999998
20240202,05,7,6,4345,0.08,0.04,0.19,1,11.299
20240202,05,8,1,4453,0.06,0.16,0.15,5,10.815
20240202,05,8,2,4794,0.09,0.11,0.14,4,14.187999999999999
20240202,05,8,3,5047,0.06,0.04,0.19,1,13.504
20240202,05,8,4,4987,0.03,0.09,0.14,3,14.968999999999998
20240202,05,8,5,5320,0.03,0.19,0.0,6,429496741.32
20240202,05,8,6,4448,0.06,0.05,0.18,2,13.203
20240202,05,9,1,5262,0.11,0.01,0.18,2,10.353
20240202,05,9,2,3624,0.09,0.02,0.17,3,15.352999999999998
20240202,05,9,3,4843,0.14,0.11,0.18,6,429496741.047
20240202,05,9,4,5194,0.13,0.0002,0.17,1,12.568
20240202,05,9,5,3294,0.12,0.07,0.13,4,12.862
20240202,05,9,6,4152,0.17,0.09,0.22,5,14.574
20240202,08,10,1,3905,0.23,0.11,0.16,4,22.66
20240202,08,10,2,5155,0.19,0.16,0.2,6,429496748.412
20240202,08,10,3,4339,0.23,0.15,0.16,5,10.052999999999999
20240202,08,10,4,4558,0.22,0.0002,0.15,1,18.442
20240202,08,10,5,4929,0.25,0.04,0.21,3,11.974999999999998
20240202,08,10,6,4375,0.2,0.03,0.17,2,14.733
20240202,08,11,1,3554,0.25,0.22,0.15,5,12.792
20240202,08,11,2,3687,0.26,0.18,0.16,4,12.493
20240202,08,11,3,3710,0.25,0.15,0.15,3,10.451
20240202,08,11,4,4376,0.23,0.3,0.16,6,429496745.31
20240202,08,11,5,3441,0.38,0.05,0.2,2,18.512999999999998
20240202,08,11,6,4540,0.19,0.02,0.13,1,17.752
20240202,08,12,1,4391,0.17,0.0001,0.16,1,20.578
20240202,08,12,2,3849,0.21,0.001,0.13,4,16.048000000000002
20240202,08,12,3,4384,0.25,0.0003,0.16,2,12.093
20240202,08,12,4,4398,0.19,0.0006,0.14,3,14.653999999999998
20240202,08,12,5,4739,0.23,0.0001,0.16,1,7.24
20240202,08,12,6,4561,0.17,0.05,0.22,5,13.491
20240202,08,1,1,4711,0.13,0.0001,0.13,1,16.218999999999998
20240202,08,1,2,4197,0.13,0.21,0.2,6,429496743.633
20240202,08,1,3,5155,0.07,0.18,0.16,4,19.012000000000004
20240202,08,1,4,4540,0.07,0.2,0.11,5,17.352
20240202,08,1,5,3653,0.12,0.16,0.18,3,14.444
20240202,08,1,6,5272,0.17,0.02,0.21,2,7.68
20240202,08,2,1,4553,0.13,0.06,0.16,3,10.963999999999999
20240202,08,2,2,3346,0.24,0.18,0.22,5,7.965
20240202,08,2,3,4145,0.26,0.16,0.25,4,11.793999999999999
20240202,08,2,4,4565,0.19,0.01,0.18,1,18.438999999999997
20240202,08,2,5,3905,0.16,0.01,0.15,1,22.959999999999997
20240202,08,2,6,3710,0.2,0.03,0.19,2,10.551000000000002
20240202,08,3,1,3687,0.12,0.17,0.13,5,12.393
20240202,08,3,2,4339,0.22,0.09,0.17,4,10.152999999999999
20240202,08,3,3,3970,0.13,0.03,0.18,3,8.533999999999999
