hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240322,1,10,1,4025,,,,,,0.08,0,,2,,0.16,70.9,81.8
20240322,1,10,2,4428,,,,,,0.06,0,,1,,0.16,14.2,69.0
20240322,1,10,3,4608,,,,,,0.06,0,,1,,0.17,32.5,67.4
20240322,1,10,4,4340,,,,,,0.21,0,,5,,0.15,21.8,62.5
20240322,1,10,5,3619,,,,,,0.15,0,,3,,0.2,2.0,28.5
20240322,1,10,6,4491,,,,,,0.2,0,,4,,0.24,2.5,22.5
20240322,1,11,1,3909,,,,,,,1,0.01,,,0.12,66.6,87.5
20240322,1,11,2,4188,,,,,,0.01,0,,1,,0.13,19.5,68.2
20240322,1,11,3,4114,,,,,,0.17,0,,3,,0.15,8.3,45.8
20240322,1,11,4,3475,,,,,,,1,0.02,,,0.18,4.3,54.3
20240322,1,11,5,3156,,,,,,0.34,0,,4,,0.23,0.0,6.6
20240322,1,11,6,5090,,,,,,0.06,0,,2,,0.18,3.8,11.5
20240322,1,12,1,4580,,,,,,,1,0.01,,,0.16,54.3,84.7
20240322,1,12,2,3482,,,,,,0.15,0,,3,,0.16,5.0,60.0
20240322,1,12,3,5010,,,,,,0.01,0,,1,,0.15,0.0,45.4
20240322,1,12,4,4089,,,,,,0.11,0,,2,,0.15,9.3,69.7
20240322,1,12,5,3911,,,,,,,1,0.02,,,0.16,4.7,21.4
20240322,1,12,6,4458,,,,,,,1,0.02,,,0.16,0.0,7.1
20240322,1,1,1,3419,,,,,,,1,0.01,,,0.17,22.2,62.9
20240322,1,1,2,3793,,,,,,0.01,0,,1,,0.18,6.6,46.6
20240322,1,1,3,4181,,,,,,,1,0.01,,,0.16,4.4,44.4
20240322,1,1,4,4274,,,,,,0.11,0,,4,,0.18,2.5,40.0
20240322,1,1,5,3226,,,,,,0.06,0,,3,,0.16,2.8,20.0
20240322,1,1,6,5252,,,,,,0.05,0,,2,,0.16,0.0,8.3
20240322,1,2,1,5090,,,,,,0.11,0,,3,,0.15,35.4,67.7
20240322,1,2,2,4578,,,,,,0.26,0,,6,,0.17,6.6,43.3
20240322,1,2,3,4580,,,,,,0.02,0,,1,,0.2,25.9,59.2
20240322,1,2,4,5150,,,,,,0.06,0,,2,,0.16,10.0,46.6
20240322,1,2,5,3848,,,,,,0.23,0,,4,,0.14,5.2,21.0
20240322,1,2,6,4025,,,,,,0.25,0,,5,,0.17,0.0,31.0
20240322,1,3,1,4654,,,,,,0.02,0,,1,,0.14,61.1,91.6
20240322,1,3,2,3475,,,,,,,1,0.03,,,0.18,11.4,77.1
20240322,1,3,3,4340,,,,,,,1,0.08,,,0.16,2.7,40.5
20240322,1,3,4,3482,,,,,,,1,0.15,,,0.14,11.4,45.7
20240322,1,3,5,4105,,,,,,,1,0.01,,,0.18,2.2,42.2
20240322,1,3,6,4090,,,,,,0.07,0,,2,,0.15,0.0,24.3
20240322,1,4,1,4491,,,,,,0.07,0,,1,,0.16,51.1,88.3
20240322,1,4,2,4466,,,,,,0.22,0,,6,,0.17,12.5,55.0
20240322,1,4,3,4163,,,,,,0.11,0,,2,,0.17,11.4,63.9
20240322,1,4,4,5010,,,,,,0.18,0,,5,,0.19,7.6,25.6
20240322,1,4,5,4308,,,,,,0.16,0,,4,,0.17,12.7,53.1
20240322,1,4,6,3909,,,,,,0.15,0,,3,,0.12,0.0,9.0
20240322,1,5,1,4137,,,,,,0.07,0,,3,,0.15,68.4,94.7
20240322,1,5,2,4782,,,,,,0.0,0,,1,,0.15,25.8,58.0
20240322,1,5,3,3619,,,,,,,1,0.01,,,0.17,7.5,45.0
20240322,1,5,4,4031,,,,,,0.01,0,,2,,0.17,6.4,35.4
20240322,1,5,5,4345,,,,,,,1,0.02,,,0.16,8.5,42.8
20240322,1,5,6,4089,,,,,,,1,0.01,,,0.16,5.8,35.2
20240322,1,6,1,4428,,,,,,,1,0.08,,,0.15,58.8,92.1
20240322,1,6,2,3156,,,,,,,1,0.04,,,0.17,6.0,48.4
20240322,1,6,3,4458,,,,,,,1,0.08,,,0.15,5.5,25.0
20240322,1,6,4,3848,,,,,,0.07,0,,2,,0.15,6.6,40.0
20240322,1,6,5,4181,,,,,,,1,0.01,,,0.21,0.0,22.5
20240322,1,6,6,5318,,,,,,0.03,0,,1,,0.2,0.0,0.0
20240322,1,7,1,4608,,,,,,0.11,0,,3,,0.15,54.3,85.9
20240322,1,7,2,3911,,,,,,0.29,0,,5,,0.16,9.6,61.2
20240322,1,7,3,4188,,,,,,0.26,0,,4,,0.12,36.5,82.9
20240322,1,7,4,4319,,,,,,0.05,0,,2,,0.19,4.7,54.7
20240322,1,7,5,3793,,,,,,0.03,0,,1,,0.19,0.0,22.8
20240322,1,7,6,4229,,,,,,0.11,0,,3,,0.2,2.8,14.2
20240322,1,8,1,4114,,,,,,0.19,0,,4,,0.16,51.2,80.4
20240322,1,8,2,3268,,,,,,0.34,0,,5,,0.18,11.4,45.7
20240322,1,8,3,5150,,,,,,0.12,0,,3,,0.17,11.1,33.3
20240322,1,8,4,3226,,,,,,0.03,0,,1,,0.16,4.6,30.2
20240322,1,8,5,4360,,,,,,,1,0.01,,,0.19,5.2,34.2
20240322,1,8,6,3419,,,,,,0.05,0,,2,,0.24,0.0,8.3
20240322,1,9,1,4090,,,,,,0.05,0,,3,,0.12,75.0,98.0
20240322,1,9,2,4654,,,,,,0.0,0,,1,,0.14,14.7,76.4
20240322,1,9,3,4137,,,,,,0.21,0,,5,,0.16,21.5,68.6
20240322,1,9,4,4782,,,,,,0.09,0,,4,,0.16,9.0,72.7
20240322,1,9,5,4578,,,,,,0.01,0,,2,,0.2,9.3,31.2
20240322,1,9,6,4308,,,,,,0.05,0,,3,,0.16,0.0,36.6
20240322,3,10,1,4645,,,,,,,,,,,0.13,75.0,92.3
20240322,3,10,2,4728,,,,,,,,,,,0.18,21.0,57.8
20240322,3,10,3,4379,,,,,,,,,,,0.14,12.7,76.6
20240322,3,10,4,4581,,,,,,,,,,,0.13,17.3,50.0
20240322,3,10,5,4872,,,,,,,,,,,0.16,2.2,40.9
20240322,3,10,6,5210,,,,,,,,,,,0.17,0.7,7.3
20240322,3,11,1,3303,,,,,,,,,,,0.18,62.0,94.8
20240322,3,11,2,4967,,,,,,,,,,,0.17,14.2,71.4
20240322,3,11,3,5018,,,,,,,,,,,0.15,20.0,72.5
20240322,3,11,4,3812,,,,,,,,,,,0.17,6.2,56.2
20240322,3,11,5,4023,,,,,,,,,,,0.18,7.5,22.5
20240322,3,11,6,4652,,,,,,,,,,,0.18,7.5,35.0
20240322,3,12,1,4610,,,,,,,,,,,0.18,67.3,81.6
20240322,3,12,2,3473,,,,,,,,,,,0.16,16.3,65.5
20240322,3,12,3,3740,,,,,,,,,,,0.14,13.8,80.5
20240322,3,12,4,4543,,,,,,,,,,,0.21,3.5,60.7
20240322,3,12,5,4601,,,,,,,,,,,0.14,9.0,50.0
20240322,3,12,6,4769,,,,,,,,,,,0.15,5.1,38.4
20240322,3,1,1,4792,,,,,,0.0,0,,1,,0.14,42.8,66.6
20240322,3,1,2,4005,,,,,,0.17,0,,5,,0.14,9.0,51.5
20240322,3,1,3,3869,,,,,,0.07,0,,4,,0.19,6.2,37.5
20240322,3,1,4,4995,,,,,,0.05,0,,3,,0.2,3.0,27.2
20240322,3,1,5,5300,,,,,,0.02,0,,2,,0.16,0.0,0.0
20240322,3,1,6,5238,,,,,,,1,0.01,,,0.19,0.8,6.9
20240322,3,2,1,4976,,,,,,0.28,0,,3,,0.18,28.5,50.0
20240322,3,2,2,4835,,,,,,,1,0.03,,,0.15,10.8,67.5
20240322,3,2,3,4728,,,,,,0.23,0,,2,,0.18,0.0,54.5
20240322,3,2,4,4822,,,,,,0.07,0,,1,,0.22,0.0,46.1
20240322,3,2,5,5012,,,,,,,1,0.04,,,0.13,2.7,43.2
20240322,3,2,6,4635,,,,,,0.35,0,,4,,0.1,7.4,33.3
20240322,3,3,1,4954,,,,,,,,,,,0.17,45.9,78.3
20240322,3,3,2,5221,,,,,,,,,,,0.15,18.1,63.6
20240322,3,3,3,4563,,,,,,,,,,,0.17,10.8,27.0
20240322,3,3,4,4023,,,,,,,,,,,0.18,2.1,23.9
20240322,3,3,5,5210,,,,,,,,,,,0.16,5.2,15.7
20240322,3,3,6,4644,,,,,,,,,,,0.15,2.2,20.4
20240322,3,4,1,4113,,,,,,0.18,0,,3,,0.17,45.9,78.3
20240322,3,4,2,4632,,,,,,0.17,0,,2,,0.21,7.1,57.1
20240322,3,4,3,4967,,,,,,0.31,0,,5,,0.19,13.3,50.0
20240322,3,4,4,3516,,,,,,0.21,0,,4,,0.19,9.0,27.2
20240322,3,4,5,4610,,,,,,0.17,0,,2,,0.16,27.2,59.0
20240322,3,4,6,3875,,,,,,0.15,0,,1,,0.28,0.0,11.4
