hd,jcd,rno,label_3t,win_lane
20240322,1,1,3-1-5,3
20240322,1,2,2-3-1,2
20240322,1,3,1-3-4,1
20240322,1,4,1-2-3,1
20240322,1,5,1-6-2,1
20240322,1,6,1-3-5,1
20240322,1,7,2-1-3,2
20240322,1,8,3-1-4,3
20240322,1,9,4-5-2,4
20240322,1,10,1-2-4,1
20240322,1,11,6-2-4,6
20240322,1,12,1-5-2,1
20240322,3,1,1-3-4,1
20240322,3,2,2-1-5,2
20240322,3,3,1-2-5,1
20240322,3,4,5-3-4,5
20240322,3,5,2-1-3,2
20240322,3,6,1-3-5,1
20240322,3,7,1-3-5,1
20240322,3,8,,
20240322,3,9,,
20240322,3,10,,
20240322,3,11,,
20240322,3,12,,
20240322,5,1,4-1-2,4
20240322,5,2,2-3-1,2
20240322,5,3,1-4-2,1
20240322,5,4,2-1-6,2
20240322,5,5,1-2-4,1
20240322,5,6,1-2-5,1
20240322,5,7,1-3-2,1
20240322,5,8,3-1-5,3
20240322,5,9,3-2-1,3
20240322,5,10,1-3-4,1
20240322,5,11,2-3-5,2
20240322,5,12,1-4-3,1
20240322,6,1,3-2-4,3
20240322,6,2,2-5-6,2
20240322,6,3,4-3-5,4
20240322,6,4,1-3-4,1
20240322,6,5,1-6-3,1
20240322,6,6,2-5-3,2
20240322,6,7,3-2-5,3
20240322,6,8,1-4-6,1
20240322,6,9,1-5-6,1
20240322,6,10,2-4-6,2
20240322,6,11,1-6-2,1
20240322,6,12,4-2-1,4
20240322,8,1,1-3-2,1
20240322,8,2,3-1-2,3
20240322,8,3,4-1-5,4
20240322,8,4,1-5-2,1
20240322,8,5,1-3-5,1
20240322,8,6,6-1-4,6
20240322,8,7,2-1-5,2
20240322,8,8,1-2-5,1
20240322,8,9,2-1-4,2
20240322,8,10,1-4-5,1
20240322,8,11,1-2-5,1
20240322,8,12,1-3-4,1
20240322,9,1,1-3-4,1
20240322,9,2,1-2-3,1
20240322,9,3,3-1-4,3
20240322,9,4,3-1-5,3
20240322,9,5,1-2-3,1
20240322,9,6,1-3-2,1
20240322,9,7,1-2-3,1
20240322,9,8,4-1-3,4
20240322,9,9,1-2-3,1
20240322,9,10,1-5-2,1
20240322,9,11,2-3-1,2
20240322,9,12,1-5-3,1
20240322,10,1,1-2-6,1
20240322,10,2,1-2-5,1
20240322,10,3,1-3-4,1
20240322,10,4,2-3-6,2
20240322,10,5,2-1-3,2
20240322,10,6,2-1-6,2
20240322,10,7,3-1-5,3
20240322,10,8,1-4-3,1
20240322,10,9,2-4-5,2
20240322,10,10,3-4-6,3
20240322,10,11,1-2-5,1
20240322,10,12,4-5-2,4
20240322,13,1,3-2-6,3
20240322,13,2,4-5-6,4
20240322,13,3,1-4-2,1
20240322,13,4,3-5-4,3
20240322,13,5,5-6-1,5
20240322,13,6,1-4-3,1
20240322,13,7,1-2-4,1
20240322,13,8,3-1-5,3
20240322,13,9,5-4-6,5
20240322,13,10,2-1-4,2
20240322,13,11,1-5-3,1
20240322,13,12,1-3-4,1
20240322,15,1,1-3-2,1
20240322,15,2,1-2-4,1
20240322,15,3,5-1-2,5
20240322,15,4,1-2-3,1
20240322,15,5,2-3-4,2
20240322,15,6,3-1-6,3
20240322,15,7,2-3-6,2
20240322,15,8,1-2-3,1
20240322,15,9,5-1-2,5
20240322,15,10,1-3-4,1
20240322,15,11,1-2-4,1
20240322,15,12,1-2-3,1
20240322,17,1,5-1-2,5
20240322,17,2,1-3-5,1
20240322,17,3,1-4-3,1
20240322,17,4,1-6-2,1
20240322,17,5,1-2-3,1
20240322,17,6,4-6-3,4
20240322,17,7,1-2-3,1
20240322,17,8,4-1-5,4
20240322,17,9,4-3-5,4
20240322,17,10,1-3-6,1
20240322,17,11,1-3-4,1
20240322,17,12,1-2-3,1
20240322,20,1,1-2-5,1
20240322,20,2,2-6-1,2
20240322,20,3,3-4-5,3
20240322,20,4,4-1-5,4
20240322,20,5,1-4-2,1
20240322,20,6,4-1-3,4
20240322,20,7,1-2-6,1
20240322,20,8,1-3-2,1
20240322,20,9,5-2-1,5
20240322,20,10,1-4-5,1
20240322,20,11,3-1-5,3
20240322,20,12,6-5-2,6
20240322,22,1,1-6-3,1
20240322,22,2,3-2-1,3
20240322,22,3,1-3-5,1
20240322,22,4,1-3-6,1
20240322,22,5,1-4-2,1
20240322,22,6,3-5-2,3
20240322,22,7,3-2-1,3
20240322,22,8,3-2-4,3
20240322,22,9,1-3-2,1
20240322,22,10,2-3-5,2
20240322,22,11,3-1-5,3
20240322,22,12,1-5-4,1
20240322,23,1,2-1-6,2
20240322,23,2,1-2-4,1
20240322,23,3,1-6-2,1
20240322,23,4,2-5-3,2
20240322,23,5,4-3-5,4
20240322,23,6,6-1-5,6
20240322,23,7,3-5-4,3
20240322,23,8,2-1-4,2
20240322,23,9,5-4-2,5
20240322,23,10,1-3-4,1
20240322,23,11,1-4-3,1
20240322,23,12,2-4-6,2
20240322,24,1,1-4-3,1
20240322,24,2,5-2-1,5
20240322,24,3,1-5-4,1
20240322,24,4,4-5-1,4
20240322,24,5,2-1-5,2
20240322,24,6,1-4-6,1
20240322,24,7,2-3-1,2
20240322,24,8,1-2-6,1
20240322,24,9,1-4-2,1
20240322,24,10,3-1-2,3
20240322,24,11,1-3-4,1
20240322,24,12,1-2-3,1
