hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240322,1,10,1,4025,山本 隆幸,NIGE,70.9,81.8,0.16,0.08,6.8,1,2,20.59,23.53,35.29,51.47,3.0,2.0,0.0,0.0,0.0,2.0,10.149000000000001,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,10,2,4428,有賀 達也,NIGE,14.2,69.0,0.16,0.06,6.88,4,1,52.0,74.0,34.38,46.88,3.0,2.0,0.0,6.0,0.0,0.0,19.851999999999997,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,10,3,4608,荒井 翔伍,NIGE,32.5,67.4,0.17,0.06,6.87,3,1,39.13,45.65,30.88,51.47,3.0,2.0,8.0,2.0,2.0,2.0,15.877,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,10,4,4340,土性 雅也,NIGE,21.8,62.5,0.15,0.21,6.84,2,5,26.0,48.0,13.64,27.27,3.0,2.0,1.0,3.0,2.0,1.0,10.548,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,10,5,3619,長谷川 充,NIGE,2.0,28.5,0.2,0.15,6.96,5,3,38.1,54.76,31.15,50.82,3.0,2.0,0.0,0.0,1.0,0.0,15.001999999999999,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,10,6,4491,田中 堅,NIGE,2.5,22.5,0.24,0.2,6.88,4,4,22.73,43.18,29.23,46.15,3.0,2.0,0.0,0.0,1.0,0.0,9.865,15.292666666666667,11.805,-3.4876666666666676,0,0,1
20240322,1,11,1,3909,佐々木 康幸,MAKURI,66.6,87.5,0.12,0.0001,6.75,1,1,15.0,20.0,31.25,53.13,0.0,0.0,0.0,0.0,0.0,0.0,8.794,15.07,143165587.95133334,143165572.88133335,0,0,0
20240322,1,11,2,4188,久田 敏之,MAKURI,19.5,68.2,0.13,0.01,6.82,3,3,55.1,69.39,34.38,51.56,0.0,0.0,2.0,5.0,0.0,1.0,20.912,15.07,143165587.95133334,143165572.88133335,0,0,0
20240322,1,11,3,4114,深澤 達徳,MAKURI,8.3,45.8,0.15,0.17,6.84,4,5,40.0,53.33,34.38,46.88,0.0,0.0,0.0,2.0,2.0,0.0,15.504,15.07,143165587.95133334,143165572.88133335,0,0,0
20240322,1,11,4,3475,橋本 久和,MAKURI,4.3,54.3,0.18,0.0002,6.93,5,2,21.28,44.68,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,10.014000000000001,15.07,143165587.95133334,143165572.88133335,1,0,0
