hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240305,01,10,1,3686,0.06,,0.12,1,12.277000000000001
20240305,01,10,2,3918,0.14,,0.19,1,11.379999999999999
20240305,01,10,3,3800,0.09,,0.15,1,13.507
20240305,01,10,4,4495,0.19,,0.15,1,14.674000000000001
20240305,01,10,5,3905,0.13,,0.15,1,17.38
20240305,01,10,6,4348,0.18,,0.18,1,11.278
20240305,01,11,1,4452,0.18,,0.16,1,14.395
20240305,01,11,2,4376,0.17,,0.15,1,17.964999999999996
20240305,01,11,3,3538,0.14,,0.19,1,16.9
20240305,01,11,4,5087,0.2,,0.17,1,13.981
20240305,01,11,5,4121,0.17,,0.14,1,16.137999999999998
20240305,01,11,6,5074,0.21,,0.19,1,11.797
20240305,01,12,1,4238,0.05,,0.1,1,13.327
20240305,01,12,2,3942,0.1,,0.16,1,17.955999999999996
20240305,01,12,3,4772,0.07,,0.11,1,15.168999999999999
20240305,01,12,4,4191,0.08,,0.16,1,17.970999999999997
20240305,01,12,5,5141,0.13,,0.11,1,16.456
20240305,01,12,6,4218,0.17,,0.21,1,11.533
20240305,01,1,1,3970,0.25,0.09,0.18,4,12.043
20240305,01,1,2,4348,0.28,0.13,0.17,5,10.878
20240305,01,1,3,3869,0.33,0.18,0.19,6,429496742.181
20240305,01,1,4,4637,0.21,0.06,0.17,2,13.104000000000001
20240305,01,1,5,3445,0.2,0.07,0.18,3,13.943
20240305,01,1,6,4376,0.15,0.0003,0.2,1,17.964999999999996
20240305,01,2,1,3800,0.18,,0.15,1,13.507
20240305,01,2,2,3790,0.12,,0.17,1,12.799000000000001
20240305,01,2,3,4150,,,0.13,1,12.889
20240305,01,2,4,4452,0.16,,0.16,1,14.395
20240305,01,2,5,3885,0.17,,0.19,1,12.097
20240305,01,2,6,3922,0.22,,0.24,1,10.816
20240305,01,3,1,3538,0.13,0.0001,0.15,1,16.9
20240305,01,3,2,5023,0.1,0.02,0.16,2,18.534
20240305,01,3,3,3967,0.15,0.17,0.2,4,10.144
20240305,01,3,4,3918,0.16,0.16,0.17,3,11.179999999999998
20240305,01,3,5,3543,0.14,0.21,0.17,6,429496740.348
20240305,01,3,6,4191,0.12,0.18,0.18,5,17.570999999999998
20240305,01,4,1,3614,0.14,0.15,0.17,4,13.659999999999998
20240305,01,4,2,4740,0.15,0.16,0.16,5,10.875
20240305,01,4,3,3686,0.1,0.03,0.16,3,12.077
20240305,01,4,4,4121,0.08,0.17,0.15,6,429496745.238
20240305,01,4,5,3297,0.12,0.01,0.21,1,13.716999999999999
20240305,01,4,6,3942,0.09,0.02,0.15,2,17.855999999999998
20240305,01,5,1,3905,0.17,,0.16,1,17.38
20240305,01,5,2,4218,0.17,,0.17,1,11.533
