hd,jcd,rno,lane,regno,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240320,01,10,1,4114,9.0,0.0,1,46.88,1,4114,0,0.0,15.904,11.061,0.16,-3.062333333333333,8.0,14.123333333333333,NIGE,40.0,深澤 達徳,3.0,0.05,34.38,53.33,51.2,0.0,1,7.05,80.4,3
20240320,01,10,2,4466,9.0,4.0,1,50.75,1,4466,0,1.0,14.493,11.061,0.17,-3.062333333333333,8.0,14.123333333333333,NIGE,35.71,南 佑典,0.0,0.09,29.85,54.76,12.5,0.0,2,7.02,55.0,2
20240320,01,10,3,4090,9.0,0.0,1,52.46,1,4090,0,6.0,11.972999999999999,11.061,0.11,-3.062333333333333,8.0,14.123333333333333,NIGE,27.27,中村 尊,2.0,0.19,39.34,48.48,27.6,5.0,5,7.01,65.9,1
20240320,01,10,4,4163,9.0,0.0,1,50.0,1,4163,0,2.0,11.465,11.061,0.18,-3.062333333333333,8.0,14.123333333333333,NIGE,26.19,山崎 裕司,1.0,0.15,29.41,52.38,5.4,0.0,3,7.08,61.8,4
20240320,01,10,5,3848,9.0,0.0,1,53.03,1,3848,0,0.0,10.629999999999999,11.061,0.14,-3.062333333333333,8.0,14.123333333333333,NIGE,25.0,川上 聡介,1.0,0.18,37.88,47.92,5.2,1.0,4,7.08,21.0,4
20240320,01,10,6,3482,9.0,0.0,1,54.41,1,3482,0,0.0,11.088000000000001,11.061,0.17,-3.062333333333333,8.0,14.123333333333333,NIGE,28.3,金子 猛志,0.0,0.19,36.76,52.83,2.7,0.0,5,7.18,11.1,5
20240320,01,11,1,4654,9.0,0.0,1,61.67,1,4654,0,0.0,9.145999999999999,143165589.32033333,0.14,143165579.05633333,8.0,10.264,NIGE,17.78,篠田 優也,0.0,0.0005,48.33,31.11,61.1,0.0,3,7.12,91.6,3
20240320,01,11,2,3156,9.0,2.0,1,59.7,1,3156,0,1.0,11.745,143165589.32033333,0.17,143165579.05633333,8.0,10.264,NIGE,28.57,金子 良昭,1.0,0.12,46.27,52.38,6.0,0.0,5,7.18,48.4,5
20240320,01,11,3,4319,9.0,0.0,1,46.43,1,4319,0,1.0,9.901,143165589.32033333,0.16,143165579.05633333,8.0,10.264,NIGE,20.83,三宅 潤,0.0,0.0002,33.93,45.83,5.1,1.0,1,7.16,41.0,4
20240320,01,11,4,3909,9.0,1.0,1,53.13,1,3909,0,3.0,8.694,143165589.32033333,0.13,143165579.05633333,8.0,10.264,NIGE,15.0,佐々木 康幸,1.0,0.0003,31.25,20.0,16.6,2.0,2,7.1,52.0,2
