hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240130,01,10,1,4760,0.08,0.03,21,1,0.13,68.6,88.0
20240130,01,10,2,4370,0.13,0.02,24,37,0.15,32.6,80.4
20240130,01,10,3,4512,0.14,0.03,29,1,0.15,35.4,80.6
20240130,01,10,4,4331,0.16,0.07,27,5,0.16,16.2,48.8
20240130,01,10,5,4866,0.17,0.06,24,4,0.15,5.4,35.1
20240130,01,10,6,3790,0.15,0.0002,32,37,0.16,0.0,34.3
20240130,01,11,1,3532,0.14,0.07,23,5,0.16,60.0,82.2
20240130,01,11,2,3679,0.16,0.11,26,9,0.16,10.8,62.1
20240130,01,11,3,4659,0.11,0.11,27,9,0.14,24.4,75.5
20240130,01,11,4,3686,0.09,0.01,25,37,0.13,8.8,52.9
20240130,01,11,5,3268,0.18,0.0003,36,37,0.2,0.0,25.9
20240130,01,11,6,4128,0.22,0.11,41,9,0.12,0.0,32.4
20240130,01,12,1,3502,0.12,0.07,33,5,0.18,61.5,88.4
20240130,01,12,2,3563,0.15,0.07,27,5,0.18,10.0,58.0
20240130,01,12,3,4626,0.13,0.13,28,11,0.16,20.8,45.8
20240130,01,12,4,4902,0.14,0.06,22,4,0.16,17.7,42.2
20240130,01,12,5,4293,0.25,0.14,28,12,0.15,12.1,45.4
20240130,01,12,6,5222,0.11,0.21,21,19,0.17,2.2,23.6
20240130,01,1,1,4506,0.24,0.31,28,29,0.15,52.0,80.0
20240130,01,1,2,3578,0.21,0.21,29,19,0.19,6.8,43.1
20240130,01,1,3,3808,0.23,0.15,33,13,0.16,9.3,31.2
20240130,01,1,4,5020,0.14,0.31,28,29,0.18,0.0,34.6
20240130,01,1,5,5109,0.12,0.29,15,27,0.18,0.0,30.3
20240130,01,1,6,3419,0.2,0.31,33,29,0.24,0.0,8.3
20240130,01,2,1,4834,0.2,0.07,22,5,0.17,65.3,80.7
20240130,01,2,2,4128,0.17,0.0004,22,37,0.13,11.1,66.6
20240130,01,2,3,4902,0.2,0.04,19,2,0.17,6.1,40.8
20240130,01,2,4,4420,0.23,0.0016,19,37,0.13,14.8,51.0
20240130,01,2,5,4370,0.21,0.0018,9,37,0.16,7.5,47.5
20240130,01,2,6,3679,0.23,0.0007000000000000001,21,37,0.15,2.8,57.1
20240130,01,3,1,4626,0.15,0.05,20,3,0.16,38.4,65.3
20240130,01,3,2,3912,0.09,0.06,10,4,0.14,18.7,59.3
20240130,01,3,3,3790,0.11,0.12,21,10,0.15,12.2,60.9
20240130,01,3,4,4822,0.14,0.26,16,24,0.22,0.0,46.1
20240130,01,3,5,4748,0.1,0.08,10,6,0.16,4.0,59.1
20240130,01,3,6,4659,0.21,0.18,16,16,0.16,2.3,40.4
20240130,01,4,1,4866,0.09,0.21,20,19,0.14,42.8,71.4
20240130,01,4,2,3268,0.13,0.13,18,11,0.18,11.4,45.7
20240130,01,4,3,4949,0.13,0.11,16,9,0.16,1.7,56.1
20240130,01,4,4,3502,0.18,0.09,25,7,0.17,12.3,55.3
20240130,01,4,5,3532,0.18,0.07,15,5,0.16,10.7,39.2
20240130,01,4,6,3907,0.21,0.14,16,12,0.17,2.9,26.4
20240130,01,5,1,4518,0.07,0.01,5,37,0.14,67.5,95.0
20240130,01,5,2,3692,0.14,0.12,24,10,0.14,7.1,64.2
20240130,01,5,3,5109,0.11,0.09,20,7,0.14,8.0,56.0
20240130,01,5,4,4233,0.1,0.03,24,1,0.15,9.3,65.1
20240130,01,5,5,4114,0.06,0.11,21,9,0.17,9.0,27.2
20240130,01,5,6,4760,0.08,0.0002,15,37,0.13,5.0,35.0
20240130,01,6,1,4512,0.08,0.0001,24,37,0.15,76.2,88.1
20240130,01,6,2,3839,0.07,0.04,28,2,0.16,9.0,43.1
20240130,01,6,3,3419,0.07,0.11,35,9,0.2,3.1,43.7
20240130,01,6,4,5070,0.04,0.03,28,1,0.16,5.0,15.0
20240130,01,6,5,5222,0.05,0.0001,17,37,0.16,2.7,40.5
20240130,01,6,6,4429,0.1,0.11,27,9,0.24,0.0,3.5
20240130,01,7,1,3686,0.11,0.01,13,37,0.12,70.7,95.1
20240130,01,7,2,4821,0.19,0.02,22,37,0.19,9.7,56.1
20240130,01,7,3,4331,0.12,0.15,29,13,0.13,12.1,54.5
20240130,01,7,4,4293,0.18,0.15,30,13,0.15,2.5,41.0
20240130,01,7,5,4506,0.14,0.15,34,13,0.14,19.0,52.3
20240130,01,7,6,4834,0.18,0.25,29,23,0.18,0.0,22.7
20240130,01,8,1,4318,0.15,0.05,22,3,0.14,46.6,75.0
20240130,01,8,2,5220,0.17,0.18,14,16,0.19,20.0,60.0
20240130,01,8,3,3578,0.16,0.0006,25,37,0.2,2.5,35.9
20240130,01,8,4,3411,0.15,0.05,31,3,0.2,2.8,28.5
20240130,01,8,5,3563,0.12,0.0004,33,37,0.17,4.5,43.1
20240130,01,8,6,5315,0.06,0.0011,18,37,0.21,0.0,5.0
20240130,01,9,1,4233,0.09,0.0003,16,37,0.14,58.9,92.3
20240130,01,9,2,4748,0.11,0.0003,8,37,0.14,20.9,69.7
20240130,01,9,3,4420,0.07,0.11,17,9,0.14,14.2,67.3
20240130,01,9,4,4949,0.06,0.0001,23,37,0.17,20.5,56.4
20240130,01,9,5,3912,0.11,0.05,26,3,0.15,3.7,33.3
20240130,01,9,6,4518,0.04,0.02,19,37,0.19,6.2,37.5
20240130,03,10,1,4124,0.06,0.16,22,14,0.15,60.0,82.0
20240130,03,10,2,3629,0.06,0.07,22,5,0.16,11.6,62.7
20240130,03,10,3,4615,0.11,0.13,24,11,0.19,5.8,50.0
20240130,03,10,4,3933,0.16,0.06,20,4,0.17,3.7,59.2
20240130,03,10,5,4068,0.18,0.03,29,1,0.17,2.3,21.4
20240130,03,10,6,5012,0.24,0.0017000000000000001,25,37,0.18,4.1,33.3
