hd,jcd,rno,label_3t,win_lane
20240123,4,1,4-2-1,4
20240123,4,2,4-3-6,4
20240123,4,3,5-4-1,5
20240123,4,4,1-6-4,1
20240123,4,5,3-1-4,3
20240123,4,6,6-1-5,6
20240123,4,7,2-5-1,2
20240123,4,8,4-2-6,4
20240123,4,9,1-2-6,1
20240123,4,10,5-4-1,5
20240123,4,11,1-3-6,1
20240123,4,12,5-1-2,5
20240123,5,1,1-4-2,1
20240123,5,2,1-2-6,1
20240123,5,3,2-5-6,2
20240123,5,4,2-1-4,2
20240123,5,5,1-5-2,1
20240123,5,6,3-2-1,3
20240123,5,7,1-4-3,1
20240123,5,8,4-6-1,4
20240123,5,9,4-1-5,4
20240123,5,10,2-1-4,2
20240123,5,11,5-4-1,5
20240123,5,12,1-2-3,1
20240123,8,1,4-1-2,4
20240123,8,2,3-6-5,3
20240123,8,3,3-4-2,3
20240123,8,4,4-5-6,4
20240123,8,5,3-5-4,3
20240123,8,6,1-4-6,1
20240123,8,7,1-2-4,1
20240123,8,8,1-6-2,1
20240123,8,9,4-1-3,4
20240123,8,10,1-4-3,1
20240123,8,11,3-5-2,3
20240123,8,12,1-4-5,1
20240123,13,1,1-2-3,1
20240123,13,2,2-1-4,2
20240123,13,3,1-3-6,1
20240123,13,4,1-3-2,1
20240123,13,5,5-3-1,5
20240123,13,6,4-5-1,4
20240123,13,7,5-3-2,5
20240123,13,8,4-1-3,4
20240123,13,9,2-5-3,2
20240123,13,10,1-3-6,1
20240123,13,11,3-1-4,3
20240123,13,12,4-1-6,4
20240123,15,1,4-3-6,4
20240123,15,2,3-1-4,3
20240123,15,3,3-1-2,3
20240123,15,4,1-3-5,1
20240123,15,5,6-3-5,6
20240123,15,6,4-2-3,4
20240123,15,7,2-5-1,2
20240123,15,8,4-2-6,4
20240123,15,9,3-2-6,3
20240123,15,10,1-3-2,1
20240123,15,11,1-3-6,1
20240123,15,12,1-2-5,1
20240123,17,1,3-1-5,3
20240123,17,2,3-2-5,3
20240123,17,3,3-5-6,3
20240123,17,4,2-5-3,2
20240123,17,5,2-1-3,2
20240123,17,6,1-3-6,1
20240123,17,7,1-2-6,1
20240123,17,8,2-3-6,2
20240123,17,9,1-2-4,1
20240123,17,10,1-4-5,1
20240123,17,11,1-2-4,1
20240123,17,12,1-4-3,1
20240123,18,1,1-6-3,1
20240123,18,2,1-3-2,1
20240123,18,3,1-2-3,1
20240123,18,4,1-2-3,1
20240123,18,5,1-3-6,1
20240123,18,6,1-6-2,1
20240123,18,7,1-4-2,1
20240123,18,8,2-3-4,2
20240123,18,9,2-5-6,2
20240123,18,10,1-3-2,1
20240123,18,11,1-2-5,1
20240123,18,12,1-5-4,1
20240123,19,1,4-6-5,4
20240123,19,2,1-5-6,1
20240123,19,3,1-2-5,1
20240123,19,4,5-4-2,5
20240123,19,5,1-2-6,1
20240123,19,6,1-2-3,1
20240123,19,7,4-2-6,4
20240123,19,8,5-1-3,5
20240123,19,9,3-1-2,3
20240123,19,10,1-6-3,1
20240123,19,11,1-2-4,1
20240123,19,12,5-1-3,5
20240123,21,1,1-3-2,1
20240123,21,2,1-4-3,1
20240123,21,3,1-3-5,1
20240123,21,4,1-3-2,1
20240123,21,5,1-4-3,1
20240123,21,6,5-4-2,5
20240123,21,7,1-2-5,1
20240123,21,8,1-2-4,1
20240123,21,9,1-5-6,1
20240123,21,10,4-2-1,4
20240123,21,11,1-3-4,1
20240123,21,12,2-1-3,2
20240123,23,1,4-2-6,4
20240123,23,2,2-1-4,2
20240123,23,3,3-1-5,3
20240123,23,4,1-5-2,1
20240123,23,5,2-6-1,2
20240123,23,6,3-1-6,3
20240123,23,7,2-3-1,2
20240123,23,8,1-3-2,1
20240123,23,9,4-1-6,4
20240123,23,10,5-1-4,5
20240123,23,11,1-4-6,1
20240123,23,12,1-2-5,1
20240123,24,1,4-5-1,4
20240123,24,2,1-5-6,1
20240123,24,3,5-1-4,5
20240123,24,4,1-2-5,1
20240123,24,5,1-2-5,1
20240123,24,6,4-6-5,4
20240123,24,7,1-2-4,1
20240123,24,8,1-3-5,1
20240123,24,9,1-2-4,1
20240123,24,10,1-2-5,1
20240123,24,11,3-1-5,3
20240123,24,12,2-3-4,2
