hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240330,2,1,第4回日刊大衆杯,逃げ,晴,17,0.0,0.0,1-5-4
20240330,2,2,第4回日刊大衆杯,まくり,晴,17,0.0,0.0,3-2-4
20240330,2,3,第4回日刊大衆杯,逃げ,晴,17,0.0,0.0,1-5-4
20240330,2,4,第4回日刊大衆杯,まくり,晴,14,1.0,1.0,2-3-1
20240330,2,5,第4回日刊大衆杯,逃げ,晴,14,1.0,1.0,1-2-5
20240330,2,6,第4回日刊大衆杯,まくり,晴,14,1.0,1.0,3-5-1
20240330,2,7,第4回日刊大衆杯,逃げ,晴,17,0.0,0.0,1-4-5
20240330,2,8,第4回日刊大衆杯,逃げ,晴,14,2.0,1.0,1-5-3
20240330,2,9,第4回日刊大衆杯,まくり,晴,14,1.0,1.0,6-5-2
20240330,2,10,第4回日刊大衆杯,差し,晴,12,1.0,1.0,4-2-1
20240330,2,11,第4回日刊大衆杯,まくり,晴,14,1.0,1.0,4-1-6
20240330,2,12,第4回日刊大衆杯,逃げ,晴,12,1.0,1.0,1-4-5
20240330,6,1,BTS富士おやま9周年B級春選抜ニッカン・コム杯,抜き,晴,3,3.0,2.0,2-5-3
20240330,6,2,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり,晴,5,4.0,2.0,3-1-6
20240330,6,3,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり差し,晴,3,4.0,2.0,3-2-4
20240330,6,4,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,3,3.0,2.0,1-2-6
20240330,6,5,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,3,3.0,2.0,1-3-4
20240330,6,6,BTS富士おやま9周年B級春選抜ニッカン・コム杯,逃げ,晴,3,4.0,2.0,1-6-3
20240330,6,7,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり,晴,3,3.0,2.0,5-1-2
20240330,6,8,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり,晴,3,3.0,2.0,3-2-1
20240330,6,9,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり差し,晴,3,4.0,2.0,5-3-1
20240330,6,10,BTS富士おやま9周年B級春選抜ニッカン・コム杯,差し,曇り,1,2.0,1.0,2-1-3
20240330,6,11,BTS富士おやま9周年B級春選抜ニッカン・コム杯,まくり,曇り,1,2.0,1.0,4-6-1
