hd,jcd,rno,label_3t,win_lane
20240328,4,1,6-5-1,6
20240328,4,2,6-2-1,6
20240328,4,3,2-6-5,2
20240328,4,4,3-5-1,3
20240328,4,5,5-4-6,5
20240328,4,6,1-4-6,1
20240328,4,7,4-6-1,4
20240328,4,8,1-2-4,1
20240328,4,9,6-3-2,6
20240328,4,10,4-2-1,4
20240328,4,11,1-2-6,1
20240328,4,12,2-3-1,2
20240328,7,1,1-3-5,1
20240328,7,2,1-4-2,1
20240328,7,3,3-1-5,3
20240328,7,4,5-1-6,5
20240328,7,5,5-2-6,5
20240328,7,6,3-2-6,3
20240328,7,7,1-2-5,1
20240328,7,8,1-2-3,1
20240328,7,9,1-2-3,1
20240328,7,10,4-3-2,4
20240328,7,11,1-5-4,1
20240328,7,12,1-5-3,1
20240328,8,1,2-1-3,2
20240328,8,2,1-5-3,1
20240328,8,3,1-3-4,1
20240328,8,4,2-1-3,2
20240328,8,5,1-4-3,1
20240328,8,6,2-1-5,2
20240328,8,7,4-1-2,4
20240328,8,8,1-2-3,1
20240328,8,9,1-4-2,1
20240328,8,10,1-4-2,1
20240328,8,11,1-3-5,1
20240328,8,12,1-4-5,1
20240328,9,1,1-2-3,1
20240328,9,2,1-5-2,1
20240328,9,3,4-5-1,4
20240328,9,4,1-3-2,1
20240328,9,5,1-2-5,1
20240328,9,6,2-1-3,2
20240328,9,7,1-4-3,1
20240328,9,8,2-4-5,2
20240328,9,9,1-3-2,1
20240328,9,10,1-2-3,1
20240328,9,11,1-4-5,1
20240328,9,12,1-4-2,1
20240328,10,1,1-4-2,1
20240328,10,2,1-2-5,1
20240328,10,3,2-1-4,2
20240328,10,4,5-3-1,5
20240328,10,5,1-6-4,1
20240328,10,6,6-4-2,6
20240328,10,7,,
20240328,10,8,,
20240328,10,9,,
20240328,10,10,,
20240328,10,11,,
20240328,10,12,,
20240328,11,1,1-2-4,1
20240328,11,2,1-5-3,1
20240328,11,3,1-6-2,1
20240328,11,4,3-5-4,3
20240328,11,5,2-1-3,2
20240328,11,6,1-2-3,1
20240328,11,7,3-5-1,3
20240328,11,8,3-4-6,3
20240328,11,9,1-3-4,1
20240328,11,10,2-4-3,2
20240328,11,11,4-1-5,4
20240328,11,12,1-2-3,1
20240328,12,1,1-2-3,1
20240328,12,2,1-3-5,1
20240328,12,3,1-4-2,1
20240328,12,4,2-1-4,2
20240328,12,5,1-2-3,1
20240328,12,6,5-4-3,5
20240328,12,7,1-2-6,1
20240328,12,8,1-4-2,1
20240328,12,9,4-6-5,4
20240328,12,10,1-2-3,1
20240328,12,11,1-5-4,1
20240328,12,12,3-1-4,3
20240328,17,1,1-2-3,1
20240328,17,2,5-3-1,5
20240328,17,3,1-2-5,1
20240328,17,4,1-2-5,1
20240328,17,5,1-2-3,1
20240328,17,6,1-6-5,1
20240328,17,7,2-1-5,2
20240328,17,8,6-1-4,6
20240328,17,9,1-5-3,1
20240328,17,10,1-2-4,1
20240328,17,11,2-1-4,2
20240328,17,12,1-4-2,1
20240328,22,1,1-3-2,1
20240328,22,2,2-4-6,2
20240328,22,3,3-5-6,3
20240328,22,4,2-1-3,2
20240328,22,5,1-3-4,1
20240328,22,6,5-1-4,5
20240328,22,7,1-5-4,1
20240328,22,8,1-2-3,1
20240328,22,9,6-1-4,6
20240328,22,10,1-5-6,1
20240328,22,11,1-3-4,1
20240328,22,12,4-1-6,4
20240328,23,1,1-3-4,1
20240328,23,2,1-3-2,1
20240328,23,3,1-6-2,1
20240328,23,4,1-2-6,1
20240328,23,5,2-5-4,2
20240328,23,6,4-6-3,4
20240328,23,7,,
20240328,23,8,,
20240328,23,9,,
20240328,23,10,,
20240328,23,11,,
20240328,23,12,,
20240328,24,1,1-3-5,1
20240328,24,2,2-4-1,2
20240328,24,3,3-4-6,3
20240328,24,4,5-6-2,5
20240328,24,5,1-3-5,1
20240328,24,6,1-2-4,1
20240328,24,7,1-3-2,1
20240328,24,8,1-4-3,1
20240328,24,9,6-4-3,6
20240328,24,10,1-2-3,1
20240328,24,11,1-4-2,1
20240328,24,12,2-6-5,2
