hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240307,01,10,1,3918,0.27,0.07,0.16,3,11.179999999999998
20240307,01,10,2,3445,0.44,0.04,0.16,2,14.043000000000001
20240307,01,10,3,3659,0.23,0.0002,0.16,1,18.886
20240307,01,10,4,3922,0.31,0.12,0.19,4,10.516
20240307,01,10,5,4046,0.24,0.24,0.19,5,17.994
20240307,01,10,6,3297,0.31,0.07,0.22,3,13.516999999999998
20240307,01,11,1,4191,0.14,0.02,0.13,1,17.970999999999997
20240307,01,11,2,5141,0.16,0.02,0.13,1,16.456
20240307,01,11,3,3885,0.09,0.04,0.15,2,11.997
20240307,01,11,4,4376,0.13,0.17,0.16,5,17.564999999999998
20240307,01,11,5,4218,0.11,0.15,0.17,4,11.232999999999999
20240307,01,11,6,3686,0.21,0.08,0.18,3,12.077
20240307,01,12,1,4238,0.14,0.11,0.1,2,13.227
20240307,01,12,2,4772,0.12,0.13,0.12,3,14.968999999999998
20240307,01,12,3,4452,0.16,0.11,0.15,2,14.295
20240307,01,12,4,3905,0.15,0.23,0.15,5,16.98
20240307,01,12,5,5087,0.14,0.19,0.18,4,13.681
20240307,01,12,6,3543,0.13,0.01,0.15,1,11.248
20240307,01,1,1,3922,0.09,0.0003,0.18,1,10.816
20240307,01,1,2,3652,0.09,0.06,0.15,2,14.172000000000002
20240307,01,1,3,5212,0.1,0.08,0.17,3,11.887999999999998
20240307,01,1,4,3885,0.06,0.25,0.17,5,11.697
20240307,01,1,5,5304,0.19,0.27,,6,429496742.67
20240307,01,1,6,4012,0.05,0.16,0.16,4,15.366999999999999
20240307,01,2,1,4637,0.17,0.12,0.16,4,12.904
20240307,01,2,2,3686,0.19,0.06,0.15,3,12.077
20240307,01,2,3,4046,0.48,0.17,0.19,5,17.994
20240307,01,2,4,4740,0.31,0.06,0.18,3,11.075
20240307,01,2,5,3790,0.29,0.02,0.18,1,12.799000000000001
20240307,01,2,6,4452,0.29,0.04,0.2,2,14.295
20240307,01,3,1,4382,0.13,,0.16,1,11.653
20240307,01,3,2,4191,0.04,,0.14,1,17.970999999999997
20240307,01,3,3,3905,0.05,,0.14,1,17.38
20240307,01,3,4,3538,0.09,,0.17,1,16.9
20240307,01,3,5,4779,0.18,,0.15,1,10.69
20240307,01,3,6,4203,0.22,,0.18,1,9.97
20240307,01,4,1,4348,0.21,,0.13,1,11.278
20240307,01,4,2,3543,0.15,,0.17,1,11.248
20240307,01,4,3,5141,0.21,,0.13,1,16.456
20240307,01,4,4,3297,0.19,,0.21,1,13.716999999999999
20240307,01,4,5,3800,0.22,,0.17,1,13.507
20240307,01,4,6,3970,0.27,,0.21,1,12.343
20240307,01,5,1,3869,0.26,0.09,0.15,4,12.780999999999999
20240307,01,5,2,4495,0.34,0.21,0.16,6,429496743.774
20240307,01,5,3,4218,0.31,0.13,0.16,5,11.133
20240307,01,5,4,3967,0.31,0.08,0.23,3,10.244
20240307,01,5,5,3614,0.25,0.05,0.18,2,13.86
20240307,01,5,6,3659,0.26,0.03,0.18,1,18.886
20240307,01,6,1,4772,0.16,0.0002,0.12,1,15.168999999999999
20240307,01,6,2,5234,0.13,0.06,0.19,2,13.806000000000001
20240307,01,6,3,4740,0.17,0.19,0.17,4,10.975
20240307,01,6,4,3567,0.27,0.09,0.16,3,15.649999999999999
20240307,01,6,5,4995,0.19,0.19,0.21,4,8.719
20240307,01,6,6,5304,0.22,0.27,,5,13.17
20240307,01,7,1,4376,0.21,0.1,0.15,4,17.665
20240307,01,7,2,3538,0.22,0.17,0.17,5,16.5
20240307,01,7,3,4238,0.2,0.03,0.11,2,13.227
20240307,01,7,4,4944,0.26,0.03,0.14,2,18.108
20240307,01,7,5,4637,0.23,0.01,0.16,1,13.204
20240307,01,7,6,3652,0.28,0.05,0.23,3,14.072000000000001
20240307,01,8,1,5087,0.36,0.09,0.15,2,13.881
20240307,01,8,2,5074,0.36,0.1,0.16,3,11.597
20240307,01,8,3,3970,0.28,0.09,0.18,2,12.243
20240307,01,8,4,5212,0.32,0.13,0.17,4,11.787999999999998
20240307,01,8,5,4348,0.29,0.09,0.18,2,11.178
20240307,01,8,6,4779,0.26,0.01,0.18,1,10.69
20240307,01,9,1,3790,0.17,0.14,0.15,3,12.599
20240307,01,9,2,4121,0.18,0.14,0.14,3,15.937999999999999
20240307,01,9,3,3614,0.19,0.12,0.17,2,13.86
20240307,01,9,4,4012,0.18,0.15,0.14,4,15.366999999999999
20240307,01,9,5,4203,0.17,0.07,0.17,1,9.97
