hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240313,4,10,1,3251,,0.08,1,3,0.19,54.2,93.2
20240313,4,10,2,4708,,0.05,6,1,0.21,0.0,22.8
20240313,4,10,3,3072,,0.16,5,4,0.12,0.0,29.4
20240313,4,10,4,4883,,,3,6,0.13,5.4,48.6
20240313,4,10,5,4786,,0.07,2,2,0.12,17.6,67.6
20240313,4,10,6,3797,,0.32,4,5,0.19,0.0,11.4
20240313,4,11,1,4650,,,5,2,0.13,69.0,90.9
20240313,4,11,2,3576,,,4,2,0.19,22.9,72.9
20240313,4,11,3,4306,,,2,2,0.17,16.2,64.8
20240313,4,11,4,5133,,0.04,3,1,0.16,20.8,45.8
20240313,4,11,5,3202,,,4,2,0.18,4.0,12.0
20240313,4,11,6,3381,,,1,2,0.13,5.5,44.4
20240313,4,12,1,4759,,0.12,1,3,0.16,53.1,89.3
20240313,4,12,2,4898,,0.03,3,1,0.15,0.0,21.4
20240313,4,12,3,3939,,0.07,5,2,0.16,24.3,70.2
20240313,4,12,4,3385,,0.16,5,4,0.17,2.7,45.9
20240313,4,12,5,3075,,0.23,4,5,0.14,0.0,37.0
20240313,4,12,6,4079,,,2,6,0.16,0.0,34.6
20240313,4,1,1,4954,,0.02,1,1,0.17,45.9,78.3
20240313,4,1,2,4287,,0.12,3,3,0.15,22.7,68.1
20240313,4,1,3,4648,,0.03,5,2,0.13,13.7,37.9
20240313,4,1,4,4943,,,2,4,0.17,0.0,40.6
20240313,4,1,5,4411,,0.03,6,2,0.16,4.3,45.6
20240313,4,1,6,4708,,,4,4,0.21,0.0,14.2
20240313,4,2,1,4731,,,3,3,0.15,42.5,77.5
20240313,4,2,2,3251,,0.09,4,1,0.19,14.0,54.3
20240313,4,2,3,3273,,,2,3,0.17,14.2,39.2
20240313,4,2,4,4898,,,6,3,0.13,23.0,53.8
20240313,4,2,5,5133,,,1,3,0.18,4.2,23.4
20240313,4,2,6,3473,,0.13,5,2,0.16,50.0,75.0
20240313,4,3,1,3742,,,3,1,0.17,37.0,88.8
20240313,4,3,2,3381,,,2,1,0.13,15.5,64.4
20240313,4,3,3,4977,,,4,1,0.17,7.1,59.5
20240313,4,3,4,5300,,,1,1,0.23,0.0,0.0
20240313,4,3,5,4688,,,5,1,0.13,9.3,60.4
20240313,4,3,6,3939,,,6,1,0.17,6.0,33.3
20240313,4,4,1,4201,,,3,4,0.16,43.7,65.6
20240313,4,4,2,3796,,0.12,2,3,0.18,14.2,60.0
20240313,4,4,3,3702,,0.09,1,2,0.14,15.0,60.0
20240313,4,4,4,3797,,0.01,4,1,0.2,0.0,21.4
20240313,4,4,5,3576,,,5,4,0.17,4.8,51.2
20240313,4,4,6,3535,,,6,4,0.19,5.5,16.6
20240313,4,5,1,4786,,,1,1,0.13,75.0,94.4
20240313,4,5,2,3536,,,2,1,0.17,0.0,32.1
20240313,4,5,3,4234,,,3,1,0.16,13.3,56.6
20240313,4,5,4,3202,,,4,1,0.15,6.4,38.7
20240313,4,5,5,4954,,,2,1,0.14,5.4,48.6
