hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240315,02,10,1-2-3,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,2,A1,6.76,43.4,0.0002,1.0,1.0,3,A1,40.94,0.01,4.0,3.0,0.0007,75.31,0,0,1.0,1.0,0,0
20240315,02,10,1-2-4,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,2,A1,6.76,43.4,0.0002,1.0,1.0,4,A1,29.01,0.01,2.0,3.0,0.0007,75.31,0,0,1.0,1.0,0,0
20240315,02,10,1-2-5,1,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,2,A1,6.76,43.4,0.0002,1.0,1.0,5,A1,39.13,0.12,5.0,5.0,0.0007,75.31,0,0,1.0,1.0,0,0
20240315,02,10,1-2-6,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,2,A1,6.76,43.4,0.0002,1.0,1.0,6,A1,36.05,0.06,6.0,4.0,0.0007,75.31,0,0,1.0,1.0,0,0
20240315,02,10,1-3-2,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,3,A1,6.85,40.94,0.01,4.0,3.0,2,A1,43.4,0.0002,1.0,1.0,-0.0091,72.85,0,0,1.0,1.0,0,0
20240315,02,10,1-3-4,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,3,A1,6.85,40.94,0.01,4.0,3.0,4,A1,29.01,0.01,2.0,3.0,-0.0091,72.85,0,0,1.0,1.0,0,0
20240315,02,10,1-3-5,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,3,A1,6.85,40.94,0.01,4.0,3.0,5,A1,39.13,0.12,5.0,5.0,-0.0091,72.85,0,0,1.0,1.0,0,0
20240315,02,10,1-3-6,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,3,A1,6.85,40.94,0.01,4.0,3.0,6,A1,36.05,0.06,6.0,4.0,-0.0091,72.85,0,0,1.0,1.0,0,0
20240315,02,10,1-4-2,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,4,A1,7.13,29.01,0.01,2.0,3.0,2,A1,43.4,0.0002,1.0,1.0,-0.0091,60.92,0,0,1.0,1.0,0,0
20240315,02,10,1-4-3,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,4,A1,7.13,29.01,0.01,2.0,3.0,3,A1,40.94,0.01,4.0,3.0,-0.0091,60.92,0,0,1.0,1.0,0,0
20240315,02,10,1-4-5,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,4,A1,7.13,29.01,0.01,2.0,3.0,5,A1,39.13,0.12,5.0,5.0,-0.0091,60.92,0,0,1.0,1.0,0,0
20240315,02,10,1-4-6,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,4,A1,7.13,29.01,0.01,2.0,3.0,6,A1,36.05,0.06,6.0,4.0,-0.0091,60.92,0,0,1.0,1.0,0,0
20240315,02,10,1-5-2,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,5,A1,7.38,39.13,0.12,5.0,5.0,2,A1,43.4,0.0002,1.0,1.0,-0.1191,71.04,0,0,1.0,1.0,0,0
20240315,02,10,1-5-3,0,1,A1,7.58,31.91,0.0009,3.0,2.0,84.4,5,A1,7.38,39.13,0.12,5.0,5.0,3,A1,40.94,0.01,4.0,3.0,-0.1191,71.04,0,0,1.0,1.0,0,0
