hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240220,02,10,1-2-3,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,2,A1,6.85,28.23,0.15,1.0,3.0,3,B1,32.31,0.31,1.0,6.0,-0.039999999999999994,53.230000000000004,0,0,0.0,0.0,0,0
20240220,02,10,1-2-4,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,2,A1,6.85,28.23,0.15,1.0,3.0,4,A1,30.58,0.05,5.0,1.0,-0.039999999999999994,53.230000000000004,0,0,0.0,0.0,0,0
20240220,02,10,1-2-5,1,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,2,A1,6.85,28.23,0.15,1.0,3.0,5,A2,26.72,0.29,4.0,5.0,-0.039999999999999994,53.230000000000004,0,0,0.0,0.0,0,0
20240220,02,10,1-2-6,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,2,A1,6.85,28.23,0.15,1.0,3.0,6,B1,40.65,0.17,2.0,4.0,-0.039999999999999994,53.230000000000004,0,0,0.0,0.0,0,0
20240220,02,10,1-3-2,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,3,B1,4.54,32.31,0.31,1.0,6.0,2,A1,28.23,0.15,1.0,3.0,-0.2,57.31,0,0,0.0,0.0,0,0
20240220,02,10,1-3-4,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,3,B1,4.54,32.31,0.31,1.0,6.0,4,A1,30.58,0.05,5.0,1.0,-0.2,57.31,0,0,0.0,0.0,0,0
20240220,02,10,1-3-5,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,3,B1,4.54,32.31,0.31,1.0,6.0,5,A2,26.72,0.29,4.0,5.0,-0.2,57.31,0,0,0.0,0.0,0,0
20240220,02,10,1-3-6,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,3,B1,4.54,32.31,0.31,1.0,6.0,6,B1,40.65,0.17,2.0,4.0,-0.2,57.31,0,0,0.0,0.0,0,0
20240220,02,10,1-4-2,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,4,A1,6.46,30.58,0.05,5.0,1.0,2,A1,28.23,0.15,1.0,3.0,0.06,55.58,0,0,0.0,0.0,0,0
20240220,02,10,1-4-3,0,1,A1,7.09,25.0,0.11,3.0,2.0,70.8,4,A1,6.46,30.58,0.05,5.0,1.0,3,B1,32.31,0.31,1.0,6.0,0.06,55.58,0,0,0.0,0.0,0,0
