hd,jcd,rno,label_3t,win_lane
20240110,5,1,5-1-6,5
20240110,5,2,4-5-1,4
20240110,5,3,2-1-3,2
20240110,5,4,5-3-6,5
20240110,5,5,4-6-2,4
20240110,5,6,1-6-4,1
20240110,5,7,3-4-1,3
20240110,5,8,1-2-3,1
20240110,5,9,2-4-1,2
20240110,5,10,1-2-3,1
20240110,5,11,1-2-4,1
20240110,5,12,2-3-1,2
20240110,6,1,2-3-1,2
20240110,6,2,1-3-4,1
20240110,6,3,2-5-3,2
20240110,6,4,5-1-3,5
20240110,6,5,1-2-3,1
20240110,6,6,2-3-4,2
20240110,6,7,1-2-6,1
20240110,6,8,1-4-5,1
20240110,6,9,1-6-4,1
20240110,6,10,1-2-3,1
20240110,6,11,1-2-3,1
20240110,6,12,1-2-4,1
20240110,7,1,4-1-6,4
20240110,7,2,2-4-5,2
20240110,7,3,1-2-6,1
20240110,7,4,1-3-2,1
20240110,7,5,2-5-1,2
20240110,7,6,1-4-3,1
20240110,7,7,1-3-2,1
20240110,7,8,2-3-1,2
20240110,7,9,3-1-4,3
20240110,7,10,1-4-2,1
20240110,7,11,1-3-5,1
20240110,7,12,1-2-5,1
20240110,8,1,1-4-2,1
20240110,8,2,1-5-3,1
20240110,8,3,3-2-4,3
20240110,8,4,3-4-1,3
20240110,8,5,1-3-2,1
20240110,8,6,1-5-6,1
20240110,8,7,1-5-6,1
20240110,8,8,1-2-3,1
20240110,8,9,1-4-6,1
20240110,8,10,1-5-4,1
20240110,8,11,1-5-2,1
20240110,8,12,1-5-2,1
20240110,9,1,1-4-3,1
20240110,9,2,2-4-1,2
20240110,9,3,1-2-3,1
20240110,9,4,2-3-1,2
20240110,9,5,1-2-3,1
20240110,9,6,2-1-3,2
20240110,9,7,1-2-4,1
20240110,9,8,5-1-6,5
20240110,9,9,3-5-1,3
20240110,9,10,1-2-4,1
20240110,9,11,1-3-5,1
20240110,9,12,1-5-2,1
20240110,14,1,3-1-6,3
20240110,14,2,1-2-4,1
20240110,14,3,1-5-2,1
20240110,14,4,1-2-5,1
20240110,14,5,5-2-1,5
20240110,14,6,5-2-6,5
20240110,14,7,2-1-5,2
20240110,14,8,1-4-5,1
20240110,14,9,1-2-4,1
20240110,14,10,1-2-4,1
20240110,14,11,1-2-3,1
20240110,14,12,3-1-2,3
20240110,15,1,1-4-3,1
20240110,15,2,1-3-2,1
20240110,15,3,2-1-3,2
20240110,15,4,1-2-3,1
20240110,15,5,1-4-2,1
20240110,15,6,1-2-3,1
20240110,15,7,1-2-4,1
20240110,15,8,1-4-2,1
20240110,15,9,3-1-2,3
20240110,15,10,2-1-3,2
20240110,15,11,3-2-4,3
20240110,15,12,5-1-6,5
20240110,16,1,1-2-3,1
20240110,16,2,1-4-2,1
20240110,16,3,1-4-3,1
20240110,16,4,1-3-5,1
20240110,16,5,1-2-3,1
20240110,16,6,1-3-6,1
20240110,16,7,1-2-3,1
20240110,16,8,2-1-5,2
20240110,16,9,5-6-2,5
20240110,16,10,3-1-5,3
20240110,16,11,1-4-2,1
20240110,16,12,3-1-6,3
20240110,17,1,1-4-5,1
20240110,17,2,3-2-5,3
20240110,17,3,1-3-5,1
20240110,17,4,6-3-5,6
20240110,17,5,3-1-4,3
20240110,17,6,1-2-3,1
20240110,17,7,3-1-2,3
20240110,17,8,2-4-3,2
20240110,17,9,1-2-6,1
20240110,17,10,3-2-1,3
20240110,17,11,1-2-4,1
20240110,17,12,3-1-5,3
20240110,18,1,1-5-4,1
20240110,18,2,1-2-4,1
20240110,18,3,1-2-5,1
20240110,18,4,5-1-2,5
20240110,18,5,1-3-2,1
20240110,18,6,1-5-3,1
20240110,18,7,1-4-2,1
20240110,18,8,1-2-5,1
20240110,18,9,1-3-5,1
20240110,18,10,1-2-3,1
20240110,18,11,1-5-2,1
20240110,18,12,1-3-2,1
20240110,20,1,3-1-2,3
20240110,20,2,1-3-4,1
20240110,20,3,5-6-2,5
20240110,20,4,5-4-6,5
20240110,20,5,4-2-3,4
20240110,20,6,4-6-5,4
20240110,20,7,3-6-5,3
20240110,20,8,1-3-2,1
20240110,20,9,3-4-5,3
20240110,20,10,1-2-4,1
20240110,20,11,5-1-3,5
20240110,20,12,2-4-1,2
20240110,21,1,1-5-6,1
20240110,21,2,1-4-3,1
20240110,21,3,5-1-4,5
20240110,21,4,1-4-2,1
20240110,21,5,1-4-2,1
20240110,21,6,1-5-4,1
20240110,21,7,2-1-3,2
20240110,21,8,1-2-4,1
20240110,21,9,2-1-5,2
20240110,21,10,1-4-5,1
20240110,21,11,3-1-6,3
20240110,21,12,1-2-4,1
