hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240325,03,10,1,4967,0.18,0.16,28,14,0.15,60.0,80.0
20240325,03,10,2,4543,0.2,0.08,29,6,0.15,13.9,74.4
20240325,03,10,3,4411,0.24,0.12,44,10,0.19,13.3,66.6
20240325,03,10,4,4113,0.26,0.06,37,4,0.2,2.3,27.9
20240325,03,10,5,4581,0.22,0.04,45,2,0.15,11.9,42.8
20240325,03,10,6,4679,0.28,0.2,34,18,0.2,0.0,14.2
20240325,03,11,1,5012,,,53,36,0.16,46.4,75.0
20240325,03,11,2,3869,0.16,0.02,42,36,0.19,6.6,43.3
20240325,03,11,3,4161,0.17,0.12,32,10,0.14,12.7,63.4
20240325,03,11,4,4769,0.11,0.07,47,5,0.14,22.2,60.0
20240325,03,11,5,4645,0.17,0.17,46,15,0.13,10.2,56.4
20240325,03,11,6,4995,0.34,0.23,19,21,0.22,0.0,23.0
20240325,03,12,1,4509,0.04,0.0001,47,36,0.15,51.7,84.4
20240325,03,12,2,5234,0.16,0.15,46,13,0.19,0.0,0.0
20240325,03,12,3,4792,0.13,0.0009,50,36,0.18,8.8,55.8
20240325,03,12,4,4601,0.18,0.02,35,36,0.13,27.9,62.7
20240325,03,12,5,4644,0.23,0.05,44,3,0.15,2.8,40.0
20240325,03,12,6,3436,0.21,0.06,25,4,0.15,0.0,30.0
20240325,03,1,1,4976,0.09,0.0004,12,36,0.18,28.5,50.0
20240325,03,1,2,4005,0.12,0.06,10,4,0.14,9.0,51.5
20240325,03,1,3,5210,0.09,0.06,18,4,0.19,0.0,16.6
20240325,03,1,4,4632,0.21,0.06,21,4,0.15,12.1,51.5
20240325,03,1,5,5290,0.18,0.16,27,14,0.18,0.0,0.0
20240325,03,1,6,5300,0.25,0.18,21,16,0.2,0.0,3.6
20240325,03,2,1,4563,0.26,0.25,16,23,0.17,21.4,64.2
20240325,03,2,2,4728,0.13,0.07,33,5,0.18,21.0,57.8
20240325,03,2,3,5012,,,53,36,0.14,11.4,54.2
20240325,03,2,4,4835,0.11,0.09,27,7,0.15,7.3,46.3
20240325,03,2,5,4543,0.22,0.0001,6,36,0.23,2.7,43.2
20240325,03,2,6,5238,0.21,0.13,5,11,0.19,0.8,6.9
20240325,03,3,1,4023,0.15,0.0006,16,36,0.16,23.5,64.7
20240325,03,3,2,4967,0.14,0.25,3,23,0.17,14.2,71.4
20240325,03,3,3,3436,0.15,0.0006,9,36,0.13,23.0,53.8
20240325,03,3,4,3869,0.23,0.0001,27,36,0.21,7.4,29.6
20240325,03,3,5,3516,0.24,0.0003,15,36,0.17,4.0,20.0
20240325,03,3,6,3812,0.22,0.03,22,1,0.18,0.0,32.3
20240325,03,4,1,4068,0.11,0.1,9,8,0.17,42.8,85.7
20240325,03,4,2,4995,0.14,0.01,17,36,0.19,12.1,42.4
20240325,03,4,3,5221,0.13,0.16,10,14,0.12,10.8,51.3
20240325,03,4,4,4581,0.17,0.11,20,9,0.13,17.3,50.0
20240325,03,4,5,3473,0.18,0.14,27,12,0.18,0.0,80.0
20240325,03,4,6,5234,0.16,0.18,21,16,0.18,1.4,20.7
20240325,03,5,1,4005,0.42,0.4,16,34,0.14,21.7,60.8
20240325,03,5,2,4652,0.24,0.13,10,11,0.16,14.6,65.8
20240325,03,5,3,4679,0.23,0.34,11,30,0.17,29.6,66.6
20240325,03,5,4,4792,0.19,0.07,25,5,0.17,6.2,40.6
20240325,03,5,5,4769,0.18,0.12,21,10,0.13,12.5,50.0
20240325,03,5,6,5137,0.33,0.16,6,14,0.17,0.0,3.4
20240325,03,6,1,4133,0.18,0.24,19,22,0.14,70.8,87.5
20240325,03,6,2,4113,0.26,0.18,25,16,0.18,17.9,53.8
20240325,03,6,3,4601,0.23,0.06,7,4,0.13,23.5,76.4
20240325,03,6,4,5300,0.47,0.03,22,1,0.23,0.0,0.0
20240325,03,6,5,4161,0.25,0.0009,23,36,0.14,11.5,42.3
20240325,03,6,6,4728,0.28,0.0005,25,36,0.19,0.0,22.5
20240325,03,7,1,4645,0.17,0.07,33,5,0.13,75.0,92.3
20240325,03,7,2,4644,0.17,0.26,27,24,0.17,33.3,72.7
20240325,03,7,3,4023,0.14,0.25,26,23,0.16,5.7,42.8
20240325,03,7,4,5210,0.12,0.04,27,2,0.15,0.0,46.1
20240325,03,7,5,4835,0.16,0.05,40,3,0.15,0.0,30.3
20240325,03,7,6,4379,0.16,0.13,33,11,0.18,0.0,29.2
20240325,03,8,1,4610,0.16,0.25,23,23,0.18,67.3,81.6
20240325,03,8,2,3812,0.19,0.25,34,23,0.16,8.1,45.9
20240325,03,8,3,4563,0.23,0.12,29,10,0.17,10.8,27.0
20240325,03,8,4,5221,0.19,0.31,23,28,0.15,11.9,42.8
20240325,03,8,5,4632,0.16,0.08,47,6,0.18,0.0,40.0
20240325,03,8,6,4822,0.26,0.25,33,23,0.25,0.0,36.0
20240325,03,9,1,3303,0.22,0.14,45,12,0.18,62.0,94.8
20240325,03,9,2,3516,0.21,0.14,30,12,0.19,16.0,36.0
20240325,03,9,3,4652,0.18,0.13,30,11,0.15,15.9,68.1
20240325,03,9,4,5018,0.15,0.05,22,3,0.17,5.1,56.4
20240325,03,9,5,4976,0.22,0.09,33,7,0.19,2.3,28.5
20240325,03,9,6,3473,0.24,0.24,38,22,0.16,50.0,75.0
20240325,04,10,1,5112,0.19,0.14,19,12,0.14,59.0,84.0
20240325,04,10,2,5196,0.26,0.14,17,12,0.15,50.0,50.0
20240325,04,10,3,5278,0.17,0.03,26,1,0.24,0.0,0.0
20240325,04,10,4,5139,0.26,0.0007000000000000001,18,36,0.14,4.1,29.1
20240325,04,10,5,5136,0.12,0.03,26,1,0.12,19.5,51.2
20240325,04,10,6,4985,0.16,0.1,16,8,0.18,0.0,22.2
20240325,04,11,1,5016,0.12,0.14,17,12,0.13,73.5,88.6
20240325,04,11,2,5039,0.19,0.17,32,15,0.14,10.8,34.7
20240325,04,11,3,5217,0.17,0.1,14,8,0.19,0.0,42.8
20240325,04,11,4,5082,0.21,0.04,21,2,0.2,3.5,32.1
20240325,04,11,5,5028,0.14,0.06,24,4,0.17,10.5,36.8
20240325,04,11,6,5298,0.17,0.1,27,8,0.15,1.6,14.2
20240325,04,12,1,5089,0.15,0.07,26,5,0.14,62.7,90.2
20240325,04,12,2,5075,0.15,0.31,44,28,0.18,11.7,61.7
20240325,04,12,3,5197,0.27,0.14,24,12,0.13,9.6,58.0
20240325,04,12,4,5249,0.21,0.04,23,2,0.2,0.0,66.6
20240325,04,12,5,5267,0.32,0.0007000000000000001,21,36,0.14,19.4,55.5
20240325,04,12,6,5127,0.25,0.0003,23,36,0.23,0.0,8.5
