hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240210,1,10,1,5022,伊藤 尚汰,MAKURI,40.9,59.0,0.16,0.13,6.73,2,4,25.0,37.5,33.33,41.03,4.0,3.0,0.0,0.0,0.0,0.0,10.552,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,10,2,5166,仲道 大輔,MAKURI,11.7,58.8,0.17,0.04,6.78,3,1,8.33,25.0,34.15,46.34,4.0,3.0,3.0,1.0,0.0,0.0,6.553000000000001,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,10,3,5065,伊久間 陽優,MAKURI,3.4,48.2,0.11,0.05,6.73,2,2,25.0,37.5,34.21,52.63,4.0,3.0,1.0,0.0,0.0,0.0,10.626000000000001,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,10,4,4899,占部 一真,MAKURI,20.8,29.1,0.15,0.32,6.78,3,5,42.31,46.15,41.46,60.98,4.0,3.0,3.0,2.0,0.0,0.0,14.943,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,10,5,5319,近藤 颯斗,MAKURI,0.0,0.0,0.0,0.07,6.83,4,3,41.18,47.06,36.59,51.22,4.0,3.0,0.0,0.0,0.0,0.0,13.411999999999999,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,10,6,5044,渡邉 健,MAKURI,0.0,13.3,0.2,0.04,6.71,1,1,25.0,33.33,33.33,50.0,4.0,3.0,0.0,0.0,0.0,0.0,10.546000000000001,9.243666666666668,12.966999999999999,3.723333333333331,0,0,0
20240210,1,11,1,4027,松江 秀徳,MAKURI,55.3,80.3,0.17,0.12,6.77,2,1,44.0,60.0,47.62,57.14,3.0,2.0,0.0,0.0,0.0,2.0,16.683999999999997,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,11,2,3915,繁野谷 圭介,MAKURI,19.4,61.1,0.2,0.12,6.83,3,1,23.53,35.29,34.88,53.49,3.0,2.0,1.0,5.0,0.0,1.0,11.263,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,11,3,3612,馬袋 義則,MAKURI,13.4,65.3,0.15,0.19,6.77,2,4,38.89,83.33,30.77,38.46,3.0,2.0,2.0,0.0,4.0,0.0,15.397,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,11,4,3796,長野 道臣,MAKURI,26.6,63.3,0.15,0.27,6.71,1,5,50.0,55.56,30.0,47.5,3.0,2.0,4.0,2.0,2.0,0.0,18.486,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,11,5,4661,中島 昂章,MAKURI,1.9,42.3,0.21,0.17,6.85,4,3,27.27,45.45,37.93,68.97,3.0,2.0,0.0,0.0,1.0,0.0,12.094999999999999,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,11,6,4572,渡部 悟,MAKURI,2.9,41.1,0.16,0.16,6.91,5,2,20.0,28.0,30.77,58.97,3.0,2.0,1.0,0.0,0.0,0.0,9.606,14.447999999999999,13.395666666666665,-1.0523333333333333,0,0,0
20240210,1,12,1,3822,平尾 崇典,NIGE,58.1,78.1,0.17,0.0004,6.68,1,2,21.74,39.13,29.27,56.1,0.0,0.0,0.0,0.0,0.0,1.0,10.71,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,12,2,4743,木村 仁紀,NIGE,8.5,68.5,0.15,0.07,6.74,3,4,25.0,45.83,31.71,43.9,0.0,0.0,2.0,1.0,0.0,0.0,11.517999999999999,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,12,3,3872,岡田 憲行,NIGE,19.1,68.0,0.18,0.01,6.73,2,3,41.67,70.83,30.43,45.65,0.0,0.0,1.0,1.0,5.0,2.0,16.079,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,12,4,4209,藤田 竜弘,NIGE,5.8,54.9,0.17,0.14,6.84,6,6,22.22,33.33,46.15,64.1,0.0,0.0,3.0,0.0,0.0,0.0,429496739.64,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,12,5,5217,藤原 碧生,NIGE,14.2,60.0,0.14,0.0003,6.77,5,1,27.78,33.33,23.08,38.46,0.0,0.0,0.0,0.0,4.0,1.0,12.357999999999999,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,12,6,5142,常住 蓮,NIGE,0.0,33.3,0.18,0.09,6.75,4,5,8.7,39.13,39.47,57.89,0.0,0.0,0.0,0.0,0.0,0.0,6.372,12.769,143165586.1233333,143165573.3543333,0,0,0
20240210,1,1,1,5152,丸山 祐也,MAKURI,21.4,35.7,0.18,0.11,6.86,6,5,15.79,31.58,37.5,52.5,3.0,2.0,0.0,0.0,0.0,1.0,7.034999999999999,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,1,2,4389,伊藤 喜智,MAKURI,5.0,47.5,0.18,0.08,6.76,4,4,21.74,43.48,42.22,66.67,3.0,2.0,0.0,2.0,0.0,0.0,9.831999999999999,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,1,3,4572,渡部 悟,MAKURI,6.5,58.7,0.14,0.07,6.7,2,3,20.0,28.0,30.77,58.97,3.0,2.0,1.0,0.0,1.0,1.0,9.505999999999998,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,1,4,4880,澤崎 雄哉,MAKURI,6.4,41.9,0.18,0.15,6.75,3,6,29.17,41.67,34.15,48.78,3.0,2.0,2.0,0.0,0.0,0.0,429496741.083,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,1,5,4925,森 悠稀,MAKURI,6.3,57.4,0.13,0.02,6.67,1,2,55.56,77.78,35.0,52.5,3.0,2.0,2.0,0.0,1.0,0.0,20.058,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,1,6,5166,仲道 大輔,MAKURI,11.1,14.8,0.18,0.0002,6.77,5,1,8.33,25.0,34.15,46.34,3.0,2.0,3.0,0.0,0.0,0.0,6.553000000000001,8.790999999999999,143165589.23133335,143165580.44033334,0,0,0
20240210,1,2,1,4815,伏島 祐介,SASHI,43.7,75.0,0.19,0.19,6.74,3,2,0.0,6.67,23.08,43.59,3.0,2.0,0.0,0.0,0.0,0.0,2.76,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,2,2,4661,中島 昂章,SASHI,11.9,73.8,0.17,0.24,6.69,1,4,27.27,45.45,37.93,68.97,3.0,2.0,0.0,4.0,0.0,1.0,11.995,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,2,3,4209,藤田 竜弘,SASHI,12.2,65.3,0.16,0.09,6.74,3,1,22.22,33.33,46.15,64.1,3.0,2.0,2.0,0.0,3.0,1.0,10.54,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,2,4,5216,長谷川 晴哉,SASHI,18.6,51.1,0.16,0.09,6.7,2,1,20.0,45.0,25.0,40.0,3.0,2.0,4.0,2.0,1.0,1.0,9.142000000000001,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,2,5,5022,伊藤 尚汰,SASHI,3.7,25.9,0.16,0.2,6.69,1,3,25.0,37.5,33.33,41.03,3.0,2.0,1.0,0.0,0.0,0.0,10.652,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,2,6,4423,坂口 貴彦,SASHI,0.0,11.7,0.15,0.59,6.7,2,5,30.0,40.0,15.0,52.5,3.0,2.0,0.0,0.0,0.0,0.0,11.586,8.431666666666667,10.46,2.028333333333334,0,0,0
20240210,1,3,1,3825,宮嵜 隆太郎,SASHI,40.9,59.0,0.13,0.08,6.8,5,4,0.0,16.67,34.88,53.49,3.0,2.0,0.0,0.0,0.0,0.0,2.548,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,3,2,3822,平尾 崇典,SASHI,13.9,67.4,0.17,0.03,6.72,3,2,21.74,39.13,29.27,56.1,3.0,2.0,4.0,1.0,0.0,0.0,10.71,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,3,3,3630,黒田 誠司,SASHI,0.0,22.2,0.16,0.09,6.77,4,5,38.89,50.0,28.57,42.86,3.0,2.0,0.0,0.0,0.0,0.0,13.887,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,3,4,3277,齋藤 勇,SASHI,3.1,25.0,0.17,0.16,6.71,2,6,8.7,21.74,33.33,57.14,3.0,2.0,1.0,0.0,0.0,0.0,429496734.846,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,3,5,5065,伊久間 陽優,SASHI,9.7,46.3,0.12,0.06,6.7,1,3,25.0,37.5,34.21,52.63,3.0,2.0,1.0,0.0,2.0,1.0,10.526,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,3,6,4085,荻野 裕介,SASHI,0.0,34.2,0.25,0.02,6.72,3,1,35.0,45.0,33.33,51.52,3.0,2.0,0.0,0.0,0.0,0.0,13.714,9.048333333333334,143165586.36200002,143165577.31366667,0,0,0
20240210,1,4,1,3796,長野 道臣,MAKURI,41.1,79.4,0.18,,,1,1,50.0,55.56,30.0,47.5,2.0,1.0,0.0,0.0,0.0,1.0,18.886,12.939,15.173,2.234,0,0,0
20240210,1,4,2,5142,常住 蓮,MAKURI,27.2,77.2,0.19,,,1,1,8.7,39.13,39.47,57.89,2.0,1.0,2.0,7.0,0.0,3.0,6.772,12.939,15.173,2.234,0,0,0
20240210,1,4,3,4146,柳橋 宏紀,MAKURI,10.0,45.0,0.15,,,1,1,33.33,44.44,42.5,70.0,2.0,1.0,1.0,2.0,1.0,0.0,13.158999999999999,12.939,15.173,2.234,0,0,0
20240210,1,4,4,5294,豊田 祥生,MAKURI,0.0,0.0,0.18,,,1,1,30.43,65.22,25.0,45.45,2.0,1.0,0.0,0.0,0.0,0.0,10.693,12.939,15.173,2.234,,0,0
