hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240227,01,10,1-2-3,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,2,B1,4.82,20.0,0.08,6.0,3.0,3,A1,55.17,0.07,3.0,2.0,-0.0789,53.33,0,0,4.0,3.0,0,1
20240227,01,10,1-2-4,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,2,B1,4.82,20.0,0.08,6.0,3.0,4,B1,3.45,0.09,2.0,4.0,-0.0789,53.33,0,0,4.0,3.0,0,1
20240227,01,10,1-2-5,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,2,B1,4.82,20.0,0.08,6.0,3.0,5,B1,55.56,0.15,4.0,6.0,-0.0789,53.33,0,0,4.0,3.0,0,1
20240227,01,10,1-2-6,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,2,B1,4.82,20.0,0.08,6.0,3.0,6,A1,33.33,0.14,1.0,5.0,-0.0789,53.33,0,0,4.0,3.0,0,1
20240227,01,10,1-3-2,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,3,A1,6.12,55.17,0.07,3.0,2.0,2,B1,20.0,0.08,6.0,3.0,-0.0689,88.5,0,0,4.0,3.0,0,1
20240227,01,10,1-3-4,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,3,A1,6.12,55.17,0.07,3.0,2.0,4,B1,3.45,0.09,2.0,4.0,-0.0689,88.5,0,0,4.0,3.0,0,1
20240227,01,10,1-3-5,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,3,A1,6.12,55.17,0.07,3.0,2.0,5,B1,55.56,0.15,4.0,6.0,-0.0689,88.5,0,0,4.0,3.0,0,1
20240227,01,10,1-3-6,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,3,A1,6.12,55.17,0.07,3.0,2.0,6,A1,33.33,0.14,1.0,5.0,-0.0689,88.5,0,0,4.0,3.0,0,1
20240227,01,10,1-4-2,1,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,4,B1,4.86,3.45,0.09,2.0,4.0,2,B1,20.0,0.08,6.0,3.0,-0.08889999999999999,36.78,0,0,4.0,3.0,0,1
20240227,01,10,1-4-3,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,4,B1,4.86,3.45,0.09,2.0,4.0,3,A1,55.17,0.07,3.0,2.0,-0.08889999999999999,36.78,0,0,4.0,3.0,0,1
20240227,01,10,1-4-5,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,4,B1,4.86,3.45,0.09,2.0,4.0,5,B1,55.56,0.15,4.0,6.0,-0.08889999999999999,36.78,0,0,4.0,3.0,0,1
20240227,01,10,1-4-6,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,4,B1,4.86,3.45,0.09,2.0,4.0,6,A1,33.33,0.14,1.0,5.0,-0.08889999999999999,36.78,0,0,4.0,3.0,0,1
20240227,01,10,1-5-2,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,5,B1,4.64,55.56,0.15,4.0,6.0,2,B1,20.0,0.08,6.0,3.0,-0.1489,88.89,0,0,4.0,3.0,0,1
20240227,01,10,1-5-3,0,1,A2,5.97,33.33,0.0011,5.0,1.0,62.8,5,B1,4.64,55.56,0.15,4.0,6.0,3,A1,55.17,0.07,3.0,2.0,-0.1489,88.89,0,0,4.0,3.0,0,1
