hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240321,1,10,1,4782,浜崎 準也,NIGE,63.6,84.8,0.15,0.33,7.04,2,6,34.09,56.82,41.94,51.61,7.0,6.0,0.0,0.0,0.0,2.0,429496742.817,143165587.848,14.348333333333334,-143165573.49966666,0,1,1
20240321,1,10,2,4105,松下 直也,NIGE,4.0,67.3,0.15,0.05,7.01,1,3,25.49,50.98,50.0,61.54,7.0,6.0,1.0,1.0,0.0,0.0,10.912999999999998,143165587.848,14.348333333333334,-143165573.49966666,0,1,1
20240321,1,10,3,3475,橋本 久和,NIGE,14.2,66.6,0.18,0.11,7.05,3,4,21.28,44.68,0.0,60.0,7.0,6.0,2.0,0.0,4.0,0.0,9.814,143165587.848,14.348333333333334,-143165573.49966666,0,1,1
20240321,1,10,4,3268,森 竜也,NIGE,5.2,34.2,0.19,0.04,7.05,3,2,22.22,40.0,45.16,58.06,7.0,6.0,0.0,0.0,2.0,0.0,9.96,143165587.848,14.348333333333334,-143165573.49966666,1,1,1
20240321,1,10,5,4229,市川 美宏,NIGE,6.9,31.0,0.18,0.15,7.04,2,5,44.19,55.81,28.36,38.81,7.0,6.0,1.0,1.0,0.0,0.0,16.059,143165587.848,14.348333333333334,-143165573.49966666,0,1,1
20240321,1,10,6,4181,花本 夏樹,NIGE,0.0,11.1,0.24,0.02,7.09,4,1,46.34,60.98,33.33,57.14,7.0,6.0,0.0,0.0,0.0,0.0,17.026,143165587.848,14.348333333333334,-143165573.49966666,0,1,1
20240321,1,11,1,4090,中村 尊,NIGE,75.0,98.0,0.12,0.08,6.86,3,6,27.27,48.48,39.34,52.46,6.0,5.0,0.0,0.0,0.0,2.0,429496741.473,143165590.92033333,11.272,-143165579.6483333,0,1,1
20240321,1,11,2,4308,河村 了,NIGE,27.7,66.6,0.15,0.06,6.97,5,5,34.04,53.19,16.92,32.31,6.0,5.0,4.0,6.0,0.0,0.0,14.37,143165590.92033333,11.272,-143165579.6483333,0,1,1
20240321,1,11,3,4137,君島 秀三,NIGE,21.5,68.6,0.16,0.05,7.0,6,4,43.9,56.1,24.53,43.4,6.0,5.0,6.0,1.0,3.0,1.0,16.918,143165590.92033333,11.272,-143165579.6483333,0,1,1
20240321,1,11,4,4360,庄司 孝輔,NIGE,11.9,50.0,0.18,0.03,6.96,4,3,23.26,37.21,40.91,57.58,6.0,5.0,1.0,3.0,1.0,0.0,9.98,143165590.92033333,11.272,-143165579.6483333,1,1,1
