hd,jcd,rno,label_3t,win_lane
20240321,1,1,6-3-1,6
20240321,1,2,2-1-4,2
20240321,1,3,2-3-5,2
20240321,1,4,2-3-4,2
20240321,1,5,2-1-3,2
20240321,1,6,1-2-5,1
20240321,1,7,1-2-3,1
20240321,1,8,2-1-5,2
20240321,1,9,1-2-3,1
20240321,1,10,2-1-3,2
20240321,1,11,1-3-2,1
20240321,1,12,1-2-3,1
20240321,3,1,,
20240321,3,2,,
20240321,3,3,,
20240321,3,4,,
20240321,3,5,,
20240321,3,6,,
20240321,3,7,,
20240321,3,8,,
20240321,3,9,,
20240321,3,10,,
20240321,3,11,,
20240321,3,12,,
20240321,5,1,3-1-2,3
20240321,5,2,2-1-4,2
20240321,5,3,1-6-2,1
20240321,5,4,1-5-2,1
20240321,5,5,1-2-4,1
20240321,5,6,3-1-6,3
20240321,5,7,1-2-4,1
20240321,5,8,1-5-2,1
20240321,5,9,5-3-1,5
20240321,5,10,1-2-3,1
20240321,5,11,1-3-2,1
20240321,5,12,6-1-4,6
20240321,6,1,1-2-5,1
20240321,6,2,1-5-2,1
20240321,6,3,1-3-2,1
20240321,6,4,1-3-2,1
20240321,6,5,5-1-2,5
20240321,6,6,6-3-2,6
20240321,6,7,3-1-2,3
20240321,6,8,1-4-2,1
20240321,6,9,5-6-1,5
20240321,6,10,3-4-1,3
20240321,6,11,1-3-5,1
20240321,6,12,1-2-4,1
20240321,8,1,2-1-4,2
20240321,8,2,5-4-1,5
20240321,8,3,1-6-3,1
20240321,8,4,1-4-2,1
20240321,8,5,4-5-1,4
20240321,8,6,6-2-5,6
20240321,8,7,6-4-2,6
20240321,8,8,1-5-4,1
20240321,8,9,1-6-4,1
20240321,8,10,1-4-2,1
20240321,8,11,4-1-2,4
20240321,8,12,1-3-5,1
20240321,9,1,1-3-2,1
20240321,9,2,6-2-3,6
20240321,9,3,1-3-5,1
20240321,9,4,3-1-6,3
20240321,9,5,1-5-3,1
20240321,9,6,3-5-6,3
20240321,9,7,2-3-1,2
20240321,9,8,4-3-1,4
20240321,9,9,5-3-4,5
20240321,9,10,2-1-5,2
20240321,9,11,1-2-3,1
20240321,9,12,1-2-5,1
20240321,10,1,1-5-6,1
20240321,10,2,1-3-4,1
20240321,10,3,4-2-5,4
20240321,10,4,2-1-6,2
20240321,10,5,3-6-5,3
20240321,10,6,1-4-3,1
20240321,10,7,2-1-5,2
20240321,10,8,1-2-6,1
20240321,10,9,5-3-4,5
20240321,10,10,2-3-1,2
20240321,10,11,1-3-5,1
20240321,10,12,1-2-3,1
20240321,13,1,1-2-3,1
20240321,13,2,5-6-2,5
20240321,13,3,1-2-4,1
20240321,13,4,3-5-4,3
20240321,13,5,1-2-3,1
20240321,13,6,1-4-3,1
20240321,13,7,5-4-6,5
20240321,13,8,1-4-3,1
20240321,13,9,2-6-1,2
20240321,13,10,1-6-3,1
20240321,13,11,1-6-2,1
20240321,13,12,1-2-4,1
20240321,15,1,4-1-6,4
20240321,15,2,1-2-3,1
20240321,15,3,1-3-2,1
20240321,15,4,3-1-5,3
20240321,15,5,4-1-3,4
20240321,15,6,1-3-4,1
20240321,15,7,3-1-2,3
20240321,15,8,1-4-5,1
20240321,15,9,1-2-5,1
20240321,15,10,4-5-1,4
20240321,15,11,1-4-3,1
20240321,15,12,1-3-4,1
20240321,17,1,1-3-6,1
20240321,17,2,2-1-6,2
20240321,17,3,4-1-5,4
20240321,17,4,5-2-6,5
20240321,17,5,4-5-6,4
20240321,17,6,1-5-2,1
20240321,17,7,3-1-6,3
20240321,17,8,3-2-4,3
20240321,17,9,2-1-4,2
20240321,17,10,2-1-3,2
20240321,17,11,1-3-5,1
20240321,17,12,1-3-2,1
20240321,20,1,1-3-6,1
20240321,20,2,3-4-5,3
20240321,20,3,1-4-6,1
20240321,20,4,2-5-3,2
20240321,20,5,4-6-3,4
20240321,20,6,2-3-5,2
20240321,20,7,1-3-2,1
20240321,20,8,1-4-2,1
20240321,20,9,2-1-4,2
20240321,20,10,1-3-5,1
20240321,20,11,1-3-4,1
20240321,20,12,4-5-6,4
20240321,22,1,1-2-5,1
20240321,22,2,1-3-4,1
20240321,22,3,3-4-6,3
20240321,22,4,4-1-3,4
20240321,22,5,1-3-2,1
20240321,22,6,4-1-5,4
20240321,22,7,4-1-2,4
20240321,22,8,3-4-1,3
20240321,22,9,2-3-1,2
20240321,22,10,1-2-3,1
20240321,22,11,3-1-4,3
20240321,22,12,1-3-4,1
20240321,23,1,1-2-3,1
20240321,23,2,1-4-3,1
20240321,23,3,1-3-2,1
20240321,23,4,1-2-6,1
20240321,23,5,2-3-1,2
20240321,23,6,1-5-4,1
20240321,23,7,3-5-1,3
20240321,23,8,3-1-5,3
20240321,23,9,1-2-6,1
20240321,23,10,1-2-3,1
20240321,23,11,1-3-4,1
20240321,23,12,1-2-3,1
20240321,24,1,1-3-6,1
20240321,24,2,2-1-4,2
20240321,24,3,1-3-2,1
20240321,24,4,6-2-4,6
20240321,24,5,1-6-3,1
20240321,24,6,4-2-6,4
20240321,24,7,5-3-4,5
20240321,24,8,1-3-2,1
20240321,24,9,1-4-5,1
20240321,24,10,2-1-3,2
20240321,24,11,1-3-2,1
20240321,24,12,1-4-5,1
