hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240315,02,10,1,4238,0.03,0.0009,22,36,0.1,84.4,93.1
20240315,02,10,2,4760,0.06,0.0002,10,36,0.13,17.7,68.8
20240315,02,10,3,4831,0.02,0.01,24,36,0.15,34.3,84.3
20240315,02,10,4,3946,0.04,0.01,17,36,0.16,3.7,59.2
20240315,02,10,5,4933,0.06,0.12,28,10,0.13,12.5,50.0
20240315,02,10,6,4418,0.12,0.06,30,4,0.14,5.2,55.2
20240315,02,11,1,3590,0.11,0.01,24,36,0.11,88.2,92.6
20240315,02,11,2,4166,0.12,0.08,27,6,0.14,17.0,74.4
20240315,02,11,3,3897,0.11,0.09,25,7,0.13,51.0,82.9
20240315,02,11,4,4362,0.14,0.11,20,9,0.13,16.6,64.5
20240315,02,11,5,4932,0.02,0.0004,18,36,0.13,14.7,50.0
20240315,02,11,6,3941,0.16,0.01,24,36,0.13,3.3,40.0
20240315,02,12,1,4168,0.11,0.11,30,9,0.13,78.7,89.3
20240315,02,12,2,4320,0.27,0.0002,22,36,0.13,23.8,90.4
20240315,02,12,3,4262,0.2,0.07,16,5,0.12,34.0,78.7
20240315,02,12,4,4586,0.13,0.22,29,20,0.12,19.4,55.5
20240315,02,12,5,4459,0.12,0.27,25,25,0.14,10.4,45.8
20240315,02,12,6,4444,0.11,0.21,26,19,0.13,0.0,62.0
20240315,02,1,1,4266,0.13,0.0001,26,36,0.12,73.4,95.3
20240315,02,1,2,4148,0.15,0.0004,28,36,0.15,26.1,73.8
20240315,02,1,3,4190,0.11,0.0005,28,36,0.15,18.9,59.4
20240315,02,1,4,4028,0.08,0.0006,36,36,0.16,4.5,40.9
20240315,02,1,5,4787,0.14,0.0006,27,36,0.12,13.5,59.4
20240315,02,1,6,4760,0.09,0.001,9,36,0.13,5.0,35.0
20240315,02,2,1,4932,0.22,0.01,16,36,0.14,73.3,88.3
20240315,02,2,2,4024,0.22,0.03,16,1,0.14,12.9,48.3
20240315,02,2,3,4685,0.17,0.0006,24,36,0.13,23.8,59.5
20240315,02,2,4,4502,0.16,0.0005,23,36,0.17,10.5,63.1
20240315,02,2,5,4238,0.14,0.02,26,36,0.12,15.9,56.8
20240315,02,2,6,3960,0.1,0.09,23,7,0.11,0.0,26.3
20240315,02,3,1,4546,0.16,0.0003,27,36,0.16,63.4,92.0
20240315,02,3,2,3854,0.1,0.01,15,36,0.14,36.1,75.0
20240315,02,3,3,3744,0.06,0.13,18,11,0.12,29.5,63.6
20240315,02,3,4,4831,0.08,0.0002,30,36,0.14,25.8,93.5
20240315,02,3,5,4719,0.09,0.0006,22,36,0.15,10.0,50.0
20240315,02,3,6,4166,0.09,0.05,27,3,0.13,6.9,44.1
20240315,02,4,1,4933,0.14,,62,36,0.14,60.7,86.2
20240315,02,4,2,3941,0.15,,62,36,0.12,25.5,79.0
20240315,02,4,3,3541,0.14,,62,36,0.14,17.2,65.5
20240315,02,4,4,4468,0.09,,62,36,0.14,19.5,67.3
20240315,02,4,5,4445,0.21,,62,36,0.12,6.6,48.8
20240315,02,4,6,4504,0.2,,62,36,0.13,2.5,35.0
20240315,02,5,1,3908,0.13,0.04,26,2,0.14,76.0,92.9
20240315,02,5,2,4418,0.09,0.01,23,36,0.12,40.0,80.0
20240315,02,5,3,4362,0.08,0.12,32,10,0.14,19.5,58.5
20240315,02,5,4,4544,0.15,0.03,38,1,0.16,23.4,78.7
20240315,02,5,5,4013,0.16,0.04,38,2,0.12,17.7,57.7
20240315,02,5,6,4344,0.26,0.0001,25,36,0.17,0.0,44.4
20240315,02,6,1,3952,0.17,0.02,27,36,0.13,57.3,92.6
20240315,02,6,2,3415,0.21,0.03,19,1,0.17,14.0,52.6
20240315,02,6,3,4028,0.2,0.06,17,4,0.14,13.5,45.9
20240315,02,6,4,3874,0.23,0.11,24,9,0.15,2.2,68.8
20240315,02,6,5,3590,0.22,0.0004,27,36,0.12,12.2,39.0
20240315,02,6,6,5084,0.2,0.0001,18,36,0.15,9.6,38.7
20240315,02,7,1,4787,0.13,0.0007000000000000001,24,36,0.12,75.8,86.2
20240315,02,7,2,4547,0.17,0.0007000000000000001,20,36,0.14,17.5,82.5
