hd,jcd,rno,label_3t,win_lane
20240315,2,1,2-3-1,2
20240315,2,2,1-3-5,1
20240315,2,3,3-2-4,3
20240315,2,4,3-2-4,3
20240315,2,5,1-3-2,1
20240315,2,6,1-3-6,1
20240315,2,7,1-6-3,1
20240315,2,8,4-1-6,4
20240315,2,9,2-3-6,2
20240315,2,10,1-2-5,1
20240315,2,11,5-6-1,5
20240315,2,12,1-2-6,1
20240315,3,1,2-6-1,2
20240315,3,2,1-4-2,1
20240315,3,3,5-1-3,5
20240315,3,4,,
20240315,3,5,,
20240315,3,6,,
20240315,3,7,,
20240315,3,8,,
20240315,3,9,,
20240315,3,10,,
20240315,3,11,,
20240315,3,12,,
20240315,6,1,2-1-3,2
20240315,6,2,1-3-5,1
20240315,6,3,3-6-5,3
20240315,6,4,6-2-4,6
20240315,6,5,1-4-3,1
20240315,6,6,1-5-2,1
20240315,6,7,2-6-1,2
20240315,6,8,1-3-4,1
20240315,6,9,1-4-2,1
20240315,6,10,1-5-3,1
20240315,6,11,1-2-3,1
20240315,6,12,6-4-5,6
20240315,7,1,3-5-4,3
20240315,7,2,2-3-1,2
20240315,7,3,3-2-5,3
20240315,7,4,1-5-6,1
20240315,7,5,4-5-3,4
20240315,7,6,1-4-2,1
20240315,7,7,1-2-3,1
20240315,7,8,3-4-5,3
20240315,7,9,1-4-3,1
20240315,7,10,1-2-5,1
20240315,7,11,1-4-2,1
20240315,7,12,3-1-2,3
20240315,10,1,3-1-5,3
20240315,10,2,1-2-3,1
20240315,10,3,1-3-4,1
20240315,10,4,1-2-6,1
20240315,10,5,1-3-4,1
20240315,10,6,1-3-5,1
20240315,10,7,3-2-1,3
20240315,10,8,4-1-2,4
20240315,10,9,1-2-3,1
20240315,10,10,3-1-6,3
20240315,10,11,1-2-5,1
20240315,10,12,1-2-3,1
20240315,11,1,1-4-5,1
20240315,11,2,2-3-1,2
20240315,11,3,1-6-4,1
20240315,11,4,1-6-4,1
20240315,11,5,3-2-4,3
20240315,11,6,1-2-5,1
20240315,11,7,4-5-2,4
20240315,11,8,2-4-3,2
20240315,11,9,5-4-2,5
20240315,11,10,4-1-5,4
20240315,11,11,3-4-2,3
20240315,11,12,3-4-1,3
20240315,12,1,4-1-2,4
20240315,12,2,5-1-4,5
20240315,12,3,1-3-4,1
20240315,12,4,6-2-1,6
20240315,12,5,1-4-3,1
20240315,12,6,3-2-5,3
20240315,12,7,4-1-5,4
20240315,12,8,1-3-4,1
20240315,12,9,1-6-4,1
20240315,12,10,1-2-4,1
20240315,12,11,2-4-6,2
20240315,12,12,3-6-4,3
20240315,13,1,5-3-1,5
20240315,13,2,5-2-3,5
20240315,13,3,1-5-6,1
20240315,13,4,1-2-3,1
20240315,13,5,1-2-5,1
20240315,13,6,1-4-3,1
20240315,13,7,1-2-4,1
20240315,13,8,1-2-6,1
20240315,13,9,1-2-4,1
20240315,13,10,1-4-2,1
20240315,13,11,2-4-6,2
20240315,13,12,1-4-2,1
20240315,15,1,1-6-4,1
20240315,15,2,1-3-6,1
20240315,15,3,3-1-2,3
20240315,15,4,3-5-2,3
20240315,15,5,3-4-1,3
20240315,15,6,1-4-3,1
20240315,15,7,1-2-6,1
20240315,15,8,1-2-4,1
20240315,15,9,1-2-5,1
20240315,15,10,1-6-3,1
20240315,15,11,1-3-2,1
20240315,15,12,2-5-1,2
20240315,16,1,1-4-2,1
20240315,16,2,3-2-1,3
20240315,16,3,2-1-4,2
20240315,16,4,1-4-2,1
20240315,16,5,1-6-5,1
20240315,16,6,1-2-3,1
20240315,16,7,5-1-6,5
20240315,16,8,1-5-2,1
20240315,16,9,1-2-6,1
20240315,16,10,2-1-3,2
20240315,16,11,1-4-5,1
20240315,16,12,1-4-3,1
20240315,19,1,2-4-3,2
20240315,19,2,3-5-6,3
20240315,19,3,1-3-4,1
20240315,19,4,2-3-1,2
20240315,19,5,5-6-1,5
20240315,19,6,1-2-4,1
20240315,19,7,1-3-6,1
20240315,19,8,4-1-2,4
20240315,19,9,1-4-6,1
20240315,19,10,1-2-3,1
20240315,19,11,3-1-4,3
20240315,19,12,1-4-5,1
20240315,21,1,1-2-3,1
20240315,21,2,1-5-6,1
20240315,21,3,1-5-4,1
20240315,21,4,1-2-4,1
20240315,21,5,1-4-6,1
20240315,21,6,1-2-3,1
20240315,21,7,3-1-5,3
20240315,21,8,2-3-4,2
20240315,21,9,1-2-4,1
20240315,21,10,1-6-4,1
20240315,21,11,2-4-1,2
20240315,21,12,1-2-3,1
