hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240325,03,10,1,4967,4967,49.23,5,NIGE,1,143165589.6553333,14.135,6.82,4.0,13.038,60.0,0.0,0.16,0,0.0,80.0,5.0,0.0,54.27,38.19,0,0.0,中村 魁生,32.82,0,0.15,143165575.52033332
20240325,03,10,2,4543,4543,50.0,3,NIGE,2,143165589.6553333,14.135,6.83,4.0,15.241999999999999,13.9,4.0,0.08,0,0.0,74.4,5.0,0.0,46.24,29.03,0,2.0,重木 輝彦,37.5,0,0.15,143165575.52033332
20240325,03,10,3,4411,4411,52.8,4,NIGE,5,143165589.6553333,14.135,6.98,4.0,14.124999999999998,13.3,1.0,0.12,0,0.0,66.6,5.0,2.0,48.8,33.01,0,3.0,沢田 昭宏,35.51,0,0.19,143165575.52033332
20240325,03,10,4,4113,4113,46.32,2,NIGE,4,143165589.6553333,14.135,6.91,4.0,12.395999999999999,2.3,0.0,0.06,1,0.0,27.9,5.0,0.0,52.22,34.98,0,1.0,木村 浩士,31.58,0,0.2,143165575.52033332
20240325,03,10,5,4581,4581,47.18,1,NIGE,6,143165589.6553333,14.135,6.99,4.0,13.470999999999998,11.9,0.0,0.04,0,2.0,42.8,5.0,3.0,46.19,33.5,0,0.0,吉村 誠,31.79,0,0.15,143165575.52033332
20240325,03,10,6,4679,4679,53.99,6,NIGE,3,143165589.6553333,14.135,6.88,4.0,429496743.099,0.0,0.0,0.2,0,0.0,14.2,5.0,0.0,53.23,35.82,0,0.0,植田 太一,36.15,0,0.2,143165575.52033332
20240325,03,11,1,5012,5012,51.6,6,NIGE,6,13.418333333333331,143165589.244,,2.0,429496742.748,46.4,0.0,,0,0.0,75.0,5.0,0.0,49.52,35.24,0,0.0,加倉 侑征,32.98,0,0.16,-143165575.82566667
20240325,03,11,2,3869,3869,52.86,1,NIGE,3,13.418333333333331,143165589.244,6.96,2.0,13.543,6.6,2.0,0.02,0,0.0,43.3,5.0,0.0,52.02,32.32,0,0.0,井芹 大志,35.71,0,0.19,-143165575.82566667
20240325,03,11,3,4161,4161,40.32,3,NIGE,2,13.418333333333331,143165589.244,6.86,2.0,11.440999999999999,12.7,0.0,0.12,0,2.0,63.4,5.0,2.0,42.78,27.27,0,4.0,黒柳 浩孝,25.27,0,0.14,-143165575.82566667
20240325,03,11,4,4769,4769,47.85,2,NIGE,5,13.418333333333331,143165589.244,7.01,2.0,14.244,22.2,3.0,0.07,1,1.0,60.0,5.0,2.0,53.77,35.18,0,4.0,馬場 剛,32.26,0,0.14,-143165575.82566667
20240325,03,11,5,4645,4645,50.48,4,NIGE,4,13.418333333333331,143165589.244,7.0,2.0,13.654,10.2,0.0,0.17,0,0.0,56.4,5.0,3.0,45.93,34.45,0,1.0,上村 純一,32.38,0,0.13,-143165575.82566667
20240325,03,11,6,4995,4995,50.25,5,NIGE,1,13.418333333333331,143165589.244,6.73,2.0,12.357,0.0,0.0,0.23,0,0.0,23.0,5.0,0.0,50.54,31.18,0,0.0,田邉 亮蔵,33.33,0,0.22,-143165575.82566667
20240325,03,12,1,4509,4509,57.42,1,NIGE,5,15.402000000000001,143165591.80533335,7.01,2.0,16.423,51.7,0.0,0.0001,0,2.0,84.4,5.0,0.0,48.8,32.06,0,0.0,平見 真彦,41.63,0,0.15,-143165576.40333334
20240325,03,12,2,5234,5234,55.98,6,NIGE,4,15.402000000000001,143165591.80533335,7.0,2.0,429496743.54,0.0,0.0,0.15,0,0.0,0.0,5.0,0.0,57.49,36.71,0,0.0,塚越 海斗,36.36,0,0.19,-143165576.40333334
20240325,03,12,3,4792,4792,59.81,2,NIGE,6,15.402000000000001,143165591.80533335,7.04,2.0,15.453000000000001,8.8,1.0,0.0009,0,1.0,55.8,5.0,1.0,52.22,35.96,0,0.0,杉村 賢也,41.63,0,0.18,-143165576.40333334
20240325,03,12,4,4601,4601,53.69,3,NIGE,2,15.402000000000001,143165591.80533335,6.89,2.0,16.355,27.9,2.0,0.02,0,1.0,62.7,5.0,4.0,52.55,36.22,0,5.0,森野 正弘,40.39,0,0.13,-143165576.40333334
20240325,03,12,5,4644,4644,48.95,4,NIGE,3,15.402000000000001,143165591.80533335,6.98,2.0,13.671999999999999,2.8,0.0,0.05,0,0.0,40.0,5.0,0.0,50.26,29.1,0,1.0,山田 亮太,33.16,0,0.15,-143165576.40333334
20240325,03,12,6,3436,3436,61.27,5,NIGE,1,15.402000000000001,143165591.80533335,6.79,2.0,16.179,0.0,0.0,0.06,0,0.0,30.0,5.0,0.0,46.24,27.75,0,0.0,柏野 幸二,42.65,0,0.15,-143165576.40333334
20240325,03,1,1,4976,4976,57.69,1,NIGE,2,12.396,14.442333333333332,6.66,3.0,16.410999999999998,28.5,0.0,0.0004,0,0.0,50.0,5.0,0.0,53.47,34.65,0,0.0,金山 立樹,43.27,0,0.18,-2.0463333333333313
20240325,03,1,2,4005,4005,54.64,2,NIGE,1,12.396,14.442333333333332,6.64,3.0,13.398,9.0,2.0,0.06,0,1.0,51.5,5.0,0.0,49.28,33.01,0,0.0,瀬川 公則,36.08,0,0.14,-2.0463333333333313
20240325,03,1,3,5210,5210,54.33,2,NIGE,3,12.396,14.442333333333332,6.72,3.0,13.518,0.0,0.0,0.06,0,0.0,16.6,5.0,0.0,58.25,36.89,0,0.0,藤井 公人,36.54,0,0.19,-2.0463333333333313
20240325,03,1,4,4632,4632,49.49,2,NIGE,4,12.396,14.442333333333332,6.75,3.0,12.609,12.1,1.0,0.06,0,1.0,51.5,5.0,2.0,50.0,35.78,0,0.0,長尾 京志郎,31.63,0,0.15,-2.0463333333333313
20240325,03,1,5,5290,5290,60.38,3,NIGE,5,12.396,14.442333333333332,6.81,3.0,13.817,0.0,0.0,0.16,0,0.0,0.0,5.0,0.0,59.41,42.57,0,0.0,坂本 一真,42.45,0,0.18,-2.0463333333333313
