hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240204,02,10,1-2-3,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,2,B1,4.29,51.18,0.19,1.0,5.0,3,A1,41.35,0.02,2.0,2.0,-0.04999999999999999,71.77,0,0,0.0,0.0,0,0
20240204,02,10,1-2-4,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,2,B1,4.29,51.18,0.19,1.0,5.0,4,A2,35.34,0.01,3.0,1.0,-0.04999999999999999,71.77,0,0,0.0,0.0,0,0
20240204,02,10,1-2-5,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,2,B1,4.29,51.18,0.19,1.0,5.0,5,B1,33.03,0.22,5.0,6.0,-0.04999999999999999,71.77,0,0,0.0,0.0,0,0
20240204,02,10,1-2-6,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,2,B1,4.29,51.18,0.19,1.0,5.0,6,A2,44.17,0.06,4.0,3.0,-0.04999999999999999,71.77,0,0,0.0,0.0,0,0
20240204,02,10,1-3-2,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,3,A1,6.58,41.35,0.02,2.0,2.0,2,B1,51.18,0.19,1.0,5.0,0.12000000000000001,61.94,0,0,0.0,0.0,0,0
20240204,02,10,1-3-4,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,3,A1,6.58,41.35,0.02,2.0,2.0,4,A2,35.34,0.01,3.0,1.0,0.12000000000000001,61.94,0,0,0.0,0.0,0,0
20240204,02,10,1-3-5,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,3,A1,6.58,41.35,0.02,2.0,2.0,5,B1,33.03,0.22,5.0,6.0,0.12000000000000001,61.94,0,0,0.0,0.0,0,0
20240204,02,10,1-3-6,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,3,A1,6.58,41.35,0.02,2.0,2.0,6,A2,44.17,0.06,4.0,3.0,0.12000000000000001,61.94,0,0,0.0,0.0,0,0
20240204,02,10,1-4-2,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,4,A2,5.43,35.34,0.01,3.0,1.0,2,B1,51.18,0.19,1.0,5.0,0.13,55.93000000000001,0,0,0.0,0.0,0,0
20240204,02,10,1-4-3,0,1,A2,5.66,20.59,0.14,6.0,4.0,56.2,4,A2,5.43,35.34,0.01,3.0,1.0,3,A1,41.35,0.02,2.0,2.0,0.13,55.93000000000001,0,0,0.0,0.0,0,0
