hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240301,2,1,関東専門紙カップ,抜き,晴,6,6.0,5.0,2-4-3
20240301,2,2,関東専門紙カップ,抜き,晴,6,7.0,5.0,1-4-2
20240301,2,3,関東専門紙カップ,逃げ,晴,6,7.0,5.0,1-2-5
20240301,2,4,関東専門紙カップ,逃げ,晴,6,7.0,5.0,1-3-5
20240301,2,5,関東専門紙カップ,まくり,晴,6,7.0,6.0,4-1-5
20240301,2,6,関東専門紙カップ,差し,晴,6,8.0,6.0,2-1-3
20240301,2,7,関東専門紙カップ,逃げ,晴,6,7.0,5.0,1-2-4
20240301,2,8,関東専門紙カップ,まくり,晴,6,7.0,6.0,2-4-5
20240301,2,9,関東専門紙カップ,差し,晴,6,7.0,5.0,2-1-5
20240301,2,10,関東専門紙カップ,逃げ,晴,6,7.0,5.0,1-2-4
20240301,2,11,関東専門紙カップ,差し,晴,6,6.0,5.0,4-2-6
20240301,2,12,関東専門紙カップ,逃げ,晴,6,6.0,5.0,1-5-4
20240301,3,1,江戸川大賞 開設68周年記念,逃げ,晴,10,1.0,10.0,1-2-5
20240301,3,2,江戸川大賞 開設68周年記念,まくり,晴,10,4.0,10.0,3-1-4
20240301,3,3,江戸川大賞 開設68周年記念,逃げ,晴,12,7.0,10.0,1-4-5
20240301,3,4,江戸川大賞 開設68周年記念,逃げ,晴,8,5.0,5.0,1-2-6
20240301,3,5,江戸川大賞 開設68周年記念,まくり,晴,10,5.0,5.0,3-4-6
20240301,3,6,江戸川大賞 開設68周年記念,抜き,晴,8,4.0,5.0,2-1-3
20240301,3,7,江戸川大賞 開設68周年記念,抜き,晴,10,6.0,5.0,1-2-5
20240301,3,8,江戸川大賞 開設68周年記念,まくり,晴,10,7.0,5.0,3-5-1
20240301,3,9,江戸川大賞 開設68周年記念,逃げ,晴,10,7.0,5.0,1-4-2
20240301,3,10,江戸川大賞 開設68周年記念,まくり,晴,10,4.0,5.0,3-1-5
20240301,3,11,江戸川大賞 開設68周年記念,逃げ,晴,10,7.0,10.0,1-3-5
20240301,3,12,江戸川大賞 開設68周年記念,逃げ,晴,10,5.0,10.0,1-2-4
20240301,4,1,DMM.com杯,抜き,晴,17,0.0,3.0,3-5-1
20240301,4,2,DMM.com杯,逃げ,晴,17,0.0,3.0,1-4-6
