hd,jcd,rno,lane,regno,st_pred_sec,st_rel_sec,st_rank_in_race,dash_advantage,wall_weak_flag,proba_nige,proba_sashi,proba_makuri,proba_makuri_sashi,proba_win,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240301,04,6,5,4804,0.1319063736547109,0.023448839196302113,2,0.06312039456896598,0,0.0,0.42237652730180475,0.5154056782561685,0.062214673984383774,0.09187870671880656,2.0,1.0,0,41.23,0,4804,0,2.0,12.652,13.03,0.15,-0.9319999999999986,3.0,13.961999999999998,MAKURI,29.14,高田 ひかる,1.0,,23.68,44.37,19.2,1.0,1,,53.8,1
20240301,04,6,6,4942,0.1562547094267848,0.047797174968376016,3,0.06312039456896598,0,0.0,0.20993182313431732,0.5688490173827474,0.22121583455200594,0.014097775525702705,2.0,0.0,0,54.69,0,4942,0,0.0,14.623,13.03,0.17,-0.9319999999999986,3.0,13.961999999999998,MAKURI,37.33,柴田 朋哉,0.0,,38.28,51.33,2.8,1.0,1,,20.0,1
20240301,04,7,1,3736,0.2145997847192758,0.10661584780957015,6,0.062401302659796376,1,0.9999936083078313,0.0,0.0,0.0,0.11017408697024773,2.0,0.0,0,52.55,0,3736,0,0.0,12.121,143165588.35,0.18,143165574.79966667,3.0,13.550333333333333,MAKURI,30.61,岡本 猛,2.0,0.12,29.93,46.26,28.5,0.0,4,6.9,66.6,4
20240301,04,7,2,4352,0.18302714476102225,0.0750432078513166,5,0.062401302659796376,0,0.0,0.3634539291977679,0.33369502718657723,0.30284487416652106,0.03330415211820138,2.0,2.0,0,44.19,0,4352,0,0.0,14.895,143165588.35,0.13,143165574.79966667,3.0,13.550333333333333,MAKURI,35.53,下條 雄太郎,0.0,0.18,31.01,57.89,9.3,0.0,5,6.79,78.1,1
20240301,04,7,3,4798,0.17185567092804171,0.06387173401833607,4,0.062401302659796376,0,0.0,0.22592058604758278,0.24176159147031573,0.532313512062387,0.03636486880170508,2.0,1.0,0,47.62,0,4798,0,2.0,13.635,143165588.35,0.13,143165574.79966667,3.0,13.550333333333333,MAKURI,31.97,浜先 真範,0.0,0.06,34.01,47.62,11.4,1.0,2,6.86,65.7,2
20240301,04,7,4,3825,0.11691809620205977,0.008934159292354124,2,0.062401302659796376,0,0.0,0.19188429639464935,0.45047783102328853,0.35763441735541346,0.05543689473374969,2.0,0.0,0,57.14,0,3825,0,5.0,429496740.3,143165588.35,0.11,143165574.79966667,3.0,13.550333333333333,MAKURI,28.06,宮嵜 隆太郎,0.0,0.25,35.71,43.17,17.1,1.0,6,6.98,40.0,5
20240301,04,7,5,4229,0.15737665931718517,0.04939272240747952,3,0.062401302659796376,0,0.0,0.23692520663603037,0.2771739016991755,0.4858968927194769,0.05479174310250211,2.0,1.0,0,53.15,0,4229,0,1.0,14.065,143165588.35,0.18,143165574.79966667,3.0,13.550333333333333,MAKURI,36.67,市川 美宏,0.0,0.05,34.27,57.33,6.9,0.0,1,6.89,31.0,3
20240301,04,7,6,4346,0.10798393690970565,0.0,1,0.062401302659796376,0,0.0,0.16765577134660298,0.29523105176076564,0.5371095288251001,0.008207661870536207,2.0,0.0,0,46.58,0,4346,0,0.0,10.684999999999999,143165588.35,0.16,143165574.79966667,3.0,13.550333333333333,MAKURI,26.67,前田 健太郎,0.0,0.07,29.45,34.81,0.0,0.0,3,6.99,14.7,6
20240301,04,8,1,4644,0.1683347690715546,0.06773723650944562,6,0.009408903897275334,1,0.9999972404123566,0.0,0.0,0.0,0.06955075202154408,3.0,0.0,0,44.97,0,4644,0,0.0,15.067,13.83,0.17,0.129999999999999,3.0,13.700000000000001,SASHI,36.99,山田 亮太,0.0,,29.59,51.37,51.0,0.0,1,,72.3,1
20240301,04,8,2,3993,0.13948768020781868,0.03889014764570971,4,0.009408903897275334,0,0.0,0.0672356439843766,0.6141452279629356,0.3186156042369213,0.06395561612513273,3.0,1.0,0,53.7,0,3993,0,1.0,13.252,13.83,0.16,0.129999999999999,3.0,13.700000000000001,SASHI,34.42,永井 聖美,0.0,,40.74,55.19,9.5,0.0,1,,57.1,1
20240301,04,8,3,3624,0.10912376454139328,0.008526231979284302,2,0.009408903897275334,0,0.0,0.1309099912380202,0.6032005944607144,0.26588460199710484,0.03688574625421076,3.0,2.0,0,64.08,0,3624,0,0.0,12.781,13.83,0.17,0.129999999999999,3.0,13.700000000000001,SASHI,33.11,大石 和彦,0.0,,41.55,49.67,8.8,1.0,1,,29.4,1
20240301,04,8,4,4398,0.10059753256210897,0.0,1,0.009408903897275334,0,0.0,0.14056596774131846,0.6403834251887878,0.21904643776831864,0.18359164433044323,3.0,1.0,0,63.19,0,4398,,2.0,13.198,13.83,0.14,0.129999999999999,3.0,13.700000000000001,SASHI,29.66,船岡 洋一郎,0.0,,40.28,44.14,13.0,3.0,1,,56.5,1
20240301,04,8,5,5158,0.1530912683427028,0.05249373578059384,5,0.009408903897275334,0,0.0,0.08156886604554353,0.6700710216457658,0.24835666489395197,0.01792291315444853,3.0,0.0,0,49.01,0,5158,0,0.0,13.372,13.83,0.15,0.129999999999999,3.0,13.700000000000001,SASHI,34.46,宮脇 遼太,1.0,,32.45,53.38,2.1,0.0,1,,26.0,1
20240301,04,8,6,3748,0.13503070122412883,0.034433168662019856,3,0.009408903897275334,0,0.0,0.08368075819655134,0.6617083103677887,0.2546067893143649,0.011124235369963835,3.0,0.0,0,54.25,0,3748,0,0.0,14.92,13.83,0.16,0.129999999999999,3.0,13.700000000000001,SASHI,40.0,小黒 竜吾,0.0,,35.95,58.67,0.0,0.0,1,,7.1,1
20240301,04,9,1,4367,0.23559969032622324,0.11614603728733308,5,0.09073474024561179,1,0.9999976922338146,0.0,0.0,0.0,0.2560262852446088,2.0,0.0,0,53.8,0,4367,0,0.0,13.001000000000001,13.018666666666666,0.21,-0.22900000000000098,3.0,13.247666666666667,MAKURI,32.45,山口 修路,0.0,0.15,32.91,47.68,47.8,0.0,3,6.83,65.2,2
20240301,04,9,2,4514,0.16704079237722733,0.047587139338337164,3,0.09073474024561179,0,0.0,0.6963204161576639,0.15137575534394485,0.1523008225677642,0.1582493281578667,2.0,6.0,0,53.94,0,4514,0,4.0,14.452999999999998,13.018666666666666,0.18,-0.22900000000000098,3.0,13.247666666666667,MAKURI,34.23,上條 嘉嗣,0.0,0.15,37.58,55.03,18.5,0.0,3,6.8,81.4,1
20240301,04,9,3,5190,0.3055558286018345,0.18610217556294434,6,0.09073474024561179,0,0.0,0.48268855071875,0.3195379018489737,0.19776969868841757,0.003959207842959933,2.0,0.0,0,46.43,0,5190,0,0.0,12.289,13.018666666666666,0.16,-0.22900000000000098,3.0,13.247666666666667,MAKURI,31.97,大月 遊雅,0.0,0.33,30.95,42.18,7.1,2.0,4,6.84,21.4,3
20240301,04,9,4,5207,0.1912951132399069,0.07184146020101673,4,0.09073474024561179,0,0.0,0.33454747374213745,0.349150171998762,0.3162983987643773,0.010442753811719645,2.0,0.0,0,50.66,0,5207,1,0.0,10.363,13.018666666666666,0.18,-0.22900000000000098,3.0,13.247666666666667,MAKURI,26.47,高山 敬悟,0.0,0.06,32.89,42.65,0.0,0.0,1,6.86,31.2,4
20240301,04,9,5,3563,0.11945365303889016,0.0,1,0.09073474024561179,0,0.0,0.5343810658894524,0.19492922863611917,0.27068647292545905,0.09429697613246911,2.0,0.0,0,41.1,0,3563,0,0.0,13.877999999999998,13.018666666666666,0.17,-0.22900000000000098,3.0,13.247666666666667,MAKURI,35.62,堤 昇,0.0,0.1,27.4,50.68,4.5,2.0,2,6.8,43.1,1
20240301,04,9,6,4998,0.12524332428965265,0.00578967125076249,2,0.09073474024561179,0,0.0,0.4514700627205652,0.4470883835888131,0.10143814754157354,0.12206862124120639,2.0,0.0,0,57.24,0,4998,0,3.0,14.814999999999998,13.018666666666666,0.14,-0.22900000000000098,3.0,13.247666666666667,MAKURI,38.41,中村 かなえ,0.0,0.06,42.11,54.3,7.8,0.0,1,6.8,31.5,1
20240301,09,10,1,3655,0.11149964684215602,0.0,1,0.05061031703309321,0,0.9999981248496194,0.0,0.0,0.0,0.3015093999575668,4.0,0.0,0,44.83,0,3655,0,0.0,15.181,14.223999999999998,0.17,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,37.93,本橋 克洋,2.0,,27.59,53.45,61.2,0.0,1,,85.7,1
20240301,09,10,2,4723,0.2852363419544027,0.17373669511224665,6,0.05061031703309321,0,0.0,0.06124890295915078,0.4610662567358838,0.47768046059361974,0.0037483522599642046,4.0,1.0,0,44.44,0,4723,0,0.0,11.692,14.223999999999998,0.16,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,26.98,寺島 吉彦,2.0,,34.92,49.21,8.8,0.0,1,,47.0,1
20240301,09,10,3,3619,0.23289907659256917,0.12139942975041315,5,0.05061031703309321,0,0.0,0.058223820440894705,0.3990447366485657,0.5427282323793655,0.00432846155339373,4.0,0.0,0,40.0,0,3619,0,3.0,12.900999999999998,14.223999999999998,0.17,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,30.65,長谷川 充,0.0,,23.64,54.84,7.5,0.0,1,,45.0,1
20240301,09,10,4,4440,0.20385345074950942,0.0923538039073534,4,0.05061031703309321,0,0.0,0.10028571440976938,0.24175274009835357,0.6579578016985453,0.007842585048293415,4.0,0.0,0,25.0,0,4440,,2.0,12.397,14.223999999999998,0.17,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,32.35,萩原 知哉,0.0,,14.58,50.0,9.3,1.0,1,,31.2,1
20240301,09,10,5,4796,0.12743093594079874,0.01593128909864272,2,0.05061031703309321,0,0.0,0.10084619446961621,0.25035946946585347,0.6487907788524211,0.08208667370603699,4.0,0.0,0,46.15,0,4796,0,0.0,19.246,14.223999999999998,0.16,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,48.98,春園 功太,0.0,,28.85,57.14,14.2,6.0,1,,50.0,1
20240301,09,10,6,4945,0.14651972759954007,0.03502008075738405,3,0.05061031703309321,0,0.0,0.15318272788016774,0.4219907105929988,0.42482243368964473,0.026917271267039123,4.0,0.0,0,43.86,0,4945,0,0.0,11.029,14.223999999999998,0.13,0.9660000000000011,2.0,13.257999999999997,MAKURI_SASHI,23.33,上村 宏太,0.0,,24.56,43.33,3.1,1.0,1,,34.3,1
20240301,09,11,1,4043,0.11754158223909054,0.006562789611326586,2,-0.06468452280131903,0,0.9999972802095022,0.0,0.0,0.0,0.6203880237456064,4.0,0.0,0,34.29,0,4043,0,0.0,429496745.424,12.752333333333333,0.15,-143165575.40966666,2.0,143165588.162,NIGE,40.0,桐本 康臣,0.0,0.22,22.86,61.54,73.5,0.0,6,6.69,92.4,1
20240301,09,11,2,4086,0.11097879262776396,0.0,1,-0.06468452280131903,0,0.0,0.050600077288259895,0.7127426634157831,0.23665411735314543,0.09441170922170423,4.0,4.0,0,45.83,0,4086,0,1.0,10.708,12.752333333333333,0.12,-143165575.40966666,2.0,143165588.162,NIGE,24.56,寺本 重宣,0.0,0.11,31.25,42.11,12.2,0.0,4,6.69,78.0,1
20240301,09,11,3,3532,0.14008883205877393,0.029110039431009968,3,-0.06468452280131903,0,0.0,0.07513476981532434,0.44980912443604776,0.47505317840120476,0.12501760340802812,4.0,1.0,0,50.0,0,3532,0,2.0,8.354,12.752333333333333,0.15,-143165575.40966666,2.0,143165588.162,NIGE,14.04,柴田 光,0.0,0.08,33.33,35.09,14.5,4.0,3,6.7,64.5,2
20240301,09,11,4,3712,0.15957589518159174,0.04859710255382778,4,-0.06468452280131903,0,0.0,0.062497695045713265,0.6931780107213921,0.24432169111795116,0.026469578314718748,4.0,0.0,0,50.85,0,3712,0,1.0,16.026,12.752333333333333,0.16,-143165575.40966666,2.0,143165588.162,NIGE,43.08,淺香 文武,0.0,0.19,38.98,52.31,4.8,0.0,5,6.73,48.7,3
20240301,09,11,5,4420,0.20546615718134859,0.09448736455358463,6,-0.06468452280131903,0,0.0,0.041204771394062194,0.7042795404123853,0.254512849247995,0.012883239106211657,4.0,0.0,0,49.02,0,4420,0,2.0,11.793,12.752333333333333,0.16,-143165575.40966666,2.0,143165588.162,NIGE,26.23,津久井 拓也,1.0,0.07,25.49,39.34,6.7,1.0,2,6.78,33.9,5
20240301,09,11,6,4954,0.19762072296664518,0.08664193033888122,5,-0.06468452280131903,0,0.0,0.041546825140759254,0.6510989710364414,0.30735157214354,0.0030388936445357403,4.0,0.0,0,55.17,0,4954,0,0.0,10.438,12.752333333333333,0.13,-143165575.40966666,2.0,143165588.162,NIGE,22.64,内山 峻輔,0.0,0.0002,39.66,45.28,10.5,4.0,1,6.75,42.1,4
20240301,09,12,1,4261,0.22539149426217783,0.12051380724890312,6,0.04963905612921787,1,0.9999982055027224,0.0,0.0,0.0,0.17305395432217432,4.0,0.0,0,31.75,0,4261,0,0.0,15.646,15.252,0.14,1.6940000000000026,2.0,13.557999999999998,NIGE,37.68,岡 祐臣,1.0,,22.22,56.52,86.3,0.0,1,,97.7,1
20240301,09,12,2,3740,0.1531165567438321,0.04823886973055738,4,0.04963905612921787,0,0.0,0.4838287976273075,0.3277213438305786,0.18844592300956653,0.0838569375556455,4.0,6.0,0,44.07,0,3740,0,0.0,8.458,15.252,0.18,1.6940000000000026,2.0,13.557999999999998,NIGE,13.46,大澤 普司,0.0,,27.12,28.85,16.2,0.0,1,,64.8,1
20240301,09,12,3,4759,0.17419207772628514,0.06931439071301043,5,0.04963905612921787,0,0.0,0.293281389859199,0.3269857376057994,0.37972731181694913,0.08644712621041008,4.0,1.0,0,59.68,0,4759,0,1.0,16.569999999999997,15.252,0.15,1.6940000000000026,2.0,13.557999999999998,NIGE,41.54,今泉 友吾,2.0,,38.71,52.31,22.7,6.0,1,,72.7,1
20240301,09,12,4,4824,0.14719983798190642,0.042322150968631705,2,0.04963905612921787,0,0.0,0.5170389836079586,0.2549931902503002,0.22796451538398,0.07585430867056592,4.0,1.0,0,48.28,0,4824,,2.0,12.985,15.252,0.13,1.6940000000000026,2.0,13.557999999999998,NIGE,28.85,松井 洪弥,0.0,,34.48,42.31,14.0,4.0,1,,70.0,1
20240301,09,12,5,3641,0.15170543534946027,0.046827748336185554,3,0.04963905612921787,0,0.0,0.3544169461297686,0.4052191676188354,0.2403596753250989,0.09021796810381448,4.0,2.0,0,52.83,0,3641,0,0.0,12.973,15.252,0.17,1.6940000000000026,2.0,13.557999999999998,NIGE,28.57,一瀬 明,1.0,,37.74,36.73,12.5,3.0,1,,47.9,1
20240301,09,12,6,4645,0.10487768701327471,0.0,1,0.04963905612921787,0,0.0,0.47272535313809894,0.3359663911609071,0.19130475088651405,0.01519809592419164,4.0,0.0,0,45.21,0,4645,0,0.0,19.798,15.252,0.14,1.6940000000000026,2.0,13.557999999999998,NIGE,52.08,上村 純一,0.0,,31.51,56.25,0.0,0.0,1,,21.6,1
20240301,09,1,1,3740,0.10494397743247771,0.0,1,0.016453787861187952,0,0.9999973789929794,0.0,0.0,0.0,0.3218349728554752,3.0,0.0,0,44.07,0,3740,0,0.0,8.258,143165585.97433332,0.14,143165572.2453333,2.0,13.729,NIGE,13.46,大澤 普司,2.0,0.01,27.12,28.85,62.2,0.0,3,6.68,83.0,1
20240301,09,1,2,4169,0.2044005948867493,0.09945661745427159,5,0.016453787861187952,0,0.0,0.549403859840915,0.3509597251533376,0.09963230616601827,0.0035518670480544218,3.0,3.0,0,52.46,0,4169,0,0.0,16.0,143165585.97433332,0.18,143165572.2453333,2.0,13.729,NIGE,43.4,多田 有佑,0.0,0.0,37.7,52.83,8.1,0.0,1,6.75,45.9,3
20240301,09,1,3,5070,0.22043618222511663,0.11549220479263891,6,0.016453787861187952,0,0.0,0.35048703105422113,0.6091685607735383,0.040340810951961806,0.05257385691916689,3.0,0.0,0,57.41,0,5070,0,3.0,16.929000000000002,143165585.97433332,0.21,143165572.2453333,2.0,13.729,NIGE,45.61,中島 航,0.0,0.0007000000000000001,46.3,61.4,15.0,0.0,2,6.74,40.0,2
20240301,09,1,4,3973,0.1554466843934549,0.050502706960977195,3,0.016453787861187952,0,0.0,0.6189912821620839,0.3001927528049608,0.08081280063263735,0.017024523188059058,3.0,0.0,0,60.66,0,3973,0,0.0,7.077,143165585.97433332,0.19,143165572.2453333,2.0,13.729,NIGE,16.95,崎 利仁,0.0,0.1,47.54,32.2,2.5,1.0,5,6.75,23.0,3
20240301,09,1,5,3392,0.15537326389687764,0.050429286464399925,2,0.016453787861187952,0,0.0,0.6468936169069499,0.2910339447681227,0.06206959757479888,0.01410436756373131,3.0,0.0,0,44.07,0,3392,0,0.0,429496739.136,143165585.97433332,0.2,143165572.2453333,2.0,13.729,NIGE,23.4,小森 信雄,0.0,0.16,27.12,48.94,0.0,0.0,6,6.75,18.4,3
20240301,09,1,6,4813,0.16959944267044713,0.06465546523796942,4,0.016453787861187952,0,0.0,0.488170189447637,0.4428135411383926,0.06901267951378987,0.01578988540401917,3.0,0.0,0,46.67,0,4813,0,0.0,11.709999999999999,143165585.97433332,0.2,143165572.2453333,2.0,13.729,NIGE,29.82,宮内 直哉,0.0,0.06,24.44,45.61,0.0,0.0,4,6.75,28.0,3
20240301,09,2,1,4181,0.1541134336156508,0.06322453051119425,3,-0.0526370802300104,1,0.9999972160166598,0.0,0.0,0.0,0.17548487329049567,4.0,0.0,0,40.35,0,4181,0,0.0,14.802999999999999,15.333999999999998,0.17,3.019666666666666,2.0,12.314333333333332,NIGE,38.89,花本 夏樹,1.0,0.14,19.3,56.94,43.7,0.0,1,6.71,78.1,3
20240301,09,2,2,4945,0.09088890310445655,0.0,1,-0.0526370802300104,0,0.0,0.7684038025988503,0.10479233233050664,0.12680124787087474,0.06608374478775285,4.0,2.0,0,43.86,0,4945,0,0.0,10.729,15.333999999999998,0.16,3.019666666666666,2.0,12.314333333333332,NIGE,23.33,上村 宏太,0.0,0.39,24.56,43.33,10.0,0.0,4,6.68,50.0,2
20240301,09,2,3,5256,0.1628432034881067,0.07195430038365017,4,-0.0526370802300104,0,0.0,0.6446419077998755,0.11461331055036938,0.24073799549527186,0.10452017447037981,4.0,0.0,0,69.09,0,5256,0,2.0,11.411,15.333999999999998,0.16,3.019666666666666,2.0,12.314333333333332,NIGE,27.69,中山 翔太,1.0,0.21,45.45,44.62,31.5,3.0,3,6.66,68.4,1
20240301,09,2,4,4077,0.21335527265196974,0.12246636954751319,5,-0.0526370802300104,0,0.0,0.6904221148563964,0.13838419678372044,0.1711903003226942,0.017753272939883796,4.0,1.0,0,56.0,0,4077,0,2.0,13.012999999999998,15.333999999999998,0.18,3.019666666666666,2.0,12.314333333333332,NIGE,33.85,品田 直樹,0.0,0.21,40.0,41.54,8.1,0.0,3,6.73,37.8,4
20240301,09,2,5,4461,0.2168473845956642,0.12595848149120764,6,-0.0526370802300104,0,0.0,0.4870333190407052,0.20876493495068757,0.3041981120985704,0.005153785702699115,4.0,0.0,0,43.9,0,4461,0,0.0,16.455,15.333999999999998,0.17,3.019666666666666,2.0,12.314333333333332,NIGE,44.93,安田 吉宏,0.0,0.19,31.71,57.97,3.0,0.0,2,6.73,33.3,4
20240301,09,2,6,4887,0.13555412365061142,0.04466522054615488,2,-0.0526370802300104,0,0.0,0.5397556707105277,0.34804393795946426,0.11219694422907832,0.005332493784733929,4.0,0.0,0,53.97,0,4887,0,0.0,16.534,15.333999999999998,0.16,3.019666666666666,2.0,12.314333333333332,NIGE,43.1,富澤 祐作,0.0,0.14,34.92,56.9,0.0,0.0,1,6.78,11.1,5
20240301,09,3,1,4440,0.22208388825046457,0.11074052264788309,6,0.005915372928734924,1,0.9999874095109283,0.0,0.0,0.0,0.040726870514433904,4.0,0.0,0,25.0,0,4440,0,0.0,12.397,143165586.61633334,0.15,143165574.76333335,2.0,11.853,SASHI,32.35,萩原 知哉,1.0,0.02,14.58,50.0,23.3,0.0,1,6.69,70.0,2
20240301,09,3,2,4618,0.13362757965936803,0.022284214056786544,3,0.005915372928734924,0,0.0,0.2688329035405601,0.256419436943417,0.4747421948679856,0.08300535626649118,4.0,2.0,0,50.0,0,4618,0,3.0,10.32,143165586.61633334,0.17,143165574.76333335,2.0,11.853,SASHI,24.0,乃村 康友,1.0,0.11,36.67,46.0,17.1,0.0,5,6.72,62.8,3
20240301,09,3,3,3888,0.12253173407150177,0.011188368468920282,2,0.005915372928734924,0,0.0,0.4393778775428786,0.19861608468952716,0.3620011220407583,0.08983908324368252,4.0,1.0,0,45.76,0,3888,0,0.0,12.841999999999999,143165586.61633334,0.15,143165574.76333335,2.0,11.853,SASHI,30.3,山本 英志,0.0,0.06,23.73,50.0,4.2,1.0,3,6.67,59.5,1
20240301,09,3,4,3532,0.11134336560258148,0.0,1,0.005915372928734924,0,0.0,0.44304816102498157,0.08083340434244046,0.47611482917321574,0.12922815707585086,4.0,0.0,0,50.0,0,3532,0,2.0,8.254,143165586.61633334,0.15,143165574.76333335,2.0,11.853,SASHI,14.04,柴田 光,0.0,0.1,33.33,35.09,7.6,1.0,4,6.69,53.8,2
20240301,09,3,5,5253,0.19068567327372005,0.07934230767113856,5,0.005915372928734924,0,0.0,0.5439267994851819,0.09019063909183114,0.36587809143516026,0.0031863786498932305,4.0,0.0,0,66.67,0,5253,0,0.0,429496741.062,143165586.61633334,0.23,143165574.76333335,2.0,11.853,SASHI,34.38,藤井 太雅,0.0,0.18,43.86,56.25,0.0,0.0,6,6.74,2.9,4
20240301,09,3,6,5006,0.15846804431882805,0.047124678716246565,4,0.005915372928734924,0,0.0,0.41353636722542336,0.23892753812167827,0.34753213221114476,0.014722173757486879,4.0,0.0,0,56.52,0,5006,0,0.0,10.533,143165586.61633334,0.15,143165574.76333335,2.0,11.853,SASHI,26.47,久保原 秀人,0.0,0.05,32.61,36.76,0.0,0.0,2,6.75,23.0,5
20240301,09,4,1,4766,0.14596054840516062,0.03566893689900398,2,-0.04650180709567092,1,0.9999961104094262,0.0,0.0,0.0,0.24783839439619457,3.0,0.0,0,57.14,0,4766,0,0.0,429496745.448,11.402666666666667,0.17,-143165579.217,2.0,143165590.61966667,MAKURI,45.76,石井 孝之,0.0,0.37,42.86,59.32,41.6,0.0,6,6.68,66.6,1
20240301,09,4,2,4358,0.17767014110086662,0.06737852959470998,4,-0.04650180709567092,0,0.0,0.0436758128651612,0.8882265146653852,0.0680955404956901,0.04499645482114865,3.0,0.0,0,50.0,0,4358,0,3.0,12.684000000000001,11.402666666666667,0.2,-143165579.217,2.0,143165590.61966667,MAKURI,33.9,松本 庸平,0.0,0.12,28.57,52.54,8.3,0.0,5,6.74,39.5,2
20240301,09,4,3,4297,0.11029161150615664,0.0,1,-0.04650180709567092,0,0.0,0.0687217934915204,0.895828943223882,0.035447729302986265,0.148213555110464,3.0,1.0,0,51.67,0,4297,0,7.0,13.727,11.402666666666667,0.1,-143165579.217,2.0,143165590.61966667,MAKURI,30.61,山田 哲也,1.0,0.07,38.33,55.1,19.5,0.0,3,6.68,41.3,1
20240301,09,4,4,4954,0.2155348202950979,0.10524320878894126,6,-0.04650180709567092,0,0.0,0.08568455023171292,0.8147216074660315,0.09959140492559451,0.0025989334376258105,3.0,0.0,0,55.17,0,4954,1,2.0,10.438,11.402666666666667,0.13,-143165579.217,2.0,143165590.61966667,MAKURI,22.64,内山 峻輔,0.0,0.0002,39.66,45.28,8.3,2.0,1,6.78,45.8,4
20240301,09,4,5,4888,0.1915845021615924,0.08129289065543575,5,-0.04650180709567092,0,0.0,0.05140534404002888,0.8641175178209068,0.08447468954836068,0.013875129138914121,3.0,0.0,0,44.74,0,4888,0,0.0,11.085,11.402666666666667,0.17,-143165579.217,2.0,143165590.61966667,MAKURI,24.53,金児 隆太,0.0,0.0004,28.95,41.51,0.0,0.0,2,6.68,39.1,1
20240301,09,4,6,4824,0.1663083998425063,0.05601678833634967,3,-0.04650180709567092,0,0.0,0.03427653431667969,0.9008812841186052,0.06484060875238609,0.008499261870074132,3.0,0.0,0,48.28,0,4824,0,0.0,12.684999999999999,11.402666666666667,0.18,-143165579.217,2.0,143165590.61966667,MAKURI,28.85,松井 洪弥,0.0,0.09,34.48,42.31,0.0,0.0,4,6.75,28.1,3
20240301,09,5,1,3641,0.15267260664439614,0.0499875175611217,2,-0.08088413022899496,1,0.9999979802722835,0.0,0.0,0.0,0.2611725106222919,4.0,0.0,0,52.83,0,3641,0,0.0,12.773,12.514999999999999,0.17,-2.141000000000002,2.0,14.656,NIGE,28.57,一瀬 明,3.0,0.16,37.74,36.73,47.6,0.0,3,6.7,80.9,2
20240301,09,5,2,3712,0.10268508908327444,0.0,1,-0.08088413022899496,0,0.0,0.5425898924968812,0.3257606812768577,0.13164618429428676,0.10737448065649843,4.0,5.0,0,50.85,0,3712,0,1.0,16.126,12.514999999999999,0.14,-2.141000000000002,2.0,14.656,NIGE,43.08,淺香 文武,0.0,0.19,38.98,52.31,16.2,0.0,4,6.68,62.1,1
20240301,09,5,3,4956,0.17129616188934008,0.06861107280606564,3,-0.08088413022899496,0,0.0,0.39861973617933816,0.46755812758102366,0.13381885820225908,0.03522053373422469,4.0,0.0,0,50.85,0,4956,0,0.0,15.068999999999999,12.514999999999999,0.18,-2.141000000000002,2.0,14.656,NIGE,41.25,齊藤 大将,0.0,0.32,32.2,66.25,0.0,0.0,5,6.77,50.0,5
20240301,09,5,4,3653,0.18549298166876801,0.08280789258549358,4,-0.08088413022899496,0,0.0,0.37328546151023667,0.56378091992112,0.06293120506057384,0.011186818521681796,4.0,0.0,0,56.14,0,3653,1,1.0,11.548,12.514999999999999,0.19,-2.141000000000002,2.0,14.656,NIGE,26.32,品川 賢次,1.0,0.04,42.11,44.74,4.5,0.0,1,6.7,31.8,2
20240301,09,5,5,3619,0.2627754362145788,0.16009034713130432,6,-0.08088413022899496,0,0.0,0.3977681111606106,0.4596510105738354,0.14257722029437003,0.0024867257922899844,4.0,0.0,0,40.0,0,3619,0,0.0,12.700999999999997,12.514999999999999,0.2,-2.141000000000002,2.0,14.656,NIGE,30.65,長谷川 充,0.0,0.16,23.64,54.84,2.0,1.0,3,6.73,28.5,4
20240301,09,5,6,5275,0.2210378304206487,0.11835274133737426,5,-0.08088413022899496,0,0.0,0.5579783029837807,0.3372271537612159,0.10479190032127232,0.0017351712752957042,4.0,0.0,0,50.0,0,5275,0,0.0,13.296,12.514999999999999,0.15,-2.141000000000002,2.0,14.656,NIGE,36.36,松田 淳平,0.0,0.09,25.0,46.97,0.7,1.0,2,6.71,12.7,3
20240301,09,6,1,4152,0.1269193110115719,0.0066029472673850426,2,-0.05542207028394383,0,0.9999972585328426,0.0,0.0,0.0,0.3199549087858212,4.0,0.0,0,39.66,0,4152,0,0.0,6.393999999999999,143165590.247,0.16,143165580.21466666,2.0,10.032333333333332,NIGE,11.54,深水 慎一郎,0.0,0.11,20.69,28.85,42.1,0.0,4,6.77,76.3,4
20240301,09,6,2,4420,0.12031636374418685,0.0,1,-0.05542207028394383,0,0.0,0.19694521096477566,0.5564392300955873,0.2466086065648537,0.0787909418693708,4.0,3.0,0,49.02,0,4420,0,4.0,11.892999999999999,143165590.247,0.13,143165580.21466666,2.0,10.032333333333332,NIGE,26.23,津久井 拓也,0.0,0.06,25.49,39.34,14.8,0.0,1,6.76,74.4,3
