hd,jcd,rno,lane,regno,st_pred_sec,st_rel_sec,st_rank_in_race,dash_advantage,wall_weak_flag,proba_nige,proba_sashi,proba_makuri,proba_makuri_sashi,proba_win,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240301,17,5,1,5148,0.20730747550367304,0.10264628259273749,4,0.0422717754476625,1,0.9999959942930235,0.0,0.0,0.0,0.14906815838306017,3.0,0.0,0,54.65,0,5148,0,0.0,11.644,13.457999999999998,0.24,-143165576.58533332,3.0,143165590.04333332,MAKURI,29.7,松本 怜,2.0,0.01,34.88,44.55,33.3,0.0,1,6.81,61.1,5
20240301,17,5,2,5146,0.24043079971298306,0.13576960680204753,5,0.0422717754476625,0,0.0,0.05309607122800806,0.5990573719633876,0.3478434534671392,0.006073269289039075,3.0,1.0,0,47.0,0,5146,0,0.0,13.956,13.457999999999998,0.24,-143165576.58533332,3.0,143165590.04333332,MAKURI,36.0,野田 彩加,0.0,0.02,37.0,63.0,4.1,0.0,2,6.75,45.8,2
20240301,17,5,3,4065,0.16277819163184476,0.05811699872090921,3,0.0422717754476625,0,0.0,0.19461445128517485,0.5465182133013026,0.2588627281998874,0.028797687555793414,3.0,0.0,0,67.47,0,4065,0,3.0,429496744.53,13.457999999999998,0.19,-143165576.58533332,3.0,143165590.04333332,MAKURI,38.64,金田 幸子,2.0,0.35,44.58,52.27,13.6,1.0,6,6.74,63.6,1
20240301,17,5,4,4071,0.10466119291093555,0.0,1,0.0422717754476625,0,0.0,0.2563918510217488,0.2903331855909247,0.4532704156223917,0.11084636655034286,3.0,1.0,0,51.38,0,4071,0,1.0,9.324,13.457999999999998,0.14,-143165576.58533332,3.0,143165590.04333332,MAKURI,20.78,古賀 千晶,0.0,0.22,30.28,44.16,7.8,1.0,5,6.85,57.8,6
20240301,17,5,5,5334,0.24464082162451734,0.13997962871358177,6,0.0422717754476625,0,0.0,0.11699221014394094,0.46154403903746744,0.4214579173454209,0.0031161898399709774,3.0,0.0,0,54.84,0,5334,0,0.0,14.54,13.457999999999998,0.37,-143165576.58533332,3.0,143165590.04333332,MAKURI,45.1,樫葉 新心,0.0,0.04,41.94,56.86,0.0,0.0,3,6.78,0.0,4
20240301,17,5,6,5193,0.1343991259700604,0.029737933059124852,2,0.0422717754476625,0,0.0,0.20639261942504686,0.5662727933766095,0.22733031974734147,0.024419281252105636,3.0,0.0,0,52.99,0,5193,0,0.0,16.51,13.457999999999998,0.19,-143165576.58533332,3.0,143165590.04333332,MAKURI,42.86,米丸 乃絵,0.0,0.19,36.75,66.67,6.2,1.0,4,6.77,21.8,3
20240301,17,6,1,4536,0.10362021706455044,0.0,1,0.00893987693322218,0,0.9999975228737283,0.0,0.0,0.0,0.460650354276282,2.0,0.0,0,58.42,0,4536,0,0.0,15.973,11.410000000000002,0.14,-143165580.04233333,2.0,143165591.45233333,SASHI,41.49,喜井 つかさ,2.0,0.15,34.65,60.64,55.7,0.0,4,6.71,92.3,2
20240301,17,6,2,4947,0.18883260694902743,0.08521238988447699,4,0.00893987693322218,0,0.0,0.037408600290331495,0.03626389585937524,0.9263256914170293,0.04741455421713792,2.0,2.0,0,45.05,0,4947,0,1.0,429496745.028,11.410000000000002,0.2,-143165580.04233333,2.0,143165591.45233333,SASHI,43.88,間庭 菜摘,0.0,0.53,28.83,57.14,7.3,0.0,6,6.72,39.0,3
20240301,17,6,3,4733,0.1912234983136369,0.08760328124908648,5,0.00893987693322218,0,0.0,0.09310608411646502,0.11940969755161379,0.7874811266549241,0.037162732617838215,2.0,0.0,0,60.0,0,4733,0,4.0,13.356,11.410000000000002,0.17,-143165580.04233333,2.0,143165591.45233333,SASHI,34.38,赤井 睦,0.0,0.22,37.89,58.33,19.2,1.0,5,6.71,53.8,2
20240301,17,6,4,4941,0.19896151185802796,0.09534129479347753,6,0.00893987693322218,0,0.0,0.04068225628301526,0.04652204151453548,0.9127941991192425,0.010501997962104083,2.0,1.0,0,51.0,0,4941,1,0.0,14.040000000000001,11.410000000000002,0.21,-143165580.04233333,2.0,143165591.45233333,SASHI,35.42,孫崎 百世,0.0,0.05,27.0,53.13,2.5,0.0,2,6.74,45.0,4
20240301,17,6,5,5069,0.12802646252676927,0.02440624546221884,2,0.00893987693322218,0,0.0,0.15159492264198202,0.34617492560673124,0.5022246564498102,0.018995571694442503,2.0,0.0,0,49.48,0,5069,0,2.0,8.410999999999998,11.410000000000002,0.13,-143165580.04233333,2.0,143165591.45233333,SASHI,18.31,山崎 小葉音,0.0,0.06,32.99,30.99,6.6,0.0,3,6.67,26.6,1
20240301,17,6,6,5156,0.12986871714275106,0.02624850007820062,3,0.00893987693322218,0,0.0,0.09809670248276045,0.06404149454893279,0.8378588306074721,0.0036614697563827105,2.0,0.0,0,57.95,0,5156,0,0.0,11.779000000000002,11.410000000000002,0.19,-143165580.04233333,2.0,143165591.45233333,SASHI,29.55,坂野 さくら,0.0,0.0005,36.36,46.59,0.0,0.0,1,6.71,5.5,2
20240301,17,7,1,5118,0.1798493317489294,0.07207954231558646,4,-0.055689805902765094,1,0.9999765416097336,0.0,0.0,0.0,0.11621890720381806,3.0,0.0,0,59.43,0,5118,0,0.0,15.589999999999998,143165588.12333333,0.17,143165576.07633334,3.0,12.046999999999999,SASHI,41.58,野田 なづき,1.0,0.09,37.74,62.38,23.3,0.0,3,6.68,60.0,2
20240301,17,7,2,4784,0.10776978943334294,0.0,1,-0.055689805902765094,0,0.0,0.02969918784692079,0.9498436379378136,0.020456090901269687,0.1697374801557265,3.0,1.0,0,50.0,0,4784,0,0.0,11.437,143165588.12333333,0.19,143165576.07633334,3.0,12.046999999999999,SASHI,29.79,向井田 真紀,0.0,0.14,34.48,43.62,3.2,0.0,4,6.7,38.7,3
20240301,17,7,3,4987,0.16815054316191339,0.06038075372857045,3,-0.055689805902765094,0,0.0,0.04037473340497453,0.91322580589532,0.046398325982653435,0.012536505949792328,3.0,1.0,0,52.63,0,4987,0,0.0,9.114,143165588.12333333,0.19,143165576.07633334,3.0,12.046999999999999,SASHI,22.08,島倉 都,0.0,0.16,34.74,37.66,4.3,0.0,5,6.76,17.3,4
20240301,17,7,4,4349,0.1314503254296938,0.02368053599635085,2,-0.055689805902765094,0,0.0,0.047760997668432496,0.9336411939264856,0.018596901441498073,0.045331718770516276,3.0,0.0,0,54.17,0,4349,1,3.0,9.891,143165588.12333333,0.16,143165576.07633334,3.0,12.046999999999999,SASHI,21.79,犬童 千秋,0.0,0.05,35.42,28.21,16.6,2.0,2,6.68,53.3,2
20240301,17,7,5,5306,0.24548574419616892,0.137715954762826,5,-0.055689805902765094,0,0.0,0.024906562739289376,0.9490981553956798,0.025994188335628218,0.003350037898823663,3.0,0.0,0,50.0,0,5306,0,0.0,13.804,143165588.12333333,0.18,143165576.07633334,3.0,12.046999999999999,SASHI,41.94,河内 悠利杏,0.0,0.02,32.73,54.84,0.0,0.0,1,6.62,25.0,1
20240301,17,7,6,3355,0.24590301242661827,0.13813322299327535,6,-0.055689805902765094,0,0.0,0.15742049295550073,0.7801793434925333,0.06239787511271226,0.00033015009470376114,3.0,0.0,0,61.54,0,3355,0,0.0,429496740.675,143165588.12333333,0.25,143165576.07633334,3.0,12.046999999999999,SASHI,31.25,橋谷田 佳織,0.0,0.2,50.0,45.83,0.0,0.0,6,6.8,0.0,5
20240301,17,8,1,4844,0.10020894345683048,0.0,1,-0.08464584242633308,0,0.9999956630060223,0.0,0.0,0.0,0.36357982169867153,2.0,0.0,0,57.89,0,4844,0,0.0,12.991,12.785666666666666,0.17,2.014333333333335,2.0,10.771333333333331,MAKURI,33.33,村上 奈穂,1.0,0.0007000000000000001,41.05,45.16,30.4,0.0,1,6.69,69.5,1
20240301,17,8,2,4400,0.18012709041099098,0.0799181469541605,4,-0.08464584242633308,0,0.0,0.057833612874678454,0.6230283716609477,0.31913427971937863,0.05788226185939671,2.0,1.0,0,49.12,0,4400,0,1.0,9.229999999999999,12.785666666666666,0.2,2.014333333333335,2.0,10.771333333333331,MAKURI,20.48,加藤 奈月,1.0,0.02,29.82,32.53,7.5,0.0,3,6.78,57.5,5
20240301,17,8,3,4714,0.14019691816110436,0.03998797470427387,2,-0.08464584242633308,0,0.0,0.16012836985791298,0.41972720675934255,0.4201407211159571,0.08378935451672936,2.0,0.0,0,41.94,0,4714,0,2.0,10.092999999999998,12.785666666666666,0.17,2.014333333333335,2.0,10.771333333333331,MAKURI,22.99,喜多須 杏奈,0.0,0.04,29.03,35.63,6.4,0.0,4,6.75,32.2,3
20240301,17,8,4,3334,0.27272509733287376,0.17251615387604327,6,-0.08464584242633308,0,0.0,0.13321623294960583,0.5561088811779495,0.31066924891422165,0.003437869542629687,2.0,0.0,0,56.52,0,3334,1,0.0,14.701999999999998,12.785666666666666,0.22,2.014333333333335,2.0,10.771333333333331,MAKURI,40.0,角 ひとみ,0.0,0.02,44.57,59.05,2.7,0.0,3,6.76,33.3,4
20240301,17,8,5,5326,0.22872582978103434,0.12851688632420386,5,-0.08464584242633308,0,0.0,0.053628386940677335,0.5552682166962141,0.3910999751405018,0.015064647836757372,2.0,0.0,0,50.45,0,5326,0,0.0,11.508000000000001,12.785666666666666,0.0,2.014333333333335,2.0,10.771333333333331,MAKURI,35.24,三嶌 さらら,0.0,0.17,33.33,54.29,0.0,0.0,5,6.76,0.0,4
20240301,17,8,6,5213,0.1730195521940169,0.07281060873718642,3,-0.08464584242633308,0,0.0,0.1562820391405478,0.5645971009984737,0.2791151383225159,0.005885715719242367,2.0,0.0,0,52.43,0,5213,0,0.0,12.147,12.785666666666666,0.18,2.014333333333335,2.0,10.771333333333331,MAKURI,32.91,湯淺 紀香,0.0,0.01,39.81,49.37,0.0,0.0,2,6.74,24.3,2
20240301,19,10,1,3920,0.17983720206451098,0.07421203565372489,6,0.038702337570391515,1,0.9999980233725132,0.0,0.0,0.0,0.2359957394869183,3.0,0.0,0,52.61,0,3920,0,0.0,13.056,13.823333333333332,0.17,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,30.58,正木 聖賢,0.0,0.3,34.35,48.54,62.0,0.0,5,6.8,86.0,2
20240301,19,10,2,4678,0.14381499795278105,0.038189831541994956,4,0.038702337570391515,0,0.0,0.20011188493466156,0.605750199717756,0.19413281309068953,0.08866933371839623,3.0,5.0,0,51.58,0,4678,0,2.0,12.504999999999999,13.823333333333332,0.15,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,31.47,水野 望美,0.0,0.24,32.13,48.71,25.0,0.0,4,6.85,71.4,4
20240301,19,10,3,4046,0.1724401361267694,0.0668149697159833,5,0.038702337570391515,0,0.0,0.12715518256725042,0.44117026402440185,0.4316710729963646,0.007142681364948052,3.0,0.0,0,50.93,0,4046,0,0.0,16.136,13.823333333333332,0.19,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,45.12,谷村 啓司,0.0,0.23,32.71,56.74,0.0,0.0,3,6.7,22.2,1
20240301,19,10,4,4366,0.10562516641078609,0.0,1,0.038702337570391515,0,0.0,0.3029341285896923,0.36697307914889715,0.3300884861291729,0.16722517975235882,3.0,3.0,0,59.91,0,4366,0,2.0,13.716,13.823333333333332,0.13,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,32.54,前沢 丈史,1.0,0.14,40.09,52.63,16.3,2.0,2,6.81,61.2,3
20240301,19,10,5,5171,0.1340142998202121,0.028389133409426004,2,0.038702337570391515,0,0.0,0.2210799565718795,0.5341525942032114,0.2447641563301844,0.07685522303276013,3.0,0.0,0,48.68,0,5171,0,1.0,13.755999999999998,13.823333333333332,0.19,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,37.8,清水 未唯,0.0,0.04,33.33,54.55,5.7,1.0,1,6.85,28.5,4
20240301,19,10,6,4373,0.14034585720188877,0.03472069079110268,3,0.038702337570391515,0,0.0,0.1842032054766293,0.6337090259338823,0.18208415791745938,0.04795593501059753,3.0,0.0,0,47.53,0,4373,0,0.0,13.998,13.823333333333332,0.21,-0.07566666666666855,3.0,13.899000000000001,MAKURI_SASHI,36.8,若狭 奈美子,0.0,0.14,34.08,52.38,0.0,0.0,2,6.8,24.2,2
20240301,19,11,1,3349,0.1906233397919541,0.07388618171407518,6,0.028949949117089674,1,0.9999976391285093,0.0,0.0,0.0,0.3583015780522257,3.0,0.0,0,54.34,0,3349,0,0.0,15.680999999999997,13.719,0.14,-1.7633333333333319,3.0,15.482333333333331,NIGE,40.91,吉田 一郎,1.0,0.14,35.62,54.55,58.7,0.0,5,6.83,82.6,2
20240301,19,11,2,3904,0.16388182292104617,0.04714466484316726,5,0.028949949117089674,0,0.0,0.5683956023732339,0.23986718915786456,0.1917337465111053,0.0858688839135599,3.0,6.0,0,52.42,0,3904,0,0.0,17.119,13.719,0.17,-1.7633333333333319,3.0,15.482333333333331,NIGE,44.91,森 貴洋,0.0,0.12,37.0,59.26,15.0,0.0,4,6.83,72.5,2
20240301,19,11,3,4017,0.1358793671096522,0.0191422090317733,3,0.028949949117089674,0,0.0,0.3596094522037564,0.42217434836191914,0.21821144826582545,0.08846805999664384,3.0,2.0,0,49.54,0,4017,0,4.0,13.646999999999998,13.719,0.18,-1.7633333333333319,3.0,15.482333333333331,NIGE,34.65,向井 美鈴,0.0,0.14,34.72,53.95,24.3,4.0,5,6.83,63.4,2
20240301,19,11,4,4281,0.1167371580778789,0.0,1,0.028949949117089674,0,0.0,0.3375703187863493,0.47576153812651645,0.18666482428782233,0.08987136289532635,3.0,2.0,0,47.51,0,4281,0,0.0,13.337,13.719,0.16,-1.7633333333333319,3.0,15.482333333333331,NIGE,32.71,大澤 大夢,0.0,0.11,33.03,48.6,10.8,2.0,3,6.85,54.0,4
20240301,19,11,5,4474,0.13458838466290912,0.017851226585030217,2,0.028949949117089674,0,0.0,0.3010088441454112,0.4952013888086599,0.20378571171126372,0.06424019635728015,3.0,0.0,0,53.39,0,4474,0,0.0,13.62,13.719,0.18,-1.7633333333333319,3.0,15.482333333333331,NIGE,33.48,渡辺 崇,0.0,0.09,36.2,50.68,2.4,0.0,2,6.77,46.3,1
20240301,19,11,6,3581,0.15220913973059547,0.03547198165271656,4,0.028949949117089674,0,0.0,0.27750317768235155,0.52929599806622,0.1931973424084192,0.012165004384963698,3.0,0.0,0,50.22,0,3581,0,0.0,14.2,13.719,0.2,-1.7633333333333319,3.0,15.482333333333331,NIGE,36.32,加木 郁,0.0,0.02,34.08,53.36,0.0,0.0,1,6.84,26.9,3
20240301,19,12,1,3257,0.1383799708277767,0.014132759522533234,2,-0.057318954755661455,0,0.9999977387998773,0.0,0.0,0.0,0.5989064592982654,2.0,0.0,0,50.0,0,3257,0,0.0,13.473999999999998,14.401666666666669,0.13,0.3813333333333375,2.0,14.020333333333332,NIGE,30.52,田頭 実,0.0,0.0002,37.04,54.46,68.2,0.0,1,6.79,87.8,3
20240301,19,12,2,3779,0.14234781498192664,0.018100603676683175,4,-0.057318954755661455,0,0.0,0.7328192644574882,0.20294947451655806,0.06422676701426343,0.07207555879673688,2.0,7.0,0,58.67,0,3779,0,2.0,13.188999999999998,14.401666666666669,0.1,0.3813333333333375,2.0,14.020333333333332,NIGE,30.33,原田 幸哉,1.0,0.01,40.44,47.87,24.3,0.0,4,6.75,58.5,1
20240301,19,12,3,5026,0.12424721130524347,0.0,1,-0.057318954755661455,0,0.0,0.5757743821807603,0.3008746351106367,0.12334641716820652,0.07929145359124289,2.0,0.0,0,51.34,0,5026,0,3.0,15.397999999999998,14.401666666666669,0.14,0.3813333333333375,2.0,14.020333333333332,NIGE,37.86,安河内 健,2.0,0.001,33.04,58.25,21.9,4.0,3,6.75,68.2,1
20240301,19,12,4,4523,0.1395213199546552,0.015274108649411727,3,-0.057318954755661455,0,0.0,0.4269256680624207,0.4704918803435312,0.10257821403902137,0.08546281205395419,2.0,1.0,0,58.9,0,4523,0,4.0,14.020000000000001,14.401666666666669,0.16,0.3813333333333375,2.0,14.020333333333332,NIGE,35.24,中村 辰也,0.0,0.01,40.18,52.38,18.4,2.0,4,6.8,50.0,4
20240301,19,12,5,3942,0.21286097547646457,0.0886137641712211,5,-0.057318954755661455,0,0.0,0.4649295148869292,0.4715984934333812,0.06346877103411151,0.026132841527881256,2.0,0.0,0,49.1,0,3942,0,0.0,14.284,14.401666666666669,0.13,0.3813333333333375,2.0,14.020333333333332,NIGE,31.96,寺田 祥,0.0,0.0002,31.98,51.14,5.5,2.0,1,6.81,50.0,5
20240301,19,12,6,4049,0.22454956595081133,0.10030235464556786,6,-0.057318954755661455,0,0.0,0.4637550053251817,0.40416129992900107,0.13208041937490755,0.0028326993990762154,2.0,0.0,0,48.11,0,4049,0,0.0,14.901000000000002,14.401666666666669,0.23,0.3813333333333375,2.0,14.020333333333332,NIGE,36.77,荒川 健太,0.0,0.0005,31.6,58.3,2.6,0.0,2,6.78,26.3,2
20240301,19,2,1,5230,0.12104910622155174,0.0,1,-0.09152626431571903,0,0.9999744843783883,0.0,0.0,0.0,0.004987135284714254,3.0,0.0,0,51.36,0,5230,0,0.0,11.370999999999999,12.202,0.22,0.13133333333333397,3.0,12.070666666666666,NIGE,31.65,石原 凪紗,0.0,0.21,35.0,45.57,0.0,0.0,4,6.72,0.0,1
20240301,19,2,2,3647,0.16646179406327202,0.045412687841720284,3,-0.09152626431571903,0,0.0,0.5822952684603945,0.09207289687699681,0.32562877277375585,0.020102112138993045,3.0,0.0,0,54.19,0,3647,0,0.0,11.344999999999999,12.202,0.18,0.13133333333333397,3.0,12.070666666666666,NIGE,28.81,伊藤 雄二,0.0,0.11,40.53,44.07,0.0,0.0,3,6.83,40.0,4
20240301,19,2,3,4054,0.12958694601813134,0.0085378397965796,2,-0.09152626431571903,0,0.0,0.6494901205337963,0.16555579431033535,0.18495025179195393,0.05651395918522113,3.0,0.0,0,52.84,0,4054,0,2.0,13.495999999999999,12.202,0.14,0.13133333333333397,3.0,12.070666666666666,NIGE,34.96,福嶋 智之,0.0,0.11,36.68,49.56,6.8,1.0,3,6.77,47.7,2
20240301,19,2,4,3742,0.20625444888280212,0.08520534266125038,5,-0.09152626431571903,0,0.0,0.6056255804622037,0.0922764608311716,0.30209514970969487,0.01940434651599294,3.0,0.0,0,54.63,0,3742,1,0.0,14.109000000000002,12.202,0.19,0.13133333333333397,3.0,12.070666666666666,NIGE,37.07,宮地 秀祈,0.0,0.06,35.68,55.6,0.0,0.0,2,6.83,36.1,4
20240301,19,2,5,4753,0.1925809310311923,0.07153182480964057,4,-0.09152626431571903,0,0.0,0.6060492254652141,0.14461123319038655,0.24933549573840927,0.017044164124318223,3.0,1.0,0,48.44,0,4753,0,0.0,12.232,12.202,0.19,0.13133333333333397,3.0,12.070666666666666,NIGE,30.36,森 照夫,0.0,0.03,28.65,49.11,3.2,0.0,1,6.81,25.8,3
20240301,19,2,6,5336,0.29284125933611777,0.17179215311456603,6,-0.09152626431571903,0,0.0,0.6306315989082886,0.21217696627444937,0.15718753094172616,0.0008799552853171423,3.0,0.0,0,47.72,0,5336,0,0.0,10.264999999999999,12.202,0.26,0.13133333333333397,3.0,12.070666666666666,NIGE,31.31,瀬川 大地,0.0,0.11,29.44,48.48,0.0,0.0,3,6.88,0.0,5
20240301,19,3,1,4373,0.17538661040825895,0.06127165361847213,5,0.04128993248172258,1,0.9999974177067035,0.0,0.0,0.0,0.020386442846425105,4.0,0.0,0,47.53,0,4373,0,0.0,13.697999999999999,143165590.12966666,0.18,143165576.42499998,4.0,13.704666666666666,NIGE,36.8,若狭 奈美子,1.0,0.01,34.08,52.38,39.4,0.0,5,6.81,78.9,3
20240301,19,3,2,4390,0.22452780328498442,0.1104128464951976,6,0.04128993248172258,0,0.0,0.5618189212501254,0.2542788606631767,0.18389707380334705,0.006482065676447079,4.0,3.0,0,58.04,0,4390,0,0.0,13.732,143165590.12966666,0.19,143165576.42499998,4.0,13.704666666666666,NIGE,35.92,松本 弓雄,0.0,0.0006,39.73,51.94,9.3,0.0,1,6.79,39.5,1
20240301,19,3,3,4509,0.15021535314456214,0.03610039635477531,3,0.04128993248172258,0,0.0,0.6334230611993289,0.16523097486205268,0.20134015302117303,0.07581849204011272,4.0,1.0,0,47.91,0,4509,0,1.0,13.684,143165590.12966666,0.15,143165576.42499998,4.0,13.704666666666666,NIGE,33.8,平見 真彦,0.0,0.0016,33.02,55.09,14.5,5.0,4,6.79,62.5,1
20240301,19,3,4,3333,0.11411495678978682,0.0,1,0.04128993248172258,0,0.0,0.6405073056513336,0.3296463392722359,0.029842343540544054,0.12571146916058937,4.0,0.0,0,46.05,0,3333,0,6.0,16.175,143165590.12966666,0.13,143165576.42499998,4.0,13.704666666666666,NIGE,40.25,丸尾 義孝,1.0,0.0015,33.77,57.2,18.1,1.0,3,6.93,63.6,5
20240301,19,3,5,5274,0.14107447361263428,0.02695951682284746,2,0.04128993248172258,0,0.0,0.3092151532350688,0.5582100048617659,0.13256937655101791,0.021984415382275954,4.0,0.0,0,47.18,0,5274,0,0.0,429496740.726,143165590.12966666,0.19,143165576.42499998,4.0,13.704666666666666,NIGE,32.16,城間 盛渚,0.0,0.02,29.23,45.73,0.0,0.0,6,6.84,18.1,4
20240301,19,3,6,5162,0.1710705389902167,0.056955582200429886,4,0.04128993248172258,0,0.0,0.43772593323884845,0.39829937269104315,0.16396825848219937,0.001591469558175739,4.0,0.0,0,51.57,0,5162,0,0.0,13.488,143165590.12966666,0.2,143165576.42499998,4.0,13.704666666666666,NIGE,36.18,松尾 怜実,0.0,0.0013,32.29,56.1,0.0,0.0,2,6.8,6.2,2
20240301,19,4,1,4046,0.1716141273214834,0.07294142430074682,4,0.029363296193239158,1,0.9999901312273232,0.0,0.0,0.0,0.05734321236496734,3.0,0.0,0,50.93,0,4046,0,0.0,16.236,14.844666666666667,0.16,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,45.12,谷村 啓司,0.0,0.0012,32.71,56.74,24.0,0.0,2,6.66,52.0,1
20240301,19,4,2,4623,0.1743191080193716,0.07564640499863501,5,0.029363296193239158,0,0.0,0.2451288680989343,0.5003015816230363,0.2545650782788507,0.033409038889312015,3.0,1.0,0,52.02,0,4623,0,0.0,429496745.352,14.844666666666667,0.18,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,43.18,中北 将史,1.0,0.13,36.77,60.45,4.8,0.0,6,6.78,46.3,4
20240301,19,4,3,3920,0.14391587089201327,0.04524316787127669,3,0.029363296193239158,0,0.0,0.40595599494904017,0.46992663526378897,0.12411397680974293,0.029132018951458543,3.0,3.0,0,52.61,0,3920,0,0.0,13.255999999999998,14.844666666666667,0.16,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,30.58,正木 聖賢,0.0,0.0024,34.35,48.54,6.1,1.0,3,6.78,50.7,4
20240301,19,4,4,3349,0.09867270302073658,0.0,1,0.029363296193239158,0,0.0,0.41889683063303523,0.4123454942188534,0.16875363783937108,0.18352122421898326,3.0,2.0,0,54.34,0,3349,0,1.0,15.780999999999997,14.844666666666667,0.14,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,40.91,吉田 一郎,0.0,0.03,35.62,54.55,13.1,1.0,4,6.83,47.3,5
20240301,19,4,5,5295,0.189021086061078,0.09034838304034143,6,0.029363296193239158,0,0.0,0.20165719051187034,0.45829197315536996,0.3400462334397557,0.0033399546175619213,3.0,0.0,0,48.89,0,5295,0,0.0,14.597999999999999,14.844666666666667,0.2,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,46.12,田上 凜,0.0,0.09,33.33,62.07,0.0,0.0,5,6.77,0.0,3
20240301,19,4,6,4748,0.1140654285713362,0.015392725550599617,2,0.029363296193239158,0,0.0,0.2205277630987216,0.5565453651727338,0.22292331180302838,0.13445124274465192,3.0,0.0,0,53.28,0,4748,0,1.0,14.155,14.844666666666667,0.16,-143165576.77,3.0,143165591.61466667,MAKURI_SASHI,33.33,渡邉 雄朗,0.0,0.0009,35.37,52.7,2.7,0.0,1,6.71,40.5,2
20240301,19,6,1,4281,0.13070020138002328,0.011684426120358513,2,-0.006099870189466894,0,0.9999963020058079,0.0,0.0,0.0,0.2475078250656618,3.0,0.0,0,47.51,0,4281,0,0.0,13.437000000000001,143165589.90199998,0.15,143165576.21466663,3.0,13.687333333333333,NIGE,32.71,大澤 大夢,0.0,0.07,33.03,48.6,48.4,0.0,2,6.76,69.7,3
20240301,19,6,2,3742,0.19109941400418337,0.0720836387445186,6,-0.006099870189466894,0,0.0,0.11153544371525134,0.8444661222511788,0.043996021165119525,0.017274451146257933,3.0,2.0,0,54.63,0,3742,0,0.0,13.809000000000001,143165589.90199998,0.19,143165576.21466663,3.0,13.687333333333333,NIGE,37.07,宮地 秀祈,0.0,0.23,35.68,55.6,5.2,0.0,5,6.83,65.7,6
20240301,19,6,3,4366,0.15168181986347273,0.03266604460380797,3,-0.006099870189466894,0,0.0,0.24273967452981013,0.733382595939801,0.023873809359113273,0.12685023075940832,3.0,0.0,0,59.91,0,4366,0,4.0,13.815999999999999,143165589.90199998,0.14,143165576.21466663,3.0,13.687333333333333,NIGE,32.54,前沢 丈史,2.0,0.06,40.09,52.63,24.3,4.0,1,6.8,82.9,4
20240301,19,6,4,3904,0.11901577525966477,0.0,1,-0.006099870189466894,0,0.0,0.05742057759708991,0.9068031748638622,0.03577473748174483,0.20229294593331065,3.0,2.0,0,52.42,0,3904,0,1.0,17.218999999999998,143165589.90199998,0.18,143165576.21466663,3.0,13.687333333333333,NIGE,44.91,森 貴洋,1.0,0.19,37.0,59.26,13.6,2.0,3,6.75,63.6,2
20240301,19,6,5,5230,0.18509627362719036,0.0660804983675256,4,-0.006099870189466894,0,0.0,0.06424003024829307,0.8600952963276435,0.07566266849453185,0.024019665363204216,3.0,0.0,0,51.36,0,5230,0,1.0,11.370999999999999,143165589.90199998,0.19,143165576.21466663,3.0,13.687333333333333,NIGE,31.65,石原 凪紗,0.0,0.21,35.0,45.57,3.0,0.0,4,6.73,6.0,1
20240301,19,6,6,5305,0.18766899692922492,0.06865322166956016,5,-0.006099870189466894,0,0.0,0.17954273977831509,0.7759250348295677,0.044529529616524864,0.017135475997293606,3.0,0.0,0,50.68,0,5305,0,0.0,429496741.116,143165589.90199998,0.23,143165576.21466663,3.0,13.687333333333333,NIGE,36.2,伊藤 栞,0.0,0.38,32.88,52.49,0.0,0.0,6,6.82,0.0,5
20240301,19,7,1,4706,0.1207735576146124,0.0,1,-0.06354094207806218,0,0.9999973809459027,0.0,0.0,0.0,0.10463200821952275,3.0,0.0,0,60.73,0,4706,0,0.0,13.566,143165589.132,0.18,143165575.64066666,3.0,13.491333333333332,MAKURI_SASHI,33.78,三浦 洋次朗,4.0,0.38,43.84,53.6,55.3,0.0,5,6.81,76.6,2
20240301,19,7,2,4474,0.1618008588475263,0.041027301232913885,2,-0.06354094207806218,0,0.0,0.5947815237281344,0.15575368928529368,0.24946181186192404,0.1013299186886695,3.0,1.0,0,53.39,0,4474,0,0.0,13.62,143165589.132,0.18,143165575.64066666,3.0,13.491333333333332,MAKURI_SASHI,33.48,渡辺 崇,0.0,0.19,36.2,50.68,2.7,0.0,2,6.82,55.5,3
