hd,jcd,rno,win_lane,win_racer_id,decision
20240103,01,10,4,4238,差し
20240103,01,11,1,4188,逃げ
20240103,01,12,1,4787,逃げ
20240103,01,1,3,5216,まくり差し
20240103,01,2,4,4177,まくり
20240103,01,3,2,4491,差し
20240103,01,4,5,4188,まくり差し
20240103,01,5,3,3406,まくり差し
20240103,01,6,1,4486,逃げ
20240103,01,7,2,4887,まくり差し
20240103,01,8,5,3740,まくり差し
20240103,01,9,3,5141,まくり差し
20240103,02,10,1,4090,逃げ
20240103,02,11,2,5112,抜き
20240103,02,12,1,3952,逃げ
20240103,02,1,1,3664,逃げ
20240103,02,2,4,4700,まくり
20240103,02,3,2,4532,まくり
20240103,02,4,3,3983,差し
20240103,02,5,3,4973,まくり差し
20240103,02,6,3,3075,まくり差し
20240103,02,7,1,4528,逃げ
20240103,02,8,3,4159,抜き
20240103,02,9,5,4191,まくり差し
20240103,03,10,1,4318,逃げ
20240103,03,11,1,4598,逃げ
20240103,03,12,1,4335,逃げ
20240103,03,1,1,4723,逃げ
20240103,03,2,2,4954,まくり
20240103,03,3,3,3808,まくり
20240103,03,4,2,4748,まくり
20240103,03,5,1,5103,逃げ
20240103,03,6,3,3277,まくり
20240103,03,7,2,3105,差し
20240103,03,8,1,4641,逃げ
20240103,03,9,4,4723,まくり
20240103,04,10,5,4059,まくり差し
20240103,04,11,1,4468,逃げ
20240103,04,12,2,4769,差し
20240103,04,1,3,4702,抜き
20240103,04,2,2,3805,まくり
20240103,04,3,1,4813,逃げ
20240103,04,4,3,4575,まくり
20240103,04,5,4,5023,まくり
20240103,04,6,2,4059,差し
20240103,04,7,1,4152,逃げ
20240103,04,8,4,4075,まくり差し
20240103,04,9,1,3505,逃げ
20240103,05,10,6,5039,まくり
20240103,05,11,1,4535,逃げ
20240103,05,12,1,3590,逃げ
20240103,05,1,4,5087,抜き
20240103,05,2,1,3863,逃げ
20240103,05,3,1,4201,逃げ
20240103,05,4,3,3256,差し
20240103,05,5,4,3590,まくり
20240103,05,6,2,3546,差し
20240103,05,7,1,3699,逃げ
20240103,05,8,1,4175,逃げ
20240103,05,9,3,5167,まくり
20240103,06,10,1,3959,逃げ
20240103,06,11,1,3744,逃げ
20240103,06,12,2,3960,抜き
20240103,06,1,3,4342,まくり
20240103,06,2,2,3811,差し
20240103,06,3,1,3796,逃げ
20240103,06,4,3,3987,まくり差し
20240103,06,5,1,5034,逃げ
20240103,06,6,4,3959,まくり差し
20240103,06,7,4,4524,まくり
20240103,06,8,4,3744,まくり差し
20240103,06,9,1,4131,逃げ
20240103,07,10,1,4139,逃げ
20240103,07,11,4,3988,差し
20240103,07,12,1,3621,逃げ
20240103,07,1,1,4056,逃げ
20240103,07,2,4,5068,まくり
20240103,07,3,4,4910,抜き
20240103,07,4,1,5127,逃げ
20240103,07,5,2,4337,まくり
20240103,07,6,3,3946,まくり
20240103,07,7,3,4080,まくり差し
20240103,07,8,1,4269,逃げ
20240103,07,9,1,4850,逃げ
20240103,08,10,1,4074,逃げ
20240103,08,11,1,3941,逃げ
20240103,08,12,1,4586,逃げ
20240103,08,1,1,4062,逃げ
20240103,08,2,3,4228,まくり差し
20240103,08,3,1,5089,逃げ
20240103,08,4,1,3713,逃げ
20240103,08,5,,,恵まれ
20240103,08,6,4,4453,まくり
20240103,08,7,1,4983,逃げ
20240103,08,8,1,4903,逃げ
20240103,08,9,1,3467,逃げ
20240103,09,10,1,4797,逃げ
20240103,09,11,1,4024,逃げ
20240103,09,12,1,4926,逃げ
20240103,09,1,1,3852,逃げ
20240103,09,2,4,5130,恵まれ
20240103,09,3,1,4979,逃げ
20240103,09,4,1,4568,逃げ
20240103,09,5,2,4293,差し
20240103,09,6,6,4024,差し
20240103,09,7,4,4731,まくり
20240103,09,8,1,4579,逃げ
20240103,09,9,4,5120,まくり
20240103,11,10,1,3362,逃げ
20240103,11,11,1,3900,逃げ
20240103,11,12,1,4262,抜き
20240103,11,1,1,4761,逃げ
20240103,11,2,1,3877,逃げ
20240103,11,3,2,4594,差し
20240103,11,4,1,5050,逃げ
20240103,11,5,1,3161,逃げ
20240103,11,6,1,4388,逃げ
20240103,11,7,1,3977,抜き
20240103,11,8,4,4262,差し
20240103,11,9,1,3582,逃げ
20240103,12,10,2,4959,差し
20240103,12,11,1,4719,逃げ
20240103,12,12,1,4427,逃げ
20240103,12,1,5,4907,恵まれ
20240103,12,2,5,3556,まくり
20240103,12,3,2,5054,まくり
20240103,12,4,3,5267,まくり差し
20240103,12,5,1,4832,逃げ
20240103,12,6,1,4200,逃げ
20240103,12,7,2,3557,差し
20240103,12,8,2,3432,差し
20240103,12,9,3,4168,まくり
20240103,14,10,1,3788,逃げ
20240103,14,11,1,3743,逃げ
20240103,14,12,1,4685,逃げ
20240103,14,1,1,3333,逃げ
20240103,14,2,6,3788,まくり差し
20240103,14,3,1,4757,逃げ
20240103,14,4,6,3743,差し
20240103,14,5,1,3477,逃げ
20240103,14,6,1,4359,逃げ
20240103,14,7,1,4116,逃げ
20240103,14,8,1,3587,逃げ
20240103,14,9,3,4596,差し
20240103,15,10,1,5136,逃げ
