hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240330,02,10,1,4486,0.1,0.09,0.13,3,13.651999999999997
20240330,02,10,2,4144,0.14,0.06,0.19,2,11.786999999999999
20240330,02,10,3,4906,0.08,0.36,0.15,5,15.978
20240330,02,10,4,4748,0.21,0.13,0.16,4,16.987000000000002
20240330,02,10,5,4623,0.19,0.13,0.18,4,15.901
20240330,02,10,6,4877,0.2,0.02,0.16,1,14.263
20240330,02,11,1,4218,0.13,0.05,0.15,6,429496742.763
20240330,02,11,2,4545,0.12,0.0012,0.14,2,12.456
20240330,02,11,3,3933,0.15,0.0017000000000000001,0.17,4,14.985999999999999
20240330,02,11,4,4201,0.07,0.0014000000000000002,0.13,3,15.193999999999999
20240330,02,11,5,3406,0.21,0.03,0.17,5,10.08
20240330,02,11,6,5005,0.11,0.0001,0.15,1,12.811000000000002
20240330,02,12,1,4276,0.18,,0.15,1,13.972
20240330,02,12,2,3293,0.23,,0.22,1,12.031
20240330,02,12,3,4025,0.24,,0.18,1,10.857999999999999
20240330,02,12,4,3462,0.24,,0.15,1,13.378
20240330,02,12,5,4737,0.18,,0.16,1,14.788
20240330,02,12,6,4436,0.19,,0.18,1,12.841
20240330,02,1,1,3647,0.2,0.0004,0.17,1,14.719
20240330,02,1,2,4871,0.26,0.18,0.21,6,429496744.938
20240330,02,1,3,5213,0.24,0.15,0.19,5,12.081
20240330,02,1,4,5069,0.28,0.04,0.13,2,15.15
20240330,02,1,5,4104,0.22,0.06,0.14,3,9.544999999999998
20240330,02,1,6,5324,0.29,0.13,0.2,4,10.441
20240330,02,2,1,4077,0.22,0.21,0.17,6,429496745.424
20240330,02,2,2,4191,0.18,0.2,0.14,5,15.092999999999998
20240330,02,2,3,5005,0.1,0.02,0.15,3,12.611
20240330,02,2,4,4407,0.28,0.0002,0.17,1,14.037999999999998
20240330,02,2,5,3293,0.26,0.0005,0.21,2,11.931000000000001
20240330,02,2,6,4423,0.25,0.16,0.15,4,12.168999999999999
20240330,02,3,1,4081,0.12,0.21,0.19,5,14.297999999999998
20240330,02,3,2,5122,0.1,0.15,0.16,3,10.142
20240330,02,3,3,4623,0.11,0.11,0.15,1,16.201
20240330,02,3,4,4025,0.14,0.14,0.17,2,10.758
20240330,02,3,5,4218,0.13,0.17,0.17,4,13.363
20240330,02,3,6,5013,0.15,0.21,0.2,5,12.773999999999997
