hd,jcd,rno,win_lane,win_racer_id,decision
20240329,02,10,3,4201,まくり差し
20240329,02,11,2,4486,差し
20240329,02,12,1,4191,逃げ
20240329,02,1,1,3293,逃げ
20240329,02,2,2,4748,差し
20240329,02,3,6,4737,抜き
20240329,02,4,1,4201,逃げ
20240329,02,5,1,4144,逃げ
20240329,02,6,2,5069,差し
20240329,02,7,3,4077,まくり
20240329,02,8,4,4545,差し
20240329,02,9,4,5005,まくり
20240329,06,10,1,4962,逃げ
20240329,06,11,3,4902,まくり差し
20240329,06,12,5,4216,まくり差し
20240329,06,1,2,3957,差し
20240329,06,2,2,3538,差し
20240329,06,3,2,3976,差し
20240329,06,4,1,3458,逃げ
20240329,06,5,3,4890,差し
20240329,06,6,2,2014,差し
20240329,06,7,1,5054,抜き
20240329,06,8,1,5150,逃げ
20240329,06,9,1,5187,逃げ
20240329,07,10,1,3931,逃げ
20240329,07,11,1,4590,逃げ
20240329,07,12,1,4189,逃げ
20240329,07,1,3,5087,まくり
20240329,07,2,2,4384,まくり
20240329,07,3,1,4080,逃げ
20240329,07,4,6,4033,まくり差し
20240329,07,5,1,3347,逃げ
20240329,07,6,1,4402,逃げ
20240329,07,7,1,3502,逃げ
20240329,07,8,3,4189,まくり
20240329,07,9,1,4156,逃げ
20240329,08,10,1,4295,逃げ
20240329,08,11,1,3422,逃げ
20240329,08,12,1,3909,逃げ
20240329,08,1,1,4511,逃げ
20240329,08,2,1,4894,逃げ
20240329,08,3,1,3687,逃げ
20240329,08,4,5,3872,まくり
20240329,08,5,4,5125,まくり差し
20240329,08,6,1,4905,逃げ
20240329,08,7,6,3422,まくり差し
20240329,08,8,1,5074,逃げ
20240329,08,9,1,4460,逃げ
20240329,09,10,1,4123,逃げ
20240329,09,11,1,4546,逃げ
20240329,09,12,1,4530,逃げ
20240329,09,1,1,5045,逃げ
20240329,09,2,1,4244,抜き
20240329,09,3,3,4499,まくり差し
20240329,09,4,4,4183,まくり
20240329,09,5,5,4891,まくり差し
20240329,09,6,1,4447,逃げ
20240329,09,7,4,4546,まくり差し
20240329,09,8,4,4530,差し
20240329,09,9,1,4927,逃げ
20240329,10,10,1,4057,逃げ
20240329,10,11,1,4055,逃げ
20240329,10,12,1,3541,逃げ
20240329,10,1,1,4361,逃げ
20240329,10,2,4,4016,まくり
20240329,10,3,1,4650,逃げ
20240329,10,4,1,4256,逃げ
20240329,10,5,1,3612,逃げ
20240329,10,6,2,4566,差し
20240329,10,7,1,5189,逃げ
20240329,10,8,1,4664,逃げ
20240329,10,9,3,5142,まくり差し
20240329,12,10,4,3942,まくり差し
20240329,12,11,1,3415,逃げ
20240329,12,12,1,3783,逃げ
20240329,12,1,1,4311,逃げ
20240329,12,2,6,4044,まくり
20240329,12,3,3,4939,抜き
20240329,12,4,1,4477,逃げ
20240329,12,5,3,4061,まくり差し
20240329,12,6,3,4908,まくり差し
20240329,12,7,1,4168,逃げ
20240329,12,8,1,4344,逃げ
20240329,12,9,1,4238,逃げ
20240329,17,10,2,3837,差し
20240329,17,11,1,3435,逃げ
20240329,17,12,5,4073,まくり差し
20240329,17,1,1,4796,逃げ
20240329,17,2,1,3411,逃げ
20240329,17,3,3,4811,まくり
20240329,17,4,1,3159,逃げ
20240329,17,5,6,3796,抜き
20240329,17,6,1,3837,逃げ
20240329,17,7,1,4084,逃げ
20240329,17,8,2,3663,まくり
20240329,17,9,6,5161,まくり
20240329,22,10,1,3439,逃げ
20240329,22,11,1,4653,逃げ
20240329,22,12,2,4330,まくり
20240329,22,1,1,4713,逃げ
20240329,22,2,1,4515,逃げ
20240329,22,3,3,3898,抜き
20240329,22,4,1,4583,逃げ
20240329,22,5,1,3800,逃げ
20240329,22,6,1,3742,逃げ
20240329,22,7,1,4230,逃げ
20240329,22,8,2,3946,逃げ
20240329,22,9,4,3898,差し
20240329,23,10,6,5084,差し
20240329,23,11,1,4444,逃げ
20240329,23,12,3,4459,まくり差し
20240329,23,1,1,3984,逃げ
20240329,23,2,5,4932,まくり差し
20240329,23,3,1,4808,逃げ
20240329,23,4,1,4188,逃げ
20240329,23,5,1,4831,逃げ
20240329,23,6,1,4030,逃げ
20240329,23,7,4,4459,まくり差し
20240329,23,8,1,4503,逃げ
20240329,23,9,2,4500,逃げ
20240329,24,10,1,4512,逃げ
20240329,24,11,1,3721,逃げ
20240329,24,12,1,4347,逃げ
20240329,24,1,2,3965,抜き
20240329,24,2,1,3741,逃げ
20240329,24,3,3,3257,まくり
20240329,24,4,2,4184,抜き
20240329,24,5,1,4551,逃げ
20240329,24,6,4,3721,差し
20240329,24,7,3,4236,まくり差し
20240329,24,8,4,3257,差し
20240329,24,9,1,3963,逃げ
