hd,jcd,rno,label_3t,win_lane
20240310,1,1,1-2-4,1
20240310,1,2,2-1-5,2
20240310,1,3,5-2-4,5
20240310,1,4,4-2-6,4
20240310,1,5,6-1-3,6
20240310,1,6,1-2-3,1
20240310,1,7,2-3-4,2
20240310,1,8,1-5-3,1
20240310,1,9,1-3-4,1
20240310,1,10,3-1-4,3
20240310,1,11,1-2-4,1
20240310,1,12,1-2-6,1
20240310,2,1,4-2-3,4
20240310,2,2,3-2-5,3
20240310,2,3,3-4-2,3
20240310,2,4,1-3-2,1
20240310,2,5,1-4-6,1
20240310,2,6,2-1-5,2
20240310,2,7,1-3-2,1
20240310,2,8,2-1-5,2
20240310,2,9,2-6-1,2
20240310,2,10,1-4-5,1
20240310,2,11,1-4-2,1
20240310,2,12,4-5-6,4
20240310,3,1,3-2-4,3
20240310,3,2,1-2-3,1
20240310,3,3,3-1-5,3
20240310,3,4,1-3-4,1
20240310,3,5,1-2-3,1
20240310,3,6,4-6-5,4
20240310,3,7,4-2-6,4
20240310,3,8,3-1-5,3
20240310,3,9,1-3-6,1
20240310,3,10,1-6-4,1
20240310,3,11,1-2-6,1
20240310,3,12,3-4-1,3
20240310,5,1,1-4-2,1
20240310,5,2,1-6-2,1
20240310,5,3,1-2-3,1
20240310,5,4,1-2-3,1
20240310,5,5,1-3-2,1
20240310,5,6,1-4-3,1
20240310,5,7,1-3-6,1
20240310,5,8,1-4-5,1
20240310,5,9,1-4-5,1
20240310,5,10,1-3-5,1
20240310,5,11,2-1-3,2
20240310,5,12,1-4-6,1
20240310,7,1,1-5-2,1
20240310,7,2,1-5-2,1
20240310,7,3,3-5-2,3
20240310,7,4,5-1-4,5
20240310,7,5,2-1-6,2
20240310,7,6,1-4-5,1
20240310,7,7,1-3-4,1
20240310,7,8,2-6-5,2
20240310,7,9,1-3-4,1
20240310,7,10,4-3-2,4
20240310,7,11,4-1-6,4
20240310,7,12,1-6-4,1
20240310,8,1,5-2-1,5
20240310,8,2,1-3-2,1
20240310,8,3,6-1-2,6
20240310,8,4,1-3-2,1
20240310,8,5,1-6-3,1
20240310,8,6,2-1-4,2
20240310,8,7,1-2-3,1
20240310,8,8,1-3-6,1
20240310,8,9,1-5-3,1
20240310,8,10,2-4-1,2
20240310,8,11,1-3-2,1
20240310,8,12,1-2-3,1
20240310,9,1,1-3-2,1
20240310,9,2,1-4-2,1
20240310,9,3,1-4-5,1
20240310,9,4,4-5-3,4
20240310,9,5,4-1-5,4
20240310,9,6,1-3-4,1
20240310,9,7,3-2-4,3
20240310,9,8,1-5-2,1
20240310,9,9,1-4-2,1
20240310,9,10,1-6-2,1
20240310,9,11,1-5-6,1
20240310,9,12,1-2-4,1
20240310,10,1,1-3-6,1
20240310,10,2,1-2-3,1
20240310,10,3,1-2-6,1
20240310,10,4,1-2-5,1
20240310,10,5,1-2-3,1
20240310,10,6,1-3-2,1
20240310,10,7,6-4-2,6
20240310,10,8,1-6-5,1
20240310,10,9,1-2-3,1
20240310,10,10,2-1-5,2
20240310,10,11,3-1-5,3
20240310,10,12,1-2-4,1
20240310,15,1,1-2-5,1
20240310,15,2,1-3-2,1
20240310,15,3,1-2-3,1
20240310,15,4,1-2-6,1
20240310,15,5,1-2-4,1
20240310,15,6,1-4-6,1
20240310,15,7,1-3-6,1
20240310,15,8,1-2-3,1
20240310,15,9,3-1-4,3
20240310,15,10,1-3-2,1
20240310,15,11,1-2-3,1
20240310,15,12,1-5-6,1
20240310,16,1,5-1-6,5
20240310,16,2,1-3-2,1
20240310,16,3,6-1-3,6
20240310,16,4,6-3-4,6
20240310,16,5,6-4-2,6
20240310,16,6,2-3-1,2
20240310,16,7,4-1-3,4
20240310,16,8,1-2-5,1
20240310,16,9,4-5-6,4
20240310,16,10,1-3-4,1
20240310,16,11,2-1-3,2
20240310,16,12,3-1-4,3
20240310,17,1,3-4-1,3
20240310,17,2,1-2-3,1
20240310,17,3,1-2-5,1
20240310,17,4,2-1-3,2
20240310,17,5,3-5-2,3
20240310,17,6,1-2-3,1
20240310,17,7,5-4-3,5
20240310,17,8,3-5-2,3
20240310,17,9,4-5-3,4
20240310,17,10,1-2-3,1
20240310,17,11,1-4-5,1
20240310,17,12,1-2-3,1
20240310,22,1,1-4-6,1
20240310,22,2,4-5-1,4
20240310,22,3,3-2-4,3
20240310,22,4,2-3-4,2
20240310,22,5,1-2-5,1
20240310,22,6,2-3-5,2
20240310,22,7,2-3-1,2
20240310,22,8,4-6-1,4
20240310,22,9,1-3-6,1
20240310,22,10,4-1-6,4
20240310,22,11,1-2-3,1
20240310,22,12,1-2-4,1
20240310,23,1,4-1-5,4
20240310,23,2,6-2-3,6
20240310,23,3,1-3-5,1
20240310,23,4,6-1-4,6
20240310,23,5,5-6-1,5
20240310,23,6,2-1-6,2
20240310,23,7,1-3-4,1
20240310,23,8,1-4-3,1
20240310,23,9,4-6-5,4
20240310,23,10,1-2-3,1
20240310,23,11,1-4-2,1
20240310,23,12,1-3-4,1
20240310,24,1,1-3-2,1
20240310,24,2,1-5-3,1
20240310,24,3,1-2-5,1
20240310,24,4,1-3-5,1
20240310,24,5,1-4-2,1
20240310,24,6,1-3-2,1
20240310,24,7,1-3-2,1
20240310,24,8,1-3-4,1
20240310,24,9,1-4-6,1
20240310,24,10,1-2-5,1
20240310,24,11,1-6-3,1
20240310,24,12,1-2-3,1
