hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240125,2,10,1,4095,,,1,1,0.14,69.4,89.8
20240125,2,10,2,4159,,,1,1,0.16,17.0,63.4
20240125,2,10,3,4637,,,1,1,0.15,17.3,56.5
20240125,2,10,4,3800,,,1,1,0.15,9.6,29.0
20240125,2,10,5,3659,,,1,1,0.16,8.7,45.6
20240125,2,10,6,4888,,,1,1,0.15,2.9,38.2
20240125,2,11,1,4387,,0.24,2,4,0.15,75.4,91.2
20240125,2,11,2,3900,,0.15,1,2,0.17,18.9,64.8
20240125,2,11,3,4738,,0.15,5,2,0.15,16.6,50.0
20240125,2,11,4,4501,,0.17,6,3,0.15,9.0,45.4
20240125,2,11,5,4909,,0.09,3,1,0.15,2.6,26.3
20240125,2,11,6,5069,,0.17,4,3,0.2,0.0,10.0
20240125,2,12,1,3983,,,4,4,0.14,64.5,83.3
20240125,2,12,2,3978,,0.07,3,2,0.14,13.3,66.6
20240125,2,12,3,4388,,0.06,5,1,0.15,15.6,68.6
20240125,2,12,4,3909,,0.12,6,3,0.13,16.6,52.0
20240125,2,12,5,4561,,0.07,1,2,0.16,11.1,51.8
20240125,2,12,6,5141,,,2,4,0.11,0.0,27.0
20240125,2,1,1,3065,,0.11,3,2,0.19,18.5,51.8
20240125,2,1,2,4404,,0.03,2,1,0.17,6.4,38.7
20240125,2,1,3,3533,,0.13,4,3,0.17,11.5,53.8
20240125,2,1,4,4565,,0.4,3,6,0.18,12.0,44.0
20240125,2,1,5,5190,,0.2,1,4,0.16,2.5,17.9
20240125,2,1,6,5317,,0.24,4,5,0.24,3.2,6.4
20240125,2,2,1,4439,,,1,1,0.16,36.6,63.3
20240125,2,2,2,3659,,,5,1,0.15,7.1,64.2
20240125,2,2,3,4377,,,2,1,0.13,17.5,67.5
20240125,2,2,4,3647,,,3,1,0.18,3.1,25.0
20240125,2,2,5,4387,,,5,1,0.13,16.0,64.0
20240125,2,2,6,3978,,,4,1,0.16,4.8,39.0
20240125,2,3,1,4637,,0.09,2,3,0.16,31.7,73.1
20240125,2,3,2,4561,,,1,4,0.2,21.5,60.7
20240125,2,3,3,4988,,0.05,4,2,0.16,23.6,50.0
20240125,2,3,4,4543,,,3,4,0.21,3.5,60.7
20240125,2,3,5,3681,,0.03,6,1,0.16,2.3,33.3
20240125,2,3,6,4501,,,5,4,0.16,0.0,39.0
20240125,2,4,1,4909,,0.12,2,4,0.15,40.0,60.0
20240125,2,4,2,3655,,0.13,5,5,0.19,9.6,65.3
20240125,2,4,3,4095,,0.15,1,6,0.13,21.7,56.5
20240125,2,4,4,3934,,0.04,4,2,0.15,6.9,51.7
20240125,2,4,5,3909,,0.01,2,1,0.13,4.2,51.0
20240125,2,4,6,4134,,0.05,3,3,0.2,2.5,27.5
20240125,2,5,1,4540,,,3,4,0.1,74.5,98.3
20240125,2,5,2,4785,,0.11,5,2,0.19,0.0,14.7
20240125,2,5,3,3544,,0.05,1,1,0.18,2.9,26.4
20240125,2,5,4,3983,,0.16,2,3,0.13,15.3,53.8
20240125,2,5,5,4474,,,4,4,0.18,2.4,46.3
20240125,2,5,6,3800,,,6,4,0.23,6.9,24.1
20240125,2,6,1,4789,,0.22,2,4,0.15,42.1,73.6
20240125,2,6,2,5141,,0.08,1,1,0.13,21.2,70.2
20240125,2,6,3,5190,,0.19,5,3,0.16,7.1,21.4
20240125,2,6,4,4439,,0.08,6,1,0.19,3.1,18.7
20240125,2,6,5,4159,,0.09,4,2,0.21,2.3,35.7
20240125,2,6,6,3900,,0.19,3,3,0.16,4.0,44.0
20240125,2,7,1,4738,,0.21,5,3,0.13,65.4,89.0
20240125,2,7,2,4565,,0.25,6,4,0.19,9.6,51.6
20240125,2,7,3,3647,,0.19,4,2,0.15,0.0,54.8
20240125,2,7,4,4440,,0.29,1,5,0.17,9.3,31.2
20240125,2,7,5,4979,,0.17,3,1,0.17,2.3,21.4
20240125,2,7,6,4406,,0.39,2,6,0.18,6.4,16.1
20240125,2,8,1,4377,,0.14,1,3,0.13,66.6,87.5
20240125,2,8,2,4104,,0.08,3,2,0.16,12.0,48.0
20240125,2,8,3,3681,,0.01,4,1,0.17,7.3,56.1
20240125,2,8,4,3533,,0.27,5,4,0.17,4.1,50.0
20240125,2,8,5,3655,,,4,5,0.19,7.1,42.8
20240125,2,8,6,4388,,,2,5,0.16,2.5,41.0
20240125,2,9,1,4543,,0.09,1,2,0.14,72.7,93.1
20240125,2,9,2,4134,,0.29,2,3,0.17,11.9,66.6
20240125,2,9,3,4540,,0.03,5,1,0.11,11.5,76.9
20240125,2,9,4,3065,,,6,4,0.21,0.0,43.2
20240125,2,9,5,4489,,,4,4,0.17,6.5,30.4
20240125,2,9,6,5102,,,3,4,0.22,0.0,25.0
20240125,5,10,1,4519,,0.11,4,2,0.15,38.8,77.7
20240125,5,10,2,4482,,0.25,6,4,0.14,38.3,76.6
20240125,5,10,3,4680,,0.07,2,1,0.19,20.0,64.0
20240125,5,10,4,4627,,0.12,1,3,0.16,18.3,65.3
20240125,5,10,5,4891,,,5,5,0.15,0.0,48.2
20240125,5,10,6,4117,,,3,5,0.19,3.4,58.6
20240125,5,11,1,4804,,,1,1,0.15,65.8,80.4
20240125,5,11,2,4819,,,1,1,0.19,9.6,58.0
20240125,5,11,3,4964,,,1,1,0.13,15.0,70.0
20240125,5,11,4,4998,,,1,1,0.13,23.9,52.1
20240125,5,11,5,5218,,,1,1,0.18,2.6,23.6
20240125,5,11,6,5129,,,1,1,0.26,0.0,14.8
20240125,5,12,1,4050,,,4,2,0.13,85.7,95.9
20240125,5,12,2,4190,,,3,2,0.14,28.9,68.4
20240125,5,12,3,5195,,,1,2,0.18,0.0,30.0
20240125,5,12,4,4443,,0.04,5,1,0.2,5.0,57.5
20240125,5,12,5,4900,,,2,2,0.19,0.0,30.0
20240125,5,12,6,4499,,,6,2,0.2,4.3,30.4
20240125,5,1,1,4464,,0.13,4,4,0.16,53.8,82.0
20240125,5,1,2,5203,,0.08,1,3,0.2,0.0,36.3
20240125,5,1,3,4998,,0.14,4,5,0.14,16.2,39.5
20240125,5,1,4,4680,,0.03,4,1,0.2,4.5,52.2
